Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2007);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
1;19555;Veterinary Research;journal;09284249, 12979716;1.749;Q1;109;62;172;3141;721;168;4.27;50.66;United Kingdom;Western Europe;BioMed Central Ltd.;1993-2021;Veterinary (miscellaneous) (Q1)
2;18316;Journal of Veterinary Internal Medicine;journal;19391676, 08916640;1.531;Q1;110;196;505;5860;1057;475;1.77;29.9;United States;Northern America;Wiley-Blackwell;1987-2021;"Medicine (miscellaneous) (Q1); Veterinary (miscellaneous) (Q1)"
3;21376;Vaccine;journal;0264410X, 18732518;1.299;Q1;191;1110;2269;39686;7735;2184;3.38;35.75;Netherlands;Western Europe;Elsevier BV;1983-2021;"Immunology and Microbiology (miscellaneous)  (Q1); Infectious Diseases (Q1); Public Health, Environmental and Occupational Health (Q1); Veterinary (miscellaneous) (Q1); Molecular Medicine (Q2)"
4;19551;Veterinary Radiology and Ultrasound;journal;17408261, 10588183;1.173;Q1;63;107;285;1986;435;283;1.25;18.56;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1992-2021;Veterinary (miscellaneous) (Q1)
5;19576;Veterinary Therapeutics;journal;15283593;1.164;Q1;35;29;91;694;143;88;1.68;23.93;United States;Northern America;Veterinary Learning Systems;2000-2010;Veterinary (miscellaneous) (Q1)
6;19574;Veterinary Surgery;journal;1532950X, 01613499;1.078;Q1;82;110;319;2852;472;299;1.39;25.93;United States;Northern America;Wiley-Blackwell;1972-2021;Veterinary (miscellaneous) (Q1)
7;21288;Acta Tropica;journal;18736254, 0001706X;1.07;Q1;106;107;430;3316;972;421;2.11;30.99;Netherlands;Western Europe;Elsevier;1945-2021;"Insect Science (Q1); Parasitology (Q1); Veterinary (miscellaneous) (Q1); Infectious Diseases (Q2)"
8;17689;Avian Pathology;journal;03079457, 14653338;1.048;Q1;86;71;225;2196;484;223;1.54;30.93;United Kingdom;Western Europe;Taylor and Francis Ltd.;1972-2021;"Animal Science and Zoology (Q1); Food Animals (Q1); Immunology and Microbiology (miscellaneous)  (Q2)"
9;20882;Veterinary Microbiology;journal;03781135, 18732542;1.048;Q1;135;311;723;8821;1782;713;2.16;28.36;Netherlands;Western Europe;Elsevier;1976-2021;"Medicine (miscellaneous) (Q1); Veterinary (miscellaneous) (Q1); Microbiology (Q2)"
10;20491;Journal of Medical Entomology;journal;00222585;1.029;Q1;104;158;506;5120;1033;502;2.01;32.41;United States;Northern America;Oxford University Press;1964-2021;"Insect Science (Q1); Veterinary (miscellaneous) (Q1); Infectious Diseases (Q2); Parasitology (Q2)"
11;17777;Equine Veterinary Journal;journal;20423306, 04251644;1.023;Q1;92;112;462;2755;651;433;1.01;24.6;United States;Northern America;Wiley-Blackwell;1968-2021;"Equine (Q1); Medicine (miscellaneous) (Q1)"
12;18838;Preventive Veterinary Medicine;journal;01675877, 18731716;1.009;Q1;100;124;352;3254;667;347;1.78;26.24;Netherlands;Western Europe;Elsevier;1982-2021;"Animal Science and Zoology (Q1); Food Animals (Q1)"
13;19537;Veterinary Parasitology;journal;03044017, 18732550;1.007;Q1;131;420;955;11530;2250;942;2.11;27.45;Netherlands;Western Europe;Elsevier;1975-2021;"Medicine (miscellaneous) (Q1); Veterinary (miscellaneous) (Q1); Parasitology (Q2)"
14;18297;Journal of Feline Medicine and Surgery;journal;1098612X, 15322750;1.003;Q1;66;80;161;1836;253;152;1.29;22.95;United Kingdom;Western Europe;SAGE Publications Inc.;1999-2021;Small Animals (Q1)
