Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2013);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
1;18434;Cell;journal;00928674, 10974172;28.254;Q1;814;560;1477;28383;40755;1423;27.39;50.68;United States;Northern America;Cell Press;1974-2021;Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1)
2;16801;Annual Review of Biochemistry;journal;15454509, 00664154;27.872;Q1;305;28;102;4697;3516;102;28.99;167.75;United States;Northern America;Annual Reviews Inc.;1946-1948, 1950-1960, 1962-2021;Biochemistry (Q1)
3;18991;Nature Reviews Genetics;journal;14710056, 14710064;24.23;Q1;384;157;502;8467;10655;305;20;53.93;United Kingdom;Western Europe;Nature Publishing Group;2000-2021;"Genetics (Q1); Genetics (clinical) (Q1); Molecular Biology (Q1)"
4;18990;Nature Genetics;journal;10614036, 15461718;24.193;Q1;597;332;852;11035;21853;705;23.27;33.24;United Kingdom;Western Europe;Nature Publishing Group;1992-2021;Genetics (Q1)
5;20315;Nature Reviews Molecular Cell Biology;journal;14710072, 14710080;21.949;Q1;452;165;524;8256;8915;332;15.64;50.04;United Kingdom;Western Europe;Nature Publishing Group;2000-2021;"Cell Biology (Q1); Molecular Biology (Q1)"
6;21100778657;Acta Crystallographica Section D: Structural Biology;journal;20597983;20.386;Q1;142;266;474;11636;6438;466;7.75;43.74;United States;Northern America;"John Wiley &amp; Sons Inc.";2016-2021;Structural Biology (Q1)
7;18395;Annual Review of Cell and Developmental Biology;journal;15308995, 10810706;19.671;Q1;226;23;88;3968;2030;86;22.12;172.52;United States;Northern America;Annual Reviews Inc.;1995-2020;"Cell Biology (Q1); Developmental Biology (Q1)"
8;24004;Physiological Reviews;journal;15221210, 00319333;19.639;Q1;358;34;104;19592;3811;104;31.87;576.24;United States;Northern America;American Physiological Society;1945-2021;"Medicine (miscellaneous) (Q1); Molecular Biology (Q1); Physiology (Q1); Physiology (medical) (Q1)"
9;21706;Annual Review of Genetics;journal;15452948, 00664197;18.473;Q1;189;26;71;4082;1519;71;20.08;157;United States;Northern America;Annual Reviews Inc.;1970-2020;Genetics (Q1)
10;12464;Nature Reviews Cancer;journal;1474175X, 14741768;17.819;Q1;462;160;560;10117;9275;324;16.25;63.23;United Kingdom;Western Europe;Nature Publishing Group;2001-2021;"Cancer Research (Q1); Oncology (Q1)"
11;29093;Cancer Cell;journal;15356108, 18783686;17.638;Q1;359;166;480;5869;9361;480;17.97;35.36;United States;Northern America;Cell Press;2002-2021;"Cancer Research (Q1); Cell Biology (Q1); Oncology (Q1)"
12;19014;Nature Cell Biology;journal;14764679, 14657392;16.603;Q1;384;189;599;8162;9846;534;15.6;43.19;United Kingdom;Western Europe;Nature Publishing Group;1999-2021;Cell Biology (Q1)
13;6100153018;Cell Stem Cell;journal;19345909;16.238;Q1;266;189;577;6275;9041;494;14.4;33.2;United States;Northern America;Cell Press;2007-2021;"Cell Biology (Q1); Genetics (Q1); Molecular Medicine (Q1)"
14;22214;Genome Research;journal;15495469, 10889051;15.228;Q1;305;192;617;10553;10223;613;15.29;54.96;United States;Northern America;Cold Spring Harbor Laboratory Press;1991-2021;"Genetics (Q1); Genetics (clinical) (Q1)"
