Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2010);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Coverage;Categories
1;12010;"Annual Review of Psychology";journal;"00664308, 15452085";10,297;Q1;216;26;77;4213;2041;76;22,87;162,04;United States;"Annual Reviews Inc.";"1950-1958, 1960-1963, 1965-ongoing";"Psychology (miscellaneous) (Q1)"
2;12108;"Behavioral and Brain Sciences";journal;"14691825, 0140525X";8,390;Q1;148;224;762;3554;907;31;26,14;15,87;United Kingdom;"Cambridge University Press";"1978-ongoing";"Behavioral Neuroscience (Q1); Neuropsychology and Physiological Psychology (Q1); Physiology (Q1)"
3;15359;"Trends in Cognitive Sciences";journal;"13646613";8,248;Q1;276;95;262;5339;3015;204;11,42;56,20;Netherlands;"Elsevier BV";"1997-ongoing";"Cognitive Neuroscience (Q1); Experimental and Cognitive Psychology (Q1); Neuropsychology and Physiological Psychology (Q1)"
4;4100151532;"Advances in Experimental Social Psychology";book series;"00652601";7,293;Q1;78;12;18;1812;141;18;6,82;151,00;United States;"Elsevier Inc.";"1964, 1966-1967, 1969-1970, 1972, 1974-1984, 1986-1992, 1994-ongoing";"Social Psychology (Q1)"
5;13443;"Psychological Bulletin";journal;"00332909";7,021;Q1;272;56;111;7707;1661;109;11,92;137,63;United States;"American Psychological Association";"1904-ongoing";"History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1)"
6;12812;"Personality and Social Psychology Review";journal;"10888683, 15327957";6,362;Q1;134;29;54;2937;474;52;5,91;101,28;United States;"SAGE Publications";"1997-ongoing";"Social Psychology (Q1)"
7;4600151524;"Annual Review of Clinical Psychology";book series;"15485951, 15485943";5,711;Q1;103;25;53;3255;631;51;11,31;130,20;United States;"Annual Reviews Inc.";"2005-ongoing";"Clinical Psychology (Q1); Medicine (miscellaneous) (Q1); Psychiatry and Mental Health (Q1)"
8;13467;"Psychological Review";journal;"0033295X";5,624;Q1;192;65;134;6936;1374;132;8,19;106,71;United States;"American Psychological Association";"1894-ongoing";"History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1)"
9;15388;"Journal of Applied Psychology";journal;"00219010";5,589;Q1;249;86;339;7178;2275;338;4,97;83,47;United States;"American Psychological Association";"1917-ongoing";"Applied Psychology (Q1)"
10;30039;"Journal of Personality and Social Psychology";journal;"00223514";5,570;Q1;328;137;399;8745;2826;398;6,13;63,83;United States;"American Psychological Association";"1965-ongoing";"Social Psychology (Q1); Sociology and Political Science (Q1)"
11;14130;"Research in Organizational Behavior";book series;"01913085";4,931;Q1;57;9;23;1503;96;18;5,33;167,00;United Kingdom;"Elsevier Ltd.";"2000-2004, 2006, 2008-ongoing";"Experimental and Cognitive Psychology (Q1); Organizational Behavior and Human Resource Management (Q1); Social Psychology (Q1)"
12;12817;"Personnel Psychology";journal;"00315826";4,405;Q1;124;30;75;2461;451;75;4,26;82,03;United States;"Wiley-Blackwell";"1948-ongoing";"Applied Psychology (Q1); Organizational Behavior and Human Resource Management (Q1)"
13;15478;"Journal of Experimental Psychology: General";journal;"00963445";4,369;Q1;138;39;88;3073;490;86;5,10;78,79;United States;"American Psychological Association";"1975-ongoing";"Developmental Neuroscience (Q1); Experimental and Cognitive Psychology (Q1); Medicine (miscellaneous) (Q1); Psychology (miscellaneous) (Q1)"
14;18045;"Neuroscience and Biobehavioral Reviews";journal;"01497634";4,343;Q1;209;142;275;18984;2520;263;9,41;133,69;United Kingdom;"Elsevier Ltd.";"1978-ongoing";"Behavioral Neuroscience (Q1); Cognitive Neuroscience (Q1); Neuropsychology and Physiological Psychology (Q1)"
15;54632;"Bipolar Disorders, Supplement";journal;"13992406";4,263;Q1;23;0;5;0;36;4;0,00;0,00;Denmark;"Munksgaard Denmark";"2003, 2005, 2007";"Clinical Psychology (Q1)"
16;13468;"Psychological Science";journal;"09567976, 14679280";4,121;Q1;227;292;636;7051;4058;626;5,52;24,15;United States;"SAGE Publications";"1990-ongoing";"Psychology (miscellaneous) (Q1)"
17;13461;"Psychological Methods";journal;"1082989X";3,774;Q1;131;30;57;1671;360;57;3,41;55,70;United States;"American Psychological Association";"1996-ongoing";"History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1)"
18;13969;"Psychological Science in the Public Interest, Supplement";journal;"15291006";3,740;Q1;48;7;19;973;149;9;12,50;139,00;United States;"SAGE Publications Inc.";"2000-ongoing";"Psychology (miscellaneous) (Q1)"
19;17282;"Learning and Memory";journal;"10720502, 15495485";3,735;Q1;122;84;280;4048;1452;270;5,17;48,19;United States;"Cold Spring Harbor Laboratory Press";"1994-ongoing";"Cellular and Molecular Neuroscience (Q1); Cognitive Neuroscience (Q1); Neuropsychology and Physiological Psychology (Q1)"
20;29443;"Advances in the Study of Behavior";book series;"00653454";3,701;Q1;64;16;35;1756;197;31;6,17;109,75;United States;"Elsevier Inc.";"1965, 1969, 1971-1972, 1974, 1976, 1978-1980, 1982-1988, 1990-ongoing";"Animal Science and Zoology (Q1); Behavioral Neuroscience (Q1); Neuropsychology and Physiological Psychology (Q1)"
21;22478;"Journal of Memory and Language";journal;"10960821, 0749596X";3,614;Q1;129;60;189;3619;838;186;4,61;60,32;United States;"Elsevier Inc.";"1985-ongoing";"Artificial Intelligence (Q1); Experimental and Cognitive Psychology (Q1); Language and Linguistics (Q1); Linguistics and Language (Q1); Neuropsychology and Physiological Psychology (Q1)"
22;15370;"Journal of Abnormal Psychology";journal;"0021843X";3,574;Q1;174;88;185;4851;1154;184;5,25;55,13;United States;"American Psychological Association";"1948-1959, 1963-ongoing";"Biological Psychiatry (Q1); Clinical Psychology (Q1); Developmental and Educational Psychology (Q1); Psychiatry and Mental Health (Q1)"
23;15269;"Monographs of the Society for Research in Child Development";journal;"0037976X, 15405834";3,421;Q1;57;28;29;951;86;11;6,75;33,96;United Kingdom;"Blackwell Publishing Inc.";"1961-1982, 1984-ongoing";"Developmental and Educational Psychology (Q1)"
24;12872;"Cognitive Psychology";journal;"10955623, 00100285";3,410;Q1;108;26;70;2003;349;69;4,59;77,04;United States;"Elsevier Inc.";"1970-ongoing";"Artificial Intelligence (Q1); Developmental and Educational Psychology (Q1); Experimental and Cognitive Psychology (Q1); Linguistics and Language (Q1); Neuropsychology and Physiological Psychology (Q1)"
25;13491;"Development and Psychopathology";journal;"09545794, 14692198";3,349;Q1;158;68;177;5315;1182;169;6,07;78,16;United Kingdom;"Cambridge University Press";"1989-ongoing";"Developmental and Educational Psychology (Q1); Psychiatry and Mental Health (Q1)"
26;24456;"Child Development";journal;"14678624, 00093920";3,249;Q1;228;131;343;7679;1935;335;4,53;58,62;United States;"Blackwell Publishing Inc.";"1945-1948, 1950-ongoing";"Developmental and Educational Psychology (Q1); Education (Q1); Pediatrics, Perinatology and Child Health (Q1); Social Work (Q1)"
27;15439;"Journal of Consulting and Clinical Psychology";journal;"0022006X";3,227;Q1;218;92;255;4929;1758;254;6,86;53,58;United States;"American Psychological Association";"1968-ongoing";"Clinical Psychology (Q1); Psychiatry and Mental Health (Q1)"
28;12808;"Journal of Educational Psychology";journal;"00220663";3,156;Q1;177;70;129;4957;678;129;4,70;70,81;United States;"American Psychological Association";"1910-ongoing";"Developmental and Educational Psychology (Q1); Education (Q1)"
