Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2010);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
1;25669;Journal of Clinical Periodontology;journal;1600051X, 03036979;2.504;Q1;159;135;459;5780;2019;445;4.38;42.81;Denmark;Western Europe;Blackwell Munksgaard;1974-2021;Periodontics (Q1)
2;24408;Clinical Oral Implants Research;journal;16000501, 09057161;2.294;Q1;171;160;479;5880;1779;474;3.17;36.75;Denmark;Western Europe;Blackwell Munksgaard;1990-2021;Oral Surgery (Q1)
3;24936;Dental Materials;journal;01095641, 18790097;1.988;Q1;159;162;657;6740;2481;653;3.35;41.6;United Kingdom;Western Europe;Elsevier Science;1985-2021;"Dentistry (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1); Mechanics of Materials (Q1)"
4;25610;International Endodontic Journal;journal;13652591, 01432885;1.965;Q1;127;143;404;4846;1162;384;2.51;33.89;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1967-1972, 1974-2021;Dentistry (miscellaneous) (Q1)
5;25688;Journal of Endodontics;journal;00992399, 18783554;1.665;Q1;160;359;886;12098;3146;819;3.43;33.7;United States;Northern America;Elsevier Inc.;1975-2021;Dentistry (miscellaneous) (Q1)
6;25615;International Journal of Oral and Maxillofacial Implants;journal;08822786;1.629;Q1;145;138;402;4642;1020;386;1.92;33.64;United States;Northern America;Quintessence Publishing Company;1986-2021;"Medicine (miscellaneous) (Q1); Oral Surgery (Q1)"
7;25660;Journal of Adhesive Dentistry;journal;14615185;1.599;Q1;72;54;198;2267;400;185;1.52;41.98;United States;Northern America;Quintessence Publishing Company;1999-2021;"Oral Surgery (Q1); Orthodontics (Q1); Periodontics (Q1)"
8;25684;Journal of Dental Research;journal;00220345;1.526;Q1;192;241;589;8816;2413;552;3.55;36.58;United States;Northern America;SAGE Publications Inc.;1919-1924, 1927-1935, 1937-2021;Dentistry (miscellaneous) (Q1)
9;24403;Clinical Implant Dentistry and Related Research;journal;15230899;1.513;Q1;90;54;114;1887;288;112;2.27;34.94;United States;Northern America;Wiley-Blackwell;1999-2021;"Dentistry (miscellaneous) (Q1); Oral Surgery (Q1)"
10;22913;Periodontology 2000;journal;09066713, 16000757;1.493;Q2;132;39;115;5462;514;114;2.97;140.05;Denmark;Western Europe;Blackwell Munksgaard;1993-2021;Periodontics (Q2)
