Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2018);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
1;17437;Nature Reviews Neuroscience;journal;14710048, 1471003X;21.21;Q1;434;142;392;8733;6638;210;14.64;61.5;United Kingdom;Western Europe;Nature Publishing Group;2000-2021;Neuroscience (miscellaneous) (Q1)
2;17436;Nature Neuroscience;journal;10976256, 15461726;15.852;Q1;437;223;769;10126;13447;705;15.92;45.41;United Kingdom;Western Europe;Nature Publishing Group;1998-2021;Neuroscience (miscellaneous) (Q1)
3;14181;Annual Review of Neuroscience;journal;0147006X, 15454126;12.626;Q1;248;26;67;3689;1166;67;12.87;141.88;United States;Northern America;Annual Reviews Inc.;1978-2021;Neuroscience (miscellaneous) (Q1)
4;17978;Neuron;journal;10974199, 08966273;11.377;Q1;493;498;1497;29890;18493;1485;11.05;60.02;United States;Northern America;Cell Press;1988-2021;Neuroscience (miscellaneous) (Q1)
5;17552;Acta Neuropathologica;journal;00016322, 14320533;8.341;Q1;184;140;401;8450;5818;330;15.7;60.36;Germany;Western Europe;Springer Verlag;1961-2021;"Cellular and Molecular Neuroscience (Q1); Neurology (clinical) (Q1); Pathology and Forensic Medicine (Q1)"
6;15359;Trends in Cognitive Sciences;journal;1879307X, 13646613;7.701;Q1;326;123;347;8990;3945;287;10.93;73.09;United Kingdom;Western Europe;Elsevier Ltd.;1997-2021;"Cognitive Neuroscience (Q1); Experimental and Cognitive Psychology (Q1); Neuropsychology and Physiological Psychology (Q1)"
7;17435;EMBO Journal;journal;02614189, 14602075;7.579;Q1;405;256;726;14117;6138;663;8.99;55.14;Germany;Western Europe;Wiley-Blackwell;1982-2021;"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Medicine (miscellaneous) (Q1); Molecular Biology (Q1); Neuroscience (miscellaneous) (Q1)"
8;21100242814;eLife;journal;2050084X;6.617;Q1;161;1375;3658;85007;26884;3569;6.92;61.82;United Kingdom;Western Europe;eLife Sciences Publications;2012-2021;"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Medicine (miscellaneous) (Q1); Neuroscience (miscellaneous) (Q1)"
9;19939;Trends in Neurosciences;journal;03785912, 01662236, 1878108X;6.321;Q1;301;121;240;6698;2526;225;10.2;55.36;United Kingdom;Western Europe;Elsevier Ltd.;1978-2021;Neuroscience (miscellaneous) (Q1)
10;21100356804;Lancet Psychiatry,The;journal;22150374, 22150366;6.145;Q1;107;315;965;4967;3950;272;4.19;15.77;United Kingdom;Western Europe;Elsevier Ltd.;2014-2021;"Biological Psychiatry (Q1); Psychiatry and Mental Health (Q1)"
