Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2002);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
1;20651;Annual Review of Immunology;journal;15453278, 07320582;37.525;Q1;309;27;84;4515;4600;84;56.49;167.22;United States;Northern America;Annual Reviews Inc.;1983-2021;"Immunology (Q1); Immunology and Allergy (Q1)"
2;24004;Physiological Reviews;journal;15221210, 00319333;17.125;Q1;358;28;120;10430;3860;120;28.13;372.5;United States;Northern America;American Physiological Society;1945-2021;"Medicine (miscellaneous) (Q1); Molecular Biology (Q1); Physiology (Q1); Physiology (medical) (Q1)"
3;20798;Immunity;journal;10974180, 10747613;15.691;Q1;417;149;468;7076;8690;464;17.58;47.49;United States;Northern America;Cell Press;1994-2021;"Immunology (Q1); Immunology and Allergy (Q1); Infectious Diseases (Q1)"
4;21315;Nature Immunology;journal;15292908, 15292916;14.426;-;403;234;349;8098;5619;304;16.1;34.61;United Kingdom;Western Europe;Nature Publishing Group;2000-2021;Immunology (Q1)
5;20278;Microbiology and Molecular Biology Reviews;journal;10985557, 10922172;12.098;-;256;27;96;7131;1856;96;16.47;264.11;United States;Northern America;American Society for Microbiology;1997-2021;"Immunology and Microbiology (miscellaneous)  (Q1); Molecular Biology (Q1)"
6;21272;Journal of Experimental Medicine;journal;00221007, 15409538;10.994;Q1;462;331;1140;14257;17320;1076;15.17;43.07;United States;Northern America;Rockefeller University Press;1909-1910, 1929, 1938, 1945-2021;"Immunology (Q1); Immunology and Allergy (Q1); Medicine (miscellaneous) (Q1)"
7;18555;Journal of Cell Biology;journal;15408140, 00219525;10.914;Q1;394;469;1551;19113;18689;1505;11.51;40.75;United States;Northern America;Rockefeller University Press;1961-2021;"Cell Biology (Q1); Medicine (miscellaneous) (Q1)"
8;17435;EMBO Journal;journal;02614189, 14602075;10.695;Q1;405;682;2037;32792;23541;2037;10.77;48.08;Germany;Western Europe;Wiley-Blackwell;1982-2021;"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Medicine (miscellaneous) (Q1); Molecular Biology (Q1); Neuroscience (miscellaneous) (Q1)"
9;28773;Ca-A Cancer Journal for Clinicians;journal;15424863, 00079235;9.5;Q1;182;34;100;1300;1840;71;19.63;38.24;United States;Northern America;Wiley-Blackwell;1950-2021;"Hematology (Q1); Oncology (Q1)"
10;20089;Vital and health statistics. Series 10, Data from the National Health Survey;journal;00831972;9.471;Q1;40;5;2;139;39;2;8;27.8;United States;Northern America;U. S. Department of Health, Education and Welfare, Public Health Service, Health Resources Administration, National Center for Health Statistics;1963-1965, 1976-2000, 2002-2014;"Medicine (miscellaneous) (Q1); Public Health, Environmental and Occupational Health (Q1); Statistics and Probability (Q1)"
