Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2004);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
1;16801;Annual Review of Biochemistry;journal;15454509, 00664154;34.766;Q1;305;33;74;5355;2993;74;33.1;162.27;United States;Northern America;Annual Reviews Inc.;1946-1948, 1950-1960, 1962-2021;Biochemistry (Q1)
2;18434;Cell;journal;00928674, 10974172;25.704;Q1;814;394;1068;15830;28073;1054;25.97;40.18;United States;Northern America;Cell Press;1974-2021;Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1)
3;24004;Physiological Reviews;journal;15221210, 00319333;21.42;Q1;358;35;104;15778;4062;104;36.54;450.8;United States;Northern America;American Physiological Society;1945-2021;"Medicine (miscellaneous) (Q1); Molecular Biology (Q1); Physiology (Q1); Physiology (medical) (Q1)"
4;18395;Annual Review of Cell and Developmental Biology;journal;15308995, 10810706;21.407;Q1;226;32;77;4353;1799;76;18.09;136.03;United States;Northern America;Annual Reviews Inc.;1995-2020;"Cell Biology (Q1); Developmental Biology (Q1)"
5;22126;Genes and Development;journal;15495477, 08909369;16.983;Q1;453;275;859;15453;14487;857;16.04;56.19;United States;Northern America;Cold Spring Harbor Laboratory Press;1987-2021;"Developmental Biology (Q1); Genetics (Q1)"
6;18606;Molecular Cell;journal;10974164, 10972765;16.775;Q1;414;363;897;15144;13546;891;14.72;41.72;United States;Northern America;Cell Press;1997-2021;"Cell Biology (Q1); Molecular Biology (Q1)"
7;19014;Nature Cell Biology;journal;14764679, 14657392;16.146;Q1;384;224;778;5629;10674;624;13.28;25.13;United Kingdom;Western Europe;Nature Publishing Group;1999-2021;Cell Biology (Q1)
8;18503;Current Opinion in Cell Biology;journal;09550674, 18790410;15.019;Q1;267;100;309;5336;5016;280;14.97;53.36;United Kingdom;Western Europe;Elsevier Ltd.;1989-2021;Cell Biology (Q1)
9;12464;Nature Reviews Cancer;journal;1474175X, 14741768;14.414;Q1;462;193;391;9207;6911;309;16.92;47.7;United Kingdom;Western Europe;Nature Publishing Group;2001-2021;"Cancer Research (Q1); Oncology (Q1)"
10;18990;Nature Genetics;journal;10614036, 15461718;13.814;Q1;597;286;978;6946;17296;894;18.14;24.29;United Kingdom;Western Europe;Nature Publishing Group;1992-2021;Genetics (Q1)
11;21706;Annual Review of Genetics;journal;15452948, 00664197;13.689;Q1;189;27;72;4463;1075;72;12.09;165.3;United States;Northern America;Annual Reviews Inc.;1970-2020;Genetics (Q1)
12;21191;Pharmacological Reviews;journal;15210081, 00316997;12.836;Q1;241;21;74;6688;2042;72;23.27;318.48;United States;Northern America;American Society for Pharmacology and Experimental Therapeutics;1949, 1951-2021;"Molecular Medicine (Q1); Pharmacology (Q1)"
13;20278;Microbiology and Molecular Biology Reviews;journal;10985557, 10922172;11.643;Q1;256;34;80;7824;1489;80;18.17;230.12;United States;Northern America;American Society for Microbiology;1997-2021;"Immunology and Microbiology (miscellaneous)  (Q1); Molecular Biology (Q1)"
14;18525;Developmental Cell;journal;15345807, 18781551;11.503;Q1;275;206;505;7962;5377;491;10.87;38.65;United States;Northern America;Cell Press;2001-2021;Developmental Biology (Q1)
15;20315;Nature Reviews Molecular Cell Biology;journal;14710072, 14710080;11.364;Q1;452;202;669;8417;8423;656;12.12;41.67;United Kingdom;Western Europe;Nature Publishing Group;2000-2021;"Cell Biology (Q1); Molecular Biology (Q1)"
16;29093;Cancer Cell;journal;15356108, 18783686;11.168;Q1;359;149;269;6000;4164;262;15.48;40.27;United States;Northern America;Cell Press;2002-2021;"Cancer Research (Q1); Cell Biology (Q1); Oncology (Q1)"
17;120008;Annual Review of Physiology;journal;00664278, 15451585;11.101;Q1;218;30;104;4312;1874;100;16.74;143.73;United States;Northern America;Annual Reviews Inc.;1946-2021;Physiology (Q1)
18;19066;Trends in Cell Biology;journal;09628924, 18793088;10.617;Q1;249;102;455;5602;4015;433;8.88;54.92;United Kingdom;Western Europe;Elsevier Ltd.;1991-2021;Cell Biology (Q1)
19;18555;Journal of Cell Biology;journal;15408140, 00219525;10.537;Q1;394;390;1465;17141;16336;1442;10.94;43.95;United States;Northern America;Rockefeller University Press;1961-2021;"Cell Biology (Q1); Medicine (miscellaneous) (Q1)"
20;17435;EMBO Journal;journal;02614189, 14602075;10.164;Q1;405;452;2006;20689;22037;2006;10.8;45.77;Germany;Western Europe;Wiley-Blackwell;1982-2021;"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Medicine (miscellaneous) (Q1); Molecular Biology (Q1); Neuroscience (miscellaneous) (Q1)"
21;15819;Nature Medicine;journal;1546170X, 10788956;10.042;Q1;576;432;1373;8837;16381;864;12.21;20.46;United Kingdom;Western Europe;Nature Publishing Group;1995-2021;"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Medicine (miscellaneous) (Q1)"
22;12000154482;Annual Review of Biophysics;journal;19361238, 1936122X;9.972;Q1;163;21;60;2031;863;57;13.41;96.71;United States;Northern America;Annual Reviews Inc.;2008-2021;"Biochemistry (Q1); Bioengineering (Q1); Biophysics (Q1); Cell Biology (Q1); Structural Biology (Q1)"
23;22080;Current Opinion in Genetics and Development;journal;0959437X, 18790380;9.558;Q1;193;100;294;5185;3327;273;11.67;51.85;United Kingdom;Western Europe;Elsevier Ltd.;1991-2022;"Developmental Biology (Q1); Genetics (Q1)"
24;16721;Annual Review of Plant Biology;journal;15452123, 15435008;9.485;Q1;272;24;80;3218;1340;79;16.12;134.08;United States;Northern America;Annual Reviews Inc.;1996-2021;"Cell Biology (Q1); Molecular Biology (Q1); Physiology (Q1); Plant Science (Q1)"
25;80280;Biochimica et Biophysica Acta - Reviews on Cancer;journal;0304419X;9.441;Q1;144;27;50;3716;749;50;19.96;137.63;Netherlands;Western Europe;Elsevier;1974-2021;"Cancer Research (Q1); Genetics (Q1); Oncology (Q1)"
26;145144;Journal of Biology;journal;14754924, 14785854;9.02;Q1;55;20;33;510;270;30;8.18;25.5;United Kingdom;Western Europe;BioMed Central Ltd.;2002-2010;"Agricultural and Biological Sciences (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1)"
27;14816;Trends in Biochemical Sciences;journal;13624326, 03765067, 09680004;8.932;Q1;281;108;475;5446;4276;439;9.44;50.43;United Kingdom;Western Europe;Elsevier Ltd.;1976-2021;"Biochemistry (Q1); Molecular Biology (Q1)"
