Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2018);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
1;21318;Nature Reviews Immunology;journal;14741741, 14741733;26.208;Q1;417;149;429;7981;8206;178;17.15;53.56;United Kingdom;Western Europe;Nature Publishing Group;2001-2021;"Immunology (Q1); Immunology and Allergy (Q1); Medicine (miscellaneous) (Q1)"
2;20313;Nature Reviews Microbiology;journal;17401534, 17401526;17.833;Q1;323;173;410;8266;6188;196;13.56;47.78;United Kingdom;Western Europe;Nature Publishing Group;2003-2021;"Immunology and Microbiology (miscellaneous)  (Q1); Infectious Diseases (Q1); Microbiology (Q1)"
3;20651;Annual Review of Immunology;journal;15453278, 07320582;15.726;Q1;309;31;68;5686;1682;68;21.93;183.42;United States;Northern America;Annual Reviews Inc.;1983-2021;"Immunology (Q1); Immunology and Allergy (Q1)"
4;16115;Nature Biotechnology;journal;15461696, 10870156;14.568;Q1;463;343;1051;5637;12730;638;10.43;16.43;United Kingdom;Western Europe;Nature Publishing Group;1989-2021;"Applied Microbiology and Biotechnology (Q1); Bioengineering (Q1); Biomedical Engineering (Q1); Biotechnology (Q1); Molecular Medicine (Q1)"
5;21315;Nature Immunology;journal;15292908, 15292916;13.3;Q1;403;244;618;8071;9217;557;13.89;33.08;United Kingdom;Western Europe;Nature Publishing Group;2000-2021;"Immunology (Q1); Immunology and Allergy (Q1)"
6;20798;Immunity;journal;10974180, 10747613;11.299;Q1;417;246;753;11322;11643;739;14.55;46.02;United States;Northern America;Cell Press;1994-2021;"Immunology (Q1); Immunology and Allergy (Q1); Infectious Diseases (Q1)"
7;19651;Clinical Microbiology Reviews;journal;08938512, 10986618;10.389;Q1;296;34;99;8462;2350;98;18.79;248.88;United States;Northern America;American Society for Microbiology;1988-2021;"Epidemiology (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Infectious Diseases (Q1); Microbiology (medical) (Q1); Public Health, Environmental and Occupational Health (Q1)"
8;21100369870;Lancet HIV,The;journal;23523018;8.071;Q1;62;171;408;3001;1847;147;4.88;17.55;United Kingdom;Western Europe;Elsevier Ltd.;2014-2021;"Epidemiology (Q1); Immunology (Q1); Infectious Diseases (Q1); Virology (Q1)"
9;21272;Journal of Experimental Medicine;journal;00221007, 15409538;7.941;Q1;462;228;644;12072;6791;585;10.24;52.95;United States;Northern America;Rockefeller University Press;1909-1910, 1929, 1938, 1945-2021;"Immunology (Q1); Immunology and Allergy (Q1); Medicine (miscellaneous) (Q1)"
10;5300152732;Cell Host and Microbe;journal;19313128;7.822;Q1;201;202;599;8479;6541;574;10.1;41.98;United States;Northern America;Cell Press;2007-2021;"Cancer Research (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Microbiology (Q1); Molecular Biology (Q1); Parasitology (Q1); Virology (Q1)"
11;17435;EMBO Journal;journal;02614189, 14602075;7.579;Q1;405;256;726;14117;6138;663;8.99;55.14;Germany;Western Europe;Wiley-Blackwell;1982-2021;"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Medicine (miscellaneous) (Q1); Molecular Biology (Q1); Neuroscience (miscellaneous) (Q1)"
12;21100773752;Nature Microbiology;journal;20585276;7.536;Q1;102;204;453;7140;4386;370;9.68;35;United Kingdom;Western Europe;Nature Publishing Group;2016-2021;"Applied Microbiology and Biotechnology (Q1); Cell Biology (Q1); Genetics (Q1); Immunology (Q1); Microbiology (Q1); Microbiology (medical) (Q1)"
13;20278;Microbiology and Molecular Biology Reviews;journal;10985557, 10922172;7.278;Q1;256;17;79;5032;1316;78;14.93;296;United States;Northern America;American Society for Microbiology;1997-2021;"Immunology and Microbiology (miscellaneous)  (Q1); Infectious Diseases (Q1); Microbiology (Q1); Molecular Biology (Q1)"
14;19136;Annals of the Rheumatic Diseases;journal;00034967, 14682060;7.081;Q1;257;420;1163;9113;11229;899;10.05;21.7;United Kingdom;Western Europe;BMJ Publishing Group;1945-1948, 1950-2021;"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Immunology (Q1); Immunology and Allergy (Q1); Rheumatology (Q1)"
15;4700152228;Molecular Systems Biology;journal;17444292;7.04;Q1;156;64;186;3869;1533;171;8.89;60.45;United States;Northern America;Wiley-Blackwell;2005-2021;"Agricultural and Biological Sciences (miscellaneous) (Q1); Applied Mathematics (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Computational Theory and Mathematics (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Information Systems (Q1); Medicine (miscellaneous) (Q1)"
16;21365;Trends in Immunology;journal;14714906, 14714981;6.765;Q1;236;98;281;7268;3202;256;10.42;74.16;United Kingdom;Western Europe;Elsevier Ltd.;1987-1990, 1993-1994, 2001-2021;"Immunology (Q1); Immunology and Allergy (Q1)"
17;21100242814;eLife;journal;2050084X;6.617;Q1;161;1375;3658;85007;26884;3569;6.92;61.82;United Kingdom;Western Europe;eLife Sciences Publications;2012-2021;"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Medicine (miscellaneous) (Q1); Neuroscience (miscellaneous) (Q1)"
18;21100860945;Science immunology;journal;24709468;6.15;-;73;102;140;3863;1142;135;8.16;37.87;United States;Northern America;American Association for the Advancement of Science;2016-2021;Medicine (miscellaneous) (Q1)
