Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2014);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
1;19434;MMWR Recommendations and Reports;journal;10575987, 15458601;19.912;Q1;148;6;16;631;488;16;29.29;105.17;United States;Northern America;Centers for Disease Control and Prevention (CDC);1990-2021;"Epidemiology (Q1); Health Information Management (Q1); Health (social science) (Q1); Health, Toxicology and Mutagenesis (Q1); Medicine (miscellaneous) (Q1)"
2;58530;National Vital Statistics Reports;journal;15518922, 15518930;16.326;Q1;110;7;30;41;1302;30;40.32;5.86;United States;Northern America;Public Health Services, US Dept of Health and Human Services;1998-2021;Life-span and Life-course Studies (Q1)
3;15557;American Political Science Review;journal;15375943, 00030554;10.112;Q1;182;54;145;3346;931;138;5.21;61.96;United Kingdom;Western Europe;Cambridge University Press;1906-2021;"Political Science and International Relations (Q1); Sociology and Political Science (Q1)"
4;21100226435;Handbook of Social Economics;book series;15706435;9.716;Q1;17;0;27;0;132;0;0;0;Netherlands;Western Europe;Elsevier BV;2011;"Economics, Econometrics and Finance (miscellaneous) (Q1); Sociology and Political Science (Q1)"
5;145558;Political Analysis;journal;10471987, 14764989;9.166;Q1;73;30;93;1285;492;86;5.6;42.83;United Kingdom;Western Europe;Cambridge University Press;1989-1993, 2004-2021;"Political Science and International Relations (Q1); Sociology and Political Science (Q1)"
6;16036;Administrative Science Quarterly;journal;00018392, 19303815;7.887;Q1;191;22;60;1819;287;53;3.66;82.68;United States;Northern America;Johnson School at Cornell University;1975-1987, 1989-1990, 1993-1994, 1996-2021;"Arts and Humanities (miscellaneous) (Q1); Public Administration (Q1); Sociology and Political Science (Q1)"
7;15555;American Journal of Political Science;journal;00925853, 15405907;7.745;Q1;180;68;196;4374;909;193;4.14;64.32;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1982, 1986, 1996-2021;"Political Science and International Relations (Q1); Sociology and Political Science (Q1)"
8;21100198409;Nature Climate Change;journal;17586798, 1758678X;6.956;Q1;211;307;713;7324;6056;431;9.45;23.86;United Kingdom;Western Europe;Nature Publishing Group;2011-2021;"Environmental Science (miscellaneous) (Q1); Social Sciences (miscellaneous) (Q1)"
9;110092;Morbidity and Mortality Weekly Report;journal;01492195, 1545861X;6.61;Q1;228;258;858;2078;7532;633;8.8;8.05;United States;Northern America;Department of Health and Human Services;1981-2021;"Epidemiology (Q1); Health Information Management (Q1); Health (social science) (Q1); Health, Toxicology and Mutagenesis (Q1); Medicine (miscellaneous) (Q1)"
10;24204;Review of Economics and Statistics;journal;00346535, 15309142;6.283;Q1;177;70;297;2741;1212;293;3.6;39.16;United States;Northern America;MIT Press Journals;1978-2021;"Economics and Econometrics (Q1); Social Sciences (miscellaneous) (Q1)"
11;39139;International Organization;journal;15315088, 00208183;6.258;Q1;151;42;79;3032;370;78;3.65;72.19;United Kingdom;Western Europe;Cambridge University Press;1947-2021;"Law (Q1); Organizational Behavior and Human Resource Management (Q1); Political Science and International Relations (Q1); Sociology and Political Science (Q1)"
12;16926;American Journal of Sociology;journal;00029602, 15375390;6.221;Q1;191;33;99;3719;669;97;5.06;112.7;United States;Northern America;University of Chicago;1946-1950, 1964-2021;Sociology and Political Science (Q1)
13;23621;Journal of Research in Science Teaching;journal;10982736, 00224308;6.213;Q1;139;51;158;3497;1019;152;5.35;68.57;United States;Northern America;"John Wiley &amp; Sons Inc.";1963-1967, 1969-2021;Education (Q1)
14;16929;American Sociological Review;journal;00031224, 19398271;5.954;Q1;208;54;128;4072;1031;127;6.34;75.41;United States;Northern America;American Sociological Association;1965-2021;Sociology and Political Science (Q1)
15;71056;MMWR Surveillance Summaries;journal;15458636, 15460738;5.67;Q1;104;41;114;773;1167;109;11.63;18.85;United States;Northern America;Centers for Disease Control and Prevention (CDC);2002-2021;"Epidemiology (Q1); Health Information Management (Q1); Health (social science) (Q1); Health, Toxicology and Mutagenesis (Q1)"
16;16512;Review of Educational Research;journal;00346543, 19351046;5.658;Q1;163;18;50;1666;590;45;7.41;92.56;United States;Northern America;SAGE Publications Inc.;1931-2021;Education (Q1)
17;12481;Journal of Engineering Education;journal;10694730, 21689830;5.602;Q1;113;30;88;1709;585;82;5.42;56.97;United States;Northern America;Wiley-Blackwell;1969-1978, 1993-1995, 1997-2021;"Education (Q1); Engineering (miscellaneous) (Q1)"
18;30039;Journal of Personality and Social Psychology;journal;00223514;5.578;Q1;392;119;412;10011;3240;408;6.44;84.13;United States;Northern America;American Psychological Association;1965-2021;"Social Psychology (Q1); Sociology and Political Science (Q1)"
19;23626;Science Education;journal;00368326, 1098237X;5.314;Q1;121;45;126;3064;760;124;4.4;68.09;United States;Northern America;Wiley-Liss Inc.;1930-2021;"Education (Q1); History and Philosophy of Science (Q1)"
20;25835;International Security;journal;15314804, 01622889;5.088;Q1;113;29;102;1799;403;60;3.46;62.03;United States;Northern America;MIT Press Journals;1984, 1996-2021;"Law (Q1); Political Science and International Relations (Q1); Sociology and Political Science (Q1)"
21;15646;Annual Review of Political Science;book series;10942939, 15451577;5.017;Q1;113;25;62;2321;335;62;5.09;92.84;United States;Northern America;Annual Reviews Inc.;1998-2021;Sociology and Political Science (Q1)
22;20333;Journal of Politics;journal;14682508, 00223816;4.982;Q1;129;79;245;4131;771;244;2.83;52.29;United Kingdom;Western Europe;University of Chicago Press;1939-2021;Sociology and Political Science (Q1)
23;17700155025;Handbook of the Economics of Education;book series;15740692;4.977;Q1;34;0;21;0;182;1;0;0;Netherlands;Western Europe;Elsevier;2006, 2011, 2016;"Economics and Econometrics (Q1); Education (Q1)"
24;17600155103;Living Reviews in European Governance;journal;1813856X;4.864;Q1;12;1;5;223;39;5;4.33;223;Austria;Western Europe;;;Political Science and International Relations (Q1)
25;27663;Journal of Conflict Resolution;journal;00220027;4.828;Q1;113;55;125;3483;379;125;2.13;63.33;United States;Northern America;SAGE Publications Inc.;1957-2021;"Business, Management and Accounting (miscellaneous) (Q1); Political Science and International Relations (Q1); Sociology and Political Science (Q1)"
26;14834;Journal of Development Economics;journal;03043878;4.712;Q1;150;120;299;5312;981;295;2.54;44.27;Netherlands;Western Europe;Elsevier;1974-2021;"Development (Q1); Economics and Econometrics (Q1)"
27;12442;Progress in Human Geography;journal;14770288, 03091325;4.572;Q1;156;53;164;5223;1179;159;6.76;98.55;United Kingdom;Western Europe;SAGE Publications Ltd;1977-2021;Geography, Planning and Development (Q1)
28;22899;Journal of Consumer Research;journal;00935301, 15375277;4.534;Q1;194;96;238;5925;1120;234;4.29;61.72;United Kingdom;Western Europe;Oxford University Press;1977-1978, 1984, 1996-2021;"Anthropology (Q1); Arts and Humanities (miscellaneous) (Q1); Business and International Management (Q1); Economics and Econometrics (Q1); Marketing (Q1)"
29;16976;Annual Review of Sociology;book series;03600572, 15452115;4.494;Q1;186;32;79;4653;598;79;6.2;145.41;United States;Northern America;Annual Reviews Inc.;1975, 1977, 1980-1981, 1983-2021;Sociology and Political Science (Q1)
30;15670;Journal of Peasant Studies;journal;03066150, 17439361;4.473;Q1;90;50;140;4591;1098;129;6.85;91.82;United Kingdom;Western Europe;Routledge;1973-2021;"Anthropology (Q1); Arts and Humanities (miscellaneous) (Q1); Cultural Studies (Q1)"
