Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2015);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
1;19700174718;European journal of oral implantology;journal;17562406, 17562414;3.299;Q1;0;0;0;0;0;0;0;0;United States;Northern America;Quintessence Publishing Company;2008-2019;"Medicine (miscellaneous) (Q1); Oral Surgery (Q1)"
2;24408;Clinical Oral Implants Research;journal;16000501, 09057161;2.978;Q1;171;232;665;9086;3204;661;3.87;39.16;Denmark;Western Europe;Blackwell Munksgaard;1990-2021;Oral Surgery (Q1)
3;25669;Journal of Clinical Periodontology;journal;1600051X, 03036979;2.775;Q1;159;155;455;6676;2444;453;5.18;43.07;Denmark;Western Europe;Blackwell Munksgaard;1974-2021;Periodontics (Q1)
4;22913;Periodontology 2000;journal;09066713, 16000757;2.609;Q1;132;45;115;6836;729;115;6.55;151.91;Denmark;Western Europe;Blackwell Munksgaard;1993-2021;Periodontics (Q1)
5;24403;Clinical Implant Dentistry and Related Research;journal;15230899;2.424;Q1;90;199;315;8117;1355;311;3.64;40.79;United States;Northern America;Wiley-Blackwell;1999-2021;"Dentistry (miscellaneous) (Q1); Oral Surgery (Q1)"
6;25610;International Endodontic Journal;journal;13652591, 01432885;2.376;Q1;127;147;425;5178;1578;403;3.14;35.22;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1967-1972, 1974-2021;Dentistry (miscellaneous) (Q1)
7;25684;Journal of Dental Research;journal;00220345;2.175;Q1;192;258;616;8749;3259;588;4.92;33.91;United States;Northern America;SAGE Publications Inc.;1919-1924, 1927-1935, 1937-2021;Dentistry (miscellaneous) (Q1)
8;24936;Dental Materials;journal;01095641, 18790097;2.052;Q1;159;185;544;8791;2622;536;4.42;47.52;United Kingdom;Western Europe;Elsevier Science;1985-2021;"Dentistry (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1); Mechanics of Materials (Q1)"
9;25688;Journal of Endodontics;journal;00992399, 18783554;1.852;Q1;160;334;998;11648;3957;983;3.63;34.87;United States;Northern America;Elsevier Inc.;1975-2021;Dentistry (miscellaneous) (Q1)
10;12628;Oral Oncology;journal;18790593, 13688375;1.776;Q1;121;195;663;7257;2454;552;3.74;37.22;United Kingdom;Western Europe;Elsevier Ltd.;1996-2021;"Oncology (Q1); Oral Surgery (Q1); Cancer Research (Q2)"
