Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2014);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
1;19479;Annual Review of Pharmacology and Toxicology;journal;15454304, 03621642;9.351;Q1;210;27;71;3483;1444;70;20.55;129;United States;Northern America;Annual Reviews Inc.;1965-1973, 1975-2021;"Pharmacology (Q1); Toxicology (Q1)"
2;20425;Nature Reviews Drug Discovery;journal;14741784, 14741776;9.338;Q1;348;227;655;8790;6585;297;9.36;38.72;United Kingdom;Western Europe;Nature Publishing Group;2002-2021;"Drug Discovery (Q1); Medicine (miscellaneous) (Q1); Pharmacology (Q1)"
3;21191;Pharmacological Reviews;journal;15210081, 00316997;9.152;Q1;241;26;105;12841;2368;105;19.31;493.88;United States;Northern America;American Society for Pharmacology and Experimental Therapeutics;1949, 1951-2021;"Molecular Medicine (Q1); Pharmacology (Q1)"
4;4700152457;Nano Today;journal;17480132;7.152;Q1;155;68;192;5667;2408;121;9.77;83.34;Netherlands;Western Europe;Elsevier;1970, 2006-2021;"Bioengineering (Q1); Biomedical Engineering (Q1); Biotechnology (Q1); Materials Science (miscellaneous) (Q1); Medicine (miscellaneous) (Q1); Nanoscience and Nanotechnology (Q1); Pharmaceutical Science (Q1)"
5;22321;Trends in Pharmacological Sciences;journal;18733735, 01656147;5.062;Q1;225;83;268;6223;2654;236;10.2;74.98;United Kingdom;Western Europe;Elsevier Ltd.;1979-2021;"Pharmacology (Q1); Toxicology (Q1)"
6;19409;Advanced Drug Delivery Reviews;journal;0169409X, 18728294;4.877;Q1;331;137;462;20537;7720;413;15.56;149.91;Netherlands;Western Europe;Elsevier;1987-2021;Pharmaceutical Science (Q1)
7;21195;Pharmacology and Therapeutics;journal;1879016X, 01637258;4.048;Q1;211;107;314;21251;3276;313;11.03;198.61;United States;Northern America;Elsevier Inc.;1975-1977, 1979-1985, 1987-2021;"Pharmacology (Q1); Pharmacology (medical) (Q1)"
8;18017;Neuropsychopharmacology;journal;0893133X, 1470634X;3.821;Q1;227;324;812;16259;5943;743;6.82;50.18;United Kingdom;Western Europe;Nature Publishing Group;1987-2021;"Pharmacology (Q1); Psychiatry and Mental Health (Q1)"
9;12611;Drug Resistance Updates;journal;13687646, 15322084;3.578;Q1;119;9;63;904;687;59;10.03;100.44;United States;Northern America;Churchill Livingstone;1998-2021;"Cancer Research (Q1); Infectious Diseases (Q1); Oncology (Q1); Pharmacology (Q1); Pharmacology (medical) (Q1)"
10;13903;Cellular and Molecular Life Sciences;journal;1420682X, 14209071;3.454;Q1;233;311;891;35012;5759;885;6.08;112.58;Switzerland;Western Europe;Birkhauser Verlag Basel;1952, 1997-2021;"Cell Biology (Q1); Cellular and Molecular Neuroscience (Q1); Molecular Biology (Q1); Molecular Medicine (Q1); Pharmacology (Q1)"
