Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2016);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Coverage;Categories
1;12010;Annual Review of Psychology;journal;00664308, 15452085;12.78;Q1;216;29;81;4148;2182;80;22.43;143,03;United States;Annual Reviews Inc.;1950-1958, 1960-1963, 1965-ongoing;Psychology (miscellaneous) (Q1)
2;13443;Psychological Bulletin;journal;00332909;9.347999999999999;Q1;272;51;170;11238;2710;145;17.17;220,35;United States;American Psychological Association;1904-ongoing;"History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1)"
3;15359;Trends in Cognitive Sciences;journal;13646613;8.49;Q1;276;121;348;7695;3976;264;12.84;63,60;Netherlands;Elsevier BV;1997-ongoing;"Cognitive Neuroscience (Q1); Experimental and Cognitive Psychology (Q1); Neuropsychology and Physiological Psychology (Q1)"
4;4600151524;Annual Review of Clinical Psychology;book series;15485951, 15485943;8.058;Q1;103;21;73;2625;1166;72;13.64;125,00;United States;Annual Reviews Inc.;2005-ongoing;"Clinical Psychology (Q1); Medicine (miscellaneous) (Q1); Psychiatry and Mental Health (Q1)"
5;19700182323;Perspectives on Psychological Science;journal;17456916, 17456924;5.696000000000001;Q1;115;77;210;5020;1886;198;8.25;65,19;United States;SAGE Publications;2006-ongoing;Psychology (miscellaneous) (Q1)
6;13969;Psychological Science in the Public Interest, Supplement;journal;15291006;5.681;Q1;48;7;18;1015;266;15;14.10;145,00;United States;SAGE Publications Inc.;2000-ongoing;Psychology (miscellaneous) (Q1)
7;12812;Personality and Social Psychology Review;journal;10888683, 15327957;5.606;Q1;134;11;64;1974;624;63;9.93;179,45;United States;SAGE Publications;1997-ongoing;Social Psychology (Q1)
8;13467;Psychological Review;journal;0033295X;5.527;Q1;192;40;108;3988;828;101;7.17;99,70;United States;American Psychological Association;1894-ongoing;"History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1)"
9;12854;Clinical Psychology Review;journal;02727358;5.013;Q1;181;81;216;8375;2347;211;9.81;103,40;United Kingdom;Elsevier Ltd.;1981-ongoing;"Clinical Psychology (Q1); Psychiatry and Mental Health (Q1)"
10;13564;Educational Psychologist;journal;15326985, 00461520;4.988;Q1;110;27;55;2172;547;49;9.82;80,44;United States;Lawrence Erlbaum Associates Inc.;1963-ongoing;Developmental and Educational Psychology (Q1)
11;18045;Neuroscience and Biobehavioral Reviews;journal;01497634;4.709;Q1;209;307;668;47707;6573;637;9.52;155,40;United Kingdom;Elsevier Ltd.;1978-ongoing;"Behavioral Neuroscience (Q1); Cognitive Neuroscience (Q1); Neuropsychology and Physiological Psychology (Q1)"
12;13461;Psychological Methods;journal;1082989X;4.6819999999999995;Q1;131;40;101;2430;577;93;4.44;60,75;United States;American Psychological Association;1996-ongoing;"History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1)"
13;4100151532;Advances in Experimental Social Psychology;book series;00652601;4.66;Q1;78;10;30;1862;283;0;0.00;186,20;United States;Elsevier Inc.;1964, 1966-1967, 1969-1970, 1972, 1974-1984, 1986-1992, 1994-ongoing;Social Psychology (Q1)
14;12817;Personnel Psychology;journal;00315826;4.57;Q1;124;26;80;2416;434;74;4.66;92,92;United States;Wiley-Blackwell;1948-ongoing;"Applied Psychology (Q1); Organizational Behavior and Human Resource Management (Q1)"
15;15388;Journal of Applied Psychology;journal;00219010;4.534;Q1;249;111;285;9788;1591;271;4.82;88,18;United States;American Psychological Association;1917-ongoing;Applied Psychology (Q1)
16;30039;Journal of Personality and Social Psychology;journal;00223514;4.4430000000000005;Q1;328;117;378;8761;2373;355;6.14;74,88;United States;American Psychological Association;1965-ongoing;"Social Psychology (Q1); Sociology and Political Science (Q1)"
17;13468;Psychological Science;journal;09567976, 14679280;4.405;Q1;227;165;829;5542;5496;772;6.49;33,59;United States;SAGE Publications;1990-ongoing;Psychology (miscellaneous) (Q1)
18;22478;Journal of Memory and Language;journal;10960821, 0749596X;4.102;Q1;129;65;180;4602;1038;180;3.22;70,80;United States;Elsevier Inc.;1985-ongoing;"Artificial Intelligence (Q1); Experimental and Cognitive Psychology (Q1); Language and Linguistics (Q1); Linguistics and Language (Q1); Neuropsychology and Physiological Psychology (Q1)"
19;13477;Current Directions in Psychological Science;journal;14678721, 09637214;3.98;Q1;143;75;226;3006;1643;220;6.46;40,08;United States;SAGE Publications;1992-ongoing;"Developmental and Educational Psychology (Q1); Psychology (miscellaneous) (Q1)"
20;21100274406;Clinical Psychological Science;journal;21677034, 21677026;3.853;Q1;34;85;173;5438;1141;166;6.40;63,98;United States;SAGE Publications Inc.;2013-ongoing;Clinical Psychology (Q1)
21;15478;Journal of Experimental Psychology: General;journal;00963445;3.7880000000000003;Q1;138;131;387;8044;2135;374;5.27;61,40;United States;American Psychological Association;1975-ongoing;"Developmental Neuroscience (Q1); Experimental and Cognitive Psychology (Q1); Medicine (miscellaneous) (Q1); Psychology (miscellaneous) (Q1)"
22;15402;Journal of Child Psychology and Psychiatry and Allied Disciplines;journal;00219630, 14697610;3.641;Q1;187;169;464;7790;2911;387;6.25;46,09;United Kingdom;Blackwell Publishing Inc.;1960-ongoing;"Developmental and Educational Psychology (Q1); Pediatrics, Perinatology and Child Health (Q1); Psychiatry and Mental Health (Q1)"
23;18014;Neuropsychology Review;journal;15736660, 10407308;3.5010000000000003;Q1;80;25;87;2275;560;74;6.94;91,00;United States;Kluwer Academic/Plenum Publishers;1990-1992, 1994-ongoing;Neuropsychology and Physiological Psychology (Q1)
24;12872;Cognitive Psychology;journal;10955623, 00100285;3.477;Q1;108;36;86;2697;429;86;3.81;74,92;United States;Elsevier Inc.;1970-ongoing;"Artificial Intelligence (Q1); Developmental and Educational Psychology (Q1); Experimental and Cognitive Psychology (Q1); Linguistics and Language (Q1); Neuropsychology and Physiological Psychology (Q1)"
25;15370;Journal of Abnormal Psychology;journal;0021843X;3.425;Q1;174;108;296;6749;1663;284;4.37;62,49;United States;American Psychological Association;1948-1959, 1963-ongoing;"Biological Psychiatry (Q1); Clinical Psychology (Q1); Developmental and Educational Psychology (Q1); Psychiatry and Mental Health (Q1)"
26;24456;Child Development;journal;14678624, 00093920;3.318;Q1;228;151;456;7924;2467;448;4.88;52,48;United States;Blackwell Publishing Inc.;1945-1948, 1950-ongoing;"Developmental and Educational Psychology (Q1); Education (Q1); Pediatrics, Perinatology and Child Health (Q1); Social Work (Q1)"
27;18742;Psychological Medicine;journal;14698978, 00332917;3.307;Q1;188;306;886;15842;4863;826;5.60;51,77;United Kingdom;Cambridge University Press;1970-ongoing;"Applied Psychology (Q1); Psychiatry and Mental Health (Q1)"
28;19181;Psychotherapy and Psychosomatics;journal;00333190, 14230348;3.299;Q1;86;85;191;2689;847;101;8.00;31,64;Switzerland;S. Karger AG;1965-ongoing;"Applied Psychology (Q1); Clinical Psychology (Q1); Medicine (miscellaneous) (Q1); Psychiatry and Mental Health (Q1)"
29;13900154713;Child Development Perspectives;journal;17508606, 17508592;3.177;Q1;55;45;136;1925;762;135;4.60;42,78;United States;Wiley-Blackwell;2008-ongoing;"Developmental and Educational Psychology (Q1); Life-span and Life-course Studies (Q1); Pediatrics, Perinatology and Child Health (Q1)"
30;17643;Journal of the American Academy of Child and Adolescent Psychiatry;journal;08908567;3.1519999999999997;Q1;222;185;529;5529;2387;401;5.55;29,89;Netherlands;Elsevier BV;1987-ongoing;"Developmental and Educational Psychology (Q1); Psychiatry and Mental Health (Q1)"
31;28181;Journal of Consumer Psychology;journal;15327663, 10577408;3.033;Q1;90;58;170;2860;584;158;3.73;49,31;United States;Elsevier Inc.;1995-ongoing;"Applied Psychology (Q1); Marketing (Q1)"
32;13487;Depression and Anxiety;journal;10914269, 15206394;2.987;Q1;110;122;379;6100;2062;358;5.36;50,00;United States;John Wiley & Sons Inc.;1996-ongoing;"Clinical Psychology (Q1); Psychiatry and Mental Health (Q1)"
33;13503;Developmental Science;journal;14677687, 1363755X;2.967;Q1;112;86;268;5543;1258;249;4.60;64,45;United Kingdom;Blackwell Publishing Inc.;1998-ongoing;"Cognitive Neuroscience (Q1); Developmental and Educational Psychology (Q1)"
34;15439;Journal of Consulting and Clinical Psychology;journal;0022006X;2.9610000000000003;Q1;218;105;326;5724;1748;318;5.02;54,51;United States;American Psychological Association;1968-ongoing;"Clinical Psychology (Q1); Psychiatry and Mental Health (Q1)"
35;20385;Journal of Research in Crime and Delinquency;journal;00224278;2.889;Q1;82;22;108;1389;366;104;2.61;63,14;United States;SAGE Publications;1964-ongoing;Social Psychology (Q1)
36;13455;Learning and Instruction;journal;09594752;2.8739999999999997;Q1;98;61;174;3480;917;170;5.11;57,05;United Kingdom;Elsevier Ltd.;1991-ongoing;"Developmental and Educational Psychology (Q1); Education (Q1)"
37;19400158464;Health Psychology Review;journal;17437202, 17437199;2.824;Q1;38;40;98;2171;580;62;9.58;54,28;United Kingdom;Routledge, Taylor & Francis Group;2007, 2009-ongoing;"Clinical Psychology (Q1); Psychiatry and Mental Health (Q1)"
38;12857;Cognition;journal;00100277;2.772;Q1;165;248;567;13467;2220;547;3.62;54,30;Netherlands;Elsevier BV;1972-1974, 1976-ongoing;"Cognitive Neuroscience (Q1); Developmental and Educational Psychology (Q1); Experimental and Cognitive Psychology (Q1); Language and Linguistics (Q1); Linguistics and Language (Q1)"
39;13500;Developmental Psychology;journal;00121649;2.7310000000000003;Q1;190;180;620;10976;2796;610;3.78;60,98;United States;American Psychological Association;1969-ongoing;"Demography (Q1); Developmental and Educational Psychology (Q1); Life-span and Life-course Studies (Q1)"
40;14105;European Journal of Personality;journal;08902070, 10990984;2.668;Q1;72;46;192;3244;603;129;4.55;70,52;United States;John Wiley & Sons Inc.;1987-ongoing;Social Psychology (Q1)
41;12808;Journal of Educational Psychology;journal;00220663;2.6519999999999997;Q1;177;71;260;5481;1416;249;4.38;77,20;United States;American Psychological Association;1910-ongoing;"Developmental and Educational Psychology (Q1); Education (Q1)"
42;13502;Developmental Review;journal;02732297, 10902406;2.642;Q1;78;14;67;2158;375;63;5.32;154,14;United States;Elsevier Inc.;1981-ongoing;"Developmental and Educational Psychology (Q1); Education (Q1); Experimental and Cognitive Psychology (Q1); Pediatrics, Perinatology and Child Health (Q1); Psychiatry and Mental Health (Q1)"
43;30020;Journal of Organizational Behavior;journal;10991379, 08943796;2.6239999999999997;Q1;152;74;222;5794;1016;210;4.02;78,30;United States;John Wiley & Sons Inc.;1981-1982, 2019, 1984-ongoing;"Applied Psychology (Q1); Organizational Behavior and Human Resource Management (Q1); Psychology (miscellaneous) (Q1); Sociology and Political Science (Q1)"
44;66374;Journal of Educational Measurement;journal;00220655;2.617;Q1;43;25;78;789;200;75;1.26;31,56;United Kingdom;Blackwell Publishing Inc.;1964-ongoing;"Applied Psychology (Q1); Developmental and Educational Psychology (Q1); Education (Q1); Psychology (miscellaneous) (Q1)"
45;7000153204;Social Cognitive and Affective Neuroscience;journal;17495024, 17495016;2.585;Q1;87;170;623;9369;2926;616;4.08;55,11;United Kingdom;Oxford University Press;2006-ongoing;"Cognitive Neuroscience (Q1); Experimental and Cognitive Psychology (Q1); Medicine (miscellaneous) (Q1)"
46;13268;Scientific Studies of Reading;journal;10888438;2.572;Q1;51;34;83;1868;292;80;3.59;54,94;United States;Lawrence Erlbaum Associates Inc.;2004-ongoing;"Education (Q1); Psychology (miscellaneous) (Q1)"
47;14075;Emotion;journal;15283542;2.562;Q1;118;121;330;6569;1290;320;3.49;54,29;United States;American Psychological Association;2001-ongoing;"Medicine (miscellaneous) (Q1); Psychology (miscellaneous) (Q1)"
48;22340;Research on Language and Social Interaction;journal;08351813, 15327973;2.5469999999999997;Q1;51;23;66;1209;174;65;2.38;52,57;United States;Lawrence Erlbaum Associates Inc.;1987-1991, 1993-ongoing;"Communication (Q1); Linguistics and Language (Q1); Social Psychology (Q1)"
49;12773;British Journal of Mathematical and Statistical Psychology;journal;00071102;2.546;Q1;45;19;82;645;297;74;4.12;33,95;United States;Wiley-Blackwell;1965-ongoing;"Arts and Humanities (miscellaneous) (Q1); Medicine (miscellaneous) (Q1); Psychology (miscellaneous) (Q1); Statistics and Probability (Q1)"
50;11700154325;Developmental Disabilities Research Reviews;journal;19405510, 19405529;2.54;Q1;47;0;19;0;125;17;0.00;0,00;United States;Wiley-Blackwell;2008-2011, 2013;"Developmental and Educational Psychology (Q1); Pediatrics, Perinatology and Child Health (Q1); Psychiatry and Mental Health (Q1)"
51;22326;Organizational Behavior and Human Decision Processes;journal;07495978, 10959920;2.522;Q1;128;49;199;4876;698;194;2.90;99,51;United States;Elsevier Inc.;1985-ongoing;"Applied Psychology (Q1); Organizational Behavior and Human Resource Management (Q1)"
52;28094;Accounting, Organizations and Society;journal;03613682;2.508;Q1;116;40;118;3408;418;114;2.68;85,20;United Kingdom;Elsevier Ltd.;1976-ongoing;"Accounting (Q1); Applied Psychology (Q1); Information Systems and Management (Q1); Organizational Behavior and Human Resource Management (Q1); Sociology and Political Science (Q1)"
53;12811;Personality and Social Psychology Bulletin;journal;01461672;2.485;Q1;172;119;377;6398;1382;372;3.20;53,76;United States;SAGE Publications;1976, 1988, 1996-ongoing;Social Psychology (Q1)
54;14130;Research in Organizational Behavior;book series;01913085;2.476;Q1;57;12;30;1833;96;27;3.05;152,75;United Kingdom;Elsevier Ltd.;2000-2004, 2006, 2008-ongoing;"Experimental and Cognitive Psychology (Q1); Organizational Behavior and Human Resource Management (Q1); Social Psychology (Q1)"
55;19400158483;Social Issues and Policy Review;journal;17512409, 17512395;2.464;Q1;27;8;22;956;143;22;7.73;119,50;United Kingdom;Blackwell Publishing Inc.;2008-ongoing;"Applied Psychology (Q1); Social Psychology (Q1); Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1)"
56;18300156710;European Review of Social Psychology;journal;10463283;2.449;Q1;57;7;27;982;109;26;3.67;140,29;United Kingdom;Taylor & Francis;1990-1995, 2009-ongoing;Social Psychology (Q1)
57;12127;Behaviour Research and Therapy;journal;00057967;2.448;Q1;165;110;387;6845;1828;380;4.71;62,23;United Kingdom;Elsevier Ltd.;1963-ongoing;"Clinical Psychology (Q1); Developmental and Educational Psychology (Q1); Experimental and Cognitive Psychology (Q1); Psychiatry and Mental Health (Q1)"
58;25175;Infancy;journal;15327078, 15250008;2.4130000000000003;Q1;60;38;120;2074;351;119;2.37;54,58;United States;Wiley-Blackwell;2000-ongoing;"Developmental and Educational Psychology (Q1); Pediatrics, Perinatology and Child Health (Q1)"
59;15369;Journal of Abnormal Child Psychology;journal;00910627;2.394;Q1;126;130;355;7776;1514;342;3.65;59,82;United States;Kluwer Academic/Plenum Publishers;1973-ongoing;"Developmental and Educational Psychology (Q1); Psychiatry and Mental Health (Q1)"
60;14945;Cortex;journal;00109452;2.316;Q1;101;252;822;15331;3278;670;4.65;60,84;France;Masson Publishing;1969-ongoing;"Cognitive Neuroscience (Q1); Developmental and Educational Psychology (Q1); Experimental and Cognitive Psychology (Q1); Neurology (Q1); Neurology (clinical) (Q1); Neuropsychology and Physiological Psychology (Q1)"
61;21100853556;Neuroscience and Neuroeconomics;journal;22303561;2.306;Q1;3;4;2;354;16;2;8.00;88,50;New Zealand;Dove Medical Press Ltd.;2015-ongoing;"Neuropsychology and Physiological Psychology (Q1); Neuroscience (miscellaneous) (Q1)"
62;22861;Political Psychology;journal;0162895X, 14679221;2.262;Q1;80;59;158;3522;505;156;3.33;59,69;United Kingdom;Blackwell Publishing Inc.;1996-ongoing;"Clinical Psychology (Q1); Experimental and Cognitive Psychology (Q1); Philosophy (Q1); Political Science and International Relations (Q1); Social Psychology (Q1); Sociology and Political Science (Q1)"
63;21149;Leadership Quarterly;journal;10489843;2.259;Q1;132;61;220;6008;914;201;4.07;98,49;United Kingdom;Elsevier Ltd.;1990-ongoing;"Applied Psychology (Q1); Business and International Management (Q1); Organizational Behavior and Human Resource Management (Q1); Sociology and Political Science (Q1)"
64;15406;Journal of Clinical Child and Adolescent Psychology;journal;15374424, 15374416;2.24;Q1;122;64;227;4224;1036;227;4.42;66,00;United States;Lawrence Erlbaum Associates Inc.;1999-ongoing;"Clinical Psychology (Q1); Developmental and Educational Psychology (Q1)"
65;29282;Journal of Occupational Health Psychology;journal;10768998;2.218;Q1;101;40;135;2986;593;130;4.12;74,65;United States;American Psychological Association;1996-ongoing;"Applied Psychology (Q1); Public Health, Environmental and Occupational Health (Q1)"
66;13491;Development and Psychopathology;journal;09545794, 14692198;2.182;Q1;158;87;365;8458;1480;351;3.24;97,22;United Kingdom;Cambridge University Press;1989-ongoing;"Developmental and Educational Psychology (Q1); Psychiatry and Mental Health (Q1)"
67;13357;Journal of the Learning Sciences;journal;10508406, 15327809;2.174;Q1;84;22;67;1398;220;55;3.62;63,55;United States;Lawrence Erlbaum Associates Inc.;1991-1992, 1994-ongoing;"Developmental and Educational Psychology (Q1); Education (Q1)"
68;21503;Evolution and Human Behavior;journal;10905138;2.166;Q1;102;58;206;3920;780;194;3.53;67,59;Netherlands;Elsevier BV;1997-ongoing;"Arts and Humanities (miscellaneous) (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Experimental and Cognitive Psychology (Q1)"
69;29561;Journals of Gerontology - Series B Psychological Sciences and Social Sciences;journal;10795014;2.15;Q1;133;112;344;4958;1162;325;3.29;44,27;United States;Gerontological Society of America;1995-ongoing;"Clinical Psychology (Q1); Geriatrics and Gerontology (Q1); Gerontology (Q1); Medicine (miscellaneous) (Q1); Social Psychology (Q1)"
70;14062;Psychonomic Bulletin and Review;journal;10699384;2.141;Q1;133;206;536;10208;1797;529;2.84;49,55;United States;Springer New York LLC;1994-ongoing;"Arts and Humanities (miscellaneous) (Q1); Developmental and Educational Psychology (Q1); Experimental and Cognitive Psychology (Q1)"
71;14852;Intelligence;journal;18737935, 01602896;2.1069999999999998;Q1;80;87;321;4668;1104;301;3.56;53,66;Netherlands;Elsevier BV;1977-ongoing;"Arts and Humanities (miscellaneous) (Q1); Developmental and Educational Psychology (Q1); Experimental and Cognitive Psychology (Q1)"
72;13422;Psychoanalytic Quarterly;journal;00332828;2.099;Q1;36;55;112;1237;71;104;0.49;22,49;United States;Wiley-Blackwell;1945-ongoing;"Arts and Humanities (miscellaneous) (Q1); Clinical Psychology (Q1); Developmental and Educational Psychology (Q1); Medicine (miscellaneous) (Q1); Psychiatry and Mental Health (Q1)"
73;12164;Brain and Language;journal;0093934X;2.097;Q1;110;68;356;4228;1235;345;2.66;62,18;United States;Elsevier Inc.;1974-ongoing;"Cognitive Neuroscience (Q1); Experimental and Cognitive Psychology (Q1); Language and Linguistics (Q1); Linguistics and Language (Q1); Speech and Hearing (Q1)"
74;4500151527;Psychology of Learning and Motivation - Advances in Research and Theory;book series;00797421;2.092;Q1;52;16;44;1843;148;13;10.83;115,19;United States;Elsevier Inc.;1967-1968, 1970, 1972-1986, 1988-1998, 2000, 2002-2004, 2006-ongoing;"Developmental and Educational Psychology (Q1); Social Psychology (Q1)"
75;15499;Journal of Experimental Social Psychology;journal;00221031, 10960465;2.089;Q1;125;81;434;3647;1352;415;2.63;45,02;United States;Elsevier Inc.;1965-ongoing;"Social Psychology (Q1); Sociology and Political Science (Q1)"
76;17282;Learning and Memory;journal;10720502, 15495485;2.084;Q1;122;89;267;5456;876;255;2.93;61,30;United States;Cold Spring Harbor Laboratory Press;1994-ongoing;"Cellular and Molecular Neuroscience (Q1); Cognitive Neuroscience (Q1); Neuropsychology and Physiological Psychology (Q1)"
77;17467;Neurobiology of Learning and Memory;journal;10959564, 10747427;2.074;Q1;106;206;485;13207;1782;473;3.82;64,11;United States;Elsevier Inc.;1995-ongoing;"Behavioral Neuroscience (Q1); Cognitive Neuroscience (Q1); Experimental and Cognitive Psychology (Q1)"
78;12107;Behavior Therapy;journal;00057894;2.037;Q1;97;76;207;4869;836;191;3.90;64,07;United States;Elsevier Inc.;1970-ongoing;Clinical Psychology (Q1)
79;16055;Reading Research Quarterly;journal;00340553;2.033;Q1;77;28;76;1692;257;70;2.77;60,43;United States;Wiley-Blackwell;1996-ongoing;"Developmental and Educational Psychology (Q1); Education (Q1)"
80;15482;Journal of Experimental Psychology: Learning Memory and Cognition;journal;02787393;2.032;Q1;142;143;444;7438;1215;432;2.81;52,01;United States;American Psychological Association;1975, 1982-ongoing;"Experimental and Cognitive Psychology (Q1); Language and Linguistics (Q1); Linguistics and Language (Q1)"
81;25680;Journal of Youth and Adolescence;journal;15736601, 00472891;2.031;Q1;101;161;434;10491;1753;412;3.36;65,16;Netherlands;Kluwer Academic Publishers;1972-ongoing;"Developmental and Educational Psychology (Q1); Education (Q1); Social Psychology (Q1); Social Sciences (miscellaneous) (Q1)"
82;14277;Health Psychology;journal;02786133;2.017;Q1;148;163;491;6636;1986;483;3.75;40,71;United States;American Psychological Association;1984-ongoing;"Applied Psychology (Q1); Medicine (miscellaneous) (Q1); Psychiatry and Mental Health (Q1)"
83;16245;Journal of Affective Disorders;journal;01650327;2.016;Q1;165;766;2033;38999;8205;2008;3.89;50,91;Netherlands;Elsevier BV;1979-ongoing;"Clinical Psychology (Q1); Psychiatry and Mental Health (Q1)"
84;29802;Psychology and Aging;journal;08827974;2.016;Q1;134;87;288;5235;989;281;3.08;60,17;United States;American Psychological Association;1986-ongoing;"Aging (Q1); Geriatrics and Gerontology (Q1); Social Psychology (Q1)"
85;15472;Journal of Experimental Child Psychology;journal;00220965, 10960457;1.983;Q1;104;206;445;10551;1431;441;2.87;51,22;United States;Elsevier Inc.;1964-ongoing;"Developmental and Educational Psychology (Q1); Experimental and Cognitive Psychology (Q1)"
86;27473;Annals of Behavioral Medicine;journal;15324796, 08836612;1.98;Q1;118;90;316;4742;1157;272;2.89;52,69;United States;Springer New York LLC;1987-ongoing;"Medicine (miscellaneous) (Q1); Psychiatry and Mental Health (Q1); Psychology (miscellaneous) (Q1)"
87;12882;Contemporary Educational Psychology;journal;0361476X, 10902384;1.9780000000000002;Q1;91;41;118;3070;475;116;4.04;74,88;United States;Elsevier Inc.;1976-ongoing;"Developmental and Educational Psychology (Q1); Education (Q1)"
