Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2004);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
1;20651;Annual Review of Immunology;journal;15453278, 07320582;38.189;Q1;309;30;76;5532;4306;75;54.33;184.4;United States;Northern America;Annual Reviews Inc.;1983-2021;"Immunology (Q1); Immunology and Allergy (Q1)"
2;24004;Physiological Reviews;journal;15221210, 00319333;21.42;Q1;358;35;104;15778;4062;104;36.54;450.8;United States;Northern America;American Physiological Society;1945-2021;"Medicine (miscellaneous) (Q1); Molecular Biology (Q1); Physiology (Q1); Physiology (medical) (Q1)"
3;21315;Nature Immunology;journal;15292908, 15292916;17.013;-;403;215;705;7764;12259;532;16.83;36.11;United Kingdom;Western Europe;Nature Publishing Group;2000-2021;Immunology (Q1)
4;12464;Nature Reviews Cancer;journal;1474175X, 14741768;14.414;Q1;462;193;391;9207;6911;309;16.92;47.7;United Kingdom;Western Europe;Nature Publishing Group;2001-2021;"Cancer Research (Q1); Oncology (Q1)"
5;28773;Ca-A Cancer Journal for Clinicians;journal;15424863, 00079235;13.972;Q1;182;27;104;1637;2179;69;24.94;60.63;United States;Northern America;Wiley-Blackwell;1950-2021;"Hematology (Q1); Oncology (Q1)"
6;20798;Immunity;journal;10974180, 10747613;13.011;Q1;417;159;491;7437;7750;487;15.54;46.77;United States;Northern America;Cell Press;1994-2021;"Immunology (Q1); Immunology and Allergy (Q1); Infectious Diseases (Q1)"
7;67530;Vital and health statistics. Series 11, Data from the National Health Survey;journal;00831980;12.97;Q1;13;0;2;0;50;2;25;0;United States;Northern America;U.S. National Center for Health Statistics;1964-1965, 1976-1984, 1986-1987, 1989-1990, 1992-1993, 1996, 1998-1999, 2002, 2005, 2007, 2009-2010, 2012-2013;"Medicine (miscellaneous) (Q1); Public Health, Environmental and Occupational Health (Q1)"
8;20278;Microbiology and Molecular Biology Reviews;journal;10985557, 10922172;11.643;-;256;34;80;7824;1489;80;18.17;230.12;United States;Northern America;American Society for Microbiology;1997-2021;"Immunology and Microbiology (miscellaneous)  (Q1); Molecular Biology (Q1)"
9;15847;New England Journal of Medicine;journal;00284793, 15334406;11.349;Q1;1079;1270;3317;18293;54555;1664;15.66;14.4;United States;Northern America;Massachussetts Medical Society;1945-2021;Medicine (miscellaneous) (Q1)
10;29093;Cancer Cell;journal;15356108, 18783686;11.168;Q1;359;149;269;6000;4164;262;15.48;40.27;United States;Northern America;Cell Press;2002-2021;"Cancer Research (Q1); Cell Biology (Q1); Oncology (Q1)"
11;21272;Journal of Experimental Medicine;journal;00221007, 15409538;11.07;Q1;462;338;1024;14489;15464;959;14.47;42.87;United States;Northern America;Rockefeller University Press;1909-1910, 1929, 1938, 1945-2021;"Immunology (Q1); Immunology and Allergy (Q1); Medicine (miscellaneous) (Q1)"
12;72306;Healthy People 2000 statistical notes / National Center for Health Statistics;journal;-;10.647;Q1;5;0;2;0;28;2;15;0;United States;Northern America;U.S. Department of Health and Human Services;1991-1993, 1995, 1997-1998, 2000-2002;Medicine (miscellaneous) (Q1)
13;18555;Journal of Cell Biology;journal;15408140, 00219525;10.537;Q1;394;390;1465;17141;16336;1442;10.94;43.95;United States;Northern America;Rockefeller University Press;1961-2021;"Cell Biology (Q1); Medicine (miscellaneous) (Q1)"
14;21318;Nature Reviews Immunology;journal;14741741, 14741733;10.281;Q1;417;121;465;9041;6224;399;12.83;74.72;United Kingdom;Western Europe;Nature Publishing Group;2001-2021;"Immunology (Q1); Medicine (miscellaneous) (Q1)"
15;19434;MMWR Recommendations and Reports;journal;10575987, 15458601;10.23;Q1;148;15;64;315;1349;64;26.25;21;United States;Northern America;Centers for Disease Control and Prevention (CDC);1990-2021;"Epidemiology (Q1); Health Information Management (Q1); Health (social science) (Q1); Health, Toxicology and Mutagenesis (Q1); Medicine (miscellaneous) (Q1)"
16;17435;EMBO Journal;journal;02614189, 14602075;10.164;Q1;405;452;2006;20689;22037;2006;10.8;45.77;Germany;Western Europe;Wiley-Blackwell;1982-2021;"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Medicine (miscellaneous) (Q1); Molecular Biology (Q1); Neuroscience (miscellaneous) (Q1)"
17;15819;Nature Medicine;journal;1546170X, 10788956;10.042;Q1;576;432;1373;8837;16381;864;12.21;20.46;United Kingdom;Western Europe;Nature Publishing Group;1995-2021;"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Medicine (miscellaneous) (Q1)"
18;19614;Annual Review of Microbiology;journal;00664227, 15453251;9.613;-;199;25;87;3027;1302;84;12.54;121.08;United States;Northern America;Annual Reviews Inc.;1948, 1950-1958, 1960, 1962-2020;Microbiology (Q1)
19;80280;Biochimica et Biophysica Acta - Reviews on Cancer;journal;0304419X;9.441;Q1;144;27;50;3716;749;50;19.96;137.63;Netherlands;Western Europe;Elsevier;1974-2021;"Cancer Research (Q1); Genetics (Q1); Oncology (Q1)"
20;26038;Endocrine Reviews;journal;19457189, 0163769X;8.712;Q1;283;33;118;11914;2453;115;19.83;361.03;United States;Northern America;The Endocrine Society;1980-2021;"Endocrinology (Q1); Endocrinology, Diabetes and Metabolism (Q1)"
21;22657;Accounts of Chemical Research;journal;00014842, 15204898;8.52;Q1;415;106;336;6087;5434;328;13.15;57.42;United States;Northern America;American Chemical Society;1968-2021;"Chemistry (miscellaneous) (Q1); Medicine (miscellaneous) (Q1)"
22;21708;Annual Review of Genomics and Human Genetics;journal;15278204, 1545293X;8.245;Q1;121;17;50;2411;624;50;9.61;141.82;United States;Northern America;Annual Reviews Inc.;2000-2021;"Genetics (Q1); Genetics (clinical) (Q1); Molecular Biology (Q1)"
23;20425;Nature Reviews Drug Discovery;journal;14741784, 14741776;8.115;Q1;348;317;492;7006;3196;170;6.5;22.1;United Kingdom;Western Europe;Nature Publishing Group;2002-2021;"Drug Discovery (Q1); Medicine (miscellaneous) (Q1); Pharmacology (Q1)"
24;71056;MMWR Surveillance Summaries;journal;15458636, 15460738;8.054;Q1;104;11;25;0;467;25;19.73;0;United States;Northern America;Centers for Disease Control and Prevention (CDC);2002-2021;"Epidemiology (Q1); Health Information Management (Q1); Health (social science) (Q1); Health, Toxicology and Mutagenesis (Q1)"
25;15870;Journal of Clinical Investigation;journal;00219738, 15588238;7.92;Q1;505;470;1349;20049;17520;1140;12.42;42.66;United States;Northern America;The American Society for Clinical Investigation;1945-2021;Medicine (miscellaneous) (Q1)
26;18991;Nature Reviews Genetics;journal;14710056, 14710064;7.851;Q1;384;206;522;7054;5335;482;8.72;34.24;United Kingdom;Western Europe;Nature Publishing Group;2000-2021;"Genetics (Q1); Genetics (clinical) (Q1); Molecular Biology (Q1)"
27;22214;Genome Research;journal;15495469, 10889051;7.78;Q1;305;278;756;11077;7364;701;9.77;39.85;United States;Northern America;Cold Spring Harbor Laboratory Press;1991-2021;"Genetics (Q1); Genetics (clinical) (Q1)"
28;21100228547;JAMA Psychiatry;journal;21686238, 2168622X;7.507;Q1;380;125;448;6226;4663;342;10.4;49.81;United States;Northern America;American Medical Association;2013-2021;"Medicine (miscellaneous) (Q1); Psychiatry and Mental Health (Q1)"
29;21677;American Journal of Human Genetics;journal;15376605, 00029297;7.355;Q1;310;259;956;9306;10978;878;11.36;35.93;United States;Northern America;Cell Press;1950-2021;"Genetics (Q1); Genetics (clinical) (Q1)"
30;26555;Annual Review of Physical Chemistry;journal;0066426X, 15451593;7.163;-;174;19;64;2598;773;63;11.87;136.74;United States;Northern America;Annual Reviews Inc.;1975, 1983, 1985, 1988-2021;Physical and Theoretical Chemistry (Q1)
31;22581;Circulation;journal;00097322, 15244539;6.454;Q1;630;1472;4165;36853;45401;3495;10.87;25.04;United States;Northern America;Lippincott Williams and Wilkins Ltd.;1950-2021;"Cardiology and Cardiovascular Medicine (Q1); Physiology (medical) (Q1)"
32;18797;Current Opinion in Immunology;journal;09527915;6.446;Q1;199;121;333;6198;3386;289;10.94;51.22;United Kingdom;Western Europe;Elsevier Ltd.;1988-2022;"Immunology (Q1); Immunology and Allergy (Q1)"
33;21528;AIDS, Supplement;journal;13502840;6.218;Q1;37;0;3;0;41;2;13.67;0;United States;Northern America;Lippincott Williams and Wilkins Ltd.;1993, 1995-2000, 2002-2005;"Immunology (Q1); Immunology and Allergy (Q1); Virology (Q1)"
34;22266;Human Molecular Genetics;journal;14602083, 09646906;5.884;Q1;284;325;1017;16575;9183;1016;8.42;51;United Kingdom;Western Europe;Oxford University Press;1992-2021;"Genetics (Q1); Genetics (clinical) (Q1); Medicine (miscellaneous) (Q1); Molecular Biology (Q1)"
35;85291;JAMA - Journal of the American Medical Association;journal;15383598, 00987484, 00029955;5.883;Q1;709;1065;3636;16961;33543;2432;9.91;15.93;United States;Northern America;American Medical Association;1883-2021;Medicine (miscellaneous) (Q1)
