Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2021);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
1;19434;MMWR Recommendations and Reports;journal;10575987, 15458601;25.045;Q1;148;124;17;2900;663;17;33.79;23.39;United States;Northern America;Centers for Disease Control and Prevention (CDC);1990-2021;"Epidemiology (Q1); Health Information Management (Q1); Health (social science) (Q1); Health, Toxicology and Mutagenesis (Q1); Medicine (miscellaneous) (Q1)"
2;110092;Morbidity and Mortality Weekly Report;journal;01492195, 1545861X;16.513;Q1;228;220;1081;1439;20212;772;23.02;6.54;United States;Northern America;Department of Health and Human Services;1981-2021;"Epidemiology (Q1); Health Information Management (Q1); Health (social science) (Q1); Health, Toxicology and Mutagenesis (Q1); Medicine (miscellaneous) (Q1)"
3;71056;MMWR Surveillance Summaries;journal;15458636, 15460738;10.129;Q1;104;75;52;779;2267;47;29.11;10.39;United States;Northern America;Centers for Disease Control and Prevention (CDC);2002-2021;"Epidemiology (Q1); Health Information Management (Q1); Health (social science) (Q1); Health, Toxicology and Mutagenesis (Q1)"
4;21100922606;Lancet Digital Health, The;journal;25897500;6.024;Q1;30;129;219;2497;2130;77;9.73;19.36;United Kingdom;Western Europe;Elsevier Ltd.;2019-2021;"Decision Sciences (miscellaneous) (Q1); Health Informatics (Q1); Health Information Management (Q1); Medicine (miscellaneous) (Q1)"
5;73008;Vital and health statistics. Series 2, Data evaluation and methods research;journal;00832057, 23330872;5.541;Q1;28;2;12;13;91;12;7.8;6.5;United States;Northern America;U.S. National Center for Health Statistics;1965, 1970, 1977-1982, 1985-1989, 1991-1994, 1996-2001, 2003-2006, 2008, 2010-2021;"Health Information Management (Q1); Medicine (miscellaneous) (Q1); Statistics and Probability (Q1)"
6;21101055750;Radiology: Artificial Intelligence;journal;26386100;4.729;Q1;5;76;2;2016;45;2;22.5;26.53;United States;Northern America;Radiological Society of North America Inc.;2019-2021;"Artificial Intelligence (Q1); Radiological and Ultrasound Technology (Q1); Radiology, Nuclear Medicine and Imaging (Q1)"
7;28645;Ultrasound in Obstetrics and Gynecology;journal;09607692, 14690705;4.443;Q1;151;335;894;8251;4733;550;5.37;24.63;United Kingdom;Western Europe;John Wiley and Sons Ltd;1991-2021;"Medicine (miscellaneous) (Q1); Obstetrics and Gynecology (Q1); Radiological and Ultrasound Technology (Q1); Radiology, Nuclear Medicine and Imaging (Q1); Reproductive Medicine (Q1)"
8;17271;Medical Image Analysis;journal;13618415, 13618423;4.172;Q1;143;358;426;21960;6106;424;15.24;61.34;Netherlands;Western Europe;Elsevier;1996-2021;"Computer Graphics and Computer-Aided Design (Q1); Computer Vision and Pattern Recognition (Q1); Health Informatics (Q1); Radiological and Ultrasound Technology (Q1); Radiology, Nuclear Medicine and Imaging (Q1)"
9;16733;IEEE Transactions on Medical Imaging;journal;02780062, 1558254X;4.045;Q1;233;376;902;16400;11904;898;12.02;43.62;United States;Northern America;Institute of Electrical and Electronics Engineers Inc.;1982-2021;"Computer Science Applications (Q1); Electrical and Electronic Engineering (Q1); Radiological and Ultrasound Technology (Q1); Software (Q1)"
10;19817;British Journal of Sports Medicine;journal;03063674, 14730480;3.867;Q1;189;317;1071;9373;8921;639;8.52;29.57;United Kingdom;Western Europe;BMJ Publishing Group;1964, 1974-2021;"Medicine (miscellaneous) (Q1); Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sports Science (Q1)"
11;20373;Sports Medicine;journal;01121642, 11792035;3.806;Q1;201;194;506;15831;5865;414;10.11;81.6;Switzerland;Western Europe;Springer International Publishing AG;1984-2021;"Medicine (miscellaneous) (Q1); Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sports Science (Q1)"
12;17900156719;International Review of Sport and Exercise Psychology;journal;1750984X, 17509858;3.348;Q1;45;51;53;4730;777;53;7.5;92.75;United Kingdom;Western Europe;Routledge;2009-2021;"Applied Psychology (Q1); Sports Science (Q1)"
13;21101012669;npj Digital Medicine;journal;23986352;3.326;Q1;28;167;159;7957;2140;133;13.49;47.65;United Kingdom;Western Europe;Nature Publishing Group;2018-2021;"Computer Science Applications (Q1); Health Informatics (Q1); Health Information Management (Q1); Medicine (miscellaneous) (Q1)"
14;25545;Diabetes Technology and Therapeutics;journal;15209156, 15578593;2.66;Q1;91;150;412;4366;2251;373;5.61;29.11;United States;Northern America;Mary Ann Liebert Inc.;1999-2021;"Endocrinology (Q1); Endocrinology, Diabetes and Metabolism (Q1); Medical Laboratory Technology (Q1); Medicine (miscellaneous) (Q1)"
15;19799;American Journal of Sports Medicine;journal;03635465, 15523365;2.266;Q1;236;531;1315;20768;8437;1140;5.79;39.11;United States;Northern America;SAGE Publications Inc.;1973-2021;"Medicine (miscellaneous) (Q1); Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sports Science (Q1)"
16;23845;Journal of Cardiovascular Magnetic Resonance;journal;1532429X, 10976647;2.203;Q1;102;136;250;4839;1539;250;5.75;35.58;United Kingdom;Western Europe;BioMed Central Ltd.;1999-2021;"Cardiology and Cardiovascular Medicine (Q1); Family Practice (Q1); Radiological and Ultrasound Technology (Q1); Radiology, Nuclear Medicine and Imaging (Q1)"
