Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2005);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
1;14181;Annual Review of Neuroscience;journal;0147006X, 15454126;22.864;Q1;248;19;69;2940;1973;68;25.72;154.74;United States;Northern America;Annual Reviews Inc.;1978-2021;Neuroscience (miscellaneous) (Q1)
2;17978;Neuron;journal;10974199, 08966273;11.365;Q1;493;413;1246;18722;16278;1239;12.59;45.33;United States;Northern America;Cell Press;1988-2021;Neuroscience (miscellaneous) (Q1)
3;17435;EMBO Journal;journal;02614189, 14602075;9.772;Q1;405;383;1756;17688;18369;1755;10.3;46.18;Germany;Western Europe;Wiley-Blackwell;1982-2021;"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Medicine (miscellaneous) (Q1); Molecular Biology (Q1); Neuroscience (miscellaneous) (Q1)"
4;17436;Nature Neuroscience;journal;10976256, 15461726;8.852;Q1;437;321;806;10306;8882;738;10.68;32.11;United Kingdom;Western Europe;Nature Publishing Group;1998-2021;Neuroscience (miscellaneous) (Q1)
5;24025;Progress in Neurobiology;journal;18735118, 03010082;7.667;Q1;239;46;137;11541;1978;136;12.61;250.89;United Kingdom;Western Europe;Elsevier Ltd.;1959, 1962, 1973-2021;Neuroscience (miscellaneous) (Q1)
6;12977;PLoS Biology;journal;15449173, 15457885;7.087;Q1;281;241;437;10170;2879;417;6.59;42.2;United States;Northern America;Public Library of Science;2003-2021;"Agricultural and Biological Sciences (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Neuroscience (miscellaneous) (Q1)"
7;14992;Current Opinion in Neurobiology;journal;09594388, 18736882;6.849;Q1;235;105;315;5508;2845;290;8.82;52.46;United Kingdom;Western Europe;Elsevier Ltd.;1991-2022;Neuroscience (miscellaneous) (Q1)
8;19939;Trends in Neurosciences;journal;03785912, 01662236, 1878108X;6.092;Q1;301;104;464;6245;3901;448;9.55;60.05;United Kingdom;Western Europe;Elsevier Ltd.;1978-2021;Neuroscience (miscellaneous) (Q1)
9;17437;Nature Reviews Neuroscience;journal;14710048, 1471003X;6;Q1;434;210;688;10080;5897;653;7.49;48;United Kingdom;Western Europe;Nature Publishing Group;2000-2021;Neuroscience (miscellaneous) (Q1)
10;15537;Current Biology;journal;18790445, 09609822;5.97;-;331;686;1979;15956;12110;1893;6.06;23.26;United States;Northern America;Cell Press;1991-2021;"Agricultural and Biological Sciences (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1)"
