Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2000);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Coverage;Categories
1;4100151532;Advances in Experimental Social Psychology;book series;00652601;9.898;Q1;78;5;17;1055;150;17;5.92;211,00;United States;Elsevier Inc.;1964, 1966-1967, 1969-1970, 1972, 1974-1984, 1986-1992, 1994-ongoing;Social Psychology (Q1)
2;13467;Psychological Review;journal;0033295X;5.612;Q1;192;40;101;3842;763;100;6.30;96,05;United States;American Psychological Association;1894-ongoing;"History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1)"
3;13443;Psychological Bulletin;journal;00332909;5.274;Q1;272;48;111;7824;951;107;7.03;163,00;United States;American Psychological Association;1904-ongoing;"History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1)"
4;30039;Journal of Personality and Social Psychology;journal;00223514;4.262;Q1;328;149;585;9471;2352;585;3.60;63,56;United States;American Psychological Association;1965-ongoing;"Social Psychology (Q1); Sociology and Political Science (Q1)"
5;12010;Annual Review of Psychology;journal;00664308, 15452085;4.082;Q1;216;23;69;3759;570;69;5.96;163,43;United States;Annual Reviews Inc.;1950-1958, 1960-1963, 1965-ongoing;Psychology (miscellaneous) (Q1)
6;16055;Reading Research Quarterly;journal;00340553;3.784;Q1;77;25;57;1677;148;57;2.82;67,08;United States;Wiley-Blackwell;1996-ongoing;"Developmental and Educational Psychology (Q1); Education (Q1)"
7;15439;Journal of Consulting and Clinical Psychology;journal;0022006X;3.542;Q1;218;121;336;5385;1767;334;4.63;44,50;United States;American Psychological Association;1968-ongoing;"Clinical Psychology (Q1); Psychiatry and Mental Health (Q1)"
8;15499;Journal of Experimental Social Psychology;journal;00221031, 10960465;3.4219999999999997;Q1;125;32;80;1398;215;80;1.77;43,69;United States;Elsevier Inc.;1965-ongoing;"Social Psychology (Q1); Sociology and Political Science (Q1)"
9;29492;American Psychologist;journal;0003066X;3.4;Q1;208;185;216;5597;1319;213;6.21;30,25;United States;American Psychological Association;1948-1954, 1965-ongoing;"Medicine (miscellaneous) (Q1); Psychology (miscellaneous) (Q1)"
10;12812;Personality and Social Psychology Review;journal;10888683, 15327957;3.3960000000000004;Q1;134;24;57;2430;187;57;2.59;101,25;United States;SAGE Publications;1997-ongoing;Social Psychology (Q1)
11;15370;Journal of Abnormal Psychology;journal;0021843X;3.355;Q1;174;93;214;4315;884;212;3.31;46,40;United States;American Psychological Association;1948-1959, 1963-ongoing;"Biological Psychiatry (Q1); Clinical Psychology (Q1); Developmental and Educational Psychology (Q1); Psychiatry and Mental Health (Q1)"
