Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (1999);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Coverage;Categories
1;4100151532;"Advances in Experimental Social Psychology";book series;"00652601";10,929;Q1;78;6;18;1294;109;18;6,64;215,67;United States;"Elsevier Inc.";"1964, 1966-1967, 1969-1970, 1972, 1974-1984, 1986-1992, 1994-ongoing";"Social Psychology (Q1)"
2;13467;"Psychological Review";journal;"0033295X";7,700;Q1;192;38;97;4290;883;96;6,81;112,89;United States;"American Psychological Association";"1894-ongoing";"History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1)"
3;13443;"Psychological Bulletin";journal;"00332909";5,412;Q1;272;41;117;6348;924;113;7,41;154,83;United States;"American Psychological Association";"1904-ongoing";"History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1)"
4;12812;"Personality and Social Psychology Review";journal;"10888683, 15327957";5,295;Q1;134;20;37;1857;109;37;2,95;92,85;United States;"SAGE Publications";"1997-ongoing";"Social Psychology (Q1)"
5;30039;"Journal of Personality and Social Psychology";journal;"00223514";4,782;Q1;328;158;609;10161;2075;609;2,87;64,31;United States;"American Psychological Association";"1965-ongoing";"Social Psychology (Q1); Sociology and Political Science (Q1)"
6;22478;"Journal of Memory and Language";journal;"10960821, 0749596X";4,329;Q1;129;51;155;2612;522;155;2,69;51,22;United States;"Elsevier Inc.";"1985-ongoing";"Artificial Intelligence (Q1); Experimental and Cognitive Psychology (Q1); Language and Linguistics (Q1); Linguistics and Language (Q1); Neuropsychology and Physiological Psychology (Q1)"
7;12872;"Cognitive Psychology";journal;"10955623, 00100285";4,139;Q1;108;21;58;1384;249;58;3,62;65,90;United States;"Elsevier Inc.";"1970-ongoing";"Artificial Intelligence (Q1); Developmental and Educational Psychology (Q1); Experimental and Cognitive Psychology (Q1); Linguistics and Language (Q1); Neuropsychology and Physiological Psychology (Q1)"
8;15478;"Journal of Experimental Psychology: General";journal;"00963445";3,956;Q1;138;28;62;1712;262;59;3,97;61,14;United States;"American Psychological Association";"1975-ongoing";"Developmental Neuroscience (Q1); Experimental and Cognitive Psychology (Q1); Medicine (miscellaneous) (Q1); Psychology (miscellaneous) (Q1)"
9;15482;"Journal of Experimental Psychology: Learning Memory and Cognition";journal;"02787393";3,928;Q1;142;91;272;4393;898;272;3,10;48,27;United States;"American Psychological Association";"1975, 1982-ongoing";"Experimental and Cognitive Psychology (Q1); Language and Linguistics (Q1); Linguistics and Language (Q1)"
10;12811;"Personality and Social Psychology Bulletin";journal;"01461672";3,726;Q1;172;120;314;5683;661;314;1,73;47,36;United States;"SAGE Publications";"1976, 1988, 1996-ongoing";"Social Psychology (Q1)"
11;15499;"Journal of Experimental Social Psychology";journal;"00221031, 10960465";3,564;Q1;125;26;80;1325;134;80;1,59;50,96;United States;"Elsevier Inc.";"1965-ongoing";"Social Psychology (Q1); Sociology and Political Science (Q1)"
12;12010;"Annual Review of Psychology";journal;"00664308, 15452085";3,529;Q1;216;25;65;3577;483;65;7,50;143,08;United States;"Annual Reviews Inc.";"1950-1958, 1960-1963, 1965-ongoing";"Psychology (miscellaneous) (Q1)"
13;29492;"American Psychologist";journal;"0003066X";3,424;Q1;208;66;250;2658;1187;245;4,91;40,27;United States;"American Psychological Association";"1948-1954, 1965-ongoing";"Medicine (miscellaneous) (Q1); Psychology (miscellaneous) (Q1)"
14;12857;"Cognition";journal;"00100277";2,973;Q1;165;63;156;2764;471;146;2,79;43,87;Netherlands;"Elsevier BV";"1972-1974, 1976-ongoing";"Cognitive Neuroscience (Q1); Developmental and Educational Psychology (Q1); Experimental and Cognitive Psychology (Q1); Language and Linguistics (Q1); Linguistics and Language (Q1)"
15;15439;"Journal of Consulting and Clinical Psychology";journal;"0022006X";2,927;Q1;218;110;388;4565;1706;386;4,18;41,50;United States;"American Psychological Association";"1968-ongoing";"Clinical Psychology (Q1); Psychiatry and Mental Health (Q1)"
16;13461;"Psychological Methods";journal;"1082989X";2,900;Q1;131;27;85;1311;264;85;1,47;48,56;United States;"American Psychological Association";"1996-ongoing";"History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1)"
17;15370;"Journal of Abnormal Psychology";journal;"0021843X";2,733;Q1;174;75;214;2954;754;212;3,31;39,39;United States;"American Psychological Association";"1948-1959, 1963-ongoing";"Biological Psychiatry (Q1); Clinical Psychology (Q1); Developmental and Educational Psychology (Q1); Psychiatry and Mental Health (Q1)"
18;17643;"Journal of the American Academy of Child and Adolescent Psychiatry";journal;"08908567";2,664;Q1;222;302;855;7331;2342;580;3,46;24,27;Netherlands;"Elsevier BV";"1987-ongoing";"Developmental and Educational Psychology (Q1); Psychiatry and Mental Health (Q1)"
19;15481;"Journal of Experimental Psychology: Human Perception and Performance";journal;"00961523";2,656;Q1;136;117;316;6007;888;316;2,29;51,34;United States;"American Psychological Association";"1975-ongoing";"Arts and Humanities (miscellaneous) (Q1); Behavioral Neuroscience (Q1); Experimental and Cognitive Psychology (Q1); Medicine (miscellaneous) (Q1)"
20;15388;"Journal of Applied Psychology";journal;"00219010";2,626;Q1;249;81;232;3871;582;232;2,02;47,79;United States;"American Psychological Association";"1917-ongoing";"Applied Psychology (Q1)"
21;13468;"Psychological Science";journal;"09567976, 14679280";2,620;Q1;227;105;253;2576;737;251;2,67;24,53;United States;"SAGE Publications";"1990-ongoing";"Psychology (miscellaneous) (Q1)"
22;16055;"Reading Research Quarterly";journal;"00340553";2,570;Q1;77;20;57;1373;119;57;2,14;68,65;United States;"Wiley-Blackwell";"1996-ongoing";"Developmental and Educational Psychology (Q1); Education (Q1)"
23;12859;"Cognition and Instruction";journal;"1532690X, 07370008";2,345;Q1;71;12;37;586;61;37;1,21;48,83;United States;"Lawrence Erlbaum Associates Inc.";"1984-ongoing";"Developmental and Educational Psychology (Q1); Education (Q1); Experimental and Cognitive Psychology (Q1); Psychology (miscellaneous) (Q1)"
24;14062;"Psychonomic Bulletin and Review";journal;"10699384";2,321;Q1;133;67;219;2597;479;219;1,50;38,76;United States;"Springer New York LLC";"1994-ongoing";"Arts and Humanities (miscellaneous) (Q1); Developmental and Educational Psychology (Q1); Experimental and Cognitive Psychology (Q1)"
25;13422;"Psychoanalytic Quarterly";journal;"00332828";2,294;Q1;36;25;82;760;91;81;1,12;30,40;United States;"Wiley-Blackwell";"1945-ongoing";"Arts and Humanities (miscellaneous) (Q1); Clinical Psychology (Q1); Developmental and Educational Psychology (Q1); Medicine (miscellaneous) (Q1); Psychiatry and Mental Health (Q1)"
26;21100386521;"Language, Cognition and Neuroscience";journal;"23273801, 23273798";2,285;Q1;70;25;83;1080;164;83;2,08;43,20;United States;"Taylor and Francis";"2013-ongoing";"Cognitive Neuroscience (Q1); Experimental and Cognitive Psychology (Q1); Language and Linguistics (Q1); Linguistics and Language (Q1)"
27;17282;"Learning and Memory";journal;"10720502, 15495485";2,272;Q1;122;53;128;483;314;125;2,42;9,11;United States;"Cold Spring Harbor Laboratory Press";"1994-ongoing";"Cellular and Molecular Neuroscience (Q1); Cognitive Neuroscience (Q1); Neuropsychology and Physiological Psychology (Q1)"
28;18742;"Psychological Medicine";journal;"14698978, 00332917";2,257;Q1;188;147;412;5872;1409;386;3,57;39,95;United Kingdom;"Cambridge University Press";"1970-ongoing";"Applied Psychology (Q1); Psychiatry and Mental Health (Q1)"
29;12061;"Memory and Cognition";journal;"0090502X, 15325946";2,204;Q1;112;97;250;3623;553;247;1,98;37,35;United States;"Springer New York LLC";"1973-ongoing";"Arts and Humanities (miscellaneous) (Q1); Experimental and Cognitive Psychology (Q1); Medicine (miscellaneous) (Q1); Neuropsychology and Physiological Psychology (Q1)"
30;24456;"Child Development";journal;"14678624, 00093920";2,196;Q1;228;103;411;5404;1314;410;2,92;52,47;United States;"Blackwell Publishing Inc.";"1945-1948, 1950-ongoing";"Developmental and Educational Psychology (Q1); Education (Q1); Pediatrics, Perinatology and Child Health (Q1); Social Work (Q1)"
31;13564;"Educational Psychologist";journal;"15326985, 00461520";2,196;Q1;110;17;49;1248;106;49;2,08;73,41;United States;"Lawrence Erlbaum Associates Inc.";"1963-ongoing";"Developmental and Educational Psychology (Q1)"
32;18013;"Neuropsychology";journal;"08944105";2,158;Q1;116;55;168;2923;504;168;3,08;53,15;United States;"American Psychological Association";"1990-ongoing";"Neuropsychology and Physiological Psychology (Q1)"
33;14106;"Quarterly Journal of Experimental Psychology Section A: Human Experimental Psychology";journal;"14640740, 02724987";2,144;Q1;82;47;135;1961;305;135;1,59;41,72;United Kingdom;"Psychology Press";"1981-2005";"Experimental and Cognitive Psychology (Q1); Health Professions (miscellaneous) (Q1); Psychology (miscellaneous) (Q1); Social Sciences (miscellaneous) (Q1)"
34;15645;"Journal of Health and Social Behavior";journal;"00221465";2,138;Q1;112;28;78;1543;225;77;2,82;55,11;United States;"SAGE Publications";"1967-ongoing";"Public Health, Environmental and Occupational Health (Q1); Social Psychology (Q1)"
35;12817;"Personnel Psychology";journal;"00315826";2,103;Q1;124;28;83;1398;145;83;1,25;49,93;United States;"Wiley-Blackwell";"1948-ongoing";"Applied Psychology (Q1); Organizational Behavior and Human Resource Management (Q1)"
36;15359;"Trends in Cognitive Sciences";journal;"13646613";2,089;Q1;276;85;138;2855;329;132;2,49;33,59;Netherlands;"Elsevier BV";"1997-ongoing";"Cognitive Neuroscience (Q1); Experimental and Cognitive Psychology (Q1); Neuropsychology and Physiological Psychology (Q1)"
37;12808;"Journal of Educational Psychology";journal;"00220663";2,054;Q1;177;64;174;3364;373;174;2,10;52,56;United States;"American Psychological Association";"1910-ongoing";"Developmental and Educational Psychology (Q1); Education (Q1)"
38;15402;"Journal of Child Psychology and Psychiatry and Allied Disciplines";journal;"00219630, 14697610";2,045;Q1;187;112;286;7393;991;278;2,89;66,01;United Kingdom;"Blackwell Publishing Inc.";"1960-ongoing";"Developmental and Educational Psychology (Q1); Pediatrics, Perinatology and Child Health (Q1); Psychiatry and Mental Health (Q1)"
39;30022;"Journal of Personality";journal;"00223506, 14676494";2,043;Q1;126;42;110;2405;227;110;1,13;57,26;United Kingdom;"Blackwell Publishing Inc.";"1932-ongoing";"Social Psychology (Q1)"
