Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2021);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
1;21100330722;Annual Review of Animal Biosciences;journal;21658110, 21658102;2.620;Q1;47;21;59;2972;640;56;12.47;141.52;United States;Northern America;Annual Reviews Inc.;2013-2021;"Animal Science and Zoology (Q1); Biotechnology (Q1); Genetics (Q1); Veterinary (miscellaneous) (Q1)"
2;21100805354;GeroScience;journal;25092715, 25092723;1.792;Q1;72;214;231;14834;1773;219;7.97;69.32;Switzerland;Western Europe;Springer International Publishing AG;2017-2021;"Aging (Q1); Cardiology and Cardiovascular Medicine (Q1); Complementary and Alternative Medicine (Q1); Geriatrics and Gerontology (Q1); Veterinary (miscellaneous) (Q1)"
3;21376;Vaccine;journal;0264410X, 18732518;1.392;Q1;191;1034;3272;38560;13154;3051;3.84;37.29;Netherlands;Western Europe;Elsevier BV;1983-2021;"Immunology and Microbiology (miscellaneous)  (Q1); Infectious Diseases (Q1); Molecular Medicine (Q1); Public Health, Environmental and Occupational Health (Q1); Veterinary (miscellaneous) (Q1)"
4;18316;Journal of Veterinary Internal Medicine;journal;19391676, 08916640;1.282;Q1;110;329;826;11454;2657;805;2.87;34.81;United States;Northern America;Wiley-Blackwell;1987-2021;"Medicine (miscellaneous) (Q1); Veterinary (miscellaneous) (Q1)"
5;21100823377;Animal Nutrition;journal;24056383, 24056545;1.224;Q1;35;144;182;9633;1349;182;5.11;66.90;China;Asiatic Region;KeAi Communications Co.;2015-2021;"Animal Science and Zoology (Q1); Food Animals (Q1)"
6;21100897791;Vaccine: X;journal;25901362;1.129;Q1;9;38;58;1526;205;58;3.53;40.16;United Kingdom;Western Europe;Elsevier Ltd.;2019-2021;"Immunology and Microbiology (miscellaneous)  (Q1); Public Health, Environmental and Occupational Health (Q1); Veterinary (miscellaneous) (Q1); Infectious Diseases (Q2); Molecular Medicine (Q2)"
7;19550;Veterinary Quarterly;journal;01652176, 18755941;1.129;Q1;50;28;65;1764;390;61;7.41;63.00;United Kingdom;Western Europe;Taylor and Francis Ltd.;1979, 1982-2007, 2011-2021;"Medicine (miscellaneous) (Q1); Veterinary (miscellaneous) (Q1)"
8;21100871130;Animal Frontiers;journal;21606064, 21606056;1.017;Q1;36;33;109;1002;546;92;5.31;30.36;United States;Northern America;Oxford University Press;2011-2021;"Animal Science and Zoology (Q1); Food Animals (Q1)"
9;10300153305;Transboundary and Emerging Diseases;journal;18651674, 18651682;0.953;Q1;70;709;961;32448;4566;932;4.34;45.77;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;2008-2021;"Medicine (miscellaneous) (Q1); Veterinary (miscellaneous) (Q1); Immunology and Microbiology (miscellaneous)  (Q2)"
10;21100899501;EFSA Journal;journal;18314732;0.943;Q1;114;415;1181;18045;4154;1168;3.00;43.48;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;2003-2021;"Animal Science and Zoology (Q1); Food Science (Q1); Plant Science (Q1); Veterinary (miscellaneous) (Q1); Microbiology (Q2); Parasitology (Q2)"
11;19514;Veterinary Clinics of North America - Food Animal Practice;journal;07490720, 15584240;0.918;Q1;76;47;138;2006;579;120;4.22;42.68;United Kingdom;Western Europe;W.B. Saunders Ltd;1971-1978, 1985-2021;"Food Animals (Q1); Medicine (miscellaneous) (Q1)"
12;4700151709;Journal of Veterinary Cardiology;journal;17602734, 18750834;0.909;Q1;39;82;161;2617;333;158;1.77;31.91;Netherlands;Western Europe;Elsevier;1999-2021;"Veterinary (miscellaneous) (Q1); Physiology (Q2)"
13;19524;Veterinary Journal;journal;15322971, 10900233;0.838;Q1;113;112;392;5313;1180;388;2.62;47.44;United Kingdom;Western Europe;Bailliere Tindall Ltd;1997-2021;"Animal Science and Zoology (Q1); Veterinary (miscellaneous) (Q1)"
