Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2009);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Coverage;Categories
1;12010;Annual Review of Psychology;journal;00664308, 15452085;12.326;Q1;216;28;71;4203;1714;70;24.6;150.11;United States;Annual Reviews Inc.;1950-1958, 1960-1963, 1965-ongoing;Psychology (miscellaneous) (Q1)
2;15359;Trends in Cognitive Sciences;journal;13646613;9.042;Q1;276;80;285;4102;3141;229;12.16;51.28;Netherlands;Elsevier BV;1997-ongoing;"Cognitive Neuroscience (Q1); Experimental and Cognitive Psychology (Q1); Neuropsychology and Physiological Psychology (Q1)"
3;4100151532;Advances in Experimental Social Psychology;book series;00652601;8.724;Q1;78;6;16;1094;158;16;6.5;182.33;United States;Elsevier Inc.;1964, 1966-1967, 1969-1970, 1972, 1974-1984, 1986-1992, 1994-ongoing;Social Psychology (Q1)
4;13443;Psychological Bulletin;journal;00332909;7.89;Q1;272;52;91;7730;1377;89;14.05;148.65;United States;American Psychological Association;1904-ongoing;"History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1)"
5;12812;Personality and Social Psychology Review;journal;10888683, 15327957;7.637;Q1;134;20;49;2574;490;47;7.28;128.70;United States;SAGE Publications;1997-ongoing;Social Psychology (Q1)
6;15388;Journal of Applied Psychology;journal;00219010;5.723;Q1;249;117;318;9665;1844;318;4.8;82.61;United States;American Psychological Association;1917-ongoing;Applied Psychology (Q1)
7;13969;Psychological Science in the Public Interest, Supplement;journal;15291006;5.548;Q1;48;9;16;1056;147;8;11.6;117.33;United States;SAGE Publications Inc.;2000-ongoing;Psychology (miscellaneous) (Q1)
8;13467;Psychological Review;journal;0033295X;5.373;Q1;192;28;143;2737;1085;142;7.08;97.75;United States;American Psychological Association;1894-ongoing;"History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1)"
9;30039;Journal of Personality and Social Psychology;journal;00223514;5.157;Q1;328;144;391;10193;2558;391;5.18;70.78;United States;American Psychological Association;1965-ongoing;"Social Psychology (Q1); Sociology and Political Science (Q1)"
10;14130;Research in Organizational Behavior;book series;01913085;5.154;Q1;57;14;19;1871;77;17;5.25;133.64;United Kingdom;Elsevier Ltd.;2000-2004, 2006, 2008-ongoing;"Experimental and Cognitive Psychology (Q1); Organizational Behavior and Human Resource Management (Q1); Social Psychology (Q1)"
11;4600151524;Annual Review of Clinical Psychology;book series;15485951, 15485943;5.117;Q1;103;20;52;2442;472;49;10.48;122.10;United States;Annual Reviews Inc.;2005-ongoing;"Clinical Psychology (Q1); Medicine (miscellaneous) (Q1); Psychiatry and Mental Health (Q1)"
12;12817;Personnel Psychology;journal;00315826;5.021;Q1;124;24;76;1465;516;76;6.18;61.04;United States;Wiley-Blackwell;1948-ongoing;"Applied Psychology (Q1); Organizational Behavior and Human Resource Management (Q1)"
13;18045;Neuroscience and Biobehavioral Reviews;journal;01497634;4.316;Q1;209;98;250;14460;2142;238;7.43;147.55;United Kingdom;Elsevier Ltd.;1978-ongoing;"Behavioral Neuroscience (Q1); Cognitive Neuroscience (Q1); Neuropsychology and Physiological Psychology (Q1)"
14;13468;Psychological Science;journal;09567976, 14679280;4.299;Q1;227;235;533;6202;3025;521;5.1;26.39;United States;SAGE Publications;1990-ongoing;Psychology (miscellaneous) (Q1)
15;19700182323;Perspectives on Psychological Science;journal;17456916, 17456924;4.213;Q1;115;77;94;3047;794;93;7.06;39.57;United States;SAGE Publications;2006-ongoing;Psychology (miscellaneous) (Q1)
16;15478;Journal of Experimental Psychology: General;journal;00963445;4.084;Q1;138;33;93;2479;526;91;4.49;75.12;United States;American Psychological Association;1975-ongoing;"Developmental Neuroscience (Q1); Experimental and Cognitive Psychology (Q1); Medicine (miscellaneous) (Q1); Psychology (miscellaneous) (Q1)"
17;13461;Psychological Methods;journal;1082989X;3.948;Q1;131;24;64;1381;374;63;5.58;57.54;United States;American Psychological Association;1996-ongoing;"History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1)"
18;15439;Journal of Consulting and Clinical Psychology;journal;0022006X;3.553;Q1;218;77;297;4008;1877;296;5.01;52.05;United States;American Psychological Association;1968-ongoing;"Clinical Psychology (Q1); Psychiatry and Mental Health (Q1)"
19;12872;Cognitive Psychology;journal;10955623, 00100285;3.528;Q1;108;29;58;2170;294;57;4.1;74.83;United States;Elsevier Inc.;1970-ongoing;"Artificial Intelligence (Q1); Developmental and Educational Psychology (Q1); Experimental and Cognitive Psychology (Q1); Linguistics and Language (Q1); Neuropsychology and Physiological Psychology (Q1)"
20;13564;Educational Psychologist;journal;15326985, 00461520;3.523;Q1;110;14;55;1062;352;52;3.32;75.86;United States;Lawrence Erlbaum Associates Inc.;1963-ongoing;Developmental and Educational Psychology (Q1)
21;12808;Journal of Educational Psychology;journal;00220663;3.374;Q1;177;53;139;3500;752;139;3.74;66.04;United States;American Psychological Association;1910-ongoing;"Developmental and Educational Psychology (Q1); Education (Q1)"
22;15402;Journal of Child Psychology and Psychiatry and Allied Disciplines;journal;00219630, 14697610;3.306;Q1;187;175;368;6785;2242;332;5.55;38.77;United Kingdom;Blackwell Publishing Inc.;1960-ongoing;"Developmental and Educational Psychology (Q1); Pediatrics, Perinatology and Child Health (Q1); Psychiatry and Mental Health (Q1)"
23;13491;Development and Psychopathology;journal;09545794, 14692198;3.287;Q1;158;53;186;4628;998;177;5.14;87.32;United Kingdom;Cambridge University Press;1989-ongoing;"Developmental and Educational Psychology (Q1); Psychiatry and Mental Health (Q1)"
24;15370;Journal of Abnormal Psychology;journal;0021843X;3.264;Q1;174;54;223;3482;1118;220;4.62;64.48;United States;American Psychological Association;1948-1959, 1963-ongoing;"Biological Psychiatry (Q1); Clinical Psychology (Q1); Developmental and Educational Psychology (Q1); Psychiatry and Mental Health (Q1)"
25;17282;Learning and Memory;journal;10720502, 15495485;3.237;Q1;122;82;311;4082;1217;295;3.71;49.78;United States;Cold Spring Harbor Laboratory Press;1994-ongoing;"Cellular and Molecular Neuroscience (Q1); Cognitive Neuroscience (Q1); Neuropsychology and Physiological Psychology (Q1)"
26;29443;Advances in the Study of Behavior;book series;00653454;3.174;Q1;64;16;29;2153;116;26;5;134.56;United States;Elsevier Inc.;1965, 1969, 1971-1972, 1974, 1976, 1978-1980, 1982-1988, 1990-ongoing;"Animal Science and Zoology (Q1); Behavioral Neuroscience (Q1); Neuropsychology and Physiological Psychology (Q1)"
27;18742;Psychological Medicine;journal;14698978, 00332917;3.145;Q1;188;186;553;6712;2680;481;5.1;36.09;United Kingdom;Cambridge University Press;1970-ongoing;"Applied Psychology (Q1); Psychiatry and Mental Health (Q1)"
28;17643;Journal of the American Academy of Child and Adolescent Psychiatry;journal;08908567;3.143;Q1;222;171;518;4959;2704;433;5.72;29.00;Netherlands;Elsevier BV;1987-ongoing;"Developmental and Educational Psychology (Q1); Psychiatry and Mental Health (Q1)"
29;13477;Current Directions in Psychological Science;journal;14678721, 09637214;3.138;Q1;143;47;197;1080;966;196;4.31;22.98;United States;SAGE Publications;1992-ongoing;"Developmental and Educational Psychology (Q1); Psychology (miscellaneous) (Q1)"
30;12854;Clinical Psychology Review;journal;02727358;3.129;Q1;181;61;195;6747;1325;190;5.58;110.61;United Kingdom;Elsevier Ltd.;1981-ongoing;"Clinical Psychology (Q1); Psychiatry and Mental Health (Q1)"
31;24456;Child Development;journal;14678624, 00093920;3.128;Q1;228;129;320;7215;1671;317;4.45;55.93;United States;Blackwell Publishing Inc.;1945-1948, 1950-ongoing;"Developmental and Educational Psychology (Q1); Education (Q1); Pediatrics, Perinatology and Child Health (Q1); Social Work (Q1)"
