Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2005);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Coverage;Categories
1;19434;"MMWR. Recommendations and reports : Morbidity and mortality weekly report. Recommendations and reports / Centers for Disease Control";journal;"10575987, 15458601";11,642;Q1;134;18;55;109;1266;55;18,14;6,06;United States;"Centers for Disease Control and Prevention (CDC)";"1990-ongoing";"Epidemiology (Q1); Health Information Management (Q1); Health (social science) (Q1); Health, Toxicology and Mutagenesis (Q1); Medicine (miscellaneous) (Q1)"
2;71056;"MMWR. Surveillance summaries : Morbidity and mortality weekly report. Surveillance summaries / CDC";journal;"15458636, 15460738";10,221;Q1;90;9;33;0;710;33;15,96;0,00;United States;"Centers for Disease Control and Prevention (CDC)";"2002-ongoing";"Epidemiology (Q1); Health Information Management (Q1); Health (social science) (Q1); Health, Toxicology and Mutagenesis (Q1)"
3;110325;"Annual Review of Ecology, Evolution, and Systematics";journal;"1543592X";8,169;Q1;194;27;73;3653;940;73;10,75;135,30;United States;"Annual Reviews Inc.";"2003-ongoing";"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1)"
4;110092;"MMWR. Morbidity and mortality weekly report";journal;"01492195, 1545861X";3,637;Q1;182;348;1008;1729;4362;826;5,21;4,97;United States;"US Department of Health and Human Services";"1981-ongoing";"Epidemiology (Q1); Health Information Management (Q1); Health (social science) (Q1); Health, Toxicology and Mutagenesis (Q1); Medicine (miscellaneous) (Q1)"
5;29547;"Journal of Applied Ecology";journal;"00218901, 13652664";3,173;Q1;159;122;278;6301;1348;276;4,94;51,65;United Kingdom;"Blackwell Publishing Inc.";"1973-ongoing";"Ecology (Q1)"
6;29602;"Journal of Ecology";journal;"00220477, 13652745";3,146;Q1;160;114;289;6693;1352;285;4,52;58,71;United Kingdom;"Blackwell Publishing Inc.";"1976, 1979-ongoing";"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Plant Science (Q1)"
7;26239;"Quaternary Science Reviews";journal;"02773791";3,047;Q1;164;163;487;10188;1825;454;3,32;62,50;United Kingdom;"Elsevier Ltd.";"1982-ongoing";"Archeology (Q1); Archeology (arts and humanities) (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Geology (Q1); Global and Planetary Change (Q1)"
8;17822;"Conservation Biology";journal;"15231739, 08888892";3,027;Q1;201;247;623;9721;2505;545;3,95;39,36;United Kingdom;"Blackwell Publishing Inc.";"1987-ongoing";"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Medicine (miscellaneous) (Q1); Nature and Landscape Conservation (Q1)"
9;20287;"Ecological Applications";journal;"10510761";2,849;Q1;193;177;484;10352;2078;475;4,22;58,49;United States;"Wiley-Blackwell";"1991-ongoing";"Ecology (Q1)"
10;130030;"Proceedings of the Royal Society B: Biological Sciences";journal;"14712954, 09628452";2,767;Q1;221;351;1289;15080;5494;1279;4,06;42,96;United Kingdom;"The Royal Society";"1947, 1949-ongoing";"Agricultural and Biological Sciences (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Environmental Science (miscellaneous) (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Medicine (miscellaneous) (Q1)"
11;23352;"Journal of Environmental Economics and Management";journal;"10960449, 00950696";2,704;Q1;105;62;173;1839;443;173;2,24;29,66;United States;"Elsevier Inc.";"1974-ongoing";"Economics and Econometrics (Q1); Management, Monitoring, Policy and Law (Q1)"
12;21848;"Global Biogeochemical Cycles";journal;"08866236";2,673;Q1;164;118;388;8002;1611;387;3,72;67,81;United States;"Wiley-Blackwell";"1987-ongoing";"Atmospheric Science (Q1); Environmental Chemistry (Q1); Environmental Science (miscellaneous) (Q1); Global and Planetary Change (Q1)"
13;21537;"Environmental Science & Technology";journal;"0013936X, 15205851";2,608;Q1;345;1450;3045;50001;12280;2737;4,09;34,48;United States;"American Chemical Society";"1958, 1967-ongoing";"Chemistry (miscellaneous) (Q1); Environmental Chemistry (Q1); Medicine (miscellaneous) (Q1)"
14;15131;"Global Change Biology";journal;"13652486, 13541013";2,579;Q1;217;182;419;9984;2145;418;4,52;54,86;United Kingdom;"Blackwell Publishing Inc.";"1995-ongoing";"Ecology (Q1); Environmental Chemistry (Q1); Environmental Science (miscellaneous) (Q1); Global and Planetary Change (Q1)"
15;144675;"Frontiers in Ecology and the Environment";journal;"15409295";2,438;Q1;135;163;287;2285;333;85;3,92;14,02;United States;"Wiley-Blackwell";"2003-ongoing";"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1)"
16;21928;"Fish and Fisheries";journal;"14672960, 14672979";2,432;Q1;91;19;62;1626;262;62;4,98;85,58;United Kingdom;"Blackwell Publishing Inc.";"2001-ongoing";"Aquatic Science (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Management, Monitoring, Policy and Law (Q1); Oceanography (Q1)"
17;20343;"Ecosystems";journal;"14329840, 14350629";2,396;Q1;131;74;195;4248;767;189;3,67;57,41;Germany;"Springer Verlag";"1998-ongoing";"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Environmental Chemistry (Q1)"
18;22044;"Global Ecology and Biogeography";journal;"1466822X";2,390;Q1;127;69;148;2960;595;148;3,76;42,90;United Kingdom;"Blackwell Publishing Inc.";"1998-ongoing";"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Global and Planetary Change (Q1)"
19;28428;"Journal of Geophysical Research";journal;"01480227";2,264;Q1;295;1706;6177;72010;17784;6100;3,03;42,21;United States;"Wiley-Blackwell";"1968-1971, 1973-ongoing";"Aquatic Science (Q1); Atmospheric Science (Q1); Earth and Planetary Sciences (miscellaneous) (Q1); Earth-Surface Processes (Q1); Ecology (Q1); Forestry (Q1); Geochemistry and Petrology (Q1); Geophysics (Q1); Oceanography (Q1); Paleontology (Q1); Soil Science (Q1); Space and Planetary Science (Q1); Water Science and Technology (Q1)"
20;12177;"Climatic Change";journal;"15731480, 01650009";2,156;Q1;162;114;319;5347;961;284;3,35;46,90;Netherlands;"Reidel Pub. Co.";"1977-ongoing";"Atmospheric Science (Q1); Global and Planetary Change (Q1)"
21;16343;"Applied Catalysis B: Environmental";journal;"18733883, 09263373";2,136;Q1;205;240;606;7921;2616;588;3,96;33,00;Netherlands;"Elsevier BV";"1992-ongoing";"Environmental Science (miscellaneous) (Q1); Process Chemistry and Technology (Q1); Catalysis (Q2)"
22;21003;"Environmental Health Perspectives";journal;"00916765";2,135;Q1;249;627;1928;14087;5476;957;5,77;22,47;United States;"US Department of Health and Human Services";"1972-ongoing";"Health, Toxicology and Mutagenesis (Q1); Public Health, Environmental and Occupational Health (Q1)"
