Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2006);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Coverage;Categories
1;4100151532;Advances in Experimental Social Psychology;book series;00652601;8.377;Q1;78;4;18;642;165;18;7.25;160,50;United States;Elsevier Inc.;1964, 1966-1967, 1969-1970, 1972, 1974-1984, 1986-1992, 1994-ongoing;Social Psychology (Q1)
2;12010;Annual Review of Psychology;journal;00664308, 15452085;6.855;Q1;216;22;75;3282;1152;75;13.92;149,18;United States;Annual Reviews Inc.;1950-1958, 1960-1963, 1965-ongoing;Psychology (miscellaneous) (Q1)
3;13969;Psychological Science in the Public Interest, Supplement;journal;15291006;6.184;Q1;48;6;20;873;178;14;11.14;145,50;United States;SAGE Publications Inc.;2000-ongoing;Psychology (miscellaneous) (Q1)
4;13443;Psychological Bulletin;journal;00332909;6.019;Q1;272;32;143;5584;1707;142;10.12;174,50;United States;American Psychological Association;1904-ongoing;"History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1)"
5;30039;Journal of Personality and Social Psychology;journal;00223514;5.5489999999999995;Q1;328;136;429;9453;2589;424;4.67;69,51;United States;American Psychological Association;1965-ongoing;"Social Psychology (Q1); Sociology and Political Science (Q1)"
6;13467;Psychological Review;journal;0033295X;5.489;Q1;192;37;144;3944;1211;142;7.64;106,59;United States;American Psychological Association;1894-ongoing;"History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1)"
7;15359;Trends in Cognitive Sciences;journal;13646613;4.857;Q1;276;103;347;4481;2643;299;8.29;43,50;Netherlands;Elsevier BV;1997-ongoing;"Cognitive Neuroscience (Q1); Experimental and Cognitive Psychology (Q1); Neuropsychology and Physiological Psychology (Q1)"
8;15388;Journal of Applied Psychology;journal;00219010;4.588;Q1;249;96;281;6557;1494;280;3.62;68,30;United States;American Psychological Association;1917-ongoing;Applied Psychology (Q1)
9;15478;Journal of Experimental Psychology: General;journal;00963445;4.476;Q1;138;38;101;2335;661;99;6.12;61,45;United States;American Psychological Association;1975-ongoing;"Developmental Neuroscience (Q1); Experimental and Cognitive Psychology (Q1); Medicine (miscellaneous) (Q1); Psychology (miscellaneous) (Q1)"
10;12812;Personality and Social Psychology Review;journal;10888683, 15327957;4.348;Q1;134;15;71;1883;303;70;4.00;125,53;United States;SAGE Publications;1997-ongoing;Social Psychology (Q1)
11;18045;Neuroscience and Biobehavioral Reviews;journal;01497634;3.823;Q1;209;73;222;11368;1867;214;8.46;155,73;United Kingdom;Elsevier Ltd.;1978-ongoing;"Behavioral Neuroscience (Q1); Cognitive Neuroscience (Q1); Neuropsychology and Physiological Psychology (Q1)"
12;13461;Psychological Methods;journal;1082989X;3.648;Q1;131;31;92;1446;344;92;3.14;46,65;United States;American Psychological Association;1996-ongoing;"History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1)"
