Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2003);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Coverage;Categories
1;71056;MMWR. Surveillance summaries : Morbidity and mortality weekly report. Surveillance summaries / CDC;journal;15458636, 15460738;7.506;Q1;90;12;27;0;480;27;18.62;0,00;United States;Centers for Disease Control and Prevention (CDC);2002-ongoing;"Epidemiology (Q1); Health Information Management (Q1); Health (social science) (Q1); Health, Toxicology and Mutagenesis (Q1)"
2;19434;MMWR. Recommendations and reports : Morbidity and mortality weekly report. Recommendations and reports / Centers for Disease Control;journal;10575987, 15458601;7.149;Q1;134;20;66;0;1070;66;17.23;0,00;United States;Centers for Disease Control and Prevention (CDC);1990-ongoing;"Epidemiology (Q1); Health Information Management (Q1); Health (social science) (Q1); Health, Toxicology and Mutagenesis (Q1); Medicine (miscellaneous) (Q1)"
3;110325;Annual Review of Ecology, Evolution, and Systematics;journal;1543592X;6.812;Q1;194;24;66;3656;590;65;7.09;152,33;United States;Annual Reviews Inc.;2003-ongoing;"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1)"
4;26239;Quaternary Science Reviews;journal;02773791;3.117;Q1;164;184;412;9031;1760;396;3.81;49,08;United Kingdom;Elsevier Ltd.;1982-ongoing;"Archeology (Q1); Archeology (arts and humanities) (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Geology (Q1); Global and Planetary Change (Q1)"
5;29547;Journal of Applied Ecology;journal;00218901, 13652664;3.107;Q1;159;92;294;4810;1114;290;3.5;52,28;United Kingdom;Blackwell Publishing Inc.;1973-ongoing;Ecology (Q1)
6;110092;MMWR. Morbidity and mortality weekly report;journal;01492195, 1545861X;3.05;Q1;182;360;662;1751;2963;651;5.12;4,86;United States;US Department of Health and Human Services;1981-ongoing;"Epidemiology (Q1); Health Information Management (Q1); Health (social science) (Q1); Health, Toxicology and Mutagenesis (Q1); Medicine (miscellaneous) (Q1)"
7;130030;Proceedings of the Royal Society B: Biological Sciences;journal;14712954, 09628452;2.955;Q1;221;430;1090;15882;4212;1071;3.69;36,93;United Kingdom;The Royal Society;1947, 1949-ongoing;"Agricultural and Biological Sciences (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Environmental Science (miscellaneous) (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Medicine (miscellaneous) (Q1)"
8;17822;Conservation Biology;journal;15231739, 08888892;2.847;Q1;201;220;661;8642;2037;562;3.05;39,28;United Kingdom;Blackwell Publishing Inc.;1987-ongoing;"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Medicine (miscellaneous) (Q1); Nature and Landscape Conservation (Q1)"
9;20287;Ecological Applications;journal;10510761;2.822;Q1;193;154;439;9196;1695;432;3.09;59,71;United States;Wiley-Blackwell;1991-ongoing;Ecology (Q1)
10;19601;Advances in Microbial Ecology;book series;01474863;2.774;Q1;11;0;7;0;42;7;0.0;0,00;United States;Kluwer Academic/Plenum Publishers;1985, 1995, 1999-2000;"Ecology (Q1); Microbiology (Q1)"
11;21848;Global Biogeochemical Cycles;journal;08866236;2.7;Q1;164;121;316;7834;1266;309;3.44;64,74;United States;Wiley-Blackwell;1987-ongoing;"Atmospheric Science (Q1); Environmental Chemistry (Q1); Environmental Science (miscellaneous) (Q1); Global and Planetary Change (Q1)"
12;20022;Economic Policy;journal;02664658, 14680327;2.69;Q1;67;14;41;631;171;41;3.03;45,07;United Kingdom;Oxford University Press;1988-ongoing;"Economics and Econometrics (Q1); Management, Monitoring, Policy and Law (Q1)"
13;18988;Mutation Research - Reviews in Mutation Research;journal;13835742;2.651;Q1;114;61;100;4082;680;94;6.13;66,92;Netherlands;Elsevier BV;1990-1995, 1997-ongoing;"Genetics (Q1); Health, Toxicology and Mutagenesis (Q1)"
14;23895;Critical Reviews in Environmental Science and Technology;journal;10643389;2.612;Q1;88;14;23;2051;89;23;2.6;146,50;United Kingdom;Taylor & Francis;1993-ongoing;"Environmental Engineering (Q1); Pollution (Q1); Waste Management and Disposal (Q1); Water Science and Technology (Q1)"
15;15131;Global Change Biology;journal;13652486, 13541013;2.572;Q1;217;149;267;7764;1217;267;4.3;52,11;United Kingdom;Blackwell Publishing Inc.;1995-ongoing;"Ecology (Q1); Environmental Chemistry (Q1); Environmental Science (miscellaneous) (Q1); Global and Planetary Change (Q1)"
16;21537;Environmental Science & Technology;journal;0013936X, 15205851;2.54;Q1;345;1003;2745;29655;9304;2466;3.54;29,57;United States;American Chemical Society;1958, 1967-ongoing;"Chemistry (miscellaneous) (Q1); Environmental Chemistry (Q1); Medicine (miscellaneous) (Q1)"
17;29602;Journal of Ecology;journal;00220477, 13652745;2.526;Q1;160;98;272;5761;977;272;3.1;58,79;United Kingdom;Blackwell Publishing Inc.;1976, 1979-ongoing;"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Plant Science (Q1)"
18;20343;Ecosystems;journal;14329840, 14350629;2.487;Q1;131;61;183;3547;637;165;3.27;58,15;Germany;Springer Verlag;1998-ongoing;"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Environmental Chemistry (Q1)"
19;21100297824;Freshwater Science;journal;21619549, 21619565;2.389;Q1;104;45;162;2033;428;157;2.27;45,18;United States;University of Chicago Press;2012-ongoing;"Aquatic Science (Q1); Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1)"
20;14005;Paleobiology;journal;00948373;2.355;Q1;85;49;142;2667;396;142;1.79;54,43;United Kingdom;Cambridge University Press;1975-ongoing;"Agricultural and Biological Sciences (miscellaneous) (Q1); Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Paleontology (Q1)"
21;13274;Environment and Planning D: Society and Space;journal;02637758;2.324;Q1;93;32;100;2245;303;100;2.48;70,16;United Kingdom;SAGE Publications Inc.;1983-ongoing;"Environmental Science (miscellaneous) (Q1); Geography, Planning and Development (Q1)"
22;16894;Biogeochemistry;journal;01682563, 1573515X;2.194;Q1;130;87;194;4302;675;192;2.78;49,45;Netherlands;Kluwer Academic Publishers;1984-ongoing;"Earth-Surface Processes (Q1); Environmental Chemistry (Q1); Water Science and Technology (Q1)"
23;19618;Applied and Environmental Microbiology;journal;00992240, 10985336;2.133;Q1;293;1030;2595;39049;11602;2560;4.15;37,91;United States;American Society for Microbiology;1976-ongoing;"Applied Microbiology and Biotechnology (Q1); Biotechnology (Q1); Ecology (Q1); Food Science (Q1)"
24;16343;Applied Catalysis B: Environmental;journal;18733883, 09263373;2.132;Q1;205;238;460;7587;1700;436;3.47;31,88;Netherlands;Elsevier BV;1992-ongoing;"Catalysis (Q1); Environmental Science (miscellaneous) (Q1); Process Chemistry and Technology (Q1)"
25;24155;Journal of Atmospheric Chemistry;journal;15730662, 01677764;2.092;Q1;66;46;127;1758;462;125;3.28;38,22;Netherlands;Kluwer Academic Publishers;1983-ongoing;"Atmospheric Science (Q1); Environmental Chemistry (Q1)"
26;30867;TrAC - Trends in Analytical Chemistry;journal;01659936;1.963;Q1;142;109;232;4540;913;229;3.13;41,65;Netherlands;Elsevier BV;1981-ongoing;"Analytical Chemistry (Q1); Environmental Chemistry (Q1); Spectroscopy (Q1)"
27;24135;Bulletin of the American Museum of Natural History;journal;00030090, 19373546;1.948;Q1;51;19;28;2278;92;28;3.0;119,89;United States;American Museum of Natural History;1996-ongoing;"Agricultural and Biological Sciences (miscellaneous) (Q1); Ecology (Q1)"
28;28428;Journal of Geophysical Research;journal;01480227;1.946;Q1;295;2335;5860;97407;16300;5792;2.58;41,72;United States;Wiley-Blackwell;1968-1971, 1973-ongoing;"Aquatic Science (Q1); Atmospheric Science (Q1); Earth and Planetary Sciences (miscellaneous) (Q1); Earth-Surface Processes (Q1); Ecology (Q1); Forestry (Q1); Geochemistry and Petrology (Q1); Geophysics (Q1); Oceanography (Q1); Paleontology (Q1); Soil Science (Q1); Space and Planetary Science (Q1); Water Science and Technology (Q1)"
29;18854;Water Resources Research;journal;00431397;1.923;Q1;183;372;967;13408;1976;915;1.75;36,04;United States;Wiley-Blackwell;1965-ongoing;Water Science and Technology (Q1)
30;18609;Journal of Wildlife Management;journal;19372817, 0022541X;1.902;Q1;98;88;358;3640;697;353;1.55;41,36;United States;Wiley-Blackwell;1973-1974, 1976-ongoing;"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Nature and Landscape Conservation (Q1)"
31;23357;Atmospheric Environment;journal;13522310;1.896;Q1;211;543;1676;15967;4664;1620;2.48;29,41;Netherlands;Elsevier BV;1968-1989, 1994-ongoing;"Atmospheric Science (Q1); Environmental Science (miscellaneous) (Q1)"
32;22670;Aerosol Science and Technology;journal;15217388, 02786826;1.891;Q1;95;92;290;2174;580;285;1.94;23,63;United Kingdom;Taylor & Francis;1982-ongoing;"Environmental Chemistry (Q1); Materials Science (miscellaneous) (Q1); Pollution (Q1)"
33;23352;Journal of Environmental Economics and Management;journal;10960449, 00950696;1.829;Q1;105;66;125;1969;225;123;1.44;29,83;United States;Elsevier Inc.;1974-ongoing;"Economics and Econometrics (Q1); Management, Monitoring, Policy and Law (Q1)"
34;22634;Holocene;journal;14770911, 09596836;1.823;Q1;106;85;214;4535;579;211;2.66;53,35;United States;SAGE Publications;1991-ongoing;"Archeology (arts and humanities) (Q1); Earth-Surface Processes (Q1); Ecology (Q1); Global and Planetary Change (Q1); Paleontology (Q1)"
35;12169;Marine Ecology - Progress Series;journal;01718630, 16161599;1.784;Q1;168;524;1439;26751;3588;1406;2.26;51,05;Germany;Inter-Research Science Publishing;1985-1986, 1990-ongoing;"Aquatic Science (Q1); Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1)"
36;25094;Environmental Toxicology and Chemistry;journal;07307268;1.747;Q1;154;395;1125;15255;2790;1093;2.56;38,62;United States;Wiley-Blackwell;1982-ongoing;"Environmental Chemistry (Q1); Health, Toxicology and Mutagenesis (Q1)"
37;23375;Journal of Environmental Quality;journal;00472425;1.729;Q1;150;268;751;10150;1697;740;1.76;37,87;United States;American Society of Agronomy, Inc.;1972-ongoing;"Environmental Engineering (Q1); Management, Monitoring, Policy and Law (Q1); Pollution (Q1); Waste Management and Disposal (Q1); Water Science and Technology (Q1)"
38;23255;Marine Chemistry;journal;03044203;1.717;Q1;117;71;245;3098;689;237;2.75;43,63;Netherlands;Elsevier BV;1972-ongoing;"Chemistry (miscellaneous) (Q1); Environmental Chemistry (Q1); Oceanography (Q1); Water Science and Technology (Q1)"
39;12177;Climatic Change;journal;15731480, 01650009;1.705;Q1;162;108;303;4452;762;265;2.52;41,22;Netherlands;Reidel Pub. Co.;1977-ongoing;"Atmospheric Science (Q1); Global and Planetary Change (Q1)"
40;18795;Water Research;journal;00431354;1.702;Q1;263;545;1644;14459;3734;1610;2.07;26,53;Netherlands;Elsevier BV;1967-ongoing;"Ecological Modeling (Q1); Pollution (Q1); Waste Management and Disposal (Q1); Water Science and Technology (Q1)"
41;25152;Journal of Toxicology and Environmental Health - Part B: Critical Reviews;journal;10937404, 15216950;1.693;Q1;70;18;29;2152;137;27;2.67;119,56;United Kingdom;Taylor & Francis;1998-ongoing;"Health, Toxicology and Mutagenesis (Q1); Toxicology (Q1)"
42;16275;AICHE Journal;journal;00011541, 15475905;1.6880000000000002;Q1;147;292;789;8571;1483;765;1.74;29,35;United States;Wiley-Blackwell;1955-ongoing;"Biotechnology (Q1); Chemical Engineering (miscellaneous) (Q1); Environmental Engineering (Q1)"
43;4800154008;Mutation Research - Fundamental and Molecular Mechanisms of Mutagenesis;journal;13861964;1.658;Q1;149;149;571;9458;2025;548;3.59;63,48;Netherlands;Elsevier BV;1964-ongoing;"Health, Toxicology and Mutagenesis (Q1); Genetics (Q2); Molecular Biology (Q2)"
