Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (1999);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
1;3300147807;Livestock Science;journal;18711413;1.034;Q1;116;135;266;4390;319;266;1.11;32.52;Netherlands;Western Europe;Elsevier;2006-2021;"Animal Science and Zoology (Q1); Veterinary (miscellaneous) (Q1)"
2;19574;Veterinary Surgery;journal;1532950X, 01613499;1.012;Q1;82;67;200;1555;210;197;1.02;23.21;United States;Northern America;Wiley-Blackwell;1972-2021;Veterinary (miscellaneous) (Q1)
3;21376;Vaccine;journal;0264410X, 18732518;1;Q1;191;586;919;17151;2844;886;3.2;29.27;Netherlands;Western Europe;Elsevier BV;1983-2021;"Immunology and Microbiology (miscellaneous)  (Q1); Infectious Diseases (Q1); Public Health, Environmental and Occupational Health (Q1); Veterinary (miscellaneous) (Q1); Molecular Medicine (Q2)"
4;17777;Equine Veterinary Journal;journal;20423306, 04251644;0.98;Q1;92;99;304;2200;242;265;0.73;22.22;United States;Northern America;Wiley-Blackwell;1968-2021;"Equine (Q1); Medicine (miscellaneous) (Q1)"
5;18313;Journal of Veterinary Diagnostic Investigation;journal;19434936, 10406387;0.954;Q1;80;116;297;2375;354;297;1.22;20.47;United States;Northern America;SAGE Publications Inc.;1989-2021;Veterinary (miscellaneous) (Q1)
6;17778;Medical and Veterinary Entomology;journal;0269283X, 13652915;0.867;Q1;86;68;195;1923;278;195;1.55;28.28;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1987-2021;"Insect Science (Q1); Veterinary (miscellaneous) (Q1); Ecology, Evolution, Behavior and Systematics (Q2); Parasitology (Q2)"
7;13527;Journal of Fish Diseases;journal;13652761, 01407775;0.849;Q1;88;63;178;1513;247;178;1.32;24.02;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1978-2021;"Veterinary (miscellaneous) (Q1); Aquatic Science (Q2)"
8;17121;American Journal of Veterinary Research;journal;19435681, 00029645;0.844;Q1;94;262;831;7107;961;826;1.01;27.13;United States;Northern America;American Veterinary Medical Association;1945-1947, 1949-2021;"Medicine (miscellaneous) (Q1); Veterinary (miscellaneous) (Q1)"
9;20491;Journal of Medical Entomology;journal;00222585;0.841;Q1;104;150;440;3572;502;439;1.04;23.81;United States;Northern America;Oxford University Press;1964-2021;"Insect Science (Q1); Veterinary (miscellaneous) (Q1); Infectious Diseases (Q2); Parasitology (Q2)"
10;19537;Veterinary Parasitology;journal;03044017, 18732550;0.812;Q1;131;214;641;5874;888;639;1.29;27.45;Netherlands;Western Europe;Elsevier;1975-2021;"Medicine (miscellaneous) (Q1); Veterinary (miscellaneous) (Q1); Parasitology (Q2)"
11;18316;Journal of Veterinary Internal Medicine;journal;19391676, 08916640;0.759;Q1;110;93;197;506;180;188;0.81;5.44;United States;Northern America;Wiley-Blackwell;1987-2021;"Medicine (miscellaneous) (Q1); Veterinary (miscellaneous) (Q1)"
