Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2006);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
1;19479;Annual Review of Pharmacology and Toxicology;journal;15454304, 03621642;9.892;Q1;210;17;77;2900;1841;77;25.79;170.59;United States;Northern America;Annual Reviews Inc.;1965-1973, 1975-2021;"Pharmacology (Q1); Toxicology (Q1)"
2;21191;Pharmacological Reviews;journal;15210081, 00316997;8.345;Q1;241;37;80;8836;1643;77;18.47;238.81;United States;Northern America;American Society for Pharmacology and Experimental Therapeutics;1949, 1951-2021;"Molecular Medicine (Q1); Pharmacology (Q1)"
3;20425;Nature Reviews Drug Discovery;journal;14741784, 14741776;7.332;Q1;348;162;916;7271;5709;265;5.54;44.88;United Kingdom;Western Europe;Nature Publishing Group;2002-2021;"Drug Discovery (Q1); Medicine (miscellaneous) (Q1); Pharmacology (Q1)"
4;24032;Reviews of Physiology Biochemistry and Pharmacology;journal;16175786, 03034240;6.223;Q1;66;8;44;1340;536;44;8.67;167.5;Germany;Western Europe;Springer Verlag;1974-2008, 2012-2018;"Biochemistry (Q1); Medicine (miscellaneous) (Q1); Pharmacology (Q1); Physiology (Q1); Physiology (medical) (Q1)"
5;22321;Trends in Pharmacological Sciences;journal;18733735, 01656147;4.402;Q1;225;104;356;5460;3623;324;10.41;52.5;United Kingdom;Western Europe;Elsevier Ltd.;1979-2021;"Pharmacology (Q1); Toxicology (Q1)"
6;21195;Pharmacology and Therapeutics;journal;1879016X, 01637258;4.18;Q1;211;134;202;30111;2005;198;9.43;224.71;United States;Northern America;Elsevier Inc.;1975-1977, 1979-1985, 1987-2021;"Pharmacology (Q1); Pharmacology (medical) (Q1)"
7;13903;Cellular and Molecular Life Sciences;journal;1420682X, 14209071;2.857;Q1;233;259;782;24663;4158;776;5.07;95.22;Switzerland;Western Europe;Birkhauser Verlag Basel;1952, 1997-2021;"Cell Biology (Q1); Cellular and Molecular Neuroscience (Q1); Molecular Biology (Q1); Molecular Medicine (Q1); Pharmacology (Q1)"
8;20681;Current Opinion in Pharmacology;journal;14714973, 14714892;2.803;Q1;139;98;308;4299;2070;279;7.36;43.87;Netherlands;Western Europe;Elsevier BV;2001-2021;"Drug Discovery (Q1); Pharmacology (Q1)"
9;19409;Advanced Drug Delivery Reviews;journal;0169409X, 18728294;2.778;Q1;331;107;365;10459;3297;303;8.44;97.75;Netherlands;Western Europe;Elsevier;1987-2021;Pharmaceutical Science (Q1)
10;26371;Natural Product Reports;journal;02650568, 14604752;2.753;Q1;188;53;128;9245;949;123;7.73;174.43;United Kingdom;Western Europe;Royal Society of Chemistry;1984-2021;"Biochemistry (Q1); Drug Discovery (Q1); Organic Chemistry (Q1)"
11;18017;Neuropsychopharmacology;journal;0893133X, 1470634X;2.724;Q1;227;285;762;16343;4724;734;6.23;57.34;United Kingdom;Western Europe;Nature Publishing Group;1987-2021;"Pharmacology (Q1); Psychiatry and Mental Health (Q1)"
12;15984;Journal of Molecular Medicine;journal;09462716, 14321440;2.697;Q1;146;116;311;5708;1673;293;5.27;49.21;Germany;Western Europe;Springer Verlag;1976-1978, 1980-1981, 1995-2021;"Drug Discovery (Q1); Genetics (clinical) (Q1); Molecular Medicine (Q1)"
13;29311;Current Cancer Drug Targets;journal;15680096, 18735576;2.656;Q1;96;44;141;7238;978;136;6.29;164.5;United Arab Emirates;Middle East;Bentham Science Publishers B.V.;2001-2021;"Cancer Research (Q1); Drug Discovery (Q1); Pharmacology (Q1)"
14;19907;Medicinal Research Reviews;journal;01986325, 10981128;2.62;Q1;134;24;83;4024;772;83;8.54;167.67;United States;Northern America;"John Wiley &amp; Sons Inc.";1981-2021;"Drug Discovery (Q1); Molecular Medicine (Q1); Pharmacology (Q1)"
15;21100456838;Cell Chemical Biology;journal;24519448, 24519456;2.616;Q1;190;167;562;6085;2879;529;5.11;36.44;United States;Northern America;Elsevier Inc.;2016-2021;"Biochemistry (Q1); Clinical Biochemistry (Q1); Drug Discovery (Q1); Molecular Biology (Q1); Molecular Medicine (Q1); Pharmacology (Q1)"
16;19963;Molecular Pharmacology;journal;15210111, 0026895X;2.548;Q1;202;457;1136;17805;6404;1133;5.37;38.96;United States;Northern America;American Society for Pharmacology and Experimental Therapeutics;1965-2021;"Molecular Medicine (Q1); Pharmacology (Q1)"
