Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2018);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Coverage;Categories
1;12010;Annual Review of Psychology;journal;00664308, 15452085;12.778;Q1;216;21;88;2795;2398;87;21.37;133.1;United States;Annual Reviews Inc.;1950-1958, 1960-1963, 1965-ongoing;Psychology (miscellaneous) (Q1)
2;13443;Psychological Bulletin;journal;00332909;9.276;Q1;272;46;144;9686;2574;129;17.49;210.57;United States;American Psychological Association;1904-ongoing;"History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1)"
3;12812;Personality and Social Psychology Review;journal;10888683, 15327957;7.807;Q1;134;25;49;3264;639;48;11.11;130.56;United States;SAGE Publications;1997-ongoing;Social Psychology (Q1)
4;15359;Trends in Cognitive Sciences;journal;13646613;7.701;Q1;276;124;352;9097;3915;288;12.84;73.36;Netherlands;Elsevier BV;1997-ongoing;"Cognitive Neuroscience (Q1); Experimental and Cognitive Psychology (Q1); Neuropsychology and Physiological Psychology (Q1)"
5;13456;Psychological Inquiry;journal;15327965, 1047840X;7.43;Q1;71;31;142;1683;473;17;11.58;54.29;United States;Lawrence Erlbaum Associates Inc.;1990-1996, 1998-ongoing;Psychology (miscellaneous) (Q1)
6;4600151524;Annual Review of Clinical Psychology;book series;15485951, 15485943;7.291;Q1;103;19;61;2379;928;57;15.32;125.21;United States;Annual Reviews Inc.;2005-ongoing;"Clinical Psychology (Q1); Medicine (miscellaneous) (Q1); Psychiatry and Mental Health (Q1)"
7;21100863710;Annual Review of Organizational Psychology and Organizational Behavior;journal;23270608;7.039;Q1;31;19;62;2254;612;61;9.21;118.63;United States;Annual Reviews Inc.;2014-ongoing;"Applied Psychology (Q1); Organizational Behavior and Human Resource Management (Q1); Social Psychology (Q1)"
8;13969;Psychological Science in the Public Interest, Supplement;journal;15291006;6.963;Q1;48;6;22;588;304;17;17.42;98;United States;SAGE Publications Inc.;2000-ongoing;Psychology (miscellaneous) (Q1)
9;12817;Personnel Psychology;journal;00315826;6.826;Q1;124;27;72;2823;511;65;8.12;104.56;United States;Wiley-Blackwell;1948-ongoing;"Applied Psychology (Q1); Organizational Behavior and Human Resource Management (Q1)"
10;13461;Psychological Methods;journal;1082989X;6.51;Q1;131;54;121;2875;1090;113;8.66;53.24;United States;American Psychological Association;1996-ongoing;"History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1)"
