Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2013);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
1;5200152704;Nature Nanotechnology;journal;17483387, 17483395;16.688;Q1;368;231;589;6118;14424;530;23.63;26.48;United Kingdom;Western Europe;Nature Publishing Group;2006-2021;"Atomic and Molecular Physics, and Optics (Q1); Bioengineering (Q1); Biomedical Engineering (Q1); Condensed Matter Physics (Q1); Electrical and Electronic Engineering (Q1); Materials Science (miscellaneous) (Q1); Nanoscience and Nanotechnology (Q1)"
2;16115;Nature Biotechnology;journal;15461696, 10870156;13.974;Q1;463;332;1036;4938;12437;547;11.41;14.87;United Kingdom;Western Europe;Nature Publishing Group;1989-2021;"Applied Microbiology and Biotechnology (Q1); Bioengineering (Q1); Biomedical Engineering (Q1); Biotechnology (Q1); Molecular Medicine (Q1)"
3;12000154482;Annual Review of Biophysics;journal;19361238, 1936122X;10.759;Q1;163;31;72;3158;1095;72;13.3;101.87;United States;Northern America;Annual Reviews Inc.;2008-2021;"Biochemistry (Q1); Bioengineering (Q1); Biophysics (Q1); Cell Biology (Q1); Structural Biology (Q1)"
4;17853;Nano Letters;journal;15306992, 15306984;9.081;Q1;511;984;2865;38040;43846;2863;14.01;38.66;United States;Northern America;American Chemical Society;2001-2021;"Bioengineering (Q1); Chemistry (miscellaneous) (Q1); Condensed Matter Physics (Q1); Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1); Nanoscience and Nanotechnology (Q1)"
5;18100156701;Nature Chemistry;journal;17554330, 17554349;8.691;Q1;249;225;705;6717;9454;607;13.02;29.85;United Kingdom;Western Europe;Nature Publishing Group;2009-2021;"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1)"
6;27538;Progress in Energy and Combustion Science;journal;03601285;8.259;Q1;196;19;75;3613;2020;75;23.76;190.16;United Kingdom;Western Europe;Elsevier BV;1975-2022;"Chemical Engineering (miscellaneous) (Q1); Energy Engineering and Power Technology (Q1); Fuel Technology (Q1)"
7;4700152457;Nano Today;journal;17480132;7.373;Q1;155;62;193;5114;2318;124;11.35;82.48;Netherlands;Western Europe;Elsevier;1970, 2006-2021;"Bioengineering (Q1); Biomedical Engineering (Q1); Biotechnology (Q1); Materials Science (miscellaneous) (Q1); Medicine (miscellaneous) (Q1); Nanoscience and Nanotechnology (Q1); Pharmaceutical Science (Q1)"
8;22680;Journal of the American Chemical Society;journal;15205126, 00027863;5.993;Q1;644;2798;9308;147067;111809;9296;11.9;52.56;United States;Northern America;American Chemical Society;1879-2021;"Biochemistry (Q1); Catalysis (Q1); Chemistry (miscellaneous) (Q1); Colloid and Surface Chemistry (Q1)"
9;22687;Angewandte Chemie - International Edition;journal;14337851, 15213773;5.702;Q1;579;2385;6132;125949;69527;6094;11.01;52.81;United Kingdom;Western Europe;John Wiley and Sons Ltd;1962-2021;"Catalysis (Q1); Chemistry (miscellaneous) (Q1)"
10;16339;Metabolic Engineering;journal;10967176, 10967184;4.036;Q1;126;91;208;4353;1925;207;9.28;47.84;United States;Northern America;Academic Press Inc.;1999-2021;"Applied Microbiology and Biotechnology (Q1); Bioengineering (Q1); Biotechnology (Q1)"
