Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2021);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
1;16115;Nature Biotechnology;journal;15461696, 10870156;20.12;Q1;463;356;1045;8202;21007;524;20.37;23.04;United Kingdom;Western Europe;Nature Publishing Group;1989-2021;"Applied Microbiology and Biotechnology (Q1); Bioengineering (Q1); Biomedical Engineering (Q1); Biotechnology (Q1); Molecular Medicine (Q1)"
2;20651;Annual Review of Immunology;journal;15453278, 07320582;17.814;Q1;309;30;85;5949;2917;85;32.26;198.3;United States;Northern America;Annual Reviews Inc.;1983-2021;"Immunology (Q1); Immunology and Allergy (Q1)"
3;21318;Nature Reviews Immunology;journal;14741741, 14741733;17.109;Q1;417;179;515;12280;15554;280;31.59;68.6;United Kingdom;Western Europe;Nature Publishing Group;2001-2021;"Immunology (Q1); Immunology and Allergy (Q1); Medicine (miscellaneous) (Q1)"
4;20798;Immunity;journal;10974180, 10747613;14.075;Q1;417;252;721;14887;18849;704;28.27;59.08;United States;Northern America;Cell Press;1994-2021;"Immunology (Q1); Immunology and Allergy (Q1); Infectious Diseases (Q1)"
5;21101041613;Lancet Microbe, The;journal;26665247;13.313;Q1;19;117;93;2231;1541;23;16.57;19.07;United Kingdom;Western Europe;Elsevier Ltd.;2020-2021;"Infectious Diseases (Q1); Microbiology (Q1); Microbiology (medical) (Q1); Virology (Q1)"
6;21100860945;Science immunology;journal;24709468;11.962;Q1;73;181;344;9559;6826;308;22.37;52.81;United States;Northern America;American Association for the Advancement of Science;2016-2021;"Immunology (Q1); Immunology and Allergy (Q1)"
7;21100773752;Nature Microbiology;journal;20585276;9.69;Q1;102;184;688;8628;12909;486;21.38;46.89;United Kingdom;Western Europe;Nature Publishing Group;2016-2021;"Applied Microbiology and Biotechnology (Q1); Cell Biology (Q1); Genetics (Q1); Immunology (Q1); Microbiology (Q1); Microbiology (medical) (Q1)"
8;5300152732;Cell Host and Microbe;journal;19313128;9.373;Q1;201;195;609;10113;12008;600;20.31;51.86;United States;Northern America;Cell Press;2007-2021;"Cancer Research (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Microbiology (Q1); Molecular Biology (Q1); Parasitology (Q1); Virology (Q1)"
9;21315;Nature Immunology;journal;15292908, 15292916;9.135;Q1;403;244;751;8190;9931;547;13.23;33.57;United Kingdom;Western Europe;Nature Publishing Group;2000-2021;"Immunology (Q1); Immunology and Allergy (Q1)"
10;20313;Nature Reviews Microbiology;journal;17401534, 17401526;9.103;Q1;323;174;513;9167;10911;348;19.36;52.68;United Kingdom;Western Europe;Nature Publishing Group;2003-2021;"Immunology and Microbiology (miscellaneous)  (Q1); Infectious Diseases (Q1); Microbiology (Q1)"
