Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2005);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
13;17700156430;Handbook of Magnetic Materials;book series;15672719;3.263;Q1;32;0;12;0;41;10;2;0;Netherlands;Western Europe;Elsevier;1991, 1993, 1995, 1997-1999, 2001-2003, 2006-2007, 2011-2020;"Atomic and Molecular Physics, and Optics (Q1); Electrical and Electronic Engineering (Q1); Electronic, Optical and Magnetic Materials (Q1)"
14;28583;Acta Materialia;journal;13596454;3.22;Q1;316;505;1449;16547;5919;1445;3.96;32.77;United Kingdom;Western Europe;Elsevier Ltd.;1996-2021;"Ceramics and Composites (Q1); Electronic, Optical and Magnetic Materials (Q1); Metals and Alloys (Q1); Polymers and Plastics (Q1)"
15;12879;Progress in Optics;book series;00796638;2.978;Q1;51;13;26;1988;135;5;2.69;152.92;Netherlands;Western Europe;Elsevier;1961, 1963-1967, 1969-1974, 1976-1978, 1980-1981, 1983-2005, 2007-2021;"Electronic, Optical and Magnetic Materials (Q1); Surfaces and Interfaces (Q1)"
16;12116;IEEE Photonics Technology Letters;journal;10411135, 19410174;2.882;Q1;161;915;1997;9310;7813;1994;3.88;10.17;United States;Northern America;Institute of Electrical and Electronics Engineers Inc.;1989-2021;"Atomic and Molecular Physics, and Optics (Q1); Electrical and Electronic Engineering (Q1); Electronic, Optical and Magnetic Materials (Q1)"
17;26884;Current Opinion in Colloid and Interface Science;journal;13590294;2.876;Q1;153;47;172;2325;977;155;4.94;49.47;United Kingdom;Western Europe;Elsevier BV;1996-2021;"Colloid and Surface Chemistry (Q1); Physical and Theoretical Chemistry (Q1); Polymers and Plastics (Q1); Surfaces and Interfaces (Q1)"
18;21117;International Journal of Plasticity;journal;07496419;2.866;Q1;150;97;252;4076;996;251;4.35;42.02;United Kingdom;Western Europe;Elsevier Ltd.;1985-2021;"Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1)"
19;24085;Progress in Nuclear Magnetic Resonance Spectroscopy;journal;00796565, 18733301;2.862;Q1;109;18;46;2774;296;44;6.21;154.11;Netherlands;Western Europe;Elsevier;1965-1967, 1969-1973, 1975-1982, 1984-2021;"Analytical Chemistry (Q1); Biochemistry (Q1); Materials Science (miscellaneous) (Q1); Nuclear and High Energy Physics (Q1); Spectroscopy (Q1)"
20;12878;Chemistry of Materials;journal;15205002, 08974756;2.787;Q1;393;976;2306;39323;12333;2296;5.09;40.29;United States;Northern America;American Chemical Society;1989-2021;"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Materials Chemistry (Q1)"
21;21119;International Materials Reviews;journal;09506608, 17432804;2.774;Q1;119;17;43;2634;248;42;5.2;154.94;United Kingdom;Western Europe;Maney Publishing;1987-2021;"Materials Chemistry (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1); Metals and Alloys (Q1)"
22;25762;Advances in Polymer Science;book series;00653195;2.767;Q1;118;82;72;12157;413;63;4.19;148.26;United States;Northern America;Springer New York;1958-1961, 1963-1964, 1969, 1976-1982, 1986-1987, 1990-2021;"Chemical Engineering (miscellaneous) (Q1); Organic Chemistry (Q1); Polymers and Plastics (Q1)"
23;21100779404;Macromolecules;journal;00249297, 15205835;2.623;Q1;323;1415;4136;57530;18636;4062;4.3;40.66;United States;Northern America;American Chemical Society;1968-2021;"Inorganic Chemistry (Q1); Materials Chemistry (Q1); Organic Chemistry (Q1); Polymers and Plastics (Q1)"
24;26005;IEEE Electron Device Letters;journal;07413106;2.432;Q1;159;271;694;3255;2726;427;3.9;12.01;United States;Northern America;Institute of Electrical and Electronics Engineers Inc.;1980-2021;"Electrical and Electronic Engineering (Q1); Electronic, Optical and Magnetic Materials (Q1)"
25;15464;IEEE Transactions on Nanotechnology;journal;1536125X;2.399;Q1;85;109;163;2513;739;163;3.02;23.06;United States;Northern America;Institute of Electrical and Electronics Engineers Inc.;2002-2021;"Computer Science Applications (Q1); Electrical and Electronic Engineering (Q1); Nanoscience and Nanotechnology (Q1)"
26;26142;Technical Digest - International Electron Devices Meeting;conference and proceedings;01631918;2.336;-;119;253;795;2215;2461;784;2.58;8.75;United States;Northern America;Institute of Electrical and Electronics Engineers Inc.;1961, 1980-2020;"Condensed Matter Physics; Electrical and Electronic Engineering; Electronic, Optical and Magnetic Materials; Materials Chemistry"
27;26970;Journal of Physical Chemistry B;journal;15205207, 15206106;2.335;Q1;401;3321;6562;141329;27637;6429;4;42.56;United States;Northern America;American Chemical Society;1997-2021;"Materials Chemistry (Q1); Medicine (miscellaneous) (Q1); Physical and Theoretical Chemistry (Q1); Surfaces, Coatings and Films (Q1)"
28;22781;Chemical Communications;journal;1364548X, 13597345;2.265;Q1;348;1610;4170;41296;18481;4167;4.49;25.65;United Kingdom;Western Europe;Royal Society of Chemistry;1965-1968, 1996-2021;"Catalysis (Q1); Ceramics and Composites (Q1); Chemistry (miscellaneous) (Q1); Electronic, Optical and Magnetic Materials (Q1); Materials Chemistry (Q1); Metals and Alloys (Q1); Surfaces, Coatings and Films (Q1)"
29;28428;Journal of Geophysical Research;journal;01480227, 21562202;2.264;-;312;1016;3635;45641;11170;3625;3.15;44.92;United States;Northern America;Wiley-Blackwell;1956, 1959-2012, 2014-2017;"Aquatic Science (Q1); Atmospheric Science (Q1); Earth and Planetary Sciences (miscellaneous) (Q1); Earth-Surface Processes (Q1); Ecology (Q1); Forestry (Q1); Geochemistry and Petrology (Q1); Geophysics (Q1); Oceanography (Q1); Paleontology (Q1); Soil Science (Q1); Space and Planetary Science (Q1); Water Science and Technology (Q1)"
30;27476;Critical Reviews in Solid State and Materials Sciences;journal;15476561, 10408436;2.256;Q1;64;8;13;1305;50;13;2.13;163.13;United Kingdom;Western Europe;Taylor and Francis Ltd.;1977-1984, 1986-2021;"Chemical Engineering (miscellaneous) (Q1); Condensed Matter Physics (Q1); Electrical and Electronic Engineering (Q1); Electronic, Optical and Magnetic Materials (Q1); Physical and Theoretical Chemistry (Q1)"
31;26987;Langmuir;journal;15205827, 07437463;2.19;Q1;346;1784;4942;69896;19798;4838;3.92;39.18;United States;Northern America;American Chemical Society;1985-2021;"Condensed Matter Physics (Q1); Electrochemistry (Q1); Materials Science (miscellaneous) (Q1); Medicine (miscellaneous) (Q1); Spectroscopy (Q1); Surfaces and Interfaces (Q1)"
32;37473;Gold Bulletin;journal;00171557;2.15;Q1;63;16;43;481;198;43;4.72;30.06;Germany;Western Europe;Springer Berlin;1971-2021;"Inorganic Chemistry (Q1); Materials Science (miscellaneous) (Q1)"
33;20594;Engineering Fracture Mechanics;journal;00137944;2.147;Q1;138;158;425;4445;966;425;2.1;28.13;Netherlands;Western Europe;Elsevier BV;1968-2021;"Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1)"
34;29646;Progress in Surface Science;journal;00796816;2.13;Q1;82;12;78;1391;290;76;3.3;115.92;United Kingdom;Western Europe;Elsevier Ltd.;1971-2021;"Condensed Matter Physics (Q1); Surfaces and Interfaces (Q1); Surfaces, Coatings and Films (Q1)"
35;11000153773;Physical Review B - Condensed Matter and Materials Physics;journal;10980121, 1550235X;2.126;Q1;0;0;0;0;0;0;0;0;United States;Northern America;American Physical Society;1970-1972, 1974, 1977-1979, 1981, 1983, 1985-2015;"Condensed Matter Physics (Q1); Electronic, Optical and Magnetic Materials (Q1)"
36;27130;Progress in Quantum Electronics;journal;00796727;2.125;Q1;66;4;24;548;144;22;6.44;137;United Kingdom;Western Europe;Elsevier Ltd.;1969-1971, 1973-1977, 1979-1985, 1987-2021;"Atomic and Molecular Physics, and Optics (Q1); Electrical and Electronic Engineering (Q1); Electronic, Optical and Magnetic Materials (Q1); Statistical and Nonlinear Physics (Q1)"
37;15378;Current Opinion in Solid State and Materials Science;journal;13590286;2.017;Q1;118;41;165;2412;756;161;3.08;58.83;United Kingdom;Western Europe;Elsevier Ltd.;1996-1999, 2001-2021;Materials Science (miscellaneous) (Q1)
38;21105;International Journal of Fatigue;journal;01421123;2.005;Q1;135;170;404;3847;695;399;1.52;22.63;United Kingdom;Western Europe;Elsevier Ltd.;1979-2022;"Industrial and Manufacturing Engineering (Q1); Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1); Modeling and Simulation (Q1)"
39;24641;Journal of Materials Chemistry;journal;13645501, 09599428;2.001;Q1;314;634;1734;26669;6801;1724;3.95;42.06;United Kingdom;Western Europe;Royal Society of Chemistry;1991-2012;"Chemistry (miscellaneous) (Q1); Materials Chemistry (Q1)"
40;110040;Nanotechnology;journal;09574484, 13616528;1.958;Q1;211;635;862;17195;3043;854;3.37;27.08;United Kingdom;Western Europe;IOP Publishing Ltd.;1990-2021;"Bioengineering (Q1); Chemistry (miscellaneous) (Q1); Electrical and Electronic Engineering (Q1); Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1); Nanoscience and Nanotechnology (Q1)"
41;26020;Digest of Technical Papers - IEEE International Solid-State Circuits Conference;conference and proceedings;01936530;1.943;-;106;497;1030;1056;1945;1024;2.28;2.12;United States;Northern America;Institute of Electrical and Electronics Engineers Inc.;1958-1964, 1966-1968, 1972-1973, 1975-1990, 1992-1998, 2000-2021;"Electrical and Electronic Engineering; Electronic, Optical and Magnetic Materials"
42;14423;Journal of Rheology;journal;01486055;1.921;Q1;110;86;241;3015;657;236;2.57;35.06;Japan;Asiatic Region;Society of Rheology;1957-1970, 1978-2021;"Condensed Matter Physics (Q1); Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1)"
43;28379;Scripta Materialia;journal;13596462;1.877;Q1;205;500;1244;8986;3166;1215;2.51;17.97;United Kingdom;Western Europe;Elsevier Ltd.;1996-2022;"Condensed Matter Physics (Q1); Materials Science (miscellaneous) (Q1); Nanoscience and Nanotechnology (Q1)"
44;28200;Biomaterials;journal;01429612, 18785905;1.875;Q1;397;808;1726;28338;9667;1720;5.42;35.07;United Kingdom;Western Europe;Elsevier BV;1980-2021;"Bioengineering (Q1); Biomaterials (Q1); Biophysics (Q1); Ceramics and Composites (Q1); Mechanics of Materials (Q1); Nanoscience and Nanotechnology (Q1)"
45;22806;Chemical Record;journal;15278999, 15280691;1.873;Q1;84;33;96;2029;383;95;3.84;61.48;United States;Northern America;"John Wiley &amp; Sons Inc.";2001-2021;"Biochemistry (Q1); Biochemistry (medical) (Q1); Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Materials Chemistry (Q1); Medicine (miscellaneous) (Q1)"
46;27540;Progress in Photovoltaics: Research and Applications;journal;10627995, 1099159X;1.826;Q1;137;67;148;1313;504;145;3.89;19.6;United Kingdom;Western Europe;John Wiley and Sons Ltd;1993-2021;"Condensed Matter Physics (Q1); Electrical and Electronic Engineering (Q1); Electronic, Optical and Magnetic Materials (Q1); Renewable Energy, Sustainability and the Environment (Q1)"
47;18663;Organic Electronics;journal;15661199;1.81;Q1;106;30;84;793;261;84;2.85;26.43;Netherlands;Western Europe;Elsevier BV;2000-2021;"Biomaterials (Q1); Chemistry (miscellaneous) (Q1); Condensed Matter Physics (Q1); Electrical and Electronic Engineering (Q1); Electronic, Optical and Magnetic Materials (Q1); Materials Chemistry (Q1)"
48;25939;Macromolecular Rapid Communications;journal;10221336, 15213927;1.76;Q1;159;305;592;8065;2047;586;3.28;26.44;Germany;Western Europe;Wiley-VCH Verlag;1994-2021;"Materials Chemistry (Q1); Organic Chemistry (Q1); Polymers and Plastics (Q1)"
49;15906;Geotextiles and Geomembranes;journal;02661144;1.752;Q1;94;25;72;631;69;72;0.6;25.24;Netherlands;Western Europe;Elsevier BV;1984-1994, 1996-2021;"Geotechnical Engineering and Engineering Geology (Q1); Materials Science (miscellaneous) (Q1)"
50;26953;Journal of Membrane Science;journal;03767388;1.748;Q1;267;483;1175;13923;3669;1162;2.92;28.83;Netherlands;Western Europe;Elsevier;1976-2022;"Biochemistry (Q1); Filtration and Separation (Q1); Materials Science (miscellaneous) (Q1); Physical and Theoretical Chemistry (Q1)"
51;26052;IEEE Transactions on Electron Devices;journal;00189383;1.738;Q1;191;403;1077;7714;3301;1062;3.1;19.14;United States;Northern America;Institute of Electrical and Electronics Engineers Inc.;1963-2021;"Electrical and Electronic Engineering (Q1); Electronic, Optical and Magnetic Materials (Q1)"
52;28567;Journal of Physics Condensed Matter;journal;09538984, 1361648X;1.725;Q1;233;1168;4166;38959;9285;4002;2.17;33.36;United Kingdom;Western Europe;IOP Publishing Ltd.;1989-2021;"Condensed Matter Physics (Q1); Materials Science (miscellaneous) (Q1)"
53;14398;International Journal of Solids and Structures;journal;00207683;1.722;Q1;179;347;1083;8783;1937;1080;1.62;25.31;United Kingdom;Western Europe;Elsevier Ltd.;1965-2022;"Applied Mathematics (Q1); Condensed Matter Physics (Q1); Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1); Modeling and Simulation (Q1)"
54;11300153711;Dislocations in Solids;book series;15724859;1.668;Q1;25;0;21;0;34;12;0.75;0;Netherlands;Western Europe;Elsevier;1996, 2002, 2004, 2007-2010;Materials Science (miscellaneous) (Q1)
55;25780;Biomacromolecules;journal;15264602, 15257797;1.665;Q1;232;447;769;17180;3169;766;3.89;38.43;United States;Northern America;American Chemical Society;2000-2021;"Bioengineering (Q1); Biomaterials (Q1); Materials Chemistry (Q1); Polymers and Plastics (Q1)"
56;29476;Corrosion Science;journal;0010938X;1.655;Q1;219;226;586;6037;1319;573;2.13;26.71;United Kingdom;Western Europe;Elsevier Ltd.;1961-2021;"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1)"
57;12202;Intermetallics;journal;09669795;1.649;Q1;120;176;488;4679;927;485;1.66;26.59;United Kingdom;Western Europe;Elsevier Ltd.;1993-2021;"Chemistry (miscellaneous) (Q1); Materials Chemistry (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1); Metals and Alloys (Q1)"
58;21444;Polymer;journal;00323861;1.644;Q1;268;1382;2597;47097;8328;2594;3.06;34.08;Netherlands;Western Europe;Elsevier BV;1960-2021;"Organic Chemistry (Q1); Polymers and Plastics (Q1)"
59;68673;IEEE Symposium on VLSI Circuits, Digest of Technical Papers;conference and proceedings;-;1.641;-;63;97;373;587;692;369;1.91;6.05;United States;Northern America;Institute of Electrical and Electronics Engineers Inc.;1994-2015, 2017-2021;"Electrical and Electronic Engineering; Electronic, Optical and Magnetic Materials"
60;15995;Composites Science and Technology;journal;02663538;1.629;Q1;226;254;644;7286;2015;643;3.05;28.69;United Kingdom;Western Europe;Elsevier BV;1985-2021;"Ceramics and Composites (Q1); Engineering (miscellaneous) (Q1)"
61;16305;Journal of Structural Engineering;journal;07339445;1.603;Q1;157;220;586;4145;756;556;1.16;18.84;United States;Northern America;American Society of Civil Engineers (ASCE);1955, 1975, 1977-1979, 1982-2021;"Building and Construction (Q1); Civil and Structural Engineering (Q1); Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1)"
62;17828;Mechanics of Materials;journal;01676636;1.599;Q1;112;79;219;2473;496;215;2.19;31.3;Netherlands;Western Europe;Elsevier;1982-2021;"Instrumentation (Q1); Materials Science (miscellaneous) (Q1); Mechanics of Materials (Q1)"
63;27550;European Physical Journal E;journal;12928941, 1292895X;1.581;Q1;96;147;481;4513;1258;465;2.52;30.7;United States;Northern America;Springer New York;2000-2021;"Biophysics (Q1); Biotechnology (Q1); Chemistry (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1); Medicine (miscellaneous) (Q1); Surfaces and Interfaces (Q1)"
64;14422;Journal of Non-Newtonian Fluid Mechanics;journal;03770257;1.573;Q1;108;111;315;3320;608;313;1.52;29.91;Netherlands;Western Europe;Elsevier;1976-2021;"Applied Mathematics (Q1); Chemical Engineering (miscellaneous) (Q1); Condensed Matter Physics (Q1); Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1)"
65;12156;Journal of Biomedical Optics;journal;15602281, 10833668;1.553;Q1;147;254;322;7902;1584;308;4.49;31.11;United States;Northern America;SPIE;1996-2021;"Atomic and Molecular Physics, and Optics (Q1); Biomaterials (Q1); Biomedical Engineering (Q1); Electronic, Optical and Magnetic Materials (Q1)"
66;25901;Journal of Polymer Science, Part A: Polymer Chemistry;journal;10990518, 0887624X;1.549;Q1;0;0;0;0;0;0;0;0;United States;Northern America;"John Wiley &amp; Sons Inc.";1986-2020;"Materials Chemistry (Q1); Organic Chemistry (Q1); Polymers and Plastics (Q1)"
67;29112;Photonics and Nanostructures - Fundamentals and Applications;journal;15694429, 15694410;1.545;Q1;43;22;34;494;91;33;2.68;22.45;Netherlands;Western Europe;Elsevier;2003-2021;"Atomic and Molecular Physics, and Optics (Q1); Condensed Matter Physics (Q1); Electrical and Electronic Engineering (Q1); Electronic, Optical and Magnetic Materials (Q1); Hardware and Architecture (Q1); Nanoscience and Nanotechnology (Q1)"
68;28703;Mathematics and Mechanics of Solids;journal;17413028, 10812865;1.544;Q1;47;35;100;662;96;97;0.91;18.91;United States;Northern America;SAGE Publications Inc.;1996-2021;"Materials Science (miscellaneous) (Q1); Mathematics (miscellaneous) (Q1); Mechanics of Materials (Q1)"
69;21161;Journal of Materials Research;journal;08842914, 20445326;1.53;Q1;152;426;1344;12318;3134;1341;2.31;28.92;Switzerland;Western Europe;Springer International Publishing AG;1986-2021;"Condensed Matter Physics (Q1); Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1)"
70;27009;Oxidation of Metals;journal;0030770X, 15734889;1.528;Q1;80;41;171;1078;316;171;1.5;26.29;United States;Northern America;Springer New York;1969-2021;"Inorganic Chemistry (Q1); Materials Chemistry (Q1); Metals and Alloys (Q1)"
71;25169;Journal of the Electrochemical Society;journal;00134651, 19457111;1.523;Q1;284;936;2436;26496;6758;2429;2.58;28.31;United States;Northern America;Electrochemical Society, Inc.;1948-1960, 1963-2021;"Condensed Matter Physics (Q1); Electrochemistry (Q1); Electronic, Optical and Magnetic Materials (Q1); Materials Chemistry (Q1); Renewable Energy, Sustainability and the Environment (Q1); Surfaces, Coatings and Films (Q1)"
72;16274;Journal of Constructional Steel Research;journal;0143974X;1.522;Q1;112;88;241;1527;295;241;1.07;17.35;Netherlands;Western Europe;Elsevier BV;1980-2021;"Building and Construction (Q1); Civil and Structural Engineering (Q1); Mechanics of Materials (Q1); Metals and Alloys (Q1)"
73;24738;Lab on a Chip;journal;14730197, 14730189;1.52;Q1;221;190;238;5293;1418;234;5.7;27.86;United Kingdom;Western Europe;Royal Society of Chemistry;2001-2021;"Biochemistry (Q1); Bioengineering (Q1); Biomedical Engineering (Q1); Chemistry (miscellaneous) (Q1); Nanoscience and Nanotechnology (Q1)"
74;29651;Granular Matter;journal;14347636, 14345021;1.515;Q1;68;23;74;711;153;73;2;30.91;United States;Northern America;Springer New York;1998-2021;"Materials Science (miscellaneous) (Q1); Mechanics of Materials (Q1); Physics and Astronomy (miscellaneous) (Q1)"
75;24680;Diamond and Related Materials;journal;09259635;1.513;Q1;116;375;1083;7830;2300;1083;2.1;20.88;Netherlands;Western Europe;Elsevier BV;1991-2021;"Chemistry (miscellaneous) (Q1); Electrical and Electronic Engineering (Q1); Electronic, Optical and Magnetic Materials (Q1); Materials Chemistry (Q1); Mechanical Engineering (Q1); Physics and Astronomy (miscellaneous) (Q1)"
76;130039;CrystEngComm;journal;14668033;1.502;Q1;140;120;306;4461;1030;300;3.57;37.18;United Kingdom;Western Europe;Royal Society of Chemistry;1999-2000, 2002-2021;"Chemistry (miscellaneous) (Q1); Condensed Matter Physics (Q1); Materials Science (miscellaneous) (Q1)"
77;20941;Ultramicroscopy;journal;03043991, 18792723;1.496;Q1;127;139;415;3104;1064;411;2.73;22.33;Netherlands;Western Europe;Elsevier;1975-2021;"Atomic and Molecular Physics, and Optics (Q1); Electronic, Optical and Magnetic Materials (Q1); Instrumentation (Q1)"
78;23522;Electrochemical and Solid-State Letters;journal;10990062;1.48;Q1;146;440;795;8366;2035;791;2.3;19.01;United States;Northern America;Electrochemical Society, Inc.;1998-2012;"Chemical Engineering (miscellaneous) (Q1); Electrical and Electronic Engineering (Q1); Electrochemistry (Q1); Materials Science (miscellaneous) (Q1); Physical and Theoretical Chemistry (Q1)"
79;35298;Journal of Biomedical Materials Research;journal;00219304;1.467;Q1;194;0;428;0;1855;426;0;0;United States;Northern America;Heterocorporation;1967-2004;"Biomaterials (Q1); Biomedical Engineering (Q1)"
80;20968;Journal of Heat Transfer;journal;15288943, 00221481;1.46;Q1;131;177;467;3866;901;453;1.45;21.84;United States;Northern America;The American Society of Mechanical Engineers(ASME);1945, 1960-2021;"Condensed Matter Physics (Q1); Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1)"
81;12284;Surface Science;journal;00396028;1.46;Q1;149;699;2891;22039;5933;2873;1.83;31.53;Netherlands;Western Europe;Elsevier;1964-2022;"Condensed Matter Physics (Q1); Materials Chemistry (Q1); Surfaces and Interfaces (Q1); Surfaces, Coatings and Films (Q1)"
82;22156;Wear;journal;00431648;1.458;Q1;169;392;841;7673;1709;841;1.84;19.57;Netherlands;Western Europe;Elsevier BV;1957-2021;"Condensed Matter Physics (Q1); Materials Chemistry (Q1); Mechanics of Materials (Q1); Surfaces and Interfaces (Q1); Surfaces, Coatings and Films (Q1)"
83;15437;Biosensors and Bioelectronics;journal;18734235, 09565663;1.455;Q2;205;298;684;9194;2826;681;3.83;30.85;United Kingdom;Western Europe;Elsevier Ltd.;1990-2022;"Biomedical Engineering (Q1); Biophysics (Q1); Biotechnology (Q1); Electrochemistry (Q1); Medicine (miscellaneous) (Q1); Nanoscience and Nanotechnology (Q2)"
84;25806;Carbon;journal;00086223;1.444;-;296;451;1259;10772;3798;1120;2.74;23.88;United Kingdom;Western Europe;Elsevier Ltd.;1940, 1963-2021;Chemistry (miscellaneous) (Q1)
85;25159;ACI Materials Journal;journal;0889325X;1.416;Q1;100;55;199;1065;182;181;0.71;19.36;United States;Northern America;American Concrete Institute;1987-2021;"Building and Construction (Q1); Civil and Structural Engineering (Q1); Materials Science (miscellaneous) (Q1)"
86;12278;Superconductor Science and Technology;journal;09532048, 13616668;1.409;Q1;107;346;1024;7699;1962;1017;2.17;22.25;United Kingdom;Western Europe;IOP Publishing Ltd.;1988-2021;"Ceramics and Composites (Q1); Condensed Matter Physics (Q1); Electrical and Electronic Engineering (Q1); Materials Chemistry (Q1); Metals and Alloys (Q1)"
87;26989;Microporous and Mesoporous Materials;journal;13871811;1.408;Q1;170;392;626;14209;2199;622;3.49;36.25;Netherlands;Western Europe;Elsevier;1998-2021;"Chemistry (miscellaneous) (Q1); Condensed Matter Physics (Q1); Materials Science (miscellaneous) (Q1); Mechanics of Materials (Q1); Nanoscience and Nanotechnology (Q2)"
88;24936;Dental Materials;journal;01095641, 18790097;1.391;Q1;159;145;316;4384;859;314;2.4;30.23;United Kingdom;Western Europe;Elsevier Science;1985-2021;"Dentistry (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1); Mechanics of Materials (Q1)"
89;12317;Optical Fiber Technology;journal;10959912, 10685200;1.381;Q1;64;32;61;555;135;58;2.6;17.34;United States;Northern America;Academic Press Inc.;1970, 1994-2021;"Electrical and Electronic Engineering (Q1); Electronic, Optical and Magnetic Materials (Q1)"
90;27542;European Physical Journal B;journal;14346028, 14346036;1.376;Q1;130;417;1182;13405;2120;1178;1.81;32.15;Germany;Western Europe;Springer New York;1998-2021;"Condensed Matter Physics (Q1); Electronic, Optical and Magnetic Materials (Q1)"
