Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2002);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
1;16036;Administrative Science Quarterly;journal;00018392, 19303815;10.802;Q1;191;22;72;1628;380;72;3.43;74;United States;Northern America;Johnson School at Cornell University;1975-1987, 1989-1990, 1993-1994, 1996-2021;"Arts and Humanities (miscellaneous) (Q1); Public Administration (Q1); Sociology and Political Science (Q1)"
2;19434;MMWR Recommendations and Reports;journal;10575987, 15458601;6.994;Q1;148;20;59;0;717;59;11.67;0;United States;Northern America;Centers for Disease Control and Prevention (CDC);1990-2021;"Epidemiology (Q1); Health Information Management (Q1); Health (social science) (Q1); Health, Toxicology and Mutagenesis (Q1); Medicine (miscellaneous) (Q1)"
3;71056;MMWR Surveillance Summaries;journal;15458636, 15460738;6.386;Q1;104;10;30;0;389;30;16.65;0;United States;Northern America;Centers for Disease Control and Prevention (CDC);2002-2021;"Epidemiology (Q1); Health Information Management (Q1); Health (social science) (Q1); Health, Toxicology and Mutagenesis (Q1)"
4;58530;National Vital Statistics Reports;journal;15518922, 15518930;5.06;Q1;110;15;47;0;449;47;8.61;0;United States;Northern America;Public Health Services, US Dept of Health and Human Services;1998-2021;Life-span and Life-course Studies (Q1)
5;19726;Educational Evaluation and Policy Analysis;journal;01623737, 19351062;4.554;Q1;84;17;54;907;130;54;1.97;53.35;United States;Northern America;SAGE Publications Inc.;1979-1982, 1996-2021;Education (Q1)
6;12481;Journal of Engineering Education;journal;10694730, 21689830;4.334;Q1;113;59;211;988;359;211;1.67;16.75;United States;Northern America;Wiley-Blackwell;1969-1978, 1993-1995, 1997-2021;"Education (Q1); Engineering (miscellaneous) (Q1)"
7;15107;IEEE Transactions on Information Theory;journal;00189448, 15579654;4.277;Q1;279;279;862;6754;2617;792;2.68;24.21;United States;Northern America;Institute of Electrical and Electronics Engineers Inc.;1963-2021;"Computer Science Applications (Q1); Information Systems (Q1); Library and Information Sciences (Q1)"
8;30039;Journal of Personality and Social Psychology;journal;00223514;4.189;Q1;392;166;460;11092;2004;460;3.55;66.82;United States;Northern America;American Psychological Association;1965-2021;"Social Psychology (Q1); Sociology and Political Science (Q1)"
9;16926;American Journal of Sociology;journal;00029602, 15375390;4.043;Q1;191;30;119;2612;395;119;2.25;87.07;United States;Northern America;University of Chicago;1946-1950, 1964-2021;Sociology and Political Science (Q1)
10;16514;Review of Research in Education;journal;0091732X, 19351038;4.021;Q1;61;7;20;1070;73;20;1.14;152.86;United States;Northern America;SAGE Publications Inc.;1973-1981, 1983-1988, 1990-2000, 2002-2021;Education (Q1)
11;22899;Journal of Consumer Research;journal;00935301, 15375277;3.979;Q1;194;60;106;2737;321;106;2.56;45.62;United Kingdom;Western Europe;Oxford University Press;1977-1978, 1984, 1996-2021;"Anthropology (Q1); Arts and Humanities (miscellaneous) (Q1); Business and International Management (Q1); Economics and Econometrics (Q1); Marketing (Q1)"
12;5800194481;Educational Researcher;journal;0013189X;3.794;Q1;133;48;118;1276;367;113;2.85;26.58;United States;Northern America;SAGE Publications Inc.;1972-2021;Education (Q1)
13;110092;Morbidity and Mortality Weekly Report;journal;01492195, 1545861X;3.697;Q1;228;251;616;1381;2699;611;4.43;5.5;United States;Northern America;Department of Health and Human Services;1981-2021;"Epidemiology (Q1); Health Information Management (Q1); Health (social science) (Q1); Health, Toxicology and Mutagenesis (Q1); Medicine (miscellaneous) (Q1)"
14;16929;American Sociological Review;journal;00031224, 19398271;3.614;Q1;208;39;132;2913;454;132;3.11;74.69;United States;Northern America;American Sociological Association;1965-2021;Sociology and Political Science (Q1)
15;15557;American Political Science Review;journal;15375943, 00030554;3.541;Q1;182;41;149;2207;421;148;2.55;53.83;United Kingdom;Western Europe;Cambridge University Press;1906-2021;"Political Science and International Relations (Q1); Sociology and Political Science (Q1)"
16;16976;Annual Review of Sociology;book series;03600572, 15452115;3.423;Q1;186;20;78;2939;311;78;3.29;146.95;United States;Northern America;Annual Reviews Inc.;1975, 1977, 1980-1981, 1983-2021;Sociology and Political Science (Q1)
17;15555;American Journal of Political Science;journal;00925853, 15405907;3.378;Q1;180;57;167;2261;356;167;2.04;39.67;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1982, 1986, 1996-2021;"Political Science and International Relations (Q1); Sociology and Political Science (Q1)"
18;19684;Criminology;journal;17459125, 00111384;3.246;Q1;147;34;108;2081;343;108;2.91;61.21;United States;Northern America;Wiley-Blackwell;1963-2021;"Law (Q1); Pathology and Forensic Medicine (Q1)"
19;16242;Journal of Law, Economics, and Organization;journal;14657341, 87566222;3.119;Q1;73;22;73;729;123;73;1.05;33.14;United Kingdom;Western Europe;Oxford University Press;1985-2021;"Economics and Econometrics (Q1); Law (Q1); Organizational Behavior and Human Resource Management (Q1)"
20;24204;Review of Economics and Statistics;journal;00346535, 15309142;2.976;Q1;177;57;171;1921;317;171;1.54;33.7;United States;Northern America;MIT Press Journals;1978-2021;"Economics and Econometrics (Q1); Social Sciences (miscellaneous) (Q1)"
21;39139;International Organization;journal;15315088, 00208183;2.971;Q1;151;30;91;2145;231;90;2.44;71.5;United Kingdom;Western Europe;Cambridge University Press;1947-2021;"Law (Q1); Organizational Behavior and Human Resource Management (Q1); Political Science and International Relations (Q1); Sociology and Political Science (Q1)"
22;18947;User Modeling and User-Adapted Interaction;journal;15731391, 09241868;2.859;Q1;76;11;32;500;133;30;5;45.45;Netherlands;Western Europe;Springer Netherlands;1991-2021;"Computer Science Applications (Q1); Education (Q1); Human-Computer Interaction (Q1)"
23;15298;Structural Equation Modeling;journal;15328007, 10705511;2.83;Q1;109;29;78;994;276;78;1.55;34.28;United Kingdom;Western Europe;Psychology Press Ltd;1994-2021;"Decision Sciences (miscellaneous) (Q1); Economics, Econometrics and Finance (miscellaneous) (Q1); Modeling and Simulation (Q1); Sociology and Political Science (Q1)"
24;15482;Journal of Experimental Psychology: Learning Memory and Cognition;journal;19391285, 02787393;2.825;Q1;164;94;294;4175;870;294;2.62;44.41;United States;Northern America;American Psychological Association;1975, 1982-2021;"Experimental and Cognitive Psychology (Q1); Linguistics and Language (Q1)"
25;29432;American Educational Research Journal;journal;00028312, 19351011;2.819;Q1;130;34;86;1921;213;86;2.34;56.5;United States;Northern America;SAGE Publications Ltd;1978, 1982, 1986, 1996-2021;Education (Q1)
26;12872;Cognitive Psychology;journal;10955623, 00100285;2.804;Q1;123;21;55;1405;216;55;4.03;66.9;United States;Northern America;Academic Press Inc.;1970-2021;"Artificial Intelligence (Q1); Developmental and Educational Psychology (Q1); Experimental and Cognitive Psychology (Q1); Linguistics and Language (Q1); Neuropsychology and Physiological Psychology (Q1)"
27;15499;Journal of Experimental Social Psychology;journal;00221031, 10960465;2.791;Q1;151;59;106;2371;273;106;2.2;40.19;United States;Northern America;Academic Press Inc.;1965-2022;"Social Psychology (Q1); Sociology and Political Science (Q1)"
28;12857;Cognition;journal;18737838, 00100277;2.76;Q1;200;77;199;3188;668;180;2.95;41.4;Netherlands;Western Europe;Elsevier;1972-1974, 1976-2022;"Cognitive Neuroscience (Q1); Developmental and Educational Psychology (Q1); Experimental and Cognitive Psychology (Q1); Linguistics and Language (Q1)"
