Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2015);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
1;28773;Ca-A Cancer Journal for Clinicians;journal;15424863, 00079235;35.501;Q1;182;39;114;3501;6279;106;52;89.77;United States;Northern America;Wiley-Blackwell;1950-2021;"Hematology (Q1); Oncology (Q1)"
2;20651;Annual Review of Immunology;journal;15453278, 07320582;32.805;Q1;309;26;74;5684;3217;74;38.63;218.62;United States;Northern America;Annual Reviews Inc.;1983-2021;"Immunology (Q1); Immunology and Allergy (Q1)"
3;18991;Nature Reviews Genetics;journal;14710056, 14710064;32.553;Q1;384;126;452;6597;9082;209;17.15;52.36;United Kingdom;Western Europe;Nature Publishing Group;2000-2021;"Genetics (Q1); Genetics (clinical) (Q1); Molecular Biology (Q1)"
4;71709;Rhinology. Supplement;journal;10130047;30.387;Q1;5;0;2;0;133;2;11;0;Netherlands;Western Europe;Internationl Rhinologic Society;1987-1989, 1991-1992, 1999-2001, 2005, 2010, 2012, 2014, 2017;Medicine (miscellaneous) (Q1)
5;21318;Nature Reviews Immunology;journal;14741741, 14741733;26.399;Q1;417;145;532;8090;8053;197;15.01;55.79;United Kingdom;Western Europe;Nature Publishing Group;2001-2021;"Immunology (Q1); Medicine (miscellaneous) (Q1)"
6;12464;Nature Reviews Cancer;journal;1474175X, 14741768;25.056;Q1;462;124;497;8659;8966;214;15.59;69.83;United Kingdom;Western Europe;Nature Publishing Group;2001-2021;"Cancer Research (Q1); Oncology (Q1)"
7;20111;"Vital &amp; health statistics. Series 3, Analytical and epidemiological studies / [U.S. Dept. of Health and Human Services, Public Health Service, National Center for Health Statistics]";journal;08864691;24.786;Q1;5;0;1;0;58;1;0;0;United States;Northern America;U.S. National Center for Health Statistics;1972, 1983-1984, 1989, 1993, 1995, 1997, 2001, 2007, 2012, 2016;Medicine (miscellaneous) (Q1)
8;19434;MMWR Recommendations and Reports;journal;10575987, 15458601;19.166;Q1;148;4;20;1071;685;20;31;267.75;United States;Northern America;Centers for Disease Control and Prevention (CDC);1990-2021;"Epidemiology (Q1); Health Information Management (Q1); Health (social science) (Q1); Health, Toxicology and Mutagenesis (Q1); Medicine (miscellaneous) (Q1)"
9;24004;Physiological Reviews;journal;15221210, 00319333;17.706;Q1;358;43;103;19437;3675;103;36.75;452.02;United States;Northern America;American Physiological Society;1945-2021;"Medicine (miscellaneous) (Q1); Molecular Biology (Q1); Physiology (Q1); Physiology (medical) (Q1)"
10;15847;New England Journal of Medicine;journal;00284793, 15334406;16.591;Q1;1079;1576;4602;16849;76237;2152;16.51;10.69;United States;Northern America;Massachussetts Medical Society;1945-2021;Medicine (miscellaneous) (Q1)
11;20798;Immunity;journal;10974180, 10747613;16.126;Q1;417;251;686;10373;12555;679;19.05;41.33;United States;Northern America;Cell Press;1994-2021;"Immunology (Q1); Immunology and Allergy (Q1); Infectious Diseases (Q1)"
12;20313;Nature Reviews Microbiology;journal;17401534, 17401526;15.714;-;323;145;501;7757;6120;242;11.85;53.5;United Kingdom;Western Europe;Nature Publishing Group;2003-2021;Immunology and Microbiology (miscellaneous)  (Q1)
13;16590;Lancet, The;journal;01406736, 1474547X;14.974;Q1;807;1775;5194;25665;41335;1330;7.33;14.46;United Kingdom;Western Europe;Elsevier Ltd.;1823-2021;Medicine (miscellaneous) (Q1)
14;22214;Genome Research;journal;15495469, 10889051;14.278;Q1;305;171;614;10544;9677;612;12.83;61.66;United States;Northern America;Cold Spring Harbor Laboratory Press;1991-2021;"Genetics (Q1); Genetics (clinical) (Q1)"
15;12354;Lancet Oncology, The;journal;14702045, 14745488;13.951;Q1;355;598;1330;9986;16494;508;11.58;16.7;United Kingdom;Western Europe;Lancet Publishing Group;2000-2021;Oncology (Q1)
16;11300153736;Annual Review of Pathology: Mechanisms of Disease;journal;15534006, 15534014;13.788;Q1;132;19;51;3652;1299;51;28.03;192.21;United States;Northern America;Annual Reviews Inc.;2006-2021;"Medicine (miscellaneous) (Q1); Pathology and Forensic Medicine (Q1); Plant Science (Q1)"
17;29093;Cancer Cell;journal;15356108, 18783686;13.74;Q1;359;173;516;6373;9441;511;16.36;36.84;United States;Northern America;Cell Press;2002-2021;"Cancer Research (Q1); Cell Biology (Q1); Oncology (Q1)"
