Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2006);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
1;23571;Science;journal;10959203, 00368075;10.542;Q1;1229;2264;7016;32737;86554;4717;11.89;14.46;United States;Northern America;American Association for the Advancement of Science;1880-1881, 1883-2021;"History and Philosophy of Science (Q1); Multidisciplinary (Q1)"
2;16036;Administrative Science Quarterly;journal;00018392, 19303815;7.42;Q1;191;18;50;1563;334;48;3.97;86.83;United States;Northern America;Johnson School at Cornell University;1975-1987, 1989-1990, 1993-1994, 1996-2021;"Arts and Humanities (miscellaneous) (Q1); Public Administration (Q1); Sociology and Political Science (Q1)"
3;13443;Psychological Bulletin;journal;00332909, 19391455;6.019;Q1;328;44;142;7444;1825;142;10.85;169.18;United States;Northern America;American Psychological Association;1904-2021;"History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1)"
4;13467;Psychological Review;journal;19391471, 0033295X;5.489;Q1;220;43;144;4553;1281;142;7.94;105.88;United States;Northern America;American Psychological Association;1894-2021;"History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1)"
5;28973;Journal of Econometrics;journal;03044076;3.814;Q1;166;130;259;4475;708;255;2.18;34.42;Netherlands;Western Europe;Elsevier BV;1973-2021;"Applied Mathematics (Q1); Economics and Econometrics (Q1); History and Philosophy of Science (Q1)"
6;13461;Psychological Methods;journal;1082989X, 19391463;3.648;Q1;162;30;92;1446;367;92;3.3;48.2;United States;Northern America;American Psychological Association;1996-2021;"History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1)"
7;13422;Psychoanalytic Quarterly;journal;00332828, 21674086;3.154;Q1;41;38;113;1140;119;101;1.19;30;United Kingdom;Western Europe;Taylor and Francis Ltd.;1945-2021;"Arts and Humanities (miscellaneous) (Q1); Clinical Psychology (Q1); Developmental and Educational Psychology (Q1); Medicine (miscellaneous) (Q1); Psychiatry and Mental Health (Q1)"
8;23626;Science Education;journal;00368326, 1098237X;3.034;Q1;121;54;145;2810;384;137;2.48;52.04;United States;Northern America;Wiley-Liss Inc.;1930-2021;"Education (Q1); History and Philosophy of Science (Q1)"
9;26239;Quaternary Science Reviews;journal;02773791;3.021;Q1;192;222;505;15316;2257;471;4.45;68.99;United Kingdom;Western Europe;Elsevier Ltd.;1982-2021;"Archeology (Q1); Archeology (arts and humanities) (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Geology (Q1); Global and Planetary Change (Q1)"
10;22899;Journal of Consumer Research;journal;00935301, 15375277;3.003;Q1;194;61;175;1884;720;175;3.35;30.89;United Kingdom;Western Europe;Oxford University Press;1977-1978, 1984, 1996-2021;"Anthropology (Q1); Arts and Humanities (miscellaneous) (Q1); Business and International Management (Q1); Economics and Econometrics (Q1); Marketing (Q1)"
11;22845;Radiocarbon;journal;00338222;2.597;Q1;86;42;190;1195;553;184;3.25;28.45;United States;Northern America;Cambridge University Press;1980, 1982, 1989-2021;"Archeology (arts and humanities) (Q1); Earth and Planetary Sciences (miscellaneous) (Q1)"
12;12711;Multivariate Behavioral Research;journal;00273171, 15327906;2.548;Q1;84;24;62;826;136;62;2.33;34.42;United States;Northern America;Psychology Press Ltd;1966-2021;"Arts and Humanities (miscellaneous) (Q1); Experimental and Cognitive Psychology (Q1); Medicine (miscellaneous) (Q1); Statistics and Probability (Q1)"
13;15481;Journal of Experimental Psychology: Human Perception and Performance;journal;00961523, 19391277;2.117;Q1;152;104;261;5244;916;261;2.42;50.42;United States;Northern America;American Psychological Association;1975-2021;"Arts and Humanities (miscellaneous) (Q1); Behavioral Neuroscience (Q1); Experimental and Cognitive Psychology (Q1); Medicine (miscellaneous) (Q1)"
14;21503;Evolution and Human Behavior;journal;10905138;1.985;Q1;119;35;105;1596;408;105;3.29;45.6;United States;Northern America;Elsevier Inc.;1997-2021;"Arts and Humanities (miscellaneous) (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Experimental and Cognitive Psychology (Q1)"
15;14916;Cognitive Neuropsychology;journal;14640627, 02643294;1.959;Q1;91;59;137;4032;500;134;2.56;68.34;United Kingdom;Western Europe;Taylor and Francis Ltd.;1984-2021;"Arts and Humanities (miscellaneous) (Q1); Developmental and Educational Psychology (Q1); Experimental and Cognitive Psychology (Q1); Neuropsychology and Physiological Psychology (Q1); Cognitive Neuroscience (Q2)"
16;15653;Journal of Marriage and Family;journal;17413737, 00222445;1.94;Q1;168;92;265;4072;650;262;2.19;44.26;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1973-1978, 1980-1981, 1985, 1996-2021;"Anthropology (Q1); Arts and Humanities (miscellaneous) (Q1); Social Sciences (miscellaneous) (Q1); Social Work (Q1)"
17;17530;Social Forces;journal;15347605, 00377732;1.901;Q1;137;89;199;4771;417;197;1.63;53.61;United Kingdom;Western Europe;Oxford University Press;1925-2021;"Anthropology (Q1); History (Q1); Sociology and Political Science (Q1)"
18;25793;Quaternary Research;journal;00335894;1.882;Q1;118;90;224;4257;706;218;2.69;47.3;United States;Northern America;Cambridge University Press;1970-2021;"Arts and Humanities (miscellaneous) (Q1); Earth and Planetary Sciences (miscellaneous) (Q1); Earth-Surface Processes (Q1)"
19;12773;British Journal of Mathematical and Statistical Psychology;journal;00071102, 20448317;1.859;Q1;53;22;64;921;71;64;0.88;41.86;United States;Northern America;Wiley-Blackwell;1965-2021;"Arts and Humanities (miscellaneous) (Q1); Medicine (miscellaneous) (Q1); Psychology (miscellaneous) (Q1); Statistics and Probability (Q1)"
20;96959;Journal of the American Psychoanalytic Association;journal;19412460, 00030651;1.839;Q1;51;83;233;1866;220;188;0.89;22.48;United States;Northern America;SAGE Publications Inc.;1953-2021;"Arts and Humanities (miscellaneous) (Q1); Clinical Psychology (Q1)"
21;14062;Psychonomic Bulletin and Review;journal;10699384, 15315320;1.836;Q1;159;161;370;4434;1005;368;2.5;27.54;United States;Northern America;Springer New York;1994-2021;"Arts and Humanities (miscellaneous) (Q1); Developmental and Educational Psychology (Q1); Experimental and Cognitive Psychology (Q1)"
22;18983;Social Science and Medicine;journal;18735347, 02779536;1.771;Q1;255;531;1301;24258;5327;1276;3.51;45.68;United Kingdom;Western Europe;Elsevier Ltd.;1967-2021;"Health (social science) (Q1); History and Philosophy of Science (Q1); Medicine (miscellaneous) (Q1)"
23;22634;Holocene;journal;14770911, 09596836;1.701;Q1;121;98;290;5790;855;290;2.53;59.08;United Kingdom;Western Europe;SAGE Publications Ltd;1991-2021;"Archeology (arts and humanities) (Q1); Earth-Surface Processes (Q1); Ecology (Q1); Global and Planetary Change (Q1); Paleontology (Q1)"
24;24431;Journal of Quaternary Science;journal;02678179, 10991417;1.628;Q1;98;68;192;4543;518;187;2.51;66.81;United Kingdom;Western Europe;John Wiley and Sons Ltd;1986-2021;"Arts and Humanities (miscellaneous) (Q1); Earth and Planetary Sciences (miscellaneous) (Q1); Paleontology (Q1)"
25;86448;Journal of Anthropological Archaeology;journal;02784165, 10902686;1.599;Q1;73;31;60;2298;130;59;1.76;74.13;United States;Northern America;Academic Press Inc.;1982-2021;"Archeology (Q1); Archeology (arts and humanities) (Q1); History (Q1); Human Factors and Ergonomics (Q1)"
26;14852;Intelligence;journal;01602896;1.547;Q1;98;48;110;1983;314;104;2.88;41.31;United Kingdom;Western Europe;Elsevier Ltd.;1977-2021;"Arts and Humanities (miscellaneous) (Q1); Developmental and Educational Psychology (Q1); Experimental and Cognitive Psychology (Q1)"
27;24782;Neural Computation;journal;08997667, 1530888X;1.539;Q1;167;118;322;4289;1178;322;2.85;36.35;United States;Northern America;MIT Press Journals;1995-2021;"Arts and Humanities (miscellaneous) (Q1); Cognitive Neuroscience (Q2)"
28;12996;IEEE Signal Processing Magazine;journal;10535888;1.507;Q1;191;106;224;1882;1271;180;5.23;17.75;United States;Northern America;Institute of Electrical and Electronics Engineers Inc.;1991-2021;"Applied Mathematics (Q1); Electrical and Electronic Engineering (Q1); Music (Q1); Signal Processing (Q1)"
29;25101;Boreas;journal;03009483, 15023885;1.46;Q1;77;50;123;2813;285;122;1.95;56.26;United States;Northern America;Wiley-Blackwell;1972-2021;"Archeology (arts and humanities) (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Geology (Q1)"
30;14925;Gender and Society;journal;08912432, 15523977;1.446;Q1;109;30;128;1355;220;122;1.63;45.17;United States;Northern America;SAGE Publications Inc.;1987-2021;"Arts and Humanities (miscellaneous) (Q1); Gender Studies (Q1); Sociology and Political Science (Q1)"
31;26109;Philosophical Studies;journal;00318116;1.423;Q1;75;142;61;3054;66;61;1.04;21.51;Netherlands;Western Europe;Springer Netherlands;1950-2021;Philosophy (Q1)
32;26857;International Migration Review;journal;01979183;1.403;Q1;100;34;112;2149;256;111;1.84;63.21;United States;Northern America;Wiley-Blackwell;1972, 1974, 1977-2021;"Arts and Humanities (miscellaneous) (Q1); Demography (Q1)"
33;22857;Political Geography;journal;09626298;1.393;Q1;102;48;146;2886;260;99;1.69;60.13;United Kingdom;Western Europe;Elsevier BV;1983, 1992-2022;"Geography, Planning and Development (Q1); History (Q1); Sociology and Political Science (Q1)"
34;12061;Memory and Cognition;journal;0090502X, 15325946;1.389;Q1;131;149;361;6093;750;361;1.75;40.89;United States;Northern America;Springer New York;1973-2021;"Arts and Humanities (miscellaneous) (Q1); Experimental and Cognitive Psychology (Q1); Medicine (miscellaneous) (Q1); Neuropsychology and Physiological Psychology (Q1)"
35;22738;Philosophy and Public Affairs;journal;10884963, 00483915;1.385;Q1;73;17;47;537;136;45;3.07;31.59;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1973-1982, 1984-1986, 1988-2001, 2003-2021;"History and Philosophy of Science (Q1); Political Science and International Relations (Q1); Social Sciences (miscellaneous) (Q1)"
36;97151;Journal of World Prehistory;journal;15737802, 08927537;1.369;Q1;56;2;20;756;49;20;1.23;378;United States;Northern America;Springer New York;1987-2006, 2008-2021;"Archeology (Q1); Arts and Humanities (miscellaneous) (Q1)"
37;14946;Group Processes and Intergroup Relations;journal;14617188, 13684302;1.356;Q1;79;34;60;1838;125;58;1.3;54.06;United Kingdom;Western Europe;SAGE Publications Ltd;1998-2021;"Arts and Humanities (miscellaneous) (Q1); Communication (Q1); Cultural Studies (Q1); Social Psychology (Q1); Sociology and Political Science (Q1)"
38;26043;Economy and Society;journal;03085147, 14695766;1.342;Q1;95;26;85;1375;167;84;2.22;52.88;United Kingdom;Western Europe;Routledge;1972-2021;"Business and International Management (Q1); Economics and Econometrics (Q1); Economics, Econometrics and Finance (miscellaneous) (Q1); History (Q1); Social Sciences (miscellaneous) (Q1)"
