Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2014);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
1;25491;Diabetes Care;journal;19355548, 01495992;5.09;Q1;380;619;2046;17067;16785;1634;8.05;27.57;United States;Northern America;American Diabetes Association Inc.;1978-2021;"Advanced and Specialized Nursing (Q1); Endocrinology, Diabetes and Metabolism (Q1); Internal Medicine (Q1)"
2;29993;Annual Review of Nutrition;journal;01999885, 15454312;4.471;Q1;166;18;56;2715;583;56;10;150.83;United States;Northern America;Annual Reviews Inc.;1981-2020;"Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1)"
3;29990;American Journal of Clinical Nutrition;journal;19383207, 00029165;3.853;Q1;351;419;1347;16750;8831;1064;6.26;39.98;United States;Northern America;American Society for Nutrition;1952-2021;"Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1)"
4;20618;Stroke;journal;15244628, 00392499;3.79;Q1;330;739;2336;18839;13279;1828;5.29;25.49;United States;Northern America;Lippincott Williams and Wilkins Ltd.;1970-2021;"Advanced and Specialized Nursing (Q1); Cardiology and Cardiovascular Medicine (Q1); Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Neuroscience (miscellaneous) (Q1)"
5;12697;International Journal of Obesity;journal;03070565, 14765497;2.81;Q1;234;259;686;10499;3794;656;5.19;40.54;United Kingdom;Western Europe;Nature Publishing Group;1977-2021;"Endocrinology, Diabetes and Metabolism (Q1); Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1)"
6;13345;Nutrition Reviews;journal;00296643, 17534887;2.706;Q1;160;76;244;7101;1652;222;7.55;93.43;United States;Northern America;Oxford University Press;1942-2021;"Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1)"
7;21100201916;Pediatric obesity;journal;20476302, 20476310;2.694;Q1;73;75;298;2709;1366;290;4.63;36.12;United Kingdom;Western Europe;Wiley-Blackwell for the International Association for the Study of Obesity;2012-2021;"Health Policy (Q1); Nutrition and Dietetics (Q1); Pediatrics, Perinatology and Child Health (Q1); Public Health, Environmental and Occupational Health (Q1)"
8;14875;International Journal of Behavioral Nutrition and Physical Activity;journal;14795868;2.53;Q1;129;158;433;7998;2616;427;4.86;50.62;United Kingdom;Western Europe;BioMed Central Ltd.;2004-2021;"Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1)"
9;23140;Current Opinion in Lipidology;journal;14736535, 09579672;2.457;Q1;129;83;292;3220;1191;203;4.14;38.8;United States;Northern America;Lippincott Williams and Wilkins Ltd.;1990-2021;"Cardiology and Cardiovascular Medicine (Q1); Cell Biology (Q1); Endocrinology, Diabetes and Metabolism (Q1); Genetics (Q1); Molecular Biology (Q1); Nutrition and Dietetics (Q1)"
10;6300153105;Current Opinion in HIV and AIDS;journal;1746630X;2.386;Q1;69;82;267;5147;1133;248;4.68;62.77;United States;Northern America;Lippincott Williams and Wilkins Ltd.;2007-2021;"Hematology (Q1); Immunology (Q1); Infectious Diseases (Q1); Oncology (Q1); Oncology (nursing) (Q1); Virology (Q1)"
11;21100202730;Advances in Nutrition;journal;21565376, 21618313;2.283;Q1;103;107;276;6677;1605;246;4.97;62.4;United States;Northern America;American Society for Nutrition;2010-2021;"Food Science (Q1); Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1)"
12;12716;Journal of Nutrition;journal;15416100, 00223166;2.121;Q1;276;282;941;12163;4441;911;4.38;43.13;United States;Northern America;American Society for Nutrition;1945-2021;"Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1)"
13;19064;Resuscitation;journal;18731570, 03009572;2.103;Q1;139;434;1223;9518;3396;746;2.84;21.93;Ireland;Western Europe;Elsevier Ireland Ltd;1972-1976, 1978-2021;"Cardiology and Cardiovascular Medicine (Q1); Emergency Medicine (Q1); Emergency Nursing (Q1)"
14;5400152645;Journal of Cancer Survivorship;journal;19322267, 19322259;2.052;Q1;67;75;154;3029;648;152;3.96;40.39;United States;Northern America;Springer New York;2007-2021;"Oncology (Q1); Oncology (nursing) (Q1)"
15;4700152825;Obesity;journal;19307381;2.052;Q1;209;398;1226;12939;5136;1137;3.78;32.51;United States;Northern America;Wiley-Blackwell;2006-2021;"Endocrinology (Q1); Endocrinology, Diabetes and Metabolism (Q1); Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1)"
16;13348;Proceedings of the Nutrition Society;journal;00296651, 14752719;1.977;Q1;133;66;182;5571;1048;181;6.16;84.41;United Kingdom;Western Europe;Cambridge University Press;1944-1947, 1953, 1955-2021;"Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1)"
17;29561;Journals of Gerontology - Series B Psychological Sciences and Social Sciences;journal;10795014, 17585368;1.893;Q1;159;130;293;5824;1046;285;3.03;44.8;United States;Northern America;Gerontological Society of America;1995-2021;"Clinical Psychology (Q1); Geriatrics and Gerontology (Q1); Gerontology (Q1); Medicine (miscellaneous) (Q1); Social Psychology (Q1)"
18;29070;Gerontologist, The;journal;17585341, 00169013;1.853;Q1;146;117;280;4582;986;275;3.23;39.16;United States;Northern America;Oxford University Press;1961-2021;"Geriatrics and Gerontology (Q1); Gerontology (Q1); Medicine (miscellaneous) (Q1)"
19;22130;Obesity Surgery;journal;09608923, 17080428;1.752;Q1;143;305;831;8623;3234;747;3.86;28.27;United States;Northern America;Springer New York;1991-2021;"Endocrinology, Diabetes and Metabolism (Q1); Nutrition and Dietetics (Q1); Surgery (Q1)"
20;30050;Clinical Nutrition;journal;15321983, 02615614;1.727;Q1;150;180;484;5502;2070;418;4.32;30.57;United States;Northern America;Churchill Livingstone;1982-2021;"Critical Care and Intensive Care Medicine (Q1); Nutrition and Dietetics (Q1)"
21;21100198495;Journal of the Academy of Nutrition and Dietetics;journal;22122672;1.726;Q1;181;236;751;6919;2327;638;3.01;29.32;United States;Northern America;Elsevier USA;2012-2021;"Food Science (Q1); Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1)"
22;5700191208;Journal of Clinical Lipidology;journal;19332874;1.708;Q1;62;85;238;2972;788;178;3.08;34.96;Netherlands;Western Europe;Elsevier BV;1970, 2007-2021;"Cardiology and Cardiovascular Medicine (Q1); Endocrinology, Diabetes and Metabolism (Q1); Internal Medicine (Q1); Nutrition and Dietetics (Q1)"
23;38138;Current Opinion in Clinical Nutrition and Metabolic Care;journal;13631950, 15353885;1.624;Q1;120;97;325;3778;1398;300;4.18;38.95;United States;Northern America;Lippincott Williams and Wilkins Ltd.;1998-2021;"Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1)"
24;12719;Journal of Nutritional Biochemistry;journal;09552863, 18734847;1.615;Q1;139;151;607;7809;2822;607;4.43;51.72;United States;Northern America;Elsevier Inc.;1990-2022;"Biochemistry (Q1); Clinical Biochemistry (Q1); Endocrinology, Diabetes and Metabolism (Q1); Nutrition and Dietetics (Q1); Molecular Biology (Q2)"
25;13241;Nutrition, Metabolism and Cardiovascular Diseases;journal;15903729, 09394753;1.57;Q1;104;198;505;6145;1865;468;3.29;31.04;Netherlands;Western Europe;Elsevier;1996-2021;"Cardiology and Cardiovascular Medicine (Q1); Endocrinology, Diabetes and Metabolism (Q1); Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1)"
26;12538;European Journal of Clinical Nutrition;journal;09543007, 14765640;1.561;Q1;165;243;704;8218;2221;641;2.89;33.82;United Kingdom;Western Europe;Nature Publishing Group;1988-2021;"Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1)"
27;68935;Nutrition Research Reviews;journal;09544224, 14752700;1.532;Q1;88;22;53;3468;256;53;4.76;157.64;United Kingdom;Western Europe;Cambridge University Press;1988-2021;"Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1)"
28;16790;Journal of Pain and Symptom Management;journal;18736513, 08853924;1.497;Q1;147;275;669;8617;1799;578;2.44;31.33;United States;Northern America;Elsevier Inc.;1986-2021;"Anesthesiology and Pain Medicine (Q1); Neurology (clinical) (Q1); Nursing (miscellaneous) (Q1)"
29;12066;Journal of the American Medical Directors Association;journal;15258610, 15389375;1.491;Q1;102;203;585;7782;2386;420;4.1;38.33;United States;Northern America;Elsevier Inc.;2001-2021;"Health Policy (Q1); Medicine (miscellaneous) (Q1); Nursing (miscellaneous) (Q1)"
30;15300154824;Nutrition and Metabolism;journal;17437075;1.443;Q1;89;52;277;2849;1093;272;3.7;54.79;United Kingdom;Western Europe;BioMed Central Ltd.;2004-2021;"Endocrinology, Diabetes and Metabolism (Q1); Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1)"
31;11500153509;Journal of Oncology Practice;journal;15547477, 1935469X;1.432;Q1;0;0;0;0;0;0;0;0;United States;Northern America;American Society of Clinical Oncology;2007-2020;"Health Policy (Q1); Oncology (Q1); Oncology (nursing) (Q1)"
32;30025;British Journal of Nutrition;journal;00071145, 14752662;1.421;Q1;198;459;1619;21799;5588;1550;3.58;47.49;United Kingdom;Western Europe;Cambridge University Press;1947-2021;"Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1)"
33;29994;Appetite;journal;01956663, 10958304;1.401;Q1;156;330;831;16091;2979;829;3.21;48.76;United States;Northern America;Academic Press Inc.;1970, 1980-2022;"Nutrition and Dietetics (Q1); Psychology (miscellaneous) (Q1)"
34;19700188323;Nutrients;journal;20726643;1.392;Q1;143;345;507;19766;2232;502;3.98;57.29;Switzerland;Western Europe;Multidisciplinary Digital Publishing Institute (MDPI);2009-2021;"Food Science (Q1); Nutrition and Dietetics (Q1)"
