Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2015);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Coverage;Categories
1;12010;Annual Review of Psychology;journal;00664308, 15452085;12.781;Q1;216;33;71;5121;2009;69;23.45;155.18;United States;Annual Reviews Inc.;1950-1958, 1960-1963, 1965-ongoing;Psychology (miscellaneous) (Q1)
2;15359;Trends in Cognitive Sciences;journal;13646613;10.312;Q1;276;123;363;7620;4625;252;15.18;61.95;Netherlands;Elsevier BV;1997-ongoing;"Cognitive Neuroscience (Q1); Experimental and Cognitive Psychology (Q1); Neuropsychology and Physiological Psychology (Q1)"
3;13443;Psychological Bulletin;journal;00332909;8.354;Q1;272;44;180;10337;2533;151;15.06;234.93;United States;American Psychological Association;1904-ongoing;"History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1)"
4;4600151524;Annual Review of Clinical Psychology;book series;15485951, 15485943;7.466;Q1;103;17;75;2186;1240;74;14.45;128.59;United States;Annual Reviews Inc.;2005-ongoing;"Clinical Psychology (Q1); Medicine (miscellaneous) (Q1); Psychiatry and Mental Health (Q1)"
5;12812;Personality and Social Psychology Review;journal;10888683, 15327957;7.24;Q1;134;22;59;3485;682;59;9.31;158.41;United States;SAGE Publications;1997-ongoing;Social Psychology (Q1)
6;19700182323;Perspectives on Psychological Science;journal;17456916, 17456924;6.366;Q1;115;78;201;6261;2283;193;8.89;80.27;United States;SAGE Publications;2006-ongoing;Psychology (miscellaneous) (Q1)
7;13969;Psychological Science in the Public Interest, Supplement;journal;15291006;6.274;Q1;48;6;19;702;298;15;18;117;United States;SAGE Publications Inc.;2000-ongoing;Psychology (miscellaneous) (Q1)
8;13461;Psychological Methods;journal;1082989X;5.94;Q1;131;33;112;1787;883;101;5.51;54.15;United States;American Psychological Association;1996-ongoing;"History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1)"
9;12817;Personnel Psychology;journal;00315826;5.675;Q1;124;23;80;2256;498;75;5.35;98.09;United States;Wiley-Blackwell;1948-ongoing;"Applied Psychology (Q1); Organizational Behavior and Human Resource Management (Q1)"
10;4100151532;Advances in Experimental Social Psychology;book series;00652601;5.624;Q1;78;10;32;1676;251;12;0;167.6;United States;Elsevier Inc.;1964, 1966-1967, 1969-1970, 1972, 1974-1984, 1986-1992, 1994-ongoing;Social Psychology (Q1)
11;13467;Psychological Review;journal;0033295X;5.485;Q1;192;37;119;4422;879;103;7.91;119.51;United States;American Psychological Association;1894-ongoing;"History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1)"
12;18045;Neuroscience and Biobehavioral Reviews;journal;01497634;5.242;Q1;209;240;583;39324;6183;553;9.84;163.85;United Kingdom;Elsevier Ltd.;1978-ongoing;"Behavioral Neuroscience (Q1); Cognitive Neuroscience (Q1); Neuropsychology and Physiological Psychology (Q1)"
13;30039;Journal of Personality and Social Psychology;journal;00223514;5.183;Q1;328;122;418;10055;2697;378;5.43;82.42;United States;American Psychological Association;1965-ongoing;"Social Psychology (Q1); Sociology and Political Science (Q1)"
14;15388;Journal of Applied Psychology;journal;00219010;5.117;Q1;249;122;262;11405;1584;238;5.07;93.48;United States;American Psychological Association;1917-ongoing;Applied Psychology (Q1)
15;12854;Clinical Psychology Review;journal;02727358;4.76;Q1;181;73;202;7783;2131;197;9.86;106.62;United Kingdom;Elsevier Ltd.;1981-ongoing;"Clinical Psychology (Q1); Psychiatry and Mental Health (Q1)"
16;22340;Research on Language and Social Interaction;journal;08351813, 15327973;4.564;Q1;51;23;65;1185;279;64;2.1;51.52;United States;Lawrence Erlbaum Associates Inc.;1987-1991, 1993-ongoing;"Communication (Q1); Linguistics and Language (Q1); Social Psychology (Q1)"
17;13477;Current Directions in Psychological Science;journal;14678721, 09637214;4.505;Q1;143;74;222;2916;1688;215;6.72;39.41;United States;SAGE Publications;1992-ongoing;"Developmental and Educational Psychology (Q1); Psychology (miscellaneous) (Q1)"
18;13468;Psychological Science;journal;09567976, 14679280;4.346;Q1;227;216;838;7029;5482;791;6.58;32.54;United States;SAGE Publications;1990-ongoing;Psychology (miscellaneous) (Q1)
