Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2016);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Coverage;Categories
1;19434;MMWR. Recommendations and reports : Morbidity and mortality weekly report. Recommendations and reports / Centers for Disease Control;journal;10575987, 15458601;24.500999999999998;Q1;134;6;22;1456;785;22;48.80;242,67;United States;Centers for Disease Control and Prevention (CDC);1990-ongoing;"Epidemiology (Q1); Health Information Management (Q1); Health (social science) (Q1); Health, Toxicology and Mutagenesis (Q1); Medicine (miscellaneous) (Q1)"
2;17500155114;Energy and Environmental Sciences;journal;17545692;12.283;Q1;279;333;1093;23321;30535;1075;29.90;70,03;United Kingdom;Royal Society of Chemistry;2008-ongoing;"Environmental Chemistry (Q1); Nuclear Energy and Engineering (Q1); Pollution (Q1); Renewable Energy, Sustainability and the Environment (Q1)"
3;21100228100;Advances in Optics and Photonics;journal;19438206;9.182;Q1;51;13;36;2581;718;34;21.83;198,54;United States;The Optical Society;2009-ongoing;"Atomic and Molecular Physics, and Optics (Q1); Water Science and Technology (Q1)"
4;71056;MMWR. Surveillance summaries : Morbidity and mortality weekly report. Surveillance summaries / CDC;journal;15458636, 15460738;8.881;Q1;90;14;112;632;1727;105;21.11;45,14;United States;Centers for Disease Control and Prevention (CDC);2002-ongoing;"Epidemiology (Q1); Health Information Management (Q1); Health (social science) (Q1); Health, Toxicology and Mutagenesis (Q1)"
5;21100198409;Nature Climate Change;journal;17586798, 1758678X;8.433;Q1;136;283;921;8944;9954;583;15.30;31,60;United Kingdom;Nature Publishing Group;2011-ongoing;"Environmental Science (miscellaneous) (Q1); Social Sciences (miscellaneous) (Q1)"
6;110325;Annual Review of Ecology, Evolution, and Systematics;journal;1543592X;8.174;Q1;194;22;83;3192;1040;83;10.93;145,09;United States;Annual Reviews Inc.;2003-ongoing;"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1)"
7;110092;MMWR. Morbidity and mortality weekly report;journal;01492195, 1545861X;7.2620000000000005;Q1;182;396;918;2925;6440;551;12.17;7,39;United States;US Department of Health and Human Services;1981-ongoing;"Epidemiology (Q1); Health Information Management (Q1); Health (social science) (Q1); Health, Toxicology and Mutagenesis (Q1); Medicine (miscellaneous) (Q1)"
8;144675;Frontiers in Ecology and the Environment;journal;15409295;4.982;Q1;135;120;502;2627;2026;197;8.99;21,89;United States;Wiley-Blackwell;2003-ongoing;"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1)"
9;21100217611;Methods in Ecology and Evolution;journal;2041210X;4.982;Q1;77;168;426;7333;3206;423;5.72;43,65;United States;John Wiley and Sons Inc.;2011-ongoing;"Ecological Modeling (Q1); Ecology, Evolution, Behavior and Systematics (Q1)"
10;15131;Global Change Biology;journal;13652486, 13541013;4.938;Q1;217;324;1027;24907;9243;992;8.66;76,87;United Kingdom;Blackwell Publishing Inc.;1995-ongoing;"Ecology (Q1); Environmental Chemistry (Q1); Environmental Science (miscellaneous) (Q1); Global and Planetary Change (Q1)"
11;18567;Fungal Diversity;journal;15602745;4.077;Q1;80;26;153;4279;1632;148;13.40;164,58;Netherlands;Springer Netherlands;1998-ongoing;"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Plant Science (Q1)"
12;22044;Global Ecology and Biogeography;journal;1466822X;4.0680000000000005;Q1;127;134;395;8645;2591;385;6.36;64,51;United Kingdom;Blackwell Publishing Inc.;1998-ongoing;"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Global and Planetary Change (Q1)"
13;21100218107;Journal of Advances in Modeling Earth Systems;journal;19422466;4.038;Q1;38;101;202;6025;1173;202;4.58;59,65;United States;Wiley-Blackwell;2011-ongoing;"Earth and Planetary Sciences (miscellaneous) (Q1); Environmental Chemistry (Q1); Global and Planetary Change (Q1)"
14;21100786533;Anthropocene Review;journal;20530196, 2053020X;3.9989999999999997;Q1;19;17;43;1067;344;40;8.60;62,76;United States;SAGE Publications Inc.;2014-ongoing;"Ecology (Q1); Geology (Q1); Global and Planetary Change (Q1)"
15;29602;Journal of Ecology;journal;00220477, 13652745;3.8360000000000003;Q1;160;166;477;12151;2954;463;5.75;73,20;United Kingdom;Blackwell Publishing Inc.;1976, 1979-ongoing;"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Plant Science (Q1)"
16;21928;Fish and Fisheries;journal;14672960, 14672979;3.7030000000000003;Q1;91;61;113;6200;962;112;8.66;101,64;United Kingdom;Blackwell Publishing Inc.;2001-ongoing;"Aquatic Science (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Management, Monitoring, Policy and Law (Q1); Oceanography (Q1)"
17;11700154363;Cryosphere;journal;19940416, 19940424;3.696;Q1;63;192;433;11002;2647;426;5.29;57,30;Germany;Copernicus Group;2007-ongoing;"Earth-Surface Processes (Q1); Water Science and Technology (Q1)"
18;36483;Global Environmental Change;journal;09593780;3.6319999999999997;Q1;147;114;482;8861;4019;472;7.54;77,73;Netherlands;Elsevier BV;1990-ongoing;"Ecology (Q1); Geography, Planning and Development (Q1); Global and Planetary Change (Q1); Management, Monitoring, Policy and Law (Q1)"
19;130030;Proceedings of the Royal Society B: Biological Sciences;journal;14712954, 09628452;3.4139999999999997;Q1;221;579;1871;30146;10046;1807;5.23;52,07;United Kingdom;The Royal Society;1947, 1949-ongoing;"Agricultural and Biological Sciences (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Environmental Science (miscellaneous) (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Medicine (miscellaneous) (Q1)"
20;21100297619;Geochemical Perspectives;journal;22237755, 22242759;3.32;Q1;11;2;9;676;60;9;4.20;338,00;Netherlands;European Association of Geochemistry;2012-ongoing;"Environmental Chemistry (Q1); Geochemistry and Petrology (Q1); Geology (Q1)"
21;28800;Annual Review of Environment and Resources;book series;15452050, 15435938;3.275;Q1;101;22;60;3252;479;60;7.63;147,82;United States;Annual Reviews Inc.;2003-ongoing;Environmental Science (miscellaneous) (Q1)
22;4000151810;PLoS Computational Biology;journal;15537358, 1553734X;3.2430000000000003;Q1;148;582;1805;36031;8608;1725;4.75;61,91;United States;Public Library of Science;2005-ongoing;"Cellular and Molecular Neuroscience (Q1); Computational Theory and Mathematics (Q1); Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Genetics (Q1); Modeling and Simulation (Q1); Molecular Biology (Q1)"
23;11600153422;Review of Environmental Economics and Policy;journal;17506816;3.134;Q1;42;20;54;1081;230;48;3.63;54,05;United States;Oxford University Press;2008-ongoing;"Economics and Econometrics (Q1); Management, Monitoring, Policy and Law (Q1)"
24;21003;Environmental Health Perspectives;journal;00916765;3.1310000000000002;Q1;249;347;965;14128;5896;663;8.75;40,71;United States;US Department of Health and Human Services;1972-ongoing;"Health, Toxicology and Mutagenesis (Q1); Public Health, Environmental and Occupational Health (Q1)"
25;19900191736;Conservation Letters;journal;1755263X;3.0639999999999996;Q1;62;66;189;2170;1043;180;5.88;32,88;United States;John Wiley & Sons Inc.;2008, 2010-ongoing;"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Nature and Landscape Conservation (Q1)"
26;28801;Applied Energy;journal;03062619;3.011;Q1;162;1621;3452;84428;27894;3417;7.94;52,08;United Kingdom;Elsevier Ltd.;1975-ongoing;"Building and Construction (Q1); Civil and Structural Engineering (Q1); Energy Engineering and Power Technology (Q1); Energy (miscellaneous) (Q1); Fuel Technology (Q1); Management, Monitoring, Policy and Law (Q1); Mechanical Engineering (Q1); Nuclear Energy and Engineering (Q1)"
27;20022;Economic Policy;journal;02664658, 14680327;3.009;Q1;67;19;53;1049;175;44;2.89;55,21;United Kingdom;Oxford University Press;1988-ongoing;"Economics and Econometrics (Q1); Management, Monitoring, Policy and Law (Q1)"
28;29547;Journal of Applied Ecology;journal;00218901, 13652664;3.005;Q1;159;195;519;9940;2926;505;5.51;50,97;United Kingdom;Blackwell Publishing Inc.;1973-ongoing;Ecology (Q1)
29;21848;Global Biogeochemical Cycles;journal;08866236;2.93;Q1;164;109;330;8403;1677;327;5.04;77,09;United States;Wiley-Blackwell;1987-ongoing;"Atmospheric Science (Q1); Environmental Chemistry (Q1); Environmental Science (miscellaneous) (Q1); Global and Planetary Change (Q1)"
30;24497;Wildlife Monographs;journal;00840173;2.9010000000000002;Q1;37;3;10;653;56;10;5.50;217,67;United States;Wiley-Blackwell;1981-ongoing;"Ecology, Evolution, Behavior and Systematics (Q1); Nature and Landscape Conservation (Q1)"
31;17822;Conservation Biology;journal;15231739, 08888892;2.87;Q1;201;156;554;6596;2559;498;5.07;42,28;United Kingdom;Blackwell Publishing Inc.;1987-ongoing;"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Medicine (miscellaneous) (Q1); Nature and Landscape Conservation (Q1)"
32;18988;Mutation Research - Reviews in Mutation Research;journal;13835742;2.807;Q1;114;48;89;5741;607;84;6.83;119,60;Netherlands;Elsevier BV;1990-1995, 1997-ongoing;"Genetics (Q1); Health, Toxicology and Mutagenesis (Q1)"
33;26239;Quaternary Science Reviews;journal;02773791;2.795;Q1;164;378;1014;37013;5237;953;5.17;97,92;United Kingdom;Elsevier Ltd.;1982-ongoing;"Archeology (Q1); Archeology (arts and humanities) (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Geology (Q1); Global and Planetary Change (Q1)"
34;4400151524;Particle and Fibre Toxicology;journal;17438977;2.755;Q1;83;68;174;4493;1730;166;9.15;66,07;United Kingdom;BioMed Central;2004-ongoing;"Health, Toxicology and Mutagenesis (Q1); Medicine (miscellaneous) (Q1); Toxicology (Q1)"
