Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2005);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
1;12000154482;Annual Review of Biophysics;journal;19361238, 1936122X;11.575;Q1;163;18;62;1767;970;59;16.43;98.17;United States;Northern America;Annual Reviews Inc.;2008-2021;"Biochemistry (Q1); Bioengineering (Q1); Biophysics (Q1); Cell Biology (Q1); Structural Biology (Q1)"
2;17853;Nano Letters;journal;15306992, 15306984;6.833;Q1;511;490;1103;13455;12110;1099;10.99;27.46;United States;Northern America;American Chemical Society;2001-2021;"Bioengineering (Q1); Chemistry (miscellaneous) (Q1); Condensed Matter Physics (Q1); Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1); Nanoscience and Nanotechnology (Q1)"
3;16115;Nature Biotechnology;journal;15461696, 10870156;5.333;Q1;463;403;1254;6548;10045;889;8.05;16.25;United Kingdom;Western Europe;Nature Publishing Group;1989-2021;"Applied Microbiology and Biotechnology (Q1); Bioengineering (Q1); Biomedical Engineering (Q1); Biotechnology (Q1); Molecular Medicine (Q1)"
4;22687;Angewandte Chemie - International Edition;journal;14337851, 15213773;4.797;Q1;579;1458;3365;65868;28277;3352;8.24;45.18;United Kingdom;Western Europe;John Wiley and Sons Ltd;1962-2021;"Catalysis (Q1); Chemistry (miscellaneous) (Q1)"
5;22680;Journal of the American Chemical Society;journal;15205126, 00027863;4.413;Q1;644;3389;8842;140777;71262;8840;7.92;41.54;United States;Northern America;American Chemical Society;1879-2021;"Biochemistry (Q1); Catalysis (Q1); Chemistry (miscellaneous) (Q1); Colloid and Surface Chemistry (Q1)"
6;26556;Catalysis Reviews - Science and Engineering;journal;15205703, 01614940;3.549;Q1;105;7;34;1731;255;32;4.62;247.29;United States;Northern America;Taylor and Francis Ltd.;1968-1972, 1974-2021;"Catalysis (Q1); Chemistry (miscellaneous) (Q1); Process Chemistry and Technology (Q1)"
7;26968;Journal of Photochemistry and Photobiology C: Photochemistry Reviews;journal;13895567;3.523;Q1;95;14;36;1536;279;36;8.32;109.71;Netherlands;Western Europe;Elsevier;2000-2021;"Catalysis (Q1); Organic Chemistry (Q1); Physical and Theoretical Chemistry (Q1)"
8;26532;Advances in Catalysis;book series;03600564;3.448;Q1;57;0;10;0;63;8;2.4;0;United States;Northern America;Academic Press Inc.;1948, 1950-1960, 1962-1963, 1965-1970, 1972-1973, 1975-1977, 1979-1983, 1985-1987, 1989-1990, 1992-1994, 1996, 1998-2002, 2004, 2006-2007, 2009-2020;"Catalysis (Q1); Chemistry (miscellaneous) (Q1)"
9;26947;Journal of Catalysis;journal;10902694, 00219517;2.99;Q1;253;378;1175;15759;5815;1173;4.96;41.69;United States;Northern America;Academic Press Inc.;1962-2021;"Catalysis (Q1); Physical and Theoretical Chemistry (Q1)"
10;26884;Current Opinion in Colloid and Interface Science;journal;13590294;2.876;Q1;153;47;172;2325;977;155;4.94;49.47;United Kingdom;Western Europe;Elsevier BV;1996-2021;"Colloid and Surface Chemistry (Q1); Physical and Theoretical Chemistry (Q1); Polymers and Plastics (Q1); Surfaces and Interfaces (Q1)"
