Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2016);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
1;25491;Diabetes Care;journal;19355548, 01495992;5.548;Q1;380;469;1933;13693;16200;1387;8.89;29.2;United States;Northern America;American Diabetes Association Inc.;1978-2021;"Advanced and Specialized Nursing (Q1); Endocrinology, Diabetes and Metabolism (Q1); Internal Medicine (Q1)"
2;29993;Annual Review of Nutrition;journal;01999885, 15454312;5.091;Q1;166;25;56;3884;584;56;10.3;155.36;United States;Northern America;Annual Reviews Inc.;1981-2020;"Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1)"
3;29990;American Journal of Clinical Nutrition;journal;19383207, 00029165;3.782;Q1;351;414;1236;15568;8178;989;6.26;37.6;United States;Northern America;American Society for Nutrition;1952-2021;"Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1)"
4;20618;Stroke;journal;15244628, 00392499;3.525;Q1;330;592;2222;15109;12273;1845;5.29;25.52;United States;Northern America;Lippincott Williams and Wilkins Ltd.;1970-2021;"Advanced and Specialized Nursing (Q1); Cardiology and Cardiovascular Medicine (Q1); Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Neuroscience (miscellaneous) (Q1)"
5;12697;International Journal of Obesity;journal;03070565, 14765497;2.94;Q1;234;270;761;11738;4495;730;5.52;43.47;United Kingdom;Western Europe;Nature Publishing Group;1977-2021;"Endocrinology, Diabetes and Metabolism (Q1); Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1)"
6;14875;International Journal of Behavioral Nutrition and Physical Activity;journal;14795868;2.583;Q1;129;127;468;6588;2562;464;5.02;51.87;United Kingdom;Western Europe;BioMed Central Ltd.;2004-2021;"Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1)"
7;19064;Resuscitation;journal;18731570, 03009572;2.449;Q1;139;358;1266;8323;4389;817;3.69;23.25;Ireland;Western Europe;Elsevier Ireland Ltd;1972-1976, 1978-2021;"Cardiology and Cardiovascular Medicine (Q1); Emergency Medicine (Q1); Emergency Nursing (Q1)"
8;13345;Nutrition Reviews;journal;00296643, 17534887;2.447;Q1;160;54;238;5439;1592;228;5.95;100.72;United States;Northern America;Oxford University Press;1942-2021;"Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1)"
9;6300153105;Current Opinion in HIV and AIDS;journal;1746630X;2.354;Q1;69;91;240;5483;985;226;4.11;60.25;United States;Northern America;Lippincott Williams and Wilkins Ltd.;2007-2021;"Hematology (Q1); Immunology (Q1); Infectious Diseases (Q1); Oncology (Q1); Oncology (nursing) (Q1); Virology (Q1)"
10;5700191208;Journal of Clinical Lipidology;journal;19332874;2.177;Q1;62;175;279;6284;1270;237;5.2;35.91;Netherlands;Western Europe;Elsevier BV;1970, 2007-2021;"Cardiology and Cardiovascular Medicine (Q1); Endocrinology, Diabetes and Metabolism (Q1); Internal Medicine (Q1); Nutrition and Dietetics (Q1)"
11;29561;Journals of Gerontology - Series B Psychological Sciences and Social Sciences;journal;10795014, 17585368;2.15;Q1;159;112;343;4958;1212;325;3.21;44.27;United States;Northern America;Gerontological Society of America;1995-2021;"Clinical Psychology (Q1); Geriatrics and Gerontology (Q1); Gerontology (Q1); Medicine (miscellaneous) (Q1); Social Psychology (Q1)"
12;4700152825;Obesity;journal;19307381;2.126;Q1;209;351;1278;11454;5065;1172;3.74;32.63;United States;Northern America;Wiley-Blackwell;2006-2021;"Endocrinology (Q1); Endocrinology, Diabetes and Metabolism (Q1); Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1)"
13;68935;Nutrition Research Reviews;journal;09544224, 14752700;2.055;Q1;88;19;49;3069;305;49;5.72;161.53;United Kingdom;Western Europe;Cambridge University Press;1988-2021;"Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1)"
14;12716;Journal of Nutrition;journal;15416100, 00223166;2.025;Q1;276;328;920;15781;4004;878;4.33;48.11;United States;Northern America;American Society for Nutrition;1945-2021;"Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1)"
15;21100202730;Advances in Nutrition;journal;21565376, 21618313;2.004;Q1;103;114;306;7673;1658;280;4.5;67.31;United States;Northern America;American Society for Nutrition;2010-2021;"Food Science (Q1); Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1)"
16;12066;Journal of the American Medical Directors Association;journal;15258610, 15389375;2.004;Q1;102;290;695;10122;3233;477;4.34;34.9;United States;Northern America;Elsevier Inc.;2001-2021;"Health Policy (Q1); Medicine (miscellaneous) (Q1); Nursing (miscellaneous) (Q1)"
17;21100201916;Pediatric obesity;journal;20476302, 20476310;2.002;Q1;73;88;206;2450;812;202;3.5;27.84;United Kingdom;Western Europe;Wiley-Blackwell for the International Association for the Study of Obesity;2012-2021;"Health Policy (Q1); Nutrition and Dietetics (Q1); Pediatrics, Perinatology and Child Health (Q1); Public Health, Environmental and Occupational Health (Q1)"
18;5400152645;Journal of Cancer Survivorship;journal;19322267, 19322259;1.851;Q1;67;102;199;4710;778;198;3.24;46.18;United States;Northern America;Springer New York;2007-2021;"Oncology (Q1); Oncology (nursing) (Q1)"
19;12719;Journal of Nutritional Biochemistry;journal;09552863, 18734847;1.805;Q1;139;207;581;12083;3009;577;4.99;58.37;United States;Northern America;Elsevier Inc.;1990-2022;"Biochemistry (Q1); Clinical Biochemistry (Q1); Endocrinology, Diabetes and Metabolism (Q1); Nutrition and Dietetics (Q1); Molecular Biology (Q2)"
