Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2003);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
1;16801;Annual Review of Biochemistry;journal;15454509, 00664154;35.186;Q1;305;24;81;4453;3266;81;39.46;185.54;United States;Northern America;Annual Reviews Inc.;1946-1948, 1950-1960, 1962-2021;Biochemistry (Q1)
2;18434;Cell;journal;00928674, 10974172;28.284;Q1;814;356;1060;14521;29958;1049;26.89;40.79;United States;Northern America;Cell Press;1974-2021;Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1)
3;18395;Annual Review of Cell and Developmental Biology;journal;15308995, 10810706;24.175;Q1;226;28;73;3891;1880;71;22.29;138.96;United States;Northern America;Annual Reviews Inc.;1995-2020;"Cell Biology (Q1); Developmental Biology (Q1)"
4;24004;Physiological Reviews;journal;15221210, 00319333;20.132;Q1;358;33;105;13974;3665;105;37.82;423.45;United States;Northern America;American Physiological Society;1945-2021;"Medicine (miscellaneous) (Q1); Molecular Biology (Q1); Physiology (Q1); Physiology (medical) (Q1)"
5;22126;Genes and Development;journal;15495477, 08909369;18.492;Q1;453;283;857;15040;15610;855;16.91;53.14;United States;Northern America;Cold Spring Harbor Laboratory Press;1987-2021;"Developmental Biology (Q1); Genetics (Q1)"
6;19014;Nature Cell Biology;journal;14764679, 14657392;16.387;Q1;384;236;804;5570;11275;685;13.83;23.6;United Kingdom;Western Europe;Nature Publishing Group;1999-2021;Cell Biology (Q1)
7;18606;Molecular Cell;journal;10974164, 10972765;16.202;Q1;414;324;820;13306;12618;816;14.5;41.07;United States;Northern America;Cell Press;1997-2021;"Cell Biology (Q1); Molecular Biology (Q1)"
8;18503;Current Opinion in Cell Biology;journal;09550674, 18790410;16.027;Q1;267;105;311;5817;5127;279;16.81;55.4;United Kingdom;Western Europe;Elsevier Ltd.;1989-2021;Cell Biology (Q1)
9;18990;Nature Genetics;journal;10614036, 15461718;13.523;Q1;597;300;1033;7579;18451;954;16.13;25.26;United Kingdom;Western Europe;Nature Publishing Group;1992-2021;Genetics (Q1)
10;21191;Pharmacological Reviews;journal;15210081, 00316997;13.345;Q1;241;29;68;7430;2160;67;27.62;256.21;United States;Northern America;American Society for Pharmacology and Experimental Therapeutics;1949, 1951-2021;"Molecular Medicine (Q1); Pharmacology (Q1)"
11;21706;Annual Review of Genetics;journal;15452948, 00664197;13.288;Q1;189;22;74;3310;1034;74;12.52;150.45;United States;Northern America;Annual Reviews Inc.;1970-2020;Genetics (Q1)
12;12000154482;Annual Review of Biophysics;journal;19361238, 1936122X;12.713;Q1;163;21;59;2181;916;57;12.64;103.86;United States;Northern America;Annual Reviews Inc.;2008-2021;"Biochemistry (Q1); Bioengineering (Q1); Biophysics (Q1); Cell Biology (Q1); Structural Biology (Q1)"
13;20315;Nature Reviews Molecular Cell Biology;journal;14710072, 14710080;11.966;Q1;452;214;522;8713;6431;517;11.68;40.71;United Kingdom;Western Europe;Nature Publishing Group;2000-2021;"Cell Biology (Q1); Molecular Biology (Q1)"
14;19066;Trends in Cell Biology;journal;09628924, 18793088;11.814;Q1;249;99;508;5217;4226;470;7.91;52.7;United Kingdom;Western Europe;Elsevier Ltd.;1991-2021;Cell Biology (Q1)
15;18525;Developmental Cell;journal;15345807, 18781551;11.674;Q1;275;207;298;7991;3013;292;10.11;38.6;United States;Northern America;Cell Press;2001-2021;Developmental Biology (Q1)
16;18555;Journal of Cell Biology;journal;15408140, 00219525;11.551;Q1;394;467;1563;19883;17682;1512;10.71;42.58;United States;Northern America;Rockefeller University Press;1961-2021;"Cell Biology (Q1); Medicine (miscellaneous) (Q1)"
17;145144;Journal of Biology;journal;14754924, 14785854;11.435;Q1;55;24;9;603;71;7;7.89;25.13;United Kingdom;Western Europe;BioMed Central Ltd.;2002-2010;"Agricultural and Biological Sciences (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1)"
18;20278;Microbiology and Molecular Biology Reviews;journal;10985557, 10922172;11.404;Q1;256;27;86;7491;1628;86;15.26;277.44;United States;Northern America;American Society for Microbiology;1997-2021;"Immunology and Microbiology (miscellaneous)  (Q1); Molecular Biology (Q1)"
19;22080;Current Opinion in Genetics and Development;journal;0959437X, 18790380;10.655;Q1;193;95;297;5028;3573;274;12.78;52.93;United Kingdom;Western Europe;Elsevier Ltd.;1991-2022;"Developmental Biology (Q1); Genetics (Q1)"
20;120008;Annual Review of Physiology;journal;00664278, 15451585;10.339;Q1;218;36;110;4505;1882;106;19.4;125.14;United States;Northern America;Annual Reviews Inc.;1946-2021;Physiology (Q1)
21;17435;EMBO Journal;journal;02614189, 14602075;10.214;Q1;405;622;2053;29054;22365;2053;10.7;46.71;Germany;Western Europe;Wiley-Blackwell;1982-2021;"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Medicine (miscellaneous) (Q1); Molecular Biology (Q1); Neuroscience (miscellaneous) (Q1)"
22;12464;Nature Reviews Cancer;journal;1474175X, 14741768;10;Q1;462;167;224;8866;3297;206;14.72;53.09;United Kingdom;Western Europe;Nature Publishing Group;2001-2021;"Cancer Research (Q1); Oncology (Q1)"
23;18991;Nature Reviews Genetics;journal;14710056, 14710064;9.608;Q1;384;197;379;8192;4158;350;11.32;41.58;United Kingdom;Western Europe;Nature Publishing Group;2000-2021;"Genetics (Q1); Genetics (clinical) (Q1); Molecular Biology (Q1)"
24;29093;Cancer Cell;journal;15356108, 18783686;9.46;Q1;359;136;133;5532;1892;129;14.23;40.68;United States;Northern America;Cell Press;2002-2021;"Cancer Research (Q1); Cell Biology (Q1); Oncology (Q1)"
25;21708;Annual Review of Genomics and Human Genetics;journal;15278204, 1545293X;9.343;Q1;121;15;54;2489;697;54;13.31;165.93;United States;Northern America;Annual Reviews Inc.;2000-2021;"Genetics (Q1); Genetics (clinical) (Q1); Molecular Biology (Q1)"
26;15819;Nature Medicine;journal;1546170X, 10788956;9.288;Q1;576;441;1435;8876;15672;869;10.62;20.13;United Kingdom;Western Europe;Nature Publishing Group;1995-2021;"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Medicine (miscellaneous) (Q1)"
27;14816;Trends in Biochemical Sciences;journal;13624326, 03765067, 09680004;9.151;Q1;281;116;530;4965;4707;450;7.59;42.8;United Kingdom;Western Europe;Elsevier Ltd.;1976-2021;"Biochemistry (Q1); Molecular Biology (Q1)"
28;16721;Annual Review of Plant Biology;journal;15452123, 15435008;9.067;Q1;272;27;71;3441;1182;70;15.4;127.44;United States;Northern America;Annual Reviews Inc.;1996-2021;"Cell Biology (Q1); Molecular Biology (Q1); Physiology (Q1); Plant Science (Q1)"
29;16594;Plant Cell;journal;1532298X, 10404651;7.727;Q1;360;240;686;12617;6958;656;10.18;52.57;United States;Northern America;American Society of Plant Biologists;1989-2021;"Cell Biology (Q1); Plant Science (Q1)"
30;14150;Molecular and Cellular Biology;journal;02707306, 10985549;7.71;Q1;338;802;2452;42597;21597;2450;8.39;53.11;United States;Northern America;American Society for Microbiology;1981-2021;"Cell Biology (Q1); Molecular Biology (Q1)"
31;26038;Endocrine Reviews;journal;19457189, 0163769X;7.583;Q1;283;37;118;9668;2324;115;17.64;261.3;United States;Northern America;The Endocrine Society;1980-2021;"Endocrinology (Q1); Endocrinology, Diabetes and Metabolism (Q1)"
32;14531;Development (Cambridge);journal;14779129, 09501991;7.168;Q1;336;565;1457;32029;12317;1456;8.02;56.69;United Kingdom;Western Europe;Company of Biologists Ltd;1987-2021;"Developmental Biology (Q1); Molecular Biology (Q1)"
33;18605;Molecular Biology of the Cell;journal;10591524, 19394586;7.051;Q1;234;406;987;20898;7394;986;7.23;51.47;United States;Northern America;American Society for Cell Biology;1990-2021;"Cell Biology (Q1); Molecular Biology (Q1)"
34;12394;Nature Structural and Molecular Biology;journal;15459993, 15459985;6.992;Q1;281;213;770;6245;5727;720;7.22;29.32;United Kingdom;Western Europe;Nature Publishing Group;1998, 2004-2021;"Molecular Biology (Q1); Structural Biology (Q1)"
35;22214;Genome Research;journal;15495469, 10889051;6.795;Q1;305;306;658;11317;6008;584;8.96;36.98;United States;Northern America;Cold Spring Harbor Laboratory Press;1991-2021;"Genetics (Q1); Genetics (clinical) (Q1)"
36;80280;Biochimica et Biophysica Acta - Reviews on Cancer;journal;0304419X;6.667;Q1;144;10;65;1653;701;65;11.43;165.3;Netherlands;Western Europe;Elsevier;1974-2021;"Cancer Research (Q1); Genetics (Q1); Oncology (Q1)"
