Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2013);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Coverage;Categories
1;15359;Trends in Cognitive Sciences;journal;13646613;11.544;Q1;276;111;320;6702;4323;209;19.11;60,38;Netherlands;Elsevier BV;1997-ongoing;"Cognitive Neuroscience (Q1); Experimental and Cognitive Psychology (Q1); Neuropsychology and Physiological Psychology (Q1)"
2;12010;Annual Review of Psychology;journal;00664308, 15452085;11.205;Q1;216;21;73;2900;1734;71;25.24;138,10;United States;Annual Reviews Inc.;1950-1958, 1960-1963, 1965-ongoing;Psychology (miscellaneous) (Q1)
3;13443;Psychological Bulletin;journal;00332909;8.686;Q1;272;63;166;10419;2727;140;15.33;165,38;United States;American Psychological Association;1904-ongoing;"History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1)"
4;12812;Personality and Social Psychology Review;journal;10888683, 15327957;7.343;Q1;134;22;62;2869;790;60;11.39;130,41;United States;SAGE Publications;1997-ongoing;Social Psychology (Q1)
5;4600151524;Annual Review of Clinical Psychology;book series;15485951, 15485943;6.89;Q1;103;28;64;4051;1109;63;15.63;144,68;United States;Annual Reviews Inc.;2005-ongoing;"Clinical Psychology (Q1); Medicine (miscellaneous) (Q1); Psychiatry and Mental Health (Q1)"
6;13467;Psychological Review;journal;0033295X;6.306;Q1;192;39;147;2919;1330;128;8.61;74,85;United States;American Psychological Association;1894-ongoing;"History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1)"
7;12817;Personnel Psychology;journal;00315826;6.037000000000001;Q1;124;29;82;2724;553;80;6.72;93,93;United States;Wiley-Blackwell;1948-ongoing;"Applied Psychology (Q1); Organizational Behavior and Human Resource Management (Q1)"
8;15388;Journal of Applied Psychology;journal;00219010;5.779;Q1;249;71;279;6497;1887;265;5.84;91,51;United States;American Psychological Association;1917-ongoing;Applied Psychology (Q1)
9;18045;Neuroscience and Biobehavioral Reviews;journal;01497634;5.667000000000002;Q1;209;218;447;33497;5309;425;11.94;153,66;United Kingdom;Elsevier Ltd.;1978-ongoing;"Behavioral Neuroscience (Q1); Cognitive Neuroscience (Q1); Neuropsychology and Physiological Psychology (Q1)"
10;30039;Journal of Personality and Social Psychology;journal;00223514;5.517;Q1;328;134;459;10326;3379;436;6.82;77,06;United States;American Psychological Association;1965-ongoing;"Social Psychology (Q1); Sociology and Political Science (Q1)"
11;19700182323;Perspectives on Psychological Science;journal;17456916, 17456924;5.077;Q1;115;70;210;4828;1908;203;10.76;68,97;United States;SAGE Publications;2006-ongoing;Psychology (miscellaneous) (Q1)
12;4100151532;Advances in Experimental Social Psychology;book series;00652601;4.962;Q1;78;10;30;1696;205;24;8.17;169,60;United States;Elsevier Inc.;1964, 1966-1967, 1969-1970, 1972, 1974-1984, 1986-1992, 1994-ongoing;Social Psychology (Q1)
13;12854;Clinical Psychology Review;journal;02727358;4.772;Q1;181;93;253;9891;2842;249;8.8;106,35;United Kingdom;Elsevier Ltd.;1981-ongoing;"Clinical Psychology (Q1); Psychiatry and Mental Health (Q1)"
14;22340;Research on Language and Social Interaction;journal;08351813, 15327973;4.699;Q1;51;18;58;752;184;57;2.92;41,78;United States;Lawrence Erlbaum Associates Inc.;1987-1991, 1993-ongoing;"Communication (Q1); Linguistics and Language (Q1); Social Psychology (Q1)"
15;13461;Psychological Methods;journal;1082989X;4.36;Q1;131;33;105;2026;630;94;6.28;61,39;United States;American Psychological Association;1996-ongoing;"History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1)"
16;13969;Psychological Science in the Public Interest, Supplement;journal;15291006;4.144;Q1;48;6;21;1067;235;14;13.6;177,83;United States;SAGE Publications Inc.;2000-ongoing;Psychology (miscellaneous) (Q1)
17;13468;Psychological Science;journal;09567976, 14679280;4.119;Q1;227;323;759;10073;4904;741;5.8;31,19;United States;SAGE Publications;1990-ongoing;Psychology (miscellaneous) (Q1)
18;17643;Journal of the American Academy of Child and Adolescent Psychiatry;journal;08908567;3.786;Q1;222;177;507;6055;2837;351;6.12;34,21;Netherlands;Elsevier BV;1987-ongoing;"Developmental and Educational Psychology (Q1); Psychiatry and Mental Health (Q1)"
19;15478;Journal of Experimental Psychology: General;journal;00963445;3.755;Q1;138;106;149;6469;854;146;5.71;61,03;United States;American Psychological Association;1975-ongoing;"Developmental Neuroscience (Q1); Experimental and Cognitive Psychology (Q1); Medicine (miscellaneous) (Q1); Psychology (miscellaneous) (Q1)"
20;15439;Journal of Consulting and Clinical Psychology;journal;0022006X;3.713;Q1;218;104;287;3652;2059;284;6.06;35,12;United States;American Psychological Association;1968-ongoing;"Clinical Psychology (Q1); Psychiatry and Mental Health (Q1)"
21;13564;Educational Psychologist;journal;15326985, 00461520;3.632;Q1;110;16;65;1640;404;63;7.34;102,50;United States;Lawrence Erlbaum Associates Inc.;1963-ongoing;Developmental and Educational Psychology (Q1)
