Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2018);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
1;16036;Administrative Science Quarterly;journal;00018392, 19303815;13.521;Q1;191;27;70;2941;580;63;7.54;108.93;United States;Northern America;Johnson School at Cornell University;1975-1987, 1989-1990, 1993-1994, 1996-2021;"Arts and Humanities (miscellaneous) (Q1); Public Administration (Q1); Sociology and Political Science (Q1)"
2;23571;Science;journal;10959203, 00368075;13.251;Q1;1229;3040;6673;37862;106360;4529;14.1;12.45;United States;Northern America;American Association for the Advancement of Science;1880-1881, 1883-2021;"History and Philosophy of Science (Q1); Multidisciplinary (Q1)"
3;13443;Psychological Bulletin;journal;00332909, 19391455;9.276;Q1;328;43;138;9125;2411;130;14.8;212.21;United States;Northern America;American Psychological Association;1904-2021;"History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1)"
4;22899;Journal of Consumer Research;journal;00935301, 15375277;6.59;Q1;194;58;173;3945;961;169;4.83;68.02;United Kingdom;Western Europe;Oxford University Press;1977-1978, 1984, 1996-2021;"Anthropology (Q1); Arts and Humanities (miscellaneous) (Q1); Business and International Management (Q1); Economics and Econometrics (Q1); Marketing (Q1)"
5;13461;Psychological Methods;journal;1082989X, 19391463;6.51;Q1;162;45;116;2816;977;112;7.86;62.58;United States;Northern America;American Psychological Association;1996-2021;"History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1)"
6;13467;Psychological Review;journal;19391471, 0033295X;5.216;Q1;220;43;111;5358;818;96;6.01;124.6;United States;Northern America;American Psychological Association;1894-2021;"History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1)"
7;28973;Journal of Econometrics;journal;03044076;4.485;Q1;166;126;479;5730;1150;466;1.99;45.48;Netherlands;Western Europe;Elsevier BV;1973-2021;"Applied Mathematics (Q1); Economics and Econometrics (Q1); History and Philosophy of Science (Q1)"
8;32383;Cultural Anthropology;journal;08867356, 15481360;3.86;Q1;80;35;106;1676;395;100;3.65;47.89;United States;Northern America;American Anthropological Association;1986-2021;"Anthropology (Q1); Arts and Humanities (miscellaneous) (Q1)"
9;15670;Journal of Peasant Studies;journal;03066150, 17439361;3.375;Q1;90;67;169;5221;912;158;4.97;77.93;United Kingdom;Western Europe;Routledge;1973-2021;"Anthropology (Q1); Arts and Humanities (miscellaneous) (Q1); Cultural Studies (Q1)"
10;22861;Political Psychology;journal;0162895X, 14679221;3.094;Q1;102;89;178;5690;756;176;3.81;63.93;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1996-2021;"Clinical Psychology (Q1); Experimental and Cognitive Psychology (Q1); Philosophy (Q1); Political Science and International Relations (Q1); Social Psychology (Q1); Sociology and Political Science (Q1)"
11;17530;Social Forces;journal;15347605, 00377732;2.91;Q1;137;62;192;4440;619;192;2.33;71.61;United Kingdom;Western Europe;Oxford University Press;1925-2021;"Anthropology (Q1); History (Q1); Sociology and Political Science (Q1)"
12;5700169428;Nous;journal;14680068, 00294624;2.873;Q1;73;41;116;1915;337;116;2.86;46.71;United States;Northern America;Wiley-Blackwell;1989, 1996-2021;Philosophy (Q1)
