Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2017);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Coverage;Categories
1;40944;Genome Biology;journal;1474760X, 14747596;12,740;Q1;207;244;840;13233;10990;752;11,71;54,23;United Kingdom;BioMed Central;2000-ongoing;"Cell Biology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Genetics (Q1)"
2;16721;Annual Review of Plant Biology;book series;15435008;12,605;Q1;235;21;81;3124;1836;80;19,77;148,76;United States;Annual Reviews Inc.;1996-ongoing;"Cell Biology (Q1); Molecular Biology (Q1); Physiology (Q1); Plant Science (Q1)"
3;11300153736;Annual Review of Pathology: Mechanisms of Disease;book series;15534006, 15534014;12,280;Q1;105;20;57;3275;1321;57;16,74;163,75;United States;Annual Reviews Inc.;2006-ongoing;"Medicine (miscellaneous) (Q1); Pathology and Forensic Medicine (Q1); Plant Science (Q1)"
4;14365;Trends in Ecology and Evolution;journal;01695347;8,634;Q1;312;132;369;6534;3993;245;15,16;49,50;Netherlands;Elsevier BV;1986-ongoing;Ecology, Evolution, Behavior and Systematics (Q1)
5;4700152228;Molecular Systems Biology;journal;17444292;8,504;Q1;127;64;184;3816;1564;167;8,29;59,63;United States;Wiley-Blackwell;2005-ongoing;"Agricultural and Biological Sciences (miscellaneous) (Q1); Applied Mathematics (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Computational Theory and Mathematics (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Information Systems (Q1); Medicine (miscellaneous) (Q1)"
6;110325;Annual Review of Ecology, Evolution, and Systematics;journal;1543592X;7,753;Q1;194;27;77;3599;1036;77;10,94;133,30;United States;Annual Reviews Inc.;2003-ongoing;"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1)"
7;14599;Ecology Letters;journal;1461023X, 14610248;6,825;Q1;234;159;466;10119;4645;356;14,14;63,64;United Kingdom;Blackwell Publishing Inc.;1998-ongoing;Ecology, Evolution, Behavior and Systematics (Q1)
8;18567;Fungal Diversity;journal;15602745;6,432;Q1;80;21;116;6754;1463;112;15,87;321,62;Netherlands;Springer Netherlands;1998-ongoing;"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Plant Science (Q1)"
9;19133;Annual Review of Entomology;journal;00664170, 15454487;6,403;Q1;178;25;87;3204;1262;87;13,86;128,16;United States;Annual Reviews Inc.;1961-1963, 1966-1967, 1969-1979, 1981-ongoing;"Ecology, Evolution, Behavior and Systematics (Q1); Insect Science (Q1)"
10;17269;Studies in Mycology;journal;01660616;6,328;Q1;81;18;47;2604;690;43;13,30;144,67;Netherlands;Westerdijk Fungal Biodiversity Institute;1996, 1998-2000, 2002-ongoing;"Agricultural and Biological Sciences (miscellaneous) (Q1); Plant Science (Q1)"
