Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2006);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Coverage;Categories
1;110325;Annual Review of Ecology, Evolution, and Systematics;journal;1543592X;9,831;Q1;194;23;75;3371;1012;75;9,90;146,57;United States;Annual Reviews Inc.;2003-ongoing;"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1)"
2;19434;MMWR. Recommendations and reports : Morbidity and mortality weekly report. Recommendations and reports / Centers for Disease Control;journal;10575987, 15458601;8,079;Q1;134;16;53;0;1004;53;19,67;0,00;United States;Centers for Disease Control and Prevention (CDC);1990-ongoing;"Epidemiology (Q1); Health Information Management (Q1); Health (social science) (Q1); Health, Toxicology and Mutagenesis (Q1); Medicine (miscellaneous) (Q1)"
3;71056;MMWR. Surveillance summaries : Morbidity and mortality weekly report. Surveillance summaries / CDC;journal;15458636, 15460738;5,781;Q1;90;11;32;0;490;32;18,05;0,00;United States;Centers for Disease Control and Prevention (CDC);2002-ongoing;"Epidemiology (Q1); Health Information Management (Q1); Health (social science) (Q1); Health, Toxicology and Mutagenesis (Q1)"
4;110092;MMWR. Morbidity and mortality weekly report;journal;01492195, 1545861X;3,753;Q1;182;254;1104;1480;4138;831;5,08;5,83;United States;US Department of Health and Human Services;1981-ongoing;"Epidemiology (Q1); Health Information Management (Q1); Health (social science) (Q1); Health, Toxicology and Mutagenesis (Q1); Medicine (miscellaneous) (Q1)"
5;29602;Journal of Ecology;journal;00220477, 13652745;3,291;Q1;160;73;309;4655;1334;303;4,10;63,77;United Kingdom;Blackwell Publishing Inc.;1976, 1979-ongoing;"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Plant Science (Q1)"
6;15131;Global Change Biology;journal;13652486, 13541013;3,196;Q1;217;178;505;10019;2673;500;4,54;56,29;United Kingdom;Blackwell Publishing Inc.;1995-ongoing;"Ecology (Q1); Environmental Chemistry (Q1); Environmental Science (miscellaneous) (Q1); Global and Planetary Change (Q1)"
7;20022;Economic Policy;journal;02664658, 14680327;3,144;Q1;67;24;46;974;153;42;2,25;40,58;United Kingdom;Oxford University Press;1988-ongoing;"Economics and Econometrics (Q1); Management, Monitoring, Policy and Law (Q1)"
8;29547;Journal of Applied Ecology;journal;00218901, 13652664;3,134;Q1;159;100;318;5220;1487;314;4,46;52,20;United Kingdom;Blackwell Publishing Inc.;1973-ongoing;Ecology (Q1)
9;21848;Global Biogeochemical Cycles;journal;08866236;3,099;Q1;164;95;363;5354;1536;361;3,98;56,36;United States;Wiley-Blackwell;1987-ongoing;"Atmospheric Science (Q1); Environmental Chemistry (Q1); Environmental Science (miscellaneous) (Q1); Global and Planetary Change (Q1)"
10;20287;Ecological Applications;journal;10510761;3,098;Q1;193;160;513;9783;2275;502;3,52;61,14;United States;Wiley-Blackwell;1991-ongoing;Ecology (Q1)
