Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2013);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Coverage;Categories
1;21191;Pharmacological Reviews;journal;15210081, 00316997;12.114;Q1;210;38;92;13930;2341;91;20.87;366,58;United States;American Society for Pharmacology and Experimental Therapeutics;1949-ongoing;"Molecular Medicine (Q1); Pharmacology (Q1)"
2;19479;Annual Review of Pharmacology and Toxicology;journal;15454304, 03621642;10.782;Q1;193;27;61;3273;1515;61;21.48;121,22;United States;Annual Reviews Inc.;1965-1973, 1975-ongoing;"Pharmacology (Q1); Toxicology (Q1)"
3;4700152457;Nano Today;journal;17480132;7.372999999999999;Q1;119;62;195;5114;2320;124;18.30;82,48;Netherlands;Elsevier BV;2006-ongoing;"Bioengineering (Q1); Biomedical Engineering (Q1); Biotechnology (Q1); Materials Science (miscellaneous) (Q1); Medicine (miscellaneous) (Q1); Nanoscience and Nanotechnology (Q1); Pharmaceutical Science (Q1)"
4;20425;Nature Reviews Drug Discovery;journal;14741776;7.2829999999999995;Q1;289;214;728;7324;7570;415;20.00;34,22;United Kingdom;Nature Publishing Group;2002-ongoing;"Drug Discovery (Q1); Medicine (miscellaneous) (Q1); Pharmacology (Q1)"
5;22321;Trends in Pharmacological Sciences;journal;01656147;5.425;Q1;201;91;259;5973;2810;241;10.90;65,64;Netherlands;Elsevier BV;1979-ongoing;"Pharmacology (Q1); Toxicology (Q1)"
6;18017;Neuropsychopharmacology;journal;0893133X;5.27;Q1;204;293;837;16092;7157;744;8.01;54,92;United Kingdom;Nature Publishing Group;1987-ongoing;"Pharmacology (Q1); Psychiatry and Mental Health (Q1)"
7;19409;Advanced Drug Delivery Reviews;journal;0169409X;4.414;Q1;278;168;424;21777;6023;377;14.90;129,63;Netherlands;Elsevier BV;1987-ongoing;Pharmaceutical Science (Q1)
8;12611;Drug Resistance Updates;journal;13687646, 15322084;3.734;Q1;100;10;72;1170;829;67;11.45;117,00;United States;Churchill Livingstone;1998-ongoing;"Cancer Research (Q1); Infectious Diseases (Q1); Oncology (Q1); Pharmacology (Q1); Pharmacology (medical) (Q1)"
9;21195;Pharmacology and Therapeutics;journal;01637258;3.622;Q1;180;105;316;21154;3024;311;9.24;201,47;United Kingdom;Elsevier Ltd.;1975-1977, 1979-1985, 1987-ongoing;"Pharmacology (Q1); Pharmacology (medical) (Q1)"
10;13903;Cellular and Molecular Life Sciences;journal;1420682X, 14209071;3.339;Q1;194;315;912;36714;5890;895;6.44;116,55;Switzerland;Birkhauser Verlag;1997-ongoing;"Cell Biology (Q1); Cellular and Molecular Neuroscience (Q1); Molecular Biology (Q1); Molecular Medicine (Q1); Pharmacology (Q1)"
11;12455;Molecular Therapy;journal;15250024, 15250016;3.319;Q1;158;265;841;10398;5419;694;7.52;39,24;United States;Cell Press;2000-ongoing;"Drug Discovery (Q1); Genetics (Q1); Medicine (miscellaneous) (Q1); Molecular Biology (Q1); Molecular Medicine (Q1); Pharmacology (Q1)"
12;26371;Natural Product Reports;journal;02650568, 14604752;3.094;Q1;157;66;240;11257;2393;231;10.52;170,56;United Kingdom;Royal Society of Chemistry;1984-ongoing;"Biochemistry (Q1); Drug Discovery (Q1); Organic Chemistry (Q1)"
13;21100456838;Cell Chemical Biology;journal;24519448, 24519456;3.015;Q1;166;178;581;7308;3087;559;5.39;41,06;United States;Elsevier Inc.;2016-ongoing;"Biochemistry (Q1); Clinical Biochemistry (Q1); Drug Discovery (Q1); Molecular Biology (Q1); Molecular Medicine (Q1); Pharmacology (Q1)"
14;18148;Pain;journal;03043959;2.987;Q1;238;409;1209;19157;6790;895;7.06;46,84;United States;Lippincott Williams & Wilkins Ltd.;1975-ongoing;"Anesthesiology and Pain Medicine (Q1); Neurology (Q1); Neurology (clinical) (Q1); Pharmacology (Q1)"
15;4400151524;Particle and Fibre Toxicology;journal;17438977;2.8569999999999998;Q1;83;64;126;3015;1246;120;8.12;47,11;United Kingdom;BioMed Central;2004-ongoing;"Health, Toxicology and Mutagenesis (Q1); Medicine (miscellaneous) (Q1); Toxicology (Q1)"
