Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2021);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
1;17436;Nature Neuroscience;journal;10976256, 15461726;12.017;Q1;437;210;651;9775;13401;602;19.85;46.55;United Kingdom;Western Europe;Nature Publishing Group;1998-2021;Neuroscience (miscellaneous) (Q1)
2;21100356804;Lancet Psychiatry,The;journal;22150374, 22150366;8.932;Q1;107;294;964;4879;11571;257;14.71;16.60;United Kingdom;Western Europe;Elsevier Ltd.;2014-2021;"Biological Psychiatry (Q1); Psychiatry and Mental Health (Q1)"
3;17437;Nature Reviews Neuroscience;journal;14710048, 1471003X;7.944;Q1;434;131;445;8739;5912;287;11.35;66.71;United Kingdom;Western Europe;Nature Publishing Group;2000-2021;Neuroscience (miscellaneous) (Q1)
4;17700156408;Nature Reviews Neurology;journal;17594766, 17594758;7.736;Q1;169;160;486;8501;6511;249;12.59;53.13;United Kingdom;Western Europe;Nature Publishing Group;2009-2021;"Cellular and Molecular Neuroscience (Q1); Neurology (clinical) (Q1)"
5;17978;Neuron;journal;10974199, 08966273;7.556;Q1;493;398;1369;23915;17957;1347;12.13;60.09;United States;Northern America;Cell Press;1988-2021;Neuroscience (miscellaneous) (Q1)
6;14181;Annual Review of Neuroscience;journal;0147006X, 15454126;7.269;Q1;248;25;73;3617;1117;73;15.21;144.68;United States;Northern America;Annual Reviews Inc.;1978-2021;Neuroscience (miscellaneous) (Q1)
7;15359;Trends in Cognitive Sciences;journal;1879307X, 13646613;6.222;Q1;326;133;359;9071;5121;297;13.65;68.20;United Kingdom;Western Europe;Elsevier Ltd.;1997-2021;"Cognitive Neuroscience (Q1); Experimental and Cognitive Psychology (Q1); Neuropsychology and Physiological Psychology (Q1)"
8;15090;Progress in Retinal and Eye Research;journal;13509462, 18731635;6.022;Q1;164;75;128;22056;2956;128;18.34;294.08;United Kingdom;Western Europe;Elsevier Ltd.;1990-1991, 1993-2021;"Ophthalmology (Q1); Sensory Systems (Q1)"
9;17435;EMBO Journal;journal;02614189, 14602075;5.633;Q1;405;327;822;23721;8723;704;10.86;72.54;Germany;Western Europe;Wiley-Blackwell;1982-2021;"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Medicine (miscellaneous) (Q1); Molecular Biology (Q1); Neuroscience (miscellaneous) (Q1)"
10;21100838541;Nature Human Behaviour;journal;23973374;5.205;Q1;63;218;650;11287;7576;382;12.71;51.78;United Kingdom;Western Europe;Nature Publishing Group;2017-2021;"Behavioral Neuroscience (Q1); Experimental and Cognitive Psychology (Q1); Social Psychology (Q1)"
