Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2003);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
1;21191;Pharmacological Reviews;journal;15210081, 00316997;13.345;Q1;241;29;68;7430;2160;67;27.62;256.21;United States;Northern America;American Society for Pharmacology and Experimental Therapeutics;1949, 1951-2021;"Molecular Medicine (Q1); Pharmacology (Q1)"
2;19479;Annual Review of Pharmacology and Toxicology;journal;15454304, 03621642;11.847;Q1;210;25;83;3063;1864;82;23.11;122.52;United States;Northern America;Annual Reviews Inc.;1965-1973, 1975-2021;"Pharmacology (Q1); Toxicology (Q1)"
3;20425;Nature Reviews Drug Discovery;journal;14741784, 14741776;6.281;Q1;348;260;232;7253;1353;87;5.83;27.9;United Kingdom;Western Europe;Nature Publishing Group;2002-2021;"Drug Discovery (Q1); Medicine (miscellaneous) (Q1); Pharmacology (Q1)"
4;22321;Trends in Pharmacological Sciences;journal;18733735, 01656147;3.83;Q1;225;133;500;5424;3150;382;5.79;40.78;United Kingdom;Western Europe;Elsevier Ltd.;1979-2021;"Pharmacology (Q1); Toxicology (Q1)"
5;21195;Pharmacology and Therapeutics;journal;1879016X, 01637258;3.119;Q1;211;62;196;12447;1524;193;7.67;200.76;United States;Northern America;Elsevier Inc.;1975-1977, 1979-1985, 1987-2021;"Pharmacology (Q1); Pharmacology (medical) (Q1)"
6;21100456838;Cell Chemical Biology;journal;24519448, 24519456;3.11;Q1;190;165;391;5931;2206;369;5.45;35.95;United States;Northern America;Elsevier Inc.;2016-2021;"Biochemistry (Q1); Clinical Biochemistry (Q1); Drug Discovery (Q1); Molecular Biology (Q1); Molecular Medicine (Q1); Pharmacology (Q1)"
7;13903;Cellular and Molecular Life Sciences;journal;1420682X, 14209071;3.001;Q1;233;236;561;20896;3034;545;5.25;88.54;Switzerland;Western Europe;Birkhauser Verlag Basel;1952, 1997-2021;"Cell Biology (Q1); Cellular and Molecular Neuroscience (Q1); Molecular Biology (Q1); Molecular Medicine (Q1); Pharmacology (Q1)"
8;24032;Reviews of Physiology Biochemistry and Pharmacology;journal;16175786, 03034240;2.919;Q1;66;20;19;4722;108;19;6.67;236.1;Germany;Western Europe;Springer Verlag;1974-2008, 2012-2018;"Biochemistry (Q1); Medicine (miscellaneous) (Q1); Pharmacology (Q1); Physiology (Q1); Physiology (medical) (Q1)"
9;82448;Mutation Research - DNA Repair;journal;09218777;2.758;Q1;75;0;154;0;757;152;4.15;0;Netherlands;Western Europe;Elsevier BV;1989-2001;"Genetics (Q1); Molecular Biology (Q1); Toxicology (Q1)"
10;19963;Molecular Pharmacology;journal;15210111, 0026895X;2.724;Q1;202;339;1029;12981;5994;1027;5.71;38.29;United States;Northern America;American Society for Pharmacology and Experimental Therapeutics;1965-2021;"Molecular Medicine (Q1); Pharmacology (Q1)"
11;26371;Natural Product Reports;journal;02650568, 14604752;2.71;Q1;188;43;115;6706;741;113;6.77;155.95;United Kingdom;Western Europe;Royal Society of Chemistry;1984-2021;"Biochemistry (Q1); Drug Discovery (Q1); Organic Chemistry (Q1)"
12;19907;Medicinal Research Reviews;journal;01986325, 10981128;2.603;Q1;134;29;76;4077;597;76;8.13;140.59;United States;Northern America;"John Wiley &amp; Sons Inc.";1981-2021;"Drug Discovery (Q1); Molecular Medicine (Q1); Pharmacology (Q1)"
13;18017;Neuropsychopharmacology;journal;0893133X, 1470634X;2.486;Q1;227;274;538;14161;2993;505;5.09;51.68;United Kingdom;Western Europe;Nature Publishing Group;1987-2021;"Pharmacology (Q1); Psychiatry and Mental Health (Q1)"
14;18403;Apoptosis : an international journal on programmed cell death;journal;13608185, 1573675X;2.224;Q1;115;67;167;4199;758;165;4.72;62.67;Netherlands;Western Europe;Springer Netherlands;1996-2021;"Biochemistry (medical) (Q1); Cancer Research (Q1); Cell Biology (Q1); Clinical Biochemistry (Q1); Pharmaceutical Science (Q1); Pharmacology (Q1)"
15;19615;Antimicrobial Agents and Chemotherapy;journal;10986596, 00664804;2.208;Q1;269;710;2041;19690;10065;1960;4.8;27.73;United States;Northern America;American Society for Microbiology;1963-1970, 1972-2021;"Infectious Diseases (Q1); Pharmacology (Q1); Pharmacology (medical) (Q1)"
16;18148;Pain;journal;18726623, 03043959;2.195;Q1;269;307;738;12357;3869;673;4.81;40.25;United States;Northern America;Lippincott Williams and Wilkins Ltd.;1975-2021;"Anesthesiology and Pain Medicine (Q1); Neurology (Q1); Neurology (clinical) (Q1); Pharmacology (Q1)"
17;12455;Molecular Therapy;journal;15250024, 15250016;2.122;Q1;185;248;611;7857;3168;520;4.95;31.68;United States;Northern America;Cell Press;2000-2021;"Drug Discovery (Q1); Genetics (Q1); Medicine (miscellaneous) (Q1); Molecular Biology (Q1); Molecular Medicine (Q1); Pharmacology (Q1)"
18;130044;Pharmacogenetics and Genomics;journal;17446880, 17446872;2.116;-;144;99;282;3093;1690;273;6.05;31.24;United States;Northern America;Lippincott Williams and Wilkins Ltd.;2005-2021;"Genetics (Q1); Genetics (clinical) (Q1); Molecular Biology (Q1); Molecular Medicine (Q1)"
