Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2004);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
1;21376;Vaccine;journal;0264410X, 18732518;1.17;Q1;191;639;1728;21203;5588;1666;3.08;33.18;Netherlands;Western Europe;Elsevier BV;1983-2021;"Immunology and Microbiology (miscellaneous)  (Q1); Infectious Diseases (Q1); Public Health, Environmental and Occupational Health (Q1); Veterinary (miscellaneous) (Q1); Molecular Medicine (Q2)"
2;13527;Journal of Fish Diseases;journal;13652761, 01407775;1.023;Q1;88;87;240;2277;374;237;1.54;26.17;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1978-2021;"Aquatic Science (Q1); Veterinary (miscellaneous) (Q1)"
3;3300147807;Livestock Science;journal;18711413;0.981;Q1;116;179;441;5359;676;437;1.41;29.94;Netherlands;Western Europe;Elsevier;2006-2021;"Animal Science and Zoology (Q1); Veterinary (miscellaneous) (Q1)"
4;18316;Journal of Veterinary Internal Medicine;journal;19391676, 08916640;0.962;Q1;110;144;326;4077;537;303;1.56;28.31;United States;Northern America;Wiley-Blackwell;1987-2021;"Medicine (miscellaneous) (Q1); Veterinary (miscellaneous) (Q1)"
5;19574;Veterinary Surgery;journal;1532950X, 01613499;0.938;Q1;82;95;210;2706;326;209;1.24;28.48;United States;Northern America;Wiley-Blackwell;1972-2021;Veterinary (miscellaneous) (Q1)
6;20491;Journal of Medical Entomology;journal;00222585;0.924;Q1;104;165;442;4950;783;440;1.67;30;United States;Northern America;Oxford University Press;1964-2021;"Insect Science (Q1); Parasitology (Q1); Veterinary (miscellaneous) (Q1); Infectious Diseases (Q2)"
7;17778;Medical and Veterinary Entomology;journal;0269283X, 13652915;0.899;Q1;86;63;189;2098;343;189;1.79;33.3;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1987-2021;"Insect Science (Q1); Veterinary (miscellaneous) (Q1); Ecology, Evolution, Behavior and Systematics (Q2); Parasitology (Q2)"
8;17755;Domestic Animal Endocrinology;journal;18790054, 07397240;0.889;Q1;77;51;164;2523;432;164;2.5;49.47;United States;Northern America;Elsevier Inc.;1984-2022;"Animal Science and Zoology (Q1); Food Animals (Q1); Endocrinology (Q2)"
9;17102;Journal of the American Animal Hospital Association;journal;15473317, 05872871;0.889;Q1;69;84;247;1842;303;228;1.25;21.93;United States;Northern America;American Animal Hospital Association;1973-2021;Small Animals (Q1)
10;19537;Veterinary Parasitology;journal;03044017, 18732550;0.883;Q1;131;238;742;6503;1288;737;1.5;27.32;Netherlands;Western Europe;Elsevier;1975-2021;"Medicine (miscellaneous) (Q1); Veterinary (miscellaneous) (Q1); Parasitology (Q2)"
