Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2013);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Coverage;Categories
1;19434;MMWR. Recommendations and reports : Morbidity and mortality weekly report. Recommendations and reports / Centers for Disease Control;journal;10575987, 15458601;17.297;Q1;134;12;8;1577;228;8;31.2;131,42;United States;Centers for Disease Control and Prevention (CDC);1990-ongoing;"Epidemiology (Q1); Health Information Management (Q1); Health (social science) (Q1); Health, Toxicology and Mutagenesis (Q1); Medicine (miscellaneous) (Q1)"
2;21100228100;Advances in Optics and Photonics;journal;19438206;7.206;Q1;51;11;25;1460;383;25;16.13;132,73;United States;The Optical Society;2009-ongoing;"Atomic and Molecular Physics, and Optics (Q1); Water Science and Technology (Q1)"
3;110325;Annual Review of Ecology, Evolution, and Systematics;journal;1543592X;6.801;Q1;194;28;69;3524;843;69;7.47;125,86;United States;Annual Reviews Inc.;2003-ongoing;"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1)"
4;17500155114;Energy and Environmental Sciences;journal;17545692;6.019;Q1;279;389;1260;23505;19714;1230;16.48;60,42;United Kingdom;Royal Society of Chemistry;2008-ongoing;"Environmental Chemistry (Q1); Nuclear Energy and Engineering (Q1); Pollution (Q1); Renewable Energy, Sustainability and the Environment (Q1)"
5;110092;MMWR. Morbidity and mortality weekly report;journal;01492195, 1545861X;5.981;Q1;182;270;959;1883;7816;766;10.18;6,97;United States;US Department of Health and Human Services;1981-ongoing;"Epidemiology (Q1); Health Information Management (Q1); Health (social science) (Q1); Health, Toxicology and Mutagenesis (Q1); Medicine (miscellaneous) (Q1)"
6;21100198409;Nature Climate Change;journal;17586798, 1758678X;5.871;Q1;136;282;458;6661;3039;242;12.56;23,62;United Kingdom;Nature Publishing Group;2011-ongoing;"Environmental Science (miscellaneous) (Q1); Social Sciences (miscellaneous) (Q1)"
7;20022;Economic Policy;journal;02664658, 14680327;5.597;Q1;67;19;60;737;241;48;4.58;38,79;United Kingdom;Oxford University Press;1988-ongoing;"Economics and Econometrics (Q1); Management, Monitoring, Policy and Law (Q1)"
8;71056;MMWR. Surveillance summaries : Morbidity and mortality weekly report. Surveillance summaries / CDC;journal;15458636, 15460738;5.316;Q1;90;51;63;517;675;60;11.25;10,14;United States;Centers for Disease Control and Prevention (CDC);2002-ongoing;"Epidemiology (Q1); Health Information Management (Q1); Health (social science) (Q1); Health, Toxicology and Mutagenesis (Q1)"
9;15131;Global Change Biology;journal;13652486, 13541013;4.634;Q1;217;325;870;22805;8010;850;9.21;70,17;United Kingdom;Blackwell Publishing Inc.;1995-ongoing;"Ecology (Q1); Environmental Chemistry (Q1); Environmental Science (miscellaneous) (Q1); Global and Planetary Change (Q1)"
10;21100297619;Geochemical Perspectives;journal;22237755, 22242759;4.328;Q1;11;4;4;1605;38;4;9.5;401,25;Netherlands;European Association of Geochemistry;2012-ongoing;"Environmental Chemistry (Q1); Geochemistry and Petrology (Q1); Geology (Q1)"
11;144675;Frontiers in Ecology and the Environment;journal;15409295;4.245;Q1;135;189;625;2955;1753;188;9.65;15,63;United States;Wiley-Blackwell;2003-ongoing;"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1)"
12;22044;Global Ecology and Biogeography;journal;1466822X;4.185;Q1;127;121;273;6387;2183;265;7.92;52,79;United Kingdom;Blackwell Publishing Inc.;1998-ongoing;"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Global and Planetary Change (Q1)"
13;36483;Global Environmental Change;journal;09593780;3.59;Q1;147;166;304;11691;2835;282;8.54;70,43;Netherlands;Elsevier BV;1990-ongoing;"Ecology (Q1); Geography, Planning and Development (Q1); Global and Planetary Change (Q1); Management, Monitoring, Policy and Law (Q1)"
14;21928;Fish and Fisheries;journal;14672960, 14672979;3.503;Q1;91;37;86;2997;604;81;7.74;81,00;United Kingdom;Blackwell Publishing Inc.;2001-ongoing;"Aquatic Science (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Management, Monitoring, Policy and Law (Q1); Oceanography (Q1)"
15;29602;Journal of Ecology;journal;00220477, 13652745;3.494;Q1;160;160;450;10335;2775;435;6.11;64,59;United Kingdom;Blackwell Publishing Inc.;1976, 1979-ongoing;"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Plant Science (Q1)"
16;4000151810;PLoS Computational Biology;journal;15537358, 1553734X;3.467;Q1;148;553;1355;32368;7780;1334;5.48;58,53;United States;Public Library of Science;2005-ongoing;"Cellular and Molecular Neuroscience (Q1); Computational Theory and Mathematics (Q1); Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Genetics (Q1); Modeling and Simulation (Q1); Molecular Biology (Q1)"
17;130030;Proceedings of the Royal Society B: Biological Sciences;journal;14712954, 09628452;3.4410000000000003;Q1;221;625;1622;30935;9805;1584;5.93;49,50;United Kingdom;The Royal Society;1947, 1949-ongoing;"Agricultural and Biological Sciences (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Environmental Science (miscellaneous) (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Medicine (miscellaneous) (Q1)"
18;21100841770;Global Journal of Emerging Market Economies;journal;09749101, 09752730;3.427;Q1;7;15;49;287;19;38;0.4;19,13;United States;SAGE Publications Inc.;2009-ongoing;"Business and International Management (Q1); Development (Q1); Economics, Econometrics and Finance (miscellaneous) (Q1); Geography, Planning and Development (Q1); Global and Planetary Change (Q1)"
19;18988;Mutation Research - Reviews in Mutation Research;journal;13835742;3.305;Q1;114;27;95;3006;700;90;8.37;111,33;Netherlands;Elsevier BV;1990-1995, 1997-ongoing;"Genetics (Q1); Health, Toxicology and Mutagenesis (Q1)"
20;21848;Global Biogeochemical Cycles;journal;08866236;3.298;Q1;164;108;289;7077;1662;282;4.99;65,53;United States;Wiley-Blackwell;1987-ongoing;"Atmospheric Science (Q1); Environmental Chemistry (Q1); Environmental Science (miscellaneous) (Q1); Global and Planetary Change (Q1)"
21;11700154363;Cryosphere;journal;19940416, 19940424;3.249;Q1;63;110;239;5774;1176;236;4.91;52,49;Germany;Copernicus Group;2007-ongoing;"Earth-Surface Processes (Q1); Water Science and Technology (Q1)"
22;11600153422;Review of Environmental Economics and Policy;journal;17506816;3.169;Q1;42;18;48;983;242;47;5.06;54,61;United States;Oxford University Press;2008-ongoing;"Economics and Econometrics (Q1); Management, Monitoring, Policy and Law (Q1)"
23;19700182347;Issues in Ecology;book series;10928987;3.144;Q1;6;2;4;72;42;4;6.0;36,00;United States;Ecological Society of America;2010-ongoing;"Ecology (Q1); Global and Planetary Change (Q1); Pollution (Q1)"
24;21100218107;Journal of Advances in Modeling Earth Systems;journal;19422466;3.142;Q1;38;27;34;1398;114;33;3.45;51,78;United States;Wiley-Blackwell;2011-ongoing;"Earth and Planetary Sciences (miscellaneous) (Q1); Environmental Chemistry (Q1); Global and Planetary Change (Q1)"
25;21003;Environmental Health Perspectives;journal;00916765;3.0810000000000004;Q1;249;351;1379;11430;7373;988;6.63;32,56;United States;US Department of Health and Human Services;1972-ongoing;"Health, Toxicology and Mutagenesis (Q1); Public Health, Environmental and Occupational Health (Q1)"
26;28800;Annual Review of Environment and Resources;book series;15452050, 15435938;3.072;Q1;101;19;51;2608;450;49;6.25;137,26;United States;Annual Reviews Inc.;2003-ongoing;Environmental Science (miscellaneous) (Q1)
27;26239;Quaternary Science Reviews;journal;02773791;3.062;Q1;164;333;852;29394;4731;822;5.09;88,27;United Kingdom;Elsevier Ltd.;1982-ongoing;"Archeology (Q1); Archeology (arts and humanities) (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Geology (Q1); Global and Planetary Change (Q1)"
28;28801;Applied Energy;journal;03062619;3.06;Q1;162;962;1733;36502;12413;1714;6.67;37,94;United Kingdom;Elsevier Ltd.;1975-ongoing;"Building and Construction (Q1); Civil and Structural Engineering (Q1); Energy Engineering and Power Technology (Q1); Energy (miscellaneous) (Q1); Fuel Technology (Q1); Management, Monitoring, Policy and Law (Q1); Mechanical Engineering (Q1); Nuclear Energy and Engineering (Q1)"
29;29547;Journal of Applied Ecology;journal;00218901, 13652664;3.055;Q1;159;155;483;7980;2822;469;5.51;51,48;United Kingdom;Blackwell Publishing Inc.;1973-ongoing;Ecology (Q1)
30;21100217611;Methods in Ecology and Evolution;journal;2041210X;3.042;Q1;77;136;204;5753;1168;203;5.75;42,30;United States;John Wiley and Sons Inc.;2011-ongoing;"Ecological Modeling (Q1); Ecology, Evolution, Behavior and Systematics (Q1)"
31;24135;Bulletin of the American Museum of Natural History;journal;00030090, 19373546;3.01;Q1;51;8;37;1008;217;37;7.78;126,00;United States;American Museum of Natural History;1996-ongoing;"Agricultural and Biological Sciences (miscellaneous) (Q1); Ecology (Q1)"
32;18795;Water Research;journal;00431354;2.9560000000000004;Q1;263;689;1913;30867;12200;1864;6.16;44,80;Netherlands;Elsevier BV;1967-ongoing;"Ecological Modeling (Q1); Pollution (Q1); Waste Management and Disposal (Q1); Water Science and Technology (Q1)"
33;19900191605;WIREs Climate Change;journal;17577799, 17577780;2.955;Q1;58;44;190;3644;1118;171;6.13;82,82;United States;John Wiley & Sons Inc.;2010-ongoing;"Atmospheric Science (Q1); Geography, Planning and Development (Q1); Global and Planetary Change (Q1)"
34;21537;Environmental Science & Technology;journal;0013936X, 15205851;2.952;Q1;345;1846;4919;81609;29070;4516;5.98;44,21;United States;American Chemical Society;1958, 1967-ongoing;"Chemistry (miscellaneous) (Q1); Environmental Chemistry (Q1); Medicine (miscellaneous) (Q1)"
35;4400151524;Particle and Fibre Toxicology;journal;17438977;2.857;Q1;83;64;126;3015;1246;120;8.12;47,11;United Kingdom;BioMed Central;2004-ongoing;"Health, Toxicology and Mutagenesis (Q1); Medicine (miscellaneous) (Q1); Toxicology (Q1)"
36;23352;Journal of Environmental Economics and Management;journal;10960449, 00950696;2.81;Q1;105;70;157;2788;611;155;3.42;39,83;United States;Elsevier Inc.;1974-ongoing;"Economics and Econometrics (Q1); Management, Monitoring, Policy and Law (Q1)"
37;17822;Conservation Biology;journal;15231739, 08888892;2.798;Q1;201;168;506;7035;2447;419;5.77;41,88;United Kingdom;Blackwell Publishing Inc.;1987-ongoing;"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Medicine (miscellaneous) (Q1); Nature and Landscape Conservation (Q1)"
