Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2020);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
1;21100330722;Annual Review of Animal Biosciences;journal;21658110, 21658102;2.879;Q1;47;18;60;2635;481;57;8.17;146.39;United States;Northern America;Annual Reviews Inc.;2013-2021;"Animal Science and Zoology (Q1); Biotechnology (Q1); Genetics (Q1); Veterinary (miscellaneous) (Q1)"
2;21100805354;GeroScience;journal;25092715, 25092723;1.883;Q1;72;124;152;9449;1054;148;6.68;76.2;Switzerland;Western Europe;Springer International Publishing AG;2017-2021;"Aging (Q1); Cardiology and Cardiovascular Medicine (Q1); Complementary and Alternative Medicine (Q1); Geriatrics and Gerontology (Q1); Veterinary (miscellaneous) (Q1)"
3;21376;Vaccine;journal;0264410X, 18732518;1.585;Q1;191;1135;3184;41624;10658;2958;3.2;36.67;Netherlands;Western Europe;Elsevier BV;1983-2021;"Immunology and Microbiology (miscellaneous)  (Q1); Infectious Diseases (Q1); Molecular Medicine (Q1); Public Health, Environmental and Occupational Health (Q1); Veterinary (miscellaneous) (Q1)"
4;10300153305;Transboundary and Emerging Diseases;journal;18651674, 18651682;1.392;Q1;70;356;838;14232;3709;824;4.48;39.98;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;2008-2021;"Medicine (miscellaneous) (Q1); Veterinary (miscellaneous) (Q1); Immunology and Microbiology (miscellaneous)  (Q2)"
5;21100823377;Animal Nutrition;journal;24056383, 24056545;1.356;Q1;35;62;180;3834;1093;180;6.38;61.84;China;Asiatic Region;KeAi Communications Co.;2015-2021;"Animal Science and Zoology (Q1); Food Animals (Q1)"
6;18316;Journal of Veterinary Internal Medicine;journal;19391676, 08916640;1.356;Q1;110;299;739;10880;2138;720;2.87;36.39;United States;Northern America;Wiley-Blackwell;1987-2021;"Medicine (miscellaneous) (Q1); Veterinary (miscellaneous) (Q1)"
7;21100897791;Vaccine: X;journal;25901362;1.316;Q1;9;21;37;729;105;37;2.84;34.71;United Kingdom;Western Europe;Elsevier Ltd.;2019-2021;"Infectious Diseases (Q1); Public Health, Environmental and Occupational Health (Q1); Veterinary (miscellaneous) (Q1); Immunology and Microbiology (miscellaneous)  (Q2); Molecular Medicine (Q2)"
8;19555;Veterinary Research;journal;09284249, 12979716;1.204;Q1;109;137;317;6434;1264;316;3.53;46.96;United Kingdom;Western Europe;BioMed Central Ltd.;1993-2021;Veterinary (miscellaneous) (Q1)
9;20882;Veterinary Microbiology;journal;03781135, 18732542;1.155;Q1;135;320;1041;11607;3600;1028;3.03;36.27;Netherlands;Western Europe;Elsevier;1976-2021;"Medicine (miscellaneous) (Q1); Veterinary (miscellaneous) (Q1); Microbiology (Q2)"
10;21100899501;EFSA Journal;journal;18314732;1.076;Q1;114;420;840;17426;2937;836;3.37;41.49;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;2003-2021;"Animal Science and Zoology (Q1); Food Science (Q1); Parasitology (Q1); Plant Science (Q1); Veterinary (miscellaneous) (Q1); Microbiology (Q2)"
