Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2021);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
1;25491;Diabetes Care;journal;19355548, 01495992;6.528;Q1;380;459;1469;8964;17988;1123;12.23;19.53;United States;Northern America;American Diabetes Association Inc.;1978-2021;"Advanced and Specialized Nursing (Q1); Endocrinology, Diabetes and Metabolism (Q1); Internal Medicine (Q1)"
2;20618;Stroke;journal;15244628, 00392499;3.245;Q1;330;675;2134;19306;13909;1634;5.89;28.60;United States;Northern America;Lippincott Williams and Wilkins Ltd.;1970-2021;"Advanced and Specialized Nursing (Q1); Cardiology and Cardiovascular Medicine (Q1); Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Neuroscience (miscellaneous) (Q1)"
3;29993;Annual Review of Nutrition;journal;01999885, 15454312;2.532;Q1;166;23;53;3136;574;50;8.58;136.35;United States;Northern America;Annual Reviews Inc.;1981-2020;"Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1)"
4;19064;Resuscitation;journal;18731570, 03009572;2.198;Q1;139;494;1383;14101;5173;917;3.59;28.54;Ireland;Western Europe;Elsevier Ireland Ltd;1972-1976, 1978-2021;"Cardiology and Cardiovascular Medicine (Q1); Emergency Medicine (Q1); Emergency Nursing (Q1)"
5;21100202730;Advances in Nutrition;journal;21565376, 21618313;2.146;Q1;103;188;357;16330;3580;314;9.52;86.86;United States;Northern America;American Society for Nutrition;2010-2021;"Food Science (Q1); Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1)"
6;14875;International Journal of Behavioral Nutrition and Physical Activity;journal;14795868;2.028;Q1;129;162;426;9443;3495;422;8.07;58.29;United Kingdom;Western Europe;BioMed Central Ltd.;2004-2021;"Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1)"
7;12066;Journal of the American Medical Directors Association;journal;15258610, 15389375;2.023;Q1;102;572;982;17506;5352;693;5.36;30.60;United States;Northern America;Elsevier Inc.;2001-2021;"Geriatrics and Gerontology (Q1); Health Policy (Q1); Medicine (miscellaneous) (Q1); Nursing (miscellaneous) (Q1)"
8;29990;American Journal of Clinical Nutrition;journal;19383207, 00029165;1.833;Q1;351;445;1020;14601;6044;795;5.70;32.81;United States;Northern America;American Society for Nutrition;1952-2021;"Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1)"
9;21100854855;Clinical and Translational Immunology;journal;20500068;1.771;Q1;39;126;196;7619;1157;183;6.07;60.47;United Kingdom;Western Europe;"John Wiley &amp; Sons Inc.";2012-2021;"Immunology (Q1); Immunology and Allergy (Q1); Nursing (miscellaneous) (Q1)"
10;6300153105;Current Opinion in HIV and AIDS;journal;1746630X;1.691;Q1;69;42;199;943;799;189;3.42;22.45;United States;Northern America;Lippincott Williams and Wilkins Ltd.;2007-2021;"Hematology (Q1); Immunology (Q1); Infectious Diseases (Q1); Oncology (Q1); Oncology (nursing) (Q1); Virology (Q2)"
