Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2010);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
1;19434;MMWR Recommendations and Reports;journal;10575987, 15458601;11.834;Q1;148;3;24;0;820;24;37.47;0;United States;Northern America;Centers for Disease Control and Prevention (CDC);1990-2021;"Epidemiology (Q1); Health Information Management (Q1); Health (social science) (Q1); Health, Toxicology and Mutagenesis (Q1); Medicine (miscellaneous) (Q1)"
2;71056;MMWR Surveillance Summaries;journal;15458636, 15460738;8.676;Q1;104;0;31;0;790;31;29.35;0;United States;Northern America;Centers for Disease Control and Prevention (CDC);2002-2021;"Epidemiology (Q1); Health Information Management (Q1); Health (social science) (Q1); Health, Toxicology and Mutagenesis (Q1)"
3;110092;Morbidity and Mortality Weekly Report;journal;01492195, 1545861X;5.409;Q1;228;271;638;4065;5897;397;10.17;15;United States;Northern America;Department of Health and Human Services;1981-2021;"Epidemiology (Q1); Health Information Management (Q1); Health (social science) (Q1); Health, Toxicology and Mutagenesis (Q1); Medicine (miscellaneous) (Q1)"
4;19799;American Journal of Sports Medicine;journal;03635465, 15523365;3.411;Q1;236;346;920;10282;4148;790;4.08;29.72;United States;Northern America;SAGE Publications Inc.;1973-2021;"Medicine (miscellaneous) (Q1); Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sports Science (Q1)"
5;16101;Human Brain Mapping;journal;10659471, 10970193;3.192;Q1;199;163;584;9369;3582;578;5.68;57.48;United States;Northern America;Wiley-Liss Inc.;1993-2021;"Anatomy (Q1); Neurology (Q1); Neurology (clinical) (Q1); Radiological and Ultrasound Technology (Q1); Radiology, Nuclear Medicine and Imaging (Q1)"
6;21100241208;Bone and Joint Journal;journal;20494408, 20494394;2.973;Q1;189;303;944;8953;3333;884;3.38;29.55;United Kingdom;Western Europe;British Editorial Society of Bone and Joint Surgery;2013-2021;"Medicine (miscellaneous) (Q1); Orthopedics and Sports Medicine (Q1); Sports Science (Q1); Surgery (Q1)"
7;12198;Journal of Bone and Joint Surgery - Series A;journal;15351386, 00219355;2.93;Q1;274;478;1546;13873;6151;1347;3.44;29.02;United States;Northern America;Lippincott Williams and Wilkins Ltd.;1946-2021;"Medicine (miscellaneous) (Q1); Orthopedics and Sports Medicine (Q1); Sports Science (Q1); Surgery (Q1)"
8;15222;Arthroscopy - Journal of Arthroscopic and Related Surgery;journal;07498063, 15263231;2.872;Q1;172;303;813;6940;2727;664;3.19;22.9;United Kingdom;Western Europe;W.B. Saunders Ltd;1985-2021;"Orthopedics and Sports Medicine (Q1); Sports Science (Q1)"
9;23478;Journal of Physiology;journal;00223751, 14697793;2.829;Q1;249;492;1852;19283;8178;1630;4.4;39.19;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1878-2021;"Physiology (Q1); Sports Science (Q1)"
10;23845;Journal of Cardiovascular Magnetic Resonance;journal;1532429X, 10976647;2.475;Q1;102;155;192;2315;780;187;4.73;14.94;United Kingdom;Western Europe;BioMed Central Ltd.;1999-2021;"Cardiology and Cardiovascular Medicine (Q1); Family Practice (Q1); Radiological and Ultrasound Technology (Q1); Radiology, Nuclear Medicine and Imaging (Q1)"
11;19894;Medicine and Science in Sports and Exercise;journal;15300315, 01959131;2.155;Q1;238;291;918;10562;4470;842;4.12;36.3;United States;Northern America;Lippincott Williams and Wilkins Ltd.;1969-2021;"Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sports Science (Q1)"
12;18548;Histochemistry and Cell Biology;journal;1432119X, 09486143;2.068;Q1;103;110;418;5424;1719;416;5.03;49.31;Germany;Western Europe;Springer Verlag;1995-2021;"Histology (Q1); Medical Laboratory Technology (Q1); Molecular Biology (Q1); Cell Biology (Q2)"
13;20373;Sports Medicine;journal;01121642, 11792035;2.06;Q1;201;68;234;5859;1287;224;5.96;86.16;Switzerland;Western Europe;Springer International Publishing AG;1984-2021;"Medicine (miscellaneous) (Q1); Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sports Science (Q1)"
14;21723;Journal of Shoulder and Elbow Surgery;journal;15326500, 10582746;2.059;Q1;152;252;655;6165;1672;626;2.28;24.46;United States;Northern America;Mosby Inc.;1992-2021;"Medicine (miscellaneous) (Q1); Orthopedics and Sports Medicine (Q1); Sports Science (Q1); Surgery (Q1)"
15;13679;Ear and Hearing;journal;15384667, 01960202;1.993;Q1;115;84;271;3257;784;259;2.46;38.77;United States;Northern America;Lippincott Williams and Wilkins Ltd.;1980-2021;"Otorhinolaryngology (Q1); Speech and Hearing (Q1)"
16;28645;Ultrasound in Obstetrics and Gynecology;journal;09607692, 14690705;1.95;Q1;151;289;834;6316;2472;633;2.76;21.85;United Kingdom;Western Europe;John Wiley and Sons Ltd;1991-2021;"Medicine (miscellaneous) (Q1); Obstetrics and Gynecology (Q1); Radiological and Ultrasound Technology (Q1); Radiology, Nuclear Medicine and Imaging (Q1); Reproductive Medicine (Q1)"
17;29203;Physics in Medicine and Biology;journal;00319155, 13616560;1.888;Q1;198;538;1588;17540;5631;1576;3.41;32.6;United Kingdom;Western Europe;IOP Publishing Ltd.;1956-2021;"Radiological and Ultrasound Technology (Q1); Radiology, Nuclear Medicine and Imaging (Q1)"
18;14875;International Journal of Behavioral Nutrition and Physical Activity;journal;14795868;1.875;Q1;129;91;225;4138;923;223;3.88;45.47;United Kingdom;Western Europe;BioMed Central Ltd.;2004-2021;"Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1)"
19;12164;Brain and Language;journal;10902155, 0093934X;1.75;Q1;129;78;227;5895;858;215;3.59;75.58;United States;Northern America;Academic Press Inc.;1974-2021;"Experimental and Cognitive Psychology (Q1); Linguistics and Language (Q1); Speech and Hearing (Q1); Cognitive Neuroscience (Q2)"
20;23454;Journal of Applied Physiology;journal;87507587, 15221601;1.745;Q1;240;622;2187;22152;6503;1469;2.76;35.61;United States;Northern America;American Physiological Society;1948-1976, 1985-2021;"Medicine (miscellaneous) (Q1); Physiology (Q1); Physiology (medical) (Q1); Sports Science (Q1)"
21;12257;Journal of Orthopaedic Trauma;journal;08905339, 15312291;1.74;Q1;128;224;470;4633;1110;399;1.97;20.68;United States;Northern America;Lippincott Williams and Wilkins Ltd.;1987-2021;"Medicine (miscellaneous) (Q1); Orthopedics and Sports Medicine (Q1); Sports Science (Q1); Surgery (Q1)"
22;13068;Spine;journal;03622436, 15281159;1.709;Q1;266;748;2100;19959;6345;1900;2.58;26.68;United States;Northern America;Lippincott Williams and Wilkins Ltd.;1976-2021;"Neurology (clinical) (Q1); Orthopedics and Sports Medicine (Q1); Sports Science (Q1)"
23;29603;Clinical Orthopaedics and Related Research;journal;15281132, 0009921X;1.675;Q1;217;506;1500;13507;3572;1397;2.17;26.69;United States;Northern America;Springer New York;1963-2021;"Medicine (miscellaneous) (Q1); Orthopedics and Sports Medicine (Q1); Sports Science (Q1)"
24;15122;Journal of Speech, Language, and Hearing Research;journal;10924388, 15589102;1.643;Q1;145;123;341;6522;1029;336;2.75;53.02;United States;Northern America;American Speech-Language-Hearing Association (ASHA);1996-2021;"Linguistics and Language (Q1); Medicine (miscellaneous) (Q1); Speech and Hearing (Q1)"
25;14352;Brain Topography;journal;15736792, 08960267;1.625;Q1;76;44;83;2088;270;81;3.62;47.45;United States;Northern America;Kluwer Academic/Human Sciences Press Inc.;1988-2021;"Anatomy (Q1); Neurology (Q1); Neurology (clinical) (Q1); Radiological and Ultrasound Technology (Q1); Radiology, Nuclear Medicine and Imaging (Q1)"
