Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (1999);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
1;23571;Science;journal;10959203, 00368075;16.615;Q1;1229;2239;7752;41393;78623;3956;9.34;18.49;United States;Northern America;American Association for the Advancement of Science;1880-1881, 1883-2021;"History and Philosophy of Science (Q1); Multidisciplinary (Q1)"
2;16036;Administrative Science Quarterly;journal;00018392, 19303815;9.015;Q1;191;26;76;1831;364;76;3.78;70.42;United States;Northern America;Johnson School at Cornell University;1975-1987, 1989-1990, 1993-1994, 1996-2021;"Arts and Humanities (miscellaneous) (Q1); Public Administration (Q1); Sociology and Political Science (Q1)"
3;13467;Psychological Review;journal;19391471, 0033295X;7.7;Q1;220;38;97;4290;906;96;6.79;112.89;United States;Northern America;American Psychological Association;1894-2021;"History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1)"
4;13443;Psychological Bulletin;journal;00332909, 19391455;5.412;Q1;328;41;117;6348;928;113;7.03;154.83;United States;Northern America;American Psychological Association;1904-2021;"History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1)"
5;22899;Journal of Consumer Research;journal;00935301, 15375277;4.116;Q1;194;24;84;1424;285;84;3.43;59.33;United Kingdom;Western Europe;Oxford University Press;1977-1978, 1984, 1996-2021;"Anthropology (Q1); Arts and Humanities (miscellaneous) (Q1); Business and International Management (Q1); Economics and Econometrics (Q1); Marketing (Q1)"
6;28973;Journal of Econometrics;journal;03044076;3.314;Q1;166;54;308;1514;453;308;0.98;28.04;Netherlands;Western Europe;Elsevier BV;1973-2021;"Applied Mathematics (Q1); Economics and Econometrics (Q1); History and Philosophy of Science (Q1)"
7;13461;Psychological Methods;journal;1082989X, 19391463;2.9;Q1;162;27;85;1311;264;85;1.47;48.56;United States;Northern America;American Psychological Association;1996-2021;"History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1)"
8;26239;Quaternary Science Reviews;journal;02773791;2.866;Q1;192;104;229;5423;627;221;2.49;52.14;United Kingdom;Western Europe;Elsevier Ltd.;1982-2021;"Archeology (Q1); Archeology (arts and humanities) (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Geology (Q1); Global and Planetary Change (Q1)"
9;15481;Journal of Experimental Psychology: Human Perception and Performance;journal;00961523, 19391277;2.656;Q1;152;117;316;6007;897;316;2.31;51.34;United States;Northern America;American Psychological Association;1975-2021;"Arts and Humanities (miscellaneous) (Q1); Behavioral Neuroscience (Q1); Experimental and Cognitive Psychology (Q1); Medicine (miscellaneous) (Q1)"
10;23626;Science Education;journal;00368326, 1098237X;2.418;Q1;121;42;105;1923;150;105;1.2;45.79;United States;Northern America;Wiley-Liss Inc.;1930-2021;"Education (Q1); History and Philosophy of Science (Q1)"
11;17530;Social Forces;journal;15347605, 00377732;2.392;Q1;137;54;154;2367;279;154;1.54;43.83;United Kingdom;Western Europe;Oxford University Press;1925-2021;"Anthropology (Q1); History (Q1); Sociology and Political Science (Q1)"
12;23638;Gender, Place, and Culture;journal;0966369X, 13600524;2.381;Q1;70;15;43;917;85;43;1.93;61.13;United Kingdom;Western Europe;Routledge;1994-2021;"Arts and Humanities (miscellaneous) (Q1); Cultural Studies (Q1); Demography (Q1); Gender Studies (Q1)"
13;14062;Psychonomic Bulletin and Review;journal;10699384, 15315320;2.321;Q1;159;67;218;2597;481;218;1.52;38.76;United States;Northern America;Springer New York;1994-2021;"Arts and Humanities (miscellaneous) (Q1); Developmental and Educational Psychology (Q1); Experimental and Cognitive Psychology (Q1)"
14;13422;Psychoanalytic Quarterly;journal;00332828, 21674086;2.294;Q1;41;25;81;760;93;81;1.14;30.4;United Kingdom;Western Europe;Taylor and Francis Ltd.;1945-2021;"Arts and Humanities (miscellaneous) (Q1); Clinical Psychology (Q1); Developmental and Educational Psychology (Q1); Medicine (miscellaneous) (Q1); Psychiatry and Mental Health (Q1)"
15;25793;Quaternary Research;journal;00335894;2.228;Q1;118;71;187;3151;414;186;2.06;44.38;United States;Northern America;Cambridge University Press;1970-2021;"Arts and Humanities (miscellaneous) (Q1); Earth and Planetary Sciences (miscellaneous) (Q1); Earth-Surface Processes (Q1)"
16;12061;Memory and Cognition;journal;0090502X, 15325946;2.204;Q1;131;96;248;3623;554;247;1.98;37.74;United States;Northern America;Springer New York;1973-2021;"Arts and Humanities (miscellaneous) (Q1); Experimental and Cognitive Psychology (Q1); Medicine (miscellaneous) (Q1); Neuropsychology and Physiological Psychology (Q1)"
17;24431;Journal of Quaternary Science;journal;02678179, 10991417;2.135;Q1;98;57;134;2969;272;134;1.98;52.09;United Kingdom;Western Europe;John Wiley and Sons Ltd;1986-2021;"Arts and Humanities (miscellaneous) (Q1); Earth and Planetary Sciences (miscellaneous) (Q1); Paleontology (Q1)"
18;14916;Cognitive Neuropsychology;journal;14640627, 02643294;1.912;Q1;91;34;103;2066;258;103;2.29;60.76;United Kingdom;Western Europe;Taylor and Francis Ltd.;1984-2021;"Arts and Humanities (miscellaneous) (Q1); Cognitive Neuroscience (Q1); Developmental and Educational Psychology (Q1); Experimental and Cognitive Psychology (Q1); Neuropsychology and Physiological Psychology (Q1)"
19;17844;Vegetation History and Archaeobotany;journal;16176278, 09396314;1.841;Q1;64;25;64;1094;84;64;1.16;43.76;United States;Northern America;Springer New York;1992-2021;"Archeology (arts and humanities) (Q1); Paleontology (Q1); Plant Science (Q1)"
20;15653;Journal of Marriage and Family;journal;17413737, 00222445;1.749;Q1;168;82;221;3702;393;221;1.54;45.15;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1973-1978, 1980-1981, 1985, 1996-2021;"Anthropology (Q1); Arts and Humanities (miscellaneous) (Q1); Social Sciences (miscellaneous) (Q1); Social Work (Q1)"
21;12996;IEEE Signal Processing Magazine;journal;10535888;1.713;Q1;191;41;103;2101;301;101;2.03;51.24;United States;Northern America;Institute of Electrical and Electronics Engineers Inc.;1991-2021;"Applied Mathematics (Q1); Electrical and Electronic Engineering (Q1); Music (Q1); Signal Processing (Q1)"
22;15407;Visual Cognition;journal;13506285, 14640716;1.701;Q1;85;26;47;1252;122;47;2.35;48.15;United Kingdom;Western Europe;Taylor and Francis Ltd.;1994-2021;"Arts and Humanities (miscellaneous) (Q1); Experimental and Cognitive Psychology (Q1); Cognitive Neuroscience (Q2)"
23;22634;Holocene;journal;14770911, 09596836;1.679;Q1;121;71;172;3479;331;172;1.85;49;United Kingdom;Western Europe;SAGE Publications Ltd;1991-2021;"Archeology (arts and humanities) (Q1); Earth-Surface Processes (Q1); Ecology (Q1); Global and Planetary Change (Q1); Paleontology (Q1)"
24;26107;Philosophical Review, The;journal;00318108;1.679;Q1;60;11;34;631;33;34;0.7;57.36;United States;Northern America;Duke University Press;1970, 1977-1978, 1984, 1996-2021;Philosophy (Q1)
25;14035;Psychology of Women Quarterly;journal;14716402, 03616843;1.664;Q1;99;60;126;1879;168;120;0.92;31.32;United Kingdom;Western Europe;SAGE Publications Ltd;1976-2021;"Arts and Humanities (miscellaneous) (Q1); Developmental and Educational Psychology (Q1); Gender Studies (Q1); Psychology (miscellaneous) (Q1)"
26;22857;Political Geography;journal;09626298;1.635;Q1;102;37;112;2271;167;112;1.7;61.38;United Kingdom;Western Europe;Elsevier BV;1983, 1992-2022;"Geography, Planning and Development (Q1); History (Q1); Sociology and Political Science (Q1)"
27;24782;Neural Computation;journal;08997667, 1530888X;1.612;Q1;167;95;288;2866;783;288;2.94;30.17;United States;Northern America;MIT Press Journals;1995-2021;"Arts and Humanities (miscellaneous) (Q1); Cognitive Neuroscience (Q2)"
28;12858;Cognition and Emotion;journal;02699931, 14640600;1.544;Q1;135;36;99;2185;171;99;1.66;60.69;United Kingdom;Western Europe;Taylor and Francis Ltd.;1987-2021;"Arts and Humanities (miscellaneous) (Q1); Developmental and Educational Psychology (Q1); Experimental and Cognitive Psychology (Q1)"
29;25101;Boreas;journal;03009483, 15023885;1.418;Q1;77;39;75;2153;125;74;1.52;55.21;United States;Northern America;Wiley-Blackwell;1972-2021;"Archeology (arts and humanities) (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Geology (Q1)"
30;23121;New York Review of Books;journal;19447744, 00287504;1.392;Q1;23;0;2;0;7;2;7;0;United States;Northern America;New York Review;1977-1978, 1984, 1991-1992, 1994, 1996-1997, 2000-2001, 2007-2016;"Arts and Humanities (miscellaneous) (Q1); Cultural Studies (Q1); Sociology and Political Science (Q1)"
31;14946;Group Processes and Intergroup Relations;journal;14617188, 13684302;1.352;Q1;79;21;12;1085;12;12;1;51.67;United Kingdom;Western Europe;SAGE Publications Ltd;1998-2021;"Arts and Humanities (miscellaneous) (Q1); Communication (Q1); Cultural Studies (Q1); Social Psychology (Q1); Sociology and Political Science (Q1)"
32;33918;Current Anthropology;journal;00113204, 15375382;1.305;Q1;118;31;145;2494;160;106;0.98;80.45;United States;Northern America;University of Chicago;1962, 1971, 1974, 1978-1988, 1992, 1994, 1996-2021;"Anthropology (Q1); Archeology (Q1); Archeology (arts and humanities) (Q1)"
33;17500155152;American Journal on Intellectual and Developmental Disabilities;journal;19447515, 19447558;1.276;Q1;89;44;144;1425;293;143;2.22;32.39;United States;Northern America;American Association on Intellectual and Developmental Disabilities;2009-2021;"Arts and Humanities (miscellaneous) (Q1); Developmental and Educational Psychology (Q1); Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Neuropsychology and Physiological Psychology (Q1); Pediatrics, Perinatology and Child Health (Q1); Psychiatry and Mental Health (Q1)"
