Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2009);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
1;14181;Annual Review of Neuroscience;journal;0147006X, 15454126;25.89;Q1;248;18;65;3023;1958;65;27.18;167.94;United States;Northern America;Annual Reviews Inc.;1978-2021;Neuroscience (miscellaneous) (Q1)
2;17436;Nature Neuroscience;journal;10976256, 15461726;11.015;Q1;437;278;820;9066;9662;768;11.3;32.61;United Kingdom;Western Europe;Nature Publishing Group;1998-2021;Neuroscience (miscellaneous) (Q1)
3;17978;Neuron;journal;10974199, 08966273;10.998;Q1;493;368;1148;18600;13038;1139;10.49;50.54;United States;Northern America;Cell Press;1988-2021;Neuroscience (miscellaneous) (Q1)
4;17435;EMBO Journal;journal;02614189, 14602075;9.727;Q1;405;361;1265;17478;11970;1263;9.25;48.42;Germany;Western Europe;Wiley-Blackwell;1982-2021;"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Medicine (miscellaneous) (Q1); Molecular Biology (Q1); Neuroscience (miscellaneous) (Q1)"
5;19939;Trends in Neurosciences;journal;03785912, 01662236, 1878108X;9.446;Q1;301;69;255;6343;3646;245;13.57;91.93;United Kingdom;Western Europe;Elsevier Ltd.;1978-2021;Neuroscience (miscellaneous) (Q1)
6;15359;Trends in Cognitive Sciences;journal;1879307X, 13646613;9.042;Q1;326;87;276;4591;3330;227;10.56;52.77;United Kingdom;Western Europe;Elsevier Ltd.;1997-2021;"Cognitive Neuroscience (Q1); Experimental and Cognitive Psychology (Q1); Neuropsychology and Physiological Psychology (Q1)"
7;17437;Nature Reviews Neuroscience;journal;14710048, 1471003X;9.019;Q1;434;188;597;10077;7170;537;10.4;53.6;United Kingdom;Western Europe;Nature Publishing Group;2000-2021;Neuroscience (miscellaneous) (Q1)
8;12977;PLoS Biology;journal;15449173, 15457885;7.722;Q1;281;256;829;12541;8863;795;9.95;48.99;United States;Northern America;Public Library of Science;2003-2021;"Agricultural and Biological Sciences (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Neuroscience (miscellaneous) (Q1)"
9;14992;Current Opinion in Neurobiology;journal;09594388, 18736882;7.516;Q1;235;99;289;5027;2498;266;7.67;50.78;United Kingdom;Western Europe;Elsevier Ltd.;1991-2022;Neuroscience (miscellaneous) (Q1)
10;16764;Journal of Neuroscience;journal;02706474, 15292401;6.15;Q1;471;1596;4482;83995;35748;4403;7.52;52.63;United States;Northern America;Society for Neuroscience;1981-2021;Neuroscience (miscellaneous) (Q1)
11;17382;Molecular Psychiatry;journal;14765578, 13594184;5.982;Q1;225;129;405;5883;3690;310;9.45;45.6;United Kingdom;Western Europe;Nature Publishing Group;1996-2021;"Cellular and Molecular Neuroscience (Q1); Molecular Biology (Q1); Psychiatry and Mental Health (Q1)"
12;15537;Current Biology;journal;18790445, 09609822;5.72;-;331;717;2166;17407;12078;1890;5.26;24.28;United States;Northern America;Cell Press;1991-2021;"Agricultural and Biological Sciences (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1)"
13;24025;Progress in Neurobiology;journal;18735118, 03010082;5.613;Q1;239;59;164;12935;1718;159;10.04;219.24;United Kingdom;Western Europe;Elsevier Ltd.;1959, 1962, 1973-2021;Neuroscience (miscellaneous) (Q1)
14;14179;Annals of Neurology;journal;15318249, 03645134;5.34;Q1;308;267;770;8086;5740;547;6.76;30.28;United States;Northern America;"John Wiley &amp; Sons Inc.";1977-2021;"Neurology (Q1); Neurology (clinical) (Q1)"
15;14308;Biological Psychiatry;journal;00063223, 18732402;5.25;Q1;333;350;1089;15630;10041;969;8.42;44.66;United States;Northern America;Elsevier USA;1969-2021;Biological Psychiatry (Q1)
16;14855;Cerebral Cortex;journal;10473211, 14602199;5.158;Q1;262;274;765;17877;5614;763;7.25;65.24;United Kingdom;Western Europe;Oxford University Press;1991-2021;"Cellular and Molecular Neuroscience (Q1); Cognitive Neuroscience (Q1)"
17;14351;Brain Research Reviews;journal;01650173, 18726321;4.531;Q1;202;70;257;10119;2183;253;8.08;144.56;Netherlands;Western Europe;Elsevier;1979-2011;"Neurology (clinical) (Q1); Neuroscience (miscellaneous) (Q1)"
18;26111;Frontiers in Neuroendocrinology;journal;00913022, 10956808;4.511;Q1;138;37;64;7847;828;60;14.11;212.08;United States;Northern America;Academic Press Inc.;1973, 1990-2021;Endocrine and Autonomic Systems (Q1)
19;18045;Neuroscience and Biobehavioral Reviews;journal;18737528, 01497634;4.316;Q1;255;98;266;14460;2443;254;7.43;147.55;United Kingdom;Western Europe;Elsevier Ltd.;1978-2021;"Behavioral Neuroscience (Q1); Cognitive Neuroscience (Q1); Neuropsychology and Physiological Psychology (Q1)"
20;16688;Journal of Cognitive Neuroscience;journal;0898929X, 15308898;4.106;Q1;221;184;510;11335;3108;509;5.41;61.6;United States;Northern America;MIT Press Journals;1989-2021;Cognitive Neuroscience (Q1)
21;15478;Journal of Experimental Psychology: General;journal;00963445, 19392222;4.084;Q1;168;33;118;2479;710;117;5.05;75.12;United States;Northern America;American Psychological Association;1975-2021;"Developmental Neuroscience (Q1); Experimental and Cognitive Psychology (Q1); Medicine (miscellaneous) (Q1); Psychology (miscellaneous) (Q1)"
22;13903;Cellular and Molecular Life Sciences;journal;1420682X, 14209071;3.995;Q1;233;299;845;28820;5651;841;6.44;96.39;Switzerland;Western Europe;Birkhauser Verlag Basel;1952, 1997-2021;"Cell Biology (Q1); Cellular and Molecular Neuroscience (Q1); Molecular Biology (Q1); Molecular Medicine (Q1); Pharmacology (Q1)"
23;17495;NeuroImage;journal;10959572, 10538119;3.954;Q1;381;736;2206;39581;14889;2164;6.09;53.78;United States;Northern America;Academic Press Inc.;1970, 1992-2021;"Cognitive Neuroscience (Q1); Neurology (Q1)"
24;20618;Stroke;journal;15244628, 00392499;3.743;Q1;330;909;2070;22512;12079;1517;5.63;24.77;United States;Northern America;Lippincott Williams and Wilkins Ltd.;1970-2021;"Advanced and Specialized Nursing (Q1); Cardiology and Cardiovascular Medicine (Q1); Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Neuroscience (miscellaneous) (Q1)"
25;15090;Progress in Retinal and Eye Research;journal;13509462, 18731635;3.631;Q1;164;22;76;4809;732;76;9;218.59;United Kingdom;Western Europe;Elsevier Ltd.;1990-1991, 1993-2021;"Ophthalmology (Q1); Sensory Systems (Q1)"
26;7000153261;Neural Development;journal;17498104;3.464;Q1;55;44;66;2717;232;66;3.46;61.75;United Kingdom;Western Europe;BioMed Central Ltd.;2006-2021;Developmental Neuroscience (Q1)
27;4000151810;PLoS Computational Biology;journal;15537358, 1553734X;3.428;Q1;191;376;674;20172;3999;641;5.33;53.65;United States;Northern America;Public Library of Science;2005-2021;"Cellular and Molecular Neuroscience (Q1); Computational Theory and Mathematics (Q1); Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Genetics (Q1); Modeling and Simulation (Q1); Molecular Biology (Q1)"
28;16101;Human Brain Mapping;journal;10659471, 10970193;3.378;Q1;199;343;332;20131;2049;330;5.74;58.69;United States;Northern America;Wiley-Liss Inc.;1993-2021;"Anatomy (Q1); Neurology (Q1); Neurology (clinical) (Q1); Radiological and Ultrasound Technology (Q1); Radiology, Nuclear Medicine and Imaging (Q1)"
29;13923;Hippocampus;journal;10981063, 10509631;3.301;Q1;160;120;350;6106;1631;340;3.78;50.88;United States;Northern America;Wiley-Liss Inc.;1991-2021;Cognitive Neuroscience (Q1)
30;15370;Journal of Abnormal Psychology;journal;1939843X, 0021843X;3.264;Q1;204;75;259;4659;1414;257;5.02;62.12;United States;Northern America;American Psychological Association;1946-1959, 1963-2021;"Biological Psychiatry (Q1); Clinical Psychology (Q1); Developmental and Educational Psychology (Q1); Psychiatry and Mental Health (Q1)"
31;17282;Learning and Memory;journal;10720502, 15495485;3.237;Q1;142;103;339;5161;1478;324;4.08;50.11;United States;Northern America;Cold Spring Harbor Laboratory Press;1994-2021;"Cellular and Molecular Neuroscience (Q1); Cognitive Neuroscience (Q1); Neuropsychology and Physiological Psychology (Q1)"
32;23475;Journal of Neurophysiology;journal;15221598, 00223077;3.217;Q1;252;605;1984;33499;7467;1899;3.52;55.37;United States;Northern America;American Physiological Society;1945-2021;"Neuroscience (miscellaneous) (Q1); Physiology (Q1)"
33;6500153245;Brain Cell Biology;journal;15597105, 15597113;3.188;Q1;20;0;39;0;120;35;3.17;0;United States;Northern America;Springer Publishing Company;2006, 2008;"Cell Biology (Q1); Cellular and Molecular Neuroscience (Q1)"
34;12866;Cognitive, Affective and Behavioral Neuroscience;journal;15307026, 1531135X;3.182;Q1;104;39;113;2489;551;111;4.64;63.82;United States;Northern America;Springer New York;2001-2021;"Behavioral Neuroscience (Q1); Cognitive Neuroscience (Q1)"
35;29443;Advances in the Study of Behavior;book series;00653454;3.174;Q1;71;16;30;2153;138;27;5.05;134.56;United States;Northern America;Academic Press Inc.;1965, 1969, 1971-1972, 1974, 1976, 1978-1980, 1982-1988, 1990-2021;"Animal Science and Zoology (Q1); Behavioral Neuroscience (Q1); Neuropsychology and Physiological Psychology (Q1)"
36;13503;Developmental Science;journal;14677687, 1363755X;3.078;Q1;135;116;283;4989;1226;255;4.36;43.01;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1998-2021;"Cognitive Neuroscience (Q1); Developmental and Educational Psychology (Q1)"
37;15686;GLIA;journal;08941491, 10981136;3.055;Q1;172;151;483;8814;2709;479;5.2;58.37;United States;Northern America;"John Wiley &amp; Sons Inc.";1988-2021;"Cellular and Molecular Neuroscience (Q1); Neurology (Q1)"
38;14313;Bipolar Disorders;journal;13995618, 13985647;3.041;Q1;132;114;322;5981;1830;291;5.32;52.46;Denmark;Western Europe;Blackwell Munksgaard;1999-2021;"Biological Psychiatry (Q1); Psychiatry and Mental Health (Q1)"
39;18009;Neuropsychologia;journal;18733514, 00283932;3.04;Q1;214;368;945;20745;4707;928;4.59;56.37;United Kingdom;Western Europe;Elsevier Ltd.;1963-2021;"Behavioral Neuroscience (Q1); Cognitive Neuroscience (Q1); Experimental and Cognitive Psychology (Q1)"
40;16689;Journal of Comparative Neurology;journal;10969861, 00219967;2.97;Q1;216;285;1023;19817;4246;1018;3.99;69.53;United States;Northern America;Wiley-Liss Inc.;1911-2021;Neuroscience (miscellaneous) (Q1)
41;12857;Cognition;journal;18737838, 00100277;2.899;Q1;200;147;445;7243;1903;425;3.8;49.27;Netherlands;Western Europe;Elsevier;1972-1974, 1976-2022;"Cognitive Neuroscience (Q1); Developmental and Educational Psychology (Q1); Experimental and Cognitive Psychology (Q1); Linguistics and Language (Q1)"
42;7000153204;Social Cognitive and Affective Neuroscience;journal;17495024, 17495016;2.842;Q1;109;63;111;3517;563;102;4.59;55.83;United Kingdom;Western Europe;Oxford University Press;2006-2021;"Cognitive Neuroscience (Q1); Experimental and Cognitive Psychology (Q1); Medicine (miscellaneous) (Q1)"
43;14500154734;Evolutionary Intelligence;journal;18645917, 18645909;2.834;Q1;26;18;15;684;80;12;5.33;38;Germany;Western Europe;Springer Verlag;2008-2021;"Artificial Intelligence (Q1); Cognitive Neuroscience (Q1); Computer Vision and Pattern Recognition (Q1); Mathematics (miscellaneous) (Q1)"
44;14160;Molecular Neurobiology;journal;08937648, 15591182;2.742;Q1;121;38;115;5483;580;115;5.14;144.29;United States;Northern America;Humana Press;1987-2021;"Cellular and Molecular Neuroscience (Q1); Neurology (Q1); Neuroscience (miscellaneous) (Q1)"
