Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2001);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
1;19434;MMWR Recommendations and Reports;journal;10575987, 15458601;10.335;Q1;148;24;56;47;952;56;14.2;1.96;United States;Northern America;Centers for Disease Control and Prevention (CDC);1990-2021;"Epidemiology (Q1); Health Information Management (Q1); Health (social science) (Q1); Health, Toxicology and Mutagenesis (Q1); Medicine (miscellaneous) (Q1)"
2;16036;Administrative Science Quarterly;journal;00018392, 19303815;9.762;Q1;191;22;75;1861;391;75;5.08;84.59;United States;Northern America;Johnson School at Cornell University;1975-1987, 1989-1990, 1993-1994, 1996-2021;"Arts and Humanities (miscellaneous) (Q1); Public Administration (Q1); Sociology and Political Science (Q1)"
3;71056;MMWR Surveillance Summaries;journal;15458636, 15460738;6.75;Q1;104;3;29;0;293;29;10.67;0;United States;Northern America;Centers for Disease Control and Prevention (CDC);2002-2021;"Epidemiology (Q1); Health Information Management (Q1); Health (social science) (Q1); Health, Toxicology and Mutagenesis (Q1)"
4;15557;American Political Science Review;journal;15375943, 00030554;5.253;Q1;182;51;151;2762;442;149;2.29;54.16;United Kingdom;Western Europe;Cambridge University Press;1906-2021;"Political Science and International Relations (Q1); Sociology and Political Science (Q1)"
5;39139;International Organization;journal;15315088, 00208183;5.048;Q1;151;36;87;2521;350;86;2.82;70.03;United Kingdom;Western Europe;Cambridge University Press;1947-2021;"Law (Q1); Organizational Behavior and Human Resource Management (Q1); Political Science and International Relations (Q1); Sociology and Political Science (Q1)"
6;145507;Cybermetrics;journal;11375019;4.911;Q1;15;2;6;64;30;6;5;32;Spain;Western Europe;Centro de Informacion y Documentacion Cientifica;1997, 1999-2002, 2004-2013, 2015;Library and Information Sciences (Q1)
7;30039;Journal of Personality and Social Psychology;journal;00223514;4.867;Q1;392;153;519;9527;2354;519;3.69;62.27;United States;Northern America;American Psychological Association;1965-2021;"Social Psychology (Q1); Sociology and Political Science (Q1)"
8;15555;American Journal of Political Science;journal;00925853, 15405907;4.819;Q1;180;58;156;3180;376;156;2.16;54.83;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1982, 1986, 1996-2021;"Political Science and International Relations (Q1); Sociology and Political Science (Q1)"
9;25835;International Security;journal;15314804, 01622889;4.731;Q1;113;24;68;2110;200;68;2.89;87.92;United States;Northern America;MIT Press Journals;1984, 1996-2021;"Law (Q1); Political Science and International Relations (Q1); Sociology and Political Science (Q1)"
10;12481;Journal of Engineering Education;journal;10694730, 21689830;4.663;Q1;113;96;158;1619;297;158;1.91;16.86;United States;Northern America;Wiley-Blackwell;1969-1978, 1993-1995, 1997-2021;"Education (Q1); Engineering (miscellaneous) (Q1)"
