Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2009);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
1;23571;Science;journal;10959203, 00368075;11.897;Q1;1229;2285;6790;34567;87278;4832;12.51;15.13;United States;Northern America;American Association for the Advancement of Science;1880-1881, 1883-2021;"History and Philosophy of Science (Q1); Multidisciplinary (Q1)"
2;16036;Administrative Science Quarterly;journal;00018392, 19303815;8.012;Q1;191;19;60;1485;308;55;3.93;78.16;United States;Northern America;Johnson School at Cornell University;1975-1987, 1989-1990, 1993-1994, 1996-2021;"Arts and Humanities (miscellaneous) (Q1); Public Administration (Q1); Sociology and Political Science (Q1)"
3;13443;Psychological Bulletin;journal;00332909, 19391455;7.89;Q1;328;52;134;7730;2162;132;13.69;148.65;United States;Northern America;American Psychological Association;1904-2021;"History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1)"
4;13467;Psychological Review;journal;19391471, 0033295X;5.373;Q1;220;44;164;4585;1388;162;7.13;104.2;United States;Northern America;American Psychological Association;1894-2021;"History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1)"
5;28973;Journal of Econometrics;journal;03044076;4.172;Q1;166;103;478;3654;1274;460;2.17;35.48;Netherlands;Western Europe;Elsevier BV;1973-2021;"Applied Mathematics (Q1); Economics and Econometrics (Q1); History and Philosophy of Science (Q1)"
6;13461;Psychological Methods;journal;1082989X, 19391463;3.948;Q1;162;24;79;1381;439;79;4.76;57.54;United States;Northern America;American Psychological Association;1996-2021;"History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1)"
7;26239;Quaternary Science Reviews;journal;02773791;3.259;Q1;192;241;623;20481;2839;575;4.1;84.98;United Kingdom;Western Europe;Elsevier Ltd.;1982-2021;"Archeology (Q1); Archeology (arts and humanities) (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Geology (Q1); Global and Planetary Change (Q1)"
8;22899;Journal of Consumer Research;journal;00935301, 15375277;2.968;Q1;194;78;204;3569;725;202;3.43;45.76;United Kingdom;Western Europe;Oxford University Press;1977-1978, 1984, 1996-2021;"Anthropology (Q1); Arts and Humanities (miscellaneous) (Q1); Business and International Management (Q1); Economics and Econometrics (Q1); Marketing (Q1)"
9;15481;Journal of Experimental Psychology: Human Perception and Performance;journal;00961523, 19391277;2.671;Q1;152;138;318;7582;1254;317;3.21;54.94;United States;Northern America;American Psychological Association;1975-2021;"Arts and Humanities (miscellaneous) (Q1); Behavioral Neuroscience (Q1); Experimental and Cognitive Psychology (Q1); Medicine (miscellaneous) (Q1)"
10;29412;Group and Organization Management;journal;10596011;2.488;Q1;91;26;98;1644;286;85;2.14;63.23;United States;Northern America;SAGE Publications Inc.;1976-2021;"Applied Psychology (Q1); Arts and Humanities (miscellaneous) (Q1); Organizational Behavior and Human Resource Management (Q1)"
11;32383;Cultural Anthropology;journal;08867356, 15481360;2.432;Q1;80;22;69;2000;275;67;4.07;90.91;United States;Northern America;American Anthropological Association;1986-2021;"Anthropology (Q1); Arts and Humanities (miscellaneous) (Q1)"
12;23626;Science Education;journal;00368326, 1098237X;2.403;Q1;121;44;146;2884;397;142;2.58;65.55;United States;Northern America;Wiley-Liss Inc.;1930-2021;"Education (Q1); History and Philosophy of Science (Q1)"
13;21503;Evolution and Human Behavior;journal;10905138;2.365;Q1;119;48;140;2251;578;140;3.96;46.9;United States;Northern America;Elsevier Inc.;1997-2021;"Arts and Humanities (miscellaneous) (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Experimental and Cognitive Psychology (Q1)"
14;5700169428;Nous;journal;14680068, 00294624;2.246;Q1;73;34;95;1022;150;95;1.5;30.06;United States;Northern America;Wiley-Blackwell;1989, 1996-2021;Philosophy (Q1)
15;97151;Journal of World Prehistory;journal;15737802, 08927537;2.24;Q1;56;16;9;2203;18;8;1.14;137.69;United States;Northern America;Springer New York;1987-2006, 2008-2021;"Archeology (Q1); Arts and Humanities (miscellaneous) (Q1)"
16;23574;Public Opinion Quarterly;journal;0033362X, 15375331;2.184;Q1;108;54;135;1464;372;125;1.83;27.11;United Kingdom;Western Europe;Oxford University Press;1937-2020;"Communication (Q1); History (Q1); History and Philosophy of Science (Q1); Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1)"
17;14062;Psychonomic Bulletin and Review;journal;10699384, 15315320;2.175;Q1;159;155;507;4345;1399;496;2.39;28.03;United States;Northern America;Springer New York;1994-2021;"Arts and Humanities (miscellaneous) (Q1); Developmental and Educational Psychology (Q1); Experimental and Cognitive Psychology (Q1)"
18;24431;Journal of Quaternary Science;journal;02678179, 10991417;2.125;Q1;98;86;200;5543;603;180;2.82;64.45;United Kingdom;Western Europe;John Wiley and Sons Ltd;1986-2021;"Arts and Humanities (miscellaneous) (Q1); Earth and Planetary Sciences (miscellaneous) (Q1); Paleontology (Q1)"
19;12711;Multivariate Behavioral Research;journal;00273171, 15327906;2.018;Q1;84;34;69;1461;195;69;3.07;42.97;United States;Northern America;Psychology Press Ltd;1966-2021;"Arts and Humanities (miscellaneous) (Q1); Experimental and Cognitive Psychology (Q1); Medicine (miscellaneous) (Q1); Statistics and Probability (Q1)"
20;25793;Quaternary Research;journal;00335894;2.013;Q1;118;96;258;5531;783;249;2.6;57.61;United States;Northern America;Cambridge University Press;1970-2021;"Arts and Humanities (miscellaneous) (Q1); Earth and Planetary Sciences (miscellaneous) (Q1); Earth-Surface Processes (Q1)"
21;25403;Mind;journal;00264423, 14602113;1.905;Q1;58;36;86;964;101;86;1.04;26.78;United Kingdom;Western Europe;Oxford University Press;1876-1901, 1903, 1908, 1911-1913, 1921-1951, 1959-1960, 1963-1965, 1967, 1970-2021;Philosophy (Q1)
22;85519;Ethics;journal;1539297X, 00141704;1.865;Q1;78;23;72;1534;137;65;1.37;66.7;United States;Northern America;University of Chicago;1973-1990, 1992-1993, 1996-2021;Philosophy (Q1)
23;15653;Journal of Marriage and Family;journal;17413737, 00222445;1.801;Q1;168;88;278;4181;684;270;1.89;47.51;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1973-1978, 1980-1981, 1985, 1996-2021;"Anthropology (Q1); Arts and Humanities (miscellaneous) (Q1); Social Sciences (miscellaneous) (Q1); Social Work (Q1)"
24;26857;International Migration Review;journal;01979183;1.796;Q1;100;35;105;1662;315;105;2.48;47.49;United States;Northern America;Wiley-Blackwell;1972, 1974, 1977-2021;"Arts and Humanities (miscellaneous) (Q1); Demography (Q1)"
25;17530;Social Forces;journal;15347605, 00377732;1.785;Q1;137;68;224;4349;537;222;1.84;63.96;United Kingdom;Western Europe;Oxford University Press;1925-2021;"Anthropology (Q1); History (Q1); Sociology and Political Science (Q1)"
26;22857;Political Geography;journal;09626298;1.784;Q1;102;54;160;3109;517;130;2.57;57.57;United Kingdom;Western Europe;Elsevier BV;1983, 1992-2022;"Geography, Planning and Development (Q1); History (Q1); Sociology and Political Science (Q1)"
27;18983;Social Science and Medicine;journal;18735347, 02779536;1.772;Q1;255;528;1414;23914;5524;1367;3.29;45.29;United Kingdom;Western Europe;Elsevier Ltd.;1967-2021;"Health (social science) (Q1); History and Philosophy of Science (Q1); Medicine (miscellaneous) (Q1)"
28;22738;Philosophy and Public Affairs;journal;10884963, 00483915;1.757;Q1;73;14;50;840;161;47;2.52;60;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1973-1982, 1984-1986, 1988-2001, 2003-2021;"History and Philosophy of Science (Q1); Political Science and International Relations (Q1); Social Sciences (miscellaneous) (Q1)"
29;14946;Group Processes and Intergroup Relations;journal;14617188, 13684302;1.751;Q1;79;50;107;2319;244;104;1.97;46.38;United Kingdom;Western Europe;SAGE Publications Ltd;1998-2021;"Arts and Humanities (miscellaneous) (Q1); Communication (Q1); Cultural Studies (Q1); Social Psychology (Q1); Sociology and Political Science (Q1)"
30;22634;Holocene;journal;14770911, 09596836;1.742;Q1;121;97;307;6556;864;305;2.56;67.59;United Kingdom;Western Europe;SAGE Publications Ltd;1991-2021;"Archeology (arts and humanities) (Q1); Earth-Surface Processes (Q1); Ecology (Q1); Global and Planetary Change (Q1); Paleontology (Q1)"
31;26043;Economy and Society;journal;03085147, 14695766;1.74;Q1;95;30;76;1745;277;74;2.72;58.17;United Kingdom;Western Europe;Routledge;1972-2021;"Business and International Management (Q1); Economics and Econometrics (Q1); Economics, Econometrics and Finance (miscellaneous) (Q1); History (Q1); Social Sciences (miscellaneous) (Q1)"
32;14852;Intelligence;journal;01602896;1.736;Q1;98;69;157;3109;537;149;3.25;45.06;United Kingdom;Western Europe;Elsevier Ltd.;1977-2021;"Arts and Humanities (miscellaneous) (Q1); Developmental and Educational Psychology (Q1); Experimental and Cognitive Psychology (Q1)"
33;83061;Journal of Archaeological Research;journal;15737756, 10590161;1.733;Q1;58;8;23;2547;72;23;3.27;318.38;United States;Northern America;Springer New York;1993-2021;"Archeology (Q1); Archeology (arts and humanities) (Q1); Arts and Humanities (miscellaneous) (Q1)"
34;17545;Law and Human Behavior;journal;01477307, 1573661X;1.731;Q1;98;42;121;2174;365;117;3.04;51.76;United States;Northern America;Springer New York;1977-2021;"Arts and Humanities (miscellaneous) (Q1); Law (Q1); Psychiatry and Mental Health (Q1); Psychology (miscellaneous) (Q1)"
35;12996;IEEE Signal Processing Magazine;journal;10535888;1.688;Q1;191;99;335;2204;1850;278;6.19;22.26;United States;Northern America;Institute of Electrical and Electronics Engineers Inc.;1991-2021;"Applied Mathematics (Q1); Electrical and Electronic Engineering (Q1); Music (Q1); Signal Processing (Q1)"
36;12061;Memory and Cognition;journal;0090502X, 15325946;1.675;Q1;131;100;458;4303;964;457;1.89;43.03;United States;Northern America;Springer New York;1973-2021;"Arts and Humanities (miscellaneous) (Q1); Experimental and Cognitive Psychology (Q1); Medicine (miscellaneous) (Q1); Neuropsychology and Physiological Psychology (Q1)"
37;96959;Journal of the American Psychoanalytic Association;journal;19412460, 00030651;1.657;Q1;51;83;241;2176;209;203;0.84;26.22;United States;Northern America;SAGE Publications Inc.;1953-2021;"Arts and Humanities (miscellaneous) (Q1); Clinical Psychology (Q1)"
38;146223;Behavior Research Methods;journal;15543528, 1554351X;1.595;Q1;148;146;338;4370;999;335;3.23;29.93;United States;Northern America;Springer Nature;1968-1983, 2004-2021;"Arts and Humanities (miscellaneous) (Q1); Developmental and Educational Psychology (Q1); Experimental and Cognitive Psychology (Q1); Psychology (miscellaneous) (Q1)"
39;29424;Acta Psychologica;journal;18736297, 00016918;1.59;Q1;103;87;276;4064;708;272;2.47;46.71;Netherlands;Western Europe;Elsevier;1936-1937, 1939, 1941, 1949-1951, 1953-2021;"Arts and Humanities (miscellaneous) (Q1); Developmental and Educational Psychology (Q1); Experimental and Cognitive Psychology (Q1); Medicine (miscellaneous) (Q1)"
40;22810;British Journal of Criminology;journal;00070955, 14643529;1.587;Q1;100;45;137;2639;336;135;1.76;58.64;United Kingdom;Western Europe;Oxford University Press;1960-2021;"Arts and Humanities (miscellaneous) (Q1); Law (Q1); Pathology and Forensic Medicine (Q1); Social Psychology (Q1)"
41;100147345;Journal of Sociolinguistics;journal;13606441, 14679841;1.542;Q1;57;22;76;1187;182;68;1.98;53.95;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;2004-2021;"History and Philosophy of Science (Q1); Linguistics and Language (Q1); Philosophy (Q1); Sociology and Political Science (Q1)"
42;82226;Latin American Antiquity;journal;10456635, 23255080;1.538;Q1;43;25;73;2364;131;73;1.61;94.56;United States;Northern America;Cambridge University Press;1990, 2002-2021;"Archeology (Q1); Archeology (arts and humanities) (Q1); History (Q1)"
43;26107;Philosophical Review, The;journal;00318108;1.521;Q1;60;13;43;324;68;42;1.35;24.92;United States;Northern America;Duke University Press;1970, 1977-1978, 1984, 1996-2021;Philosophy (Q1)
44;21933;Decision Support Systems;journal;01679236;1.509;Q1;161;124;485;5573;2060;468;4.12;44.94;Netherlands;Western Europe;Elsevier;1985-2021;"Arts and Humanities (miscellaneous) (Q1); Developmental and Educational Psychology (Q1); Information Systems (Q1); Information Systems and Management (Q1); Management Information Systems (Q1)"
45;25101;Boreas;journal;03009483, 15023885;1.506;Q1;77;52;131;3897;329;124;2.57;74.94;United States;Northern America;Wiley-Blackwell;1972-2021;"Archeology (arts and humanities) (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Geology (Q1)"
46;28831;Public Culture;journal;15278018, 08992363;1.495;Q1;78;28;101;1274;164;87;1.35;45.5;United States;Northern America;Duke University Press;1996-2021;"Arts and Humanities (miscellaneous) (Q1); Communication (Q1); Social Psychology (Q1)"
47;33918;Current Anthropology;journal;00113204, 15375382;1.452;Q1;118;79;259;4147;465;157;1.35;52.49;United States;Northern America;University of Chicago;1962, 1971, 1974, 1978-1988, 1992, 1994, 1996-2021;"Anthropology (Q1); Archeology (Q1); Archeology (arts and humanities) (Q1)"
48;6500153208;Philosophical Quarterly;journal;00318094, 14679213;1.445;Q1;49;38;115;1007;111;115;0.75;26.5;United Kingdom;Western Europe;Oxford University Press;1950-1978, 1980-1994, 1996-2021;Philosophy (Q1)
49;40554;American Antiquity;journal;00027316, 23255064;1.398;Q1;82;34;112;3229;219;110;1.84;94.97;United States;Northern America;Cambridge University Press;1935-2021;"Archeology (Q1); Arts and Humanities (miscellaneous) (Q1); History (Q1); Museology (Q1)"
50;12163;Brain and Cognition;journal;10902147, 02782626;1.397;Q1;131;158;305;8875;858;295;2.59;56.17;United States;Northern America;Academic Press Inc.;1982-2021;"Arts and Humanities (miscellaneous) (Q1); Developmental and Educational Psychology (Q1); Cognitive Neuroscience (Q2); Experimental and Cognitive Psychology (Q2); Neuropsychology and Physiological Psychology (Q2)"
51;13466;Psychological Research;journal;14302772, 03400727;1.381;Q1;80;78;177;3463;368;174;1.91;44.4;Germany;Western Europe;Springer Verlag;1974-2021;"Arts and Humanities (miscellaneous) (Q1); Developmental and Educational Psychology (Q1); Medicine (miscellaneous) (Q1); Experimental and Cognitive Psychology (Q2)"
52;68623;Annual Review of Anthropology;book series;15454290, 00846570;1.372;Q1;133;18;72;2418;285;69;2.58;134.33;United States;Northern America;Annual Reviews Inc.;1979-1986, 1988, 1990-1991, 1994, 1996-2020;"Anthropology (Q1); Arts and Humanities (miscellaneous) (Q1); Cultural Studies (Q1)"
53;14145;Experimental Psychology;journal;21905142, 16183169;1.35;Q1;58;60;116;2079;252;114;1.88;34.65;United States;Northern America;Hogrefe Publishing;1962, 1998-2021;"Arts and Humanities (miscellaneous) (Q1); Medicine (miscellaneous) (Q1); Psychology (miscellaneous) (Q1); Experimental and Cognitive Psychology (Q2)"
54;13401;Consciousness and Cognition;journal;10538100, 10902376;1.337;Q1;113;119;290;5345;720;219;2.18;44.92;United States;Northern America;Academic Press Inc.;1992-2021;"Arts and Humanities (miscellaneous) (Q1); Developmental and Educational Psychology (Q1); Experimental and Cognitive Psychology (Q2)"
55;130059;Journal of Archaeological Method and Theory;journal;10725369;1.328;Q1;60;15;43;1417;87;43;1.25;94.47;United States;Northern America;Springer New York;1994-2002, 2005-2021;"Archeology (Q1); Archeology (arts and humanities) (Q1)"
56;14916;Cognitive Neuropsychology;journal;14640627, 02643294;1.326;Q1;91;41;155;2193;337;148;1.8;53.49;United Kingdom;Western Europe;Taylor and Francis Ltd.;1984-2021;"Arts and Humanities (miscellaneous) (Q1); Developmental and Educational Psychology (Q1); Cognitive Neuroscience (Q2); Experimental and Cognitive Psychology (Q2); Neuropsychology and Physiological Psychology (Q2)"
57;27069;Human Relations;journal;00187267, 1741282X;1.32;Q1;142;74;202;4800;521;197;2.28;64.86;United Kingdom;Western Europe;SAGE Publications Ltd;1947-2021;"Arts and Humanities (miscellaneous) (Q1); Management of Technology and Innovation (Q1); Social Sciences (miscellaneous) (Q1); Strategy and Management (Q1)"
58;29452;Aggressive Behavior;journal;10982337, 0096140X;1.317;Q1;98;45;165;2358;437;164;2.09;52.4;United States;Northern America;Wiley-Liss Inc.;1974-2021;"Arts and Humanities (miscellaneous) (Q1); Developmental and Educational Psychology (Q1); Psychology (miscellaneous) (Q1)"
59;15407;Visual Cognition;journal;13506285, 14640716;1.297;Q1;85;63;232;2611;461;230;1.38;41.44;United Kingdom;Western Europe;Taylor and Francis Ltd.;1994-2021;"Arts and Humanities (miscellaneous) (Q1); Cognitive Neuroscience (Q2); Experimental and Cognitive Psychology (Q2)"
60;86448;Journal of Anthropological Archaeology;journal;02784165, 10902686;1.293;Q1;73;30;91;3188;175;89;1.95;106.27;United States;Northern America;Academic Press Inc.;1982-2021;"Archeology (Q1); Archeology (arts and humanities) (Q1); History (Q1); Human Factors and Ergonomics (Q1)"
61;24782;Neural Computation;journal;08997667, 1530888X;1.283;Q1;167;128;358;5133;1311;358;3.15;40.1;United States;Northern America;MIT Press Journals;1995-2021;"Arts and Humanities (miscellaneous) (Q1); Cognitive Neuroscience (Q2)"
62;4700152639;American Museum Novitates;book series;00030082;1.282;Q1;39;37;138;1759;233;138;1.4;47.54;United States;Northern America;American Museum of Natural History;2005-2021;"Archeology (Q1); History (Q1); Museology (Q1)"
63;22861;Political Psychology;journal;0162895X, 14679221;1.275;Q1;102;42;112;2178;271;111;2.07;51.86;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1996-2021;"Clinical Psychology (Q1); Philosophy (Q1); Political Science and International Relations (Q1); Social Psychology (Q1); Sociology and Political Science (Q1); Experimental and Cognitive Psychology (Q2)"
64;16249;Journal of Behavior Therapy and Experimental Psychiatry;journal;18737943, 00057916;1.272;Q1;81;53;118;2046;329;114;2.54;38.6;United Kingdom;Western Europe;Elsevier Ltd.;1970-2022;"Arts and Humanities (miscellaneous) (Q1); Clinical Psychology (Q1); Psychiatry and Mental Health (Q1); Experimental and Cognitive Psychology (Q2)"
65;31405;Journal of Archaeological Science;journal;03054403, 10959238;1.254;Q1;137;294;628;14798;1440;621;2.09;50.33;United States;Northern America;Academic Press Inc.;1974-2021;"Archeology (Q1); Archeology (arts and humanities) (Q1); History (Q1)"
66;17844;Vegetation History and Archaeobotany;journal;16176278, 09396314;1.247;Q1;64;42;161;2429;285;157;1.54;57.83;United States;Northern America;Springer New York;1992-2021;"Archeology (arts and humanities) (Q1); Paleontology (Q1); Plant Science (Q1)"
67;27562;Archives of Sexual Behavior;journal;15732800, 00040002;1.23;Q1;119;124;249;4376;695;195;2.46;35.29;United States;Northern America;Springer New York;1971-2021;"Arts and Humanities (miscellaneous) (Q1); Psychology (miscellaneous) (Q1)"
68;25408;Mind and Language;journal;14680017, 02681064;1.23;Q1;72;26;86;1048;188;85;2.27;40.31;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1986-2021;"Linguistics and Language (Q1); Philosophy (Q1)"
69;22370;Public Understanding of Science;journal;09636625, 13616609;1.227;Q1;83;50;78;2274;236;77;3.04;45.48;United Kingdom;Western Europe;SAGE Publications Ltd;1992-2021;"Arts and Humanities (miscellaneous) (Q1); Communication (Q1); Developmental and Educational Psychology (Q1)"
70;17500155152;American Journal on Intellectual and Developmental Disabilities;journal;19447515, 19447558;1.216;Q1;89;34;109;1483;323;107;2.86;43.62;United States;Northern America;American Association on Intellectual and Developmental Disabilities;2009-2021;"Arts and Humanities (miscellaneous) (Q1); Developmental and Educational Psychology (Q1); Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Pediatrics, Perinatology and Child Health (Q1); Psychiatry and Mental Health (Q1); Neuropsychology and Physiological Psychology (Q2)"
71;16726;Journal of Intellectual Disability Research;journal;09642633, 13652788;1.209;Q1;109;99;297;3750;795;285;2.32;37.88;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1957-1960, 1962-2021;"Arts and Humanities (miscellaneous) (Q1); Neurology (clinical) (Q1); Psychiatry and Mental Health (Q1); Rehabilitation (Q1); Neurology (Q2)"
72;21754;Annals of the New York Academy of Sciences;journal;17496632, 00778923;1.189;Q1;261;1272;3549;49219;10661;3534;3.02;38.69;United States;Northern America;Wiley-Blackwell;1879, 1882-1883, 1889-1890, 1892-1894, 1896-1901, 1904-1906, 1908-1909, 1911-1912, 1914-1916, 1918, 1920, 1927, 1929-1933, 1936-1937, 1939-2021;"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); History and Philosophy of Science (Q1); Neuroscience (miscellaneous) (Q2)"
73;21908;Journal of School Health;journal;00224391, 17461561;1.18;Q1;91;74;267;2223;631;243;2.16;30.04;United States;Northern America;Wiley-Blackwell;1930-2021;"Education (Q1); Philosophy (Q1); Public Health, Environmental and Occupational Health (Q1)"
74;96592;Journal of Agrarian Change;journal;14710366, 14710358;1.148;Q1;61;24;54;1194;140;48;2.55;49.75;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;2001-2021;"Anthropology (Q1); Archeology (Q1); Archeology (arts and humanities) (Q1); Global and Planetary Change (Q2)"
75;12059;Memory;journal;14640686, 09658211;1.13;Q1;94;74;217;3305;436;212;1.8;44.66;United Kingdom;Western Europe;Taylor and Francis Ltd.;1993-2021;"Arts and Humanities (miscellaneous) (Q1); Psychology (miscellaneous) (Q1)"
76;20537;Journal of Behavioral Decision Making;journal;08943257, 10990771;1.123;Q1;79;30;94;1307;217;90;1.63;43.57;United Kingdom;Western Europe;John Wiley and Sons Ltd;1988-2021;"Applied Psychology (Q1); Arts and Humanities (miscellaneous) (Q1); Decision Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1); Strategy and Management (Q1)"
77;12858;Cognition and Emotion;journal;02699931, 14640600;1.12;Q1;135;76;246;3498;537;240;2.03;46.03;United Kingdom;Western Europe;Taylor and Francis Ltd.;1987-2021;"Arts and Humanities (miscellaneous) (Q1); Developmental and Educational Psychology (Q2); Experimental and Cognitive Psychology (Q2)"
