Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (1999);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
1;19479;Annual Review of Pharmacology and Toxicology;journal;15454304, 03621642;11.602;Q1;210;18;66;290;1399;66;20.7;16.11;United States;Northern America;Annual Reviews Inc.;1965-1973, 1975-2021;"Pharmacology (Q1); Toxicology (Q1)"
2;21191;Pharmacological Reviews;journal;15210081, 00316997;7.884;Q1;241;19;57;8938;935;57;15.39;470.42;United States;Northern America;American Society for Pharmacology and Experimental Therapeutics;1949, 1951-2021;"Molecular Medicine (Q1); Pharmacology (Q1)"
3;21100456838;Cell Chemical Biology;journal;24519448, 24519456;4.693;Q1;190;128;342;5031;2053;317;6;39.3;United States;Northern America;Elsevier Inc.;2016-2021;"Biochemistry (Q1); Clinical Biochemistry (Q1); Drug Discovery (Q1); Molecular Biology (Q1); Molecular Medicine (Q1); Pharmacology (Q1)"
4;22321;Trends in Pharmacological Sciences;journal;18733735, 01656147;4.514;Q1;225;102;304;4699;2317;233;8.2;46.07;United Kingdom;Western Europe;Elsevier Ltd.;1979-2021;"Pharmacology (Q1); Toxicology (Q1)"
5;24032;Reviews of Physiology Biochemistry and Pharmacology;journal;16175786, 03034240;3.271;Q1;66;31;22;5954;143;22;8.2;192.06;Germany;Western Europe;Springer Verlag;1974-2008, 2012-2018;"Biochemistry (Q1); Medicine (miscellaneous) (Q1); Pharmacology (Q1); Physiology (Q1); Physiology (medical) (Q1)"
6;21195;Pharmacology and Therapeutics;journal;1879016X, 01637258;2.964;Q1;211;73;148;11003;1042;148;7.67;150.73;United States;Northern America;Elsevier Inc.;1975-1977, 1979-1985, 1987-2021;"Pharmacology (Q1); Pharmacology (medical) (Q1)"
7;19963;Molecular Pharmacology;journal;15210111, 0026895X;2.961;Q1;202;292;880;10710;4859;880;5.37;36.68;United States;Northern America;American Society for Pharmacology and Experimental Therapeutics;1965-2021;"Molecular Medicine (Q1); Pharmacology (Q1)"
8;18017;Neuropsychopharmacology;journal;0893133X, 1470634X;2.634;Q1;227;176;309;8662;1624;291;4.69;49.22;United Kingdom;Western Europe;Nature Publishing Group;1987-2021;"Pharmacology (Q1); Psychiatry and Mental Health (Q1)"
9;15984;Journal of Molecular Medicine;journal;09462716, 14321440;2.632;Q1;146;137;315;5701;1288;291;3.32;41.61;Germany;Western Europe;Springer Verlag;1976-1978, 1980-1981, 1995-2021;"Drug Discovery (Q1); Genetics (clinical) (Q1); Molecular Medicine (Q1)"
10;130044;Pharmacogenetics and Genomics;journal;17446880, 17446872;2.527;-;144;91;201;3302;1174;197;4.28;36.29;United States;Northern America;Lippincott Williams and Wilkins Ltd.;2005-2021;"Genetics (Q1); Genetics (clinical) (Q1); Molecular Biology (Q1); Molecular Medicine (Q1)"
11;26371;Natural Product Reports;journal;02650568, 14604752;2.402;Q1;188;42;96;6961;435;96;4.5;165.74;United Kingdom;Western Europe;Royal Society of Chemistry;1984-2021;"Biochemistry (Q1); Drug Discovery (Q1); Organic Chemistry (Q1)"
12;82448;Mutation Research - DNA Repair;journal;09218777;2.292;Q1;75;64;210;3172;656;210;3.01;49.56;Netherlands;Western Europe;Elsevier BV;1989-2001;"Genetics (Q1); Molecular Biology (Q1); Toxicology (Q1)"
13;20435;Neuropharmacology;journal;00283908, 18737064;2.249;Q1;176;182;563;8527;2242;556;4.05;46.85;United Kingdom;Western Europe;Elsevier Ltd.;1962-2021;"Cellular and Molecular Neuroscience (Q1); Pharmacology (Q1)"
14;24661;Critical Reviews in Toxicology;journal;15476898, 10408444;2.039;Q1;117;13;53;2887;295;52;4.58;222.08;United Kingdom;Western Europe;Informa Healthcare;1971-2021;Toxicology (Q1)
15;25125;Journal of Analytical Toxicology;journal;19452403, 01464760;2.019;Q1;78;117;332;2065;757;283;2.42;17.65;United States;Northern America;Preston Publications;1977-2021;"Analytical Chemistry (Q1); Chemical Health and Safety (Q1); Environmental Chemistry (Q1); Health, Toxicology and Mutagenesis (Q1); Toxicology (Q1)"
16;19615;Antimicrobial Agents and Chemotherapy;journal;10986596, 00664804;1.884;Q1;269;599;1823;17049;7369;1714;4.08;28.46;United States;Northern America;American Society for Microbiology;1963-1970, 1972-2021;"Infectious Diseases (Q1); Pharmacology (Q1); Pharmacology (medical) (Q1)"
17;23041;Journal of Medicinal Chemistry;journal;00222623, 15204804;1.809;Q1;276;563;1667;23161;6981;1623;4.27;41.14;United States;Northern America;American Chemical Society;1959-1961, 1963-2021;"Drug Discovery (Q1); Molecular Medicine (Q1)"
18;13903;Cellular and Molecular Life Sciences;journal;1420682X, 14209071;1.724;Q1;233;227;449;21816;1104;447;2.92;96.11;Switzerland;Western Europe;Birkhauser Verlag Basel;1952, 1997-2021;"Molecular Medicine (Q1); Pharmacology (Q1); Cell Biology (Q2); Cellular and Molecular Neuroscience (Q2); Molecular Biology (Q2)"
19;21782;Psychopharmacology;journal;00333158, 14322072;1.687;Q1;202;393;935;16557;3330;907;3.02;42.13;Germany;Western Europe;Springer Verlag;1959-2021;Pharmacology (Q1)
20;98666;Mutation Research - Reviews in Genetic Toxicology;journal;01651110;1.653;Q1;26;0;38;0;202;38;0;0;Netherlands;Western Europe;Elsevier BV;1975-1996;"Genetics (Q1); Toxicology (Q1)"
21;19900193739;Nucleic Acid Therapeutics;journal;21593345, 21593337;1.651;Q1;70;68;174;1138;541;168;3.44;16.74;United States;Northern America;Mary Ann Liebert Inc.;2011-2021;"Biochemistry (Q1); Drug Discovery (Q1); Molecular Medicine (Q1); Genetics (Q2); Molecular Biology (Q2)"
