Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2012);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Coverage;Categories
1;15359;Trends in Cognitive Sciences;journal;13646613;11.126;Q1;276;138;262;6773;3743;181;20.04;49,08;Netherlands;Elsevier BV;1997-ongoing;"Cognitive Neuroscience (Q1); Experimental and Cognitive Psychology (Q1); Neuropsychology and Physiological Psychology (Q1)"
2;12010;Annual Review of Psychology;journal;00664308, 15452085;10.636;Q1;216;23;78;3363;2132;77;20.49;146,22;United States;Annual Reviews Inc.;1950-1958, 1960-1963, 1965-ongoing;Psychology (miscellaneous) (Q1)
3;13443;Psychological Bulletin;journal;00332909;8.786;Q1;272;54;164;9732;2700;144;16.88;180,22;United States;American Psychological Association;1904-ongoing;"History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1)"
4;12812;Personality and Social Psychology Review;journal;10888683, 15327957;7.102;Q1;134;17;65;2744;701;63;11.05;161,41;United States;SAGE Publications;1997-ongoing;Social Psychology (Q1)
5;15388;Journal of Applied Psychology;journal;00219010;6.86;Q1;249;99;297;7882;2530;296;6.59;79,62;United States;American Psychological Association;1917-ongoing;Applied Psychology (Q1)
6;4600151524;Annual Review of Clinical Psychology;book series;15485951, 15485943;6.609;Q1;103;19;65;2366;978;65;15.0;124,53;United States;Annual Reviews Inc.;2005-ongoing;"Clinical Psychology (Q1); Medicine (miscellaneous) (Q1); Psychiatry and Mental Health (Q1)"
7;4100151532;Advances in Experimental Social Psychology;book series;00652601;6.5710000000000015;Q1;78;12;24;2279;195;18;9.5;189,92;United States;Elsevier Inc.;1964, 1966-1967, 1969-1970, 1972, 1974-1984, 1986-1992, 1994-ongoing;Social Psychology (Q1)
8;13467;Psychological Review;journal;0033295X;6.182;Q1;192;48;127;4460;1304;119;10.58;92,92;United States;American Psychological Association;1894-ongoing;"History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1)"
9;30039;Journal of Personality and Social Psychology;journal;00223514;5.689;Q1;328;162;441;11457;3584;438;6.58;70,72;United States;American Psychological Association;1965-ongoing;"Social Psychology (Q1); Sociology and Political Science (Q1)"
10;18045;Neuroscience and Biobehavioral Reviews;journal;01497634;5.0280000000000005;Q1;209;155;390;26302;4339;371;11.28;169,69;United Kingdom;Elsevier Ltd.;1978-ongoing;"Behavioral Neuroscience (Q1); Cognitive Neuroscience (Q1); Neuropsychology and Physiological Psychology (Q1)"
11;12817;Personnel Psychology;journal;00315826;5.024;Q1;124;23;83;2468;458;81;5.6;107,30;United States;Wiley-Blackwell;1948-ongoing;"Applied Psychology (Q1); Organizational Behavior and Human Resource Management (Q1)"
12;22326;Organizational Behavior and Human Decision Processes;journal;07495978, 10959920;4.711;Q1;128;67;158;4532;763;152;3.5;67,64;United States;Elsevier Inc.;1985-ongoing;"Applied Psychology (Q1); Organizational Behavior and Human Resource Management (Q1)"
13;13969;Psychological Science in the Public Interest, Supplement;journal;15291006;4.702;Q1;48;7;23;848;204;13;10.11;121,14;United States;SAGE Publications Inc.;2000-ongoing;Psychology (miscellaneous) (Q1)
14;18300156710;European Review of Social Psychology;journal;10463283;4.578;Q1;57;9;10;1107;79;10;5.33;123,00;United Kingdom;Taylor & Francis;1990-1995, 2009-ongoing;Social Psychology (Q1)
15;12872;Cognitive Psychology;journal;10955623, 00100285;4.419;Q1;108;26;73;2315;482;72;5.28;89,04;United States;Elsevier Inc.;1970-ongoing;"Artificial Intelligence (Q1); Developmental and Educational Psychology (Q1); Experimental and Cognitive Psychology (Q1); Linguistics and Language (Q1); Neuropsychology and Physiological Psychology (Q1)"
16;13468;Psychological Science;journal;09567976, 14679280;4.398;Q1;227;225;769;6328;5397;758;5.94;28,12;United States;SAGE Publications;1990-ongoing;Psychology (miscellaneous) (Q1)
17;17643;Journal of the American Academy of Child and Adolescent Psychiatry;journal;08908567;4.127;Q1;222;174;504;5665;2816;348;7.26;32,56;Netherlands;Elsevier BV;1987-ongoing;"Developmental and Educational Psychology (Q1); Psychiatry and Mental Health (Q1)"
18;15478;Journal of Experimental Psychology: General;journal;00963445;4.0760000000000005;Q1;138;70;112;3765;706;112;5.43;53,79;United States;American Psychological Association;1975-ongoing;"Developmental Neuroscience (Q1); Experimental and Cognitive Psychology (Q1); Medicine (miscellaneous) (Q1); Psychology (miscellaneous) (Q1)"
19;12854;Clinical Psychology Review;journal;02727358;4.001;Q1;181;59;255;6245;2496;251;8.71;105,85;United Kingdom;Elsevier Ltd.;1981-ongoing;"Clinical Psychology (Q1); Psychiatry and Mental Health (Q1)"
20;15370;Journal of Abnormal Psychology;journal;0021843X;3.804;Q1;174;101;235;4418;1401;235;5.14;43,74;United States;American Psychological Association;1948-1959, 1963-ongoing;"Biological Psychiatry (Q1); Clinical Psychology (Q1); Developmental and Educational Psychology (Q1); Psychiatry and Mental Health (Q1)"
21;14061;Psychometrika;journal;00333123;3.708;Q1;68;44;115;1519;385;112;2.89;34,52;United States;Springer New York LLC;1936-1951, 1953-ongoing;"Applied Mathematics (Q1); Psychology (miscellaneous) (Q1)"
22;13564;Educational Psychologist;journal;15326985, 00461520;3.615;Q1;110;22;57;1994;330;55;5.12;90,64;United States;Lawrence Erlbaum Associates Inc.;1963-ongoing;Developmental and Educational Psychology (Q1)
23;30020;Journal of Organizational Behavior;journal;10991379, 08943796;3.594;Q1;152;68;198;4894;990;165;5.37;71,97;United States;John Wiley & Sons Inc.;1981-1982, 2019, 1984-ongoing;"Applied Psychology (Q1); Organizational Behavior and Human Resource Management (Q1); Psychology (miscellaneous) (Q1); Sociology and Political Science (Q1)"
24;24456;Child Development;journal;14678624, 00093920;3.592;Q1;228;152;400;7898;2515;387;6.1;51,96;United States;Blackwell Publishing Inc.;1945-1948, 1950-ongoing;"Developmental and Educational Psychology (Q1); Education (Q1); Pediatrics, Perinatology and Child Health (Q1); Social Work (Q1)"
25;12808;Journal of Educational Psychology;journal;00220663;3.559;Q1;177;82;186;6314;1024;186;4.3;77,00;United States;American Psychological Association;1910-ongoing;"Developmental and Educational Psychology (Q1); Education (Q1)"
26;29412;Group and Organization Management;journal;10596011;3.5580000000000003;Q1;74;26;80;2052;372;75;3.71;78,92;United States;SAGE Publications;1976-ongoing;"Applied Psychology (Q1); Arts and Humanities (miscellaneous) (Q1); Organizational Behavior and Human Resource Management (Q1)"
27;13477;Current Directions in Psychological Science;journal;14678721, 09637214;3.491;Q1;143;70;194;2194;1220;191;5.38;31,34;United States;SAGE Publications;1992-ongoing;"Developmental and Educational Psychology (Q1); Psychology (miscellaneous) (Q1)"
