Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2019);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
1;23571;Science;journal;10959203, 00368075;13.11;Q1;1229;3079;7689;39687;105283;4506;11.54;12.89;United States;Northern America;American Association for the Advancement of Science;1880-1881, 1883-2021;"History and Philosophy of Science (Q1); Multidisciplinary (Q1)"
2;16036;Administrative Science Quarterly;journal;00018392, 19303815;11.493;Q1;191;29;73;3136;614;65;8.12;108.14;United States;Northern America;Johnson School at Cornell University;1975-1987, 1989-1990, 1993-1994, 1996-2021;"Arts and Humanities (miscellaneous) (Q1); Public Administration (Q1); Sociology and Political Science (Q1)"
3;13443;Psychological Bulletin;journal;00332909, 19391455;9.231;Q1;328;45;138;8372;2559;128;19.02;186.04;United States;Northern America;American Psychological Association;1904-2021;"History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1)"
4;22899;Journal of Consumer Research;journal;00935301, 15375277;7.595;Q1;194;62;184;4619;1221;181;6.23;74.5;United Kingdom;Western Europe;Oxford University Press;1977-1978, 1984, 1996-2021;"Anthropology (Q1); Arts and Humanities (miscellaneous) (Q1); Business and International Management (Q1); Economics and Econometrics (Q1); Marketing (Q1)"
5;13461;Psychological Methods;journal;1082989X, 19391463;6.424;Q1;162;49;130;1873;1199;125;8.09;38.22;United States;Northern America;American Psychological Association;1996-2021;"History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1)"
6;13467;Psychological Review;journal;19391471, 0033295X;4.816;Q1;220;39;118;2919;836;104;6.91;74.85;United States;Northern America;American Psychological Association;1894-2021;"History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1)"
7;12711;Multivariate Behavioral Research;journal;00273171, 15327906;3.65;Q1;84;68;185;2629;519;152;2.12;38.66;United States;Northern America;Psychology Press Ltd;1966-2021;"Arts and Humanities (miscellaneous) (Q1); Experimental and Cognitive Psychology (Q1); Medicine (miscellaneous) (Q1); Statistics and Probability (Q1)"
8;5700169428;Nous;journal;14680068, 00294624;3.497;Q1;73;39;117;1971;335;117;1.93;50.54;United States;Northern America;Wiley-Blackwell;1989, 1996-2021;Philosophy (Q1)
9;28973;Journal of Econometrics;journal;03044076;3.313;Q1;166;162;407;6923;995;397;1.69;42.73;Netherlands;Western Europe;Elsevier BV;1973-2021;"Applied Mathematics (Q1); Economics and Econometrics (Q1); History and Philosophy of Science (Q1)"
10;26107;Philosophical Review, The;journal;00318108;3.249;Q1;60;7;33;550;62;31;1.62;78.57;United States;Northern America;Duke University Press;1970, 1977-1978, 1984, 1996-2021;Philosophy (Q1)
11;15670;Journal of Peasant Studies;journal;03066150, 17439361;3.004;Q1;90;65;178;5016;903;167;5.14;77.17;United Kingdom;Western Europe;Routledge;1973-2021;"Anthropology (Q1); Arts and Humanities (miscellaneous) (Q1); Cultural Studies (Q1)"
12;23574;Public Opinion Quarterly;journal;0033362X, 15375331;2.836;Q1;108;37;139;1446;510;128;2.28;39.08;United Kingdom;Western Europe;Oxford University Press;1937-2020;"Communication (Q1); History (Q1); History and Philosophy of Science (Q1); Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1)"
13;146223;Behavior Research Methods;journal;15543528, 1554351X;2.663;Q1;148;180;466;9776;2386;466;4.68;54.31;United States;Northern America;Springer Nature;1968-1983, 2004-2021;"Arts and Humanities (miscellaneous) (Q1); Developmental and Educational Psychology (Q1); Experimental and Cognitive Psychology (Q1); Psychology (miscellaneous) (Q1)"
14;22861;Political Psychology;journal;0162895X, 14679221;2.61;Q1;102;82;215;6265;818;213;3.81;76.4;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1996-2021;"Clinical Psychology (Q1); Experimental and Cognitive Psychology (Q1); Philosophy (Q1); Political Science and International Relations (Q1); Social Psychology (Q1); Sociology and Political Science (Q1)"
15;14062;Psychonomic Bulletin and Review;journal;10699384, 15315320;2.581;Q1;159;163;615;9031;2726;607;4.25;55.4;United States;Northern America;Springer New York;1994-2021;"Arts and Humanities (miscellaneous) (Q1); Developmental and Educational Psychology (Q1); Experimental and Cognitive Psychology (Q1)"
16;27069;Human Relations;journal;00187267, 1741282X;2.519;Q1;142;75;220;5934;1027;213;3.94;79.12;United Kingdom;Western Europe;SAGE Publications Ltd;1947-2021;"Arts and Humanities (miscellaneous) (Q1); Management of Technology and Innovation (Q1); Social Sciences (miscellaneous) (Q1); Strategy and Management (Q1)"
17;14925;Gender and Society;journal;08912432, 15523977;2.487;Q1;109;36;101;1872;375;101;3.27;52;United States;Northern America;SAGE Publications Inc.;1987-2021;"Arts and Humanities (miscellaneous) (Q1); Gender Studies (Q1); Sociology and Political Science (Q1)"
18;12996;IEEE Signal Processing Magazine;journal;10535888;2.479;Q1;191;95;272;2475;2562;223;10.17;26.05;United States;Northern America;Institute of Electrical and Electronics Engineers Inc.;1991-2021;"Applied Mathematics (Q1); Electrical and Electronic Engineering (Q1); Music (Q1); Signal Processing (Q1)"
19;12773;British Journal of Mathematical and Statistical Psychology;journal;00071102, 20448317;2.433;Q1;53;26;68;1097;152;67;2.33;42.19;United States;Northern America;Wiley-Blackwell;1965-2021;"Arts and Humanities (miscellaneous) (Q1); Medicine (miscellaneous) (Q1); Psychology (miscellaneous) (Q1); Statistics and Probability (Q1)"
20;25403;Mind;journal;00264423, 14602113;2.26;Q1;58;36;104;1859;140;101;1.31;51.64;United Kingdom;Western Europe;Oxford University Press;1876-1901, 1903, 1908, 1911-1913, 1921-1951, 1959-1960, 1963-1965, 1967, 1970-2021;Philosophy (Q1)
21;26239;Quaternary Science Reviews;journal;02773791;2.235;Q1;192;410;1087;40950;4831;1064;3.9;99.88;United Kingdom;Western Europe;Elsevier Ltd.;1982-2021;"Archeology (Q1); Archeology (arts and humanities) (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Geology (Q1); Global and Planetary Change (Q1)"
22;19419;Computers in Human Behavior;journal;07475632;2.173;Q1;203;454;1999;29814;15030;1981;6.92;65.67;United Kingdom;Western Europe;Elsevier Ltd.;1985-2022;"Arts and Humanities (miscellaneous) (Q1); Human-Computer Interaction (Q1); Psychology (miscellaneous) (Q1)"
