Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2003);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
1;16036;Administrative Science Quarterly;journal;00018392, 19303815;8.103;Q1;191;16;68;1581;362;67;3.91;98.81;United States;Northern America;Johnson School at Cornell University;1975-1987, 1989-1990, 1993-1994, 1996-2021;"Arts and Humanities (miscellaneous) (Q1); Public Administration (Q1); Sociology and Political Science (Q1)"
2;71056;MMWR Surveillance Summaries;journal;15458636, 15460738;7.506;Q1;104;12;27;0;488;27;19;0;United States;Northern America;Centers for Disease Control and Prevention (CDC);2002-2021;"Epidemiology (Q1); Health Information Management (Q1); Health (social science) (Q1); Health, Toxicology and Mutagenesis (Q1)"
3;19434;MMWR Recommendations and Reports;journal;10575987, 15458601;7.149;Q1;148;20;66;0;1119;66;18.05;0;United States;Northern America;Centers for Disease Control and Prevention (CDC);1990-2021;"Epidemiology (Q1); Health Information Management (Q1); Health (social science) (Q1); Health, Toxicology and Mutagenesis (Q1); Medicine (miscellaneous) (Q1)"
4;30039;Journal of Personality and Social Psychology;journal;00223514;4.638;Q1;392;173;468;10941;2602;467;4.58;63.24;United States;Northern America;American Psychological Association;1965-2021;"Social Psychology (Q1); Sociology and Political Science (Q1)"
5;58530;National Vital Statistics Reports;journal;15518922, 15518930;4.634;Q1;110;11;48;0;530;48;13.25;0;United States;Northern America;Public Health Services, US Dept of Health and Human Services;1998-2021;Life-span and Life-course Studies (Q1)
6;39139;International Organization;journal;15315088, 00208183;4.626;Q1;151;28;94;2003;449;93;3.95;71.54;United Kingdom;Western Europe;Cambridge University Press;1947-2021;"Law (Q1); Organizational Behavior and Human Resource Management (Q1); Political Science and International Relations (Q1); Sociology and Political Science (Q1)"
7;16926;American Journal of Sociology;journal;00029602, 15375390;4.389;Q1;191;27;114;2949;432;113;3.13;109.22;United States;Northern America;University of Chicago;1946-1950, 1964-2021;Sociology and Political Science (Q1)
8;15555;American Journal of Political Science;journal;00925853, 15405907;4.219;Q1;180;50;171;2311;483;171;2.07;46.22;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1982, 1986, 1996-2021;"Political Science and International Relations (Q1); Sociology and Political Science (Q1)"
9;15107;IEEE Transactions on Information Theory;journal;00189448, 15579654;4.082;Q1;279;315;842;7230;2965;735;3.55;22.95;United States;Northern America;Institute of Electrical and Electronics Engineers Inc.;1963-2021;"Computer Science Applications (Q1); Information Systems (Q1); Library and Information Sciences (Q1)"
10;19684;Criminology;journal;17459125, 00111384;4.037;Q1;147;50;110;3072;415;109;3.28;61.44;United States;Northern America;Wiley-Blackwell;1963-2021;"Law (Q1); Pathology and Forensic Medicine (Q1)"
11;12872;Cognitive Psychology;journal;10955623, 00100285;3.951;Q1;123;23;55;1831;318;55;4.18;79.61;United States;Northern America;Academic Press Inc.;1970-2021;"Artificial Intelligence (Q1); Developmental and Educational Psychology (Q1); Experimental and Cognitive Psychology (Q1); Linguistics and Language (Q1); Neuropsychology and Physiological Psychology (Q1)"
12;24204;Review of Economics and Statistics;journal;00346535, 15309142;3.899;Q1;177;92;169;2685;376;169;1.83;29.18;United States;Northern America;MIT Press Journals;1978-2021;"Economics and Econometrics (Q1); Social Sciences (miscellaneous) (Q1)"
13;12481;Journal of Engineering Education;journal;10694730, 21689830;3.852;Q1;113;43;218;919;393;218;1.82;21.37;United States;Northern America;Wiley-Blackwell;1969-1978, 1993-1995, 1997-2021;"Education (Q1); Engineering (miscellaneous) (Q1)"
14;15557;American Political Science Review;journal;15375943, 00030554;3.706;Q1;182;46;138;2752;448;133;2.73;59.83;United Kingdom;Western Europe;Cambridge University Press;1906-2021;"Political Science and International Relations (Q1); Sociology and Political Science (Q1)"
15;16929;American Sociological Review;journal;00031224, 19398271;3.699;Q1;208;38;119;3382;455;119;3.03;89;United States;Northern America;American Sociological Association;1965-2021;Sociology and Political Science (Q1)
16;16976;Annual Review of Sociology;book series;03600572, 15452115;3.688;Q1;186;24;72;2982;348;72;4.44;124.25;United States;Northern America;Annual Reviews Inc.;1975, 1977, 1980-1981, 1983-2021;Sociology and Political Science (Q1)
17;22899;Journal of Consumer Research;journal;00935301, 15375277;3.662;Q1;194;34;142;1675;365;141;2.07;49.26;United Kingdom;Western Europe;Oxford University Press;1977-1978, 1984, 1996-2021;"Anthropology (Q1); Arts and Humanities (miscellaneous) (Q1); Business and International Management (Q1); Economics and Econometrics (Q1); Marketing (Q1)"
18;25725;World Politics;journal;00438871, 10863338;3.396;Q1;114;19;56;1071;206;56;3.05;56.37;United Kingdom;Western Europe;Cambridge University Press;1948-2021;"Political Science and International Relations (Q1); Sociology and Political Science (Q1)"
19;19726;Educational Evaluation and Policy Analysis;journal;01623737, 19351062;3.319;Q1;84;22;50;1037;115;50;2.39;47.14;United States;Northern America;SAGE Publications Inc.;1979-1982, 1996-2021;Education (Q1)
20;15574;Information Systems Research;journal;15265536, 10477047;3.238;Q1;168;21;76;1027;293;74;3.73;48.9;United States;Northern America;INFORMS Institute for Operations Research and the Management Sciences;1990-2021;"Computer Networks and Communications (Q1); Information Systems (Q1); Information Systems and Management (Q1); Library and Information Sciences (Q1); Management Information Systems (Q1)"
21;29432;American Educational Research Journal;journal;00028312, 19351011;3.226;Q1;130;29;93;2231;252;91;2.68;76.93;United States;Northern America;SAGE Publications Ltd;1978, 1982, 1986, 1996-2021;Education (Q1)
22;27663;Journal of Conflict Resolution;journal;00220027;3.151;Q1;113;38;114;1696;251;114;2.15;44.63;United States;Northern America;SAGE Publications Inc.;1957-2021;"Business, Management and Accounting (miscellaneous) (Q1); Political Science and International Relations (Q1); Sociology and Political Science (Q1)"
23;26239;Quaternary Science Reviews;journal;02773791;3.117;Q1;192;184;410;9099;1782;395;3.75;49.45;United Kingdom;Western Europe;Elsevier Ltd.;1982-2021;"Archeology (Q1); Archeology (arts and humanities) (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Geology (Q1); Global and Planetary Change (Q1)"
24;110092;Morbidity and Mortality Weekly Report;journal;01492195, 1545861X;3.05;Q1;228;331;660;1751;3010;651;5.13;5.29;United States;Northern America;Department of Health and Human Services;1981-2021;"Epidemiology (Q1); Health Information Management (Q1); Health (social science) (Q1); Health, Toxicology and Mutagenesis (Q1); Medicine (miscellaneous) (Q1)"
25;27365;World Bank Economic Review;journal;1564698X, 02586770;3.035;Q1;92;19;67;646;171;67;2.37;34;United Kingdom;Western Europe;Oxford University Press;1986-2020;"Accounting (Q1); Development (Q1); Economics and Econometrics (Q1); Finance (Q1)"
26;12857;Cognition;journal;18737838, 00100277;3.034;Q1;200;76;213;3200;911;192;4.18;42.11;Netherlands;Western Europe;Elsevier;1972-1974, 1976-2022;"Cognitive Neuroscience (Q1); Developmental and Educational Psychology (Q1); Experimental and Cognitive Psychology (Q1); Linguistics and Language (Q1)"
