Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2010);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
1;21376;Vaccine;journal;0264410X, 18732518;1.663;Q1;191;1181;3323;43809;12402;3124;3.63;37.09;Netherlands;Western Europe;Elsevier BV;1983-2021;"Infectious Diseases (Q1); Molecular Medicine (Q1); Public Health, Environmental and Occupational Health (Q1); Veterinary (miscellaneous) (Q1); Immunology and Microbiology (miscellaneous)  (Q2)"
2;18316;Journal of Veterinary Internal Medicine;journal;19391676, 08916640;1.626;Q1;110;226;589;6414;1447;562;2.23;28.38;United States;Northern America;Wiley-Blackwell;1987-2021;"Medicine (miscellaneous) (Q1); Veterinary (miscellaneous) (Q1)"
3;19555;Veterinary Research;journal;09284249, 12979716;1.531;Q1;109;77;189;4236;732;185;3.73;55.01;United Kingdom;Western Europe;BioMed Central Ltd.;1993-2021;Veterinary (miscellaneous) (Q1)
4;20882;Veterinary Microbiology;journal;03781135, 18732542;1.39;Q1;135;437;1048;13817;3497;1013;3.35;31.62;Netherlands;Western Europe;Elsevier;1976-2021;"Medicine (miscellaneous) (Q1); Microbiology (Q1); Veterinary (miscellaneous) (Q1)"
5;19537;Veterinary Parasitology;journal;03044017, 18732550;1.254;Q1;131;450;1265;14369;3225;1243;2.45;31.93;Netherlands;Western Europe;Elsevier;1975-2021;"Medicine (miscellaneous) (Q1); Parasitology (Q1); Veterinary (miscellaneous) (Q1)"
6;19574;Veterinary Surgery;journal;1532950X, 01613499;1.234;Q1;82;147;363;3735;584;338;1.45;25.41;United States;Northern America;Wiley-Blackwell;1972-2021;Veterinary (miscellaneous) (Q1)
7;18838;Preventive Veterinary Medicine;journal;01675877, 18731716;1.156;Q1;100;179;440;5445;1009;422;2.22;30.42;Netherlands;Western Europe;Elsevier;1982-2021;"Animal Science and Zoology (Q1); Food Animals (Q1)"
8;20491;Journal of Medical Entomology;journal;00222585;1.139;Q1;104;161;521;5830;1127;520;2.02;36.21;United States;Northern America;Oxford University Press;1964-2021;"Insect Science (Q1); Parasitology (Q1); Veterinary (miscellaneous) (Q1); Infectious Diseases (Q2)"
9;19660;Comparative Immunology, Microbiology and Infectious Diseases;journal;18781667, 01479571;1.127;Q1;59;62;114;2006;385;108;3.78;32.35;United Kingdom;Western Europe;Elsevier Ltd.;1978-2021;"Medicine (miscellaneous) (Q1); Veterinary (miscellaneous) (Q1); Immunology (Q2); Immunology and Allergy (Q2); Infectious Diseases (Q2); Microbiology (Q2)"
10;18297;Journal of Feline Medicine and Surgery;journal;1098612X, 15322750;1.111;Q1;66;161;322;4229;591;304;1.81;26.27;United Kingdom;Western Europe;SAGE Publications Inc.;1999-2021;Small Animals (Q1)
11;19524;Veterinary Journal;journal;15322971, 10900233;1.111;Q1;113;289;750;9436;1801;642;2.49;32.65;United Kingdom;Western Europe;Bailliere Tindall Ltd;1997-2021;"Animal Science and Zoology (Q1); Veterinary (miscellaneous) (Q1)"
12;92166;Small Ruminant Research;journal;09214488;1.079;Q1;87;209;645;7328;1177;639;1.49;35.06;Netherlands;Western Europe;Elsevier;1988-2021;"Animal Science and Zoology (Q1); Food Animals (Q1)"
13;4300151401;BMC Veterinary Research;journal;17466148;1.076;Q1;66;59;132;2324;385;131;2.82;39.39;United Kingdom;Western Europe;BioMed Central Ltd.;2005-2021;"Medicine (miscellaneous) (Q1); Veterinary (miscellaneous) (Q1)"
14;18903;Theriogenology;journal;0093691X, 18793231;1.013;Q1;137;338;990;14023;2545;977;2.22;41.49;United States;Northern America;Elsevier Inc.;1974-2021;"Animal Science and Zoology (Q1); Equine (Q1); Food Animals (Q1); Small Animals (Q1)"
15;21288;Acta Tropica;journal;18736254, 0001706X;1.011;Q1;106;160;471;6643;1136;459;2.32;41.52;Netherlands;Western Europe;Elsevier;1945-2021;"Insect Science (Q1); Veterinary (miscellaneous) (Q1); Infectious Diseases (Q2); Parasitology (Q2)"
