Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2007);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
1;19479;Annual Review of Pharmacology and Toxicology;journal;15454304, 03621642;11.263;Q1;210;24;69;3600;1654;69;23.83;150;United States;Northern America;Annual Reviews Inc.;1965-1973, 1975-2021;"Pharmacology (Q1); Toxicology (Q1)"
2;21191;Pharmacological Reviews;journal;15210081, 00316997;9.45;Q1;241;16;88;4334;1843;85;19.55;270.88;United States;Northern America;American Society for Pharmacology and Experimental Therapeutics;1949, 1951-2021;"Molecular Medicine (Q1); Pharmacology (Q1)"
3;20425;Nature Reviews Drug Discovery;journal;14741784, 14741776;7.774;Q1;348;158;818;7071;5339;294;7.01;44.75;United Kingdom;Western Europe;Nature Publishing Group;2002-2021;"Drug Discovery (Q1); Medicine (miscellaneous) (Q1); Pharmacology (Q1)"
4;24032;Reviews of Physiology Biochemistry and Pharmacology;journal;16175786, 03034240;4.568;Q1;66;7;32;1963;218;32;5.72;280.43;Germany;Western Europe;Springer Verlag;1974-2008, 2012-2018;"Biochemistry (Q1); Medicine (miscellaneous) (Q1); Pharmacology (Q1); Physiology (Q1); Physiology (medical) (Q1)"
5;22321;Trends in Pharmacological Sciences;journal;18733735, 01656147;4.509;Q1;225;91;327;5036;3123;302;9.19;55.34;United Kingdom;Western Europe;Elsevier Ltd.;1979-2021;"Pharmacology (Q1); Toxicology (Q1)"
6;21195;Pharmacology and Therapeutics;journal;1879016X, 01637258;3.796;Q1;211;111;274;19051;2568;270;8.8;171.63;United States;Northern America;Elsevier Inc.;1975-1977, 1979-1985, 1987-2021;"Pharmacology (Q1); Pharmacology (medical) (Q1)"
7;13903;Cellular and Molecular Life Sciences;journal;1420682X, 14209071;3.265;Q1;233;275;805;25263;4698;801;5.73;91.87;Switzerland;Western Europe;Birkhauser Verlag Basel;1952, 1997-2021;"Cell Biology (Q1); Cellular and Molecular Neuroscience (Q1); Molecular Biology (Q1); Molecular Medicine (Q1); Pharmacology (Q1)"
8;18017;Neuropsychopharmacology;journal;0893133X, 1470634X;3.143;Q1;227;247;773;15129;4994;741;5.98;61.25;United Kingdom;Western Europe;Nature Publishing Group;1987-2021;"Pharmacology (Q1); Psychiatry and Mental Health (Q1)"
9;19409;Advanced Drug Delivery Reviews;journal;0169409X, 18728294;3.073;Q1;331;117;371;12760;3224;304;7.83;109.06;Netherlands;Western Europe;Elsevier;1987-2021;Pharmaceutical Science (Q1)
10;20681;Current Opinion in Pharmacology;journal;14714973, 14714892;3.033;Q1;139;98;298;4669;2060;266;6.58;47.64;Netherlands;Western Europe;Elsevier BV;2001-2021;"Drug Discovery (Q1); Pharmacology (Q1)"
