Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2007);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
1;73008;Vital and health statistics. Series 2, Data evaluation and methods research;journal;00832057, 23330872;7.163;Q1;28;0;5;0;23;5;5;0;United States;Northern America;U.S. National Center for Health Statistics;1965, 1970, 1977-1982, 1985-1989, 1991-1994, 1996-2001, 2003-2006, 2008, 2010-2021;"Health Information Management (Q1); Medicine (miscellaneous) (Q1); Statistics and Probability (Q1)"
2;19434;MMWR Recommendations and Reports;journal;10575987, 15458601;6.472;Q1;148;9;50;129;1098;50;25.49;14.33;United States;Northern America;Centers for Disease Control and Prevention (CDC);1990-2021;"Epidemiology (Q1); Health Information Management (Q1); Health (social science) (Q1); Health, Toxicology and Mutagenesis (Q1); Medicine (miscellaneous) (Q1)"
3;71056;MMWR Surveillance Summaries;journal;15458636, 15460738;5.512;Q1;104;14;34;0;567;34;14.22;0;United States;Northern America;Centers for Disease Control and Prevention (CDC);2002-2021;"Epidemiology (Q1); Health Information Management (Q1); Health (social science) (Q1); Health, Toxicology and Mutagenesis (Q1)"
4;20088;Vital and health statistics. Ser. 1: Programs and collection procedures;journal;00832014, 23328401;4.032;Q1;17;1;1;0;7;1;7;0;United States;Northern America;U.S. National Center for Health Statistics;1963-1978, 1981, 1985-1987, 1989-1990, 1992-1994, 1997, 1999, 2002-2003, 2005, 2007-2015, 2017-2021;"Health Information Management (Q1); Statistics and Probability (Q1)"
5;110092;Morbidity and Mortality Weekly Report;journal;01492195, 1545861X;3.329;Q1;228;167;943;1364;4027;732;4.78;8.17;United States;Northern America;Department of Health and Human Services;1981-2021;"Epidemiology (Q1); Health Information Management (Q1); Health (social science) (Q1); Health, Toxicology and Mutagenesis (Q1); Medicine (miscellaneous) (Q1)"
6;16101;Human Brain Mapping;journal;10659471, 10970193;3.32;Q1;199;122;263;6868;1642;261;6.42;56.3;United States;Northern America;Wiley-Liss Inc.;1993-2021;"Anatomy (Q1); Neurology (Q1); Neurology (clinical) (Q1); Radiological and Ultrasound Technology (Q1); Radiology, Nuclear Medicine and Imaging (Q1)"
7;23478;Journal of Physiology;journal;00223751, 14697793;2.68;Q1;249;736;1853;32797;8765;1761;4.52;44.56;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1878-2021;"Physiology (Q1); Sports Science (Q1)"
8;12198;Journal of Bone and Joint Surgery - Series A;journal;15351386, 00219355;2.458;Q1;274;480;1439;13684;5313;1259;3.38;28.51;United States;Northern America;Lippincott Williams and Wilkins Ltd.;1946-2021;"Medicine (miscellaneous) (Q1); Orthopedics and Sports Medicine (Q1); Sports Science (Q1); Surgery (Q1)"
9;19799;American Journal of Sports Medicine;journal;03635465, 15523365;2.419;Q1;236;283;744;7994;2913;668;3.66;28.25;United States;Northern America;SAGE Publications Inc.;1973-2021;"Medicine (miscellaneous) (Q1); Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sports Science (Q1)"
10;21100327967;Trends in hearing;journal;23312165;2.297;Q1;54;24;44;1178;96;25;2.1;49.08;United States;Northern America;SAGE Publications Inc.;2013-2021;"Otorhinolaryngology (Q1); Speech and Hearing (Q1)"
