Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2019);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
1;25491;Diabetes Care;journal;19355548, 01495992;6.48;Q1;380;442;1296;12513;12460;925;10.36;28.31;United States;Northern America;American Diabetes Association Inc.;1978-2021;"Advanced and Specialized Nursing (Q1); Endocrinology, Diabetes and Metabolism (Q1); Internal Medicine (Q1)"
2;29993;Annual Review of Nutrition;journal;01999885, 15454312;4.262;Q1;166;15;65;1800;721;64;11.23;120;United States;Northern America;Annual Reviews Inc.;1981-2020;"Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1)"
3;19064;Resuscitation;journal;18731570, 03009572;3.109;Q1;139;470;1179;11149;3454;787;2.83;23.72;Ireland;Western Europe;Elsevier Ireland Ltd;1972-1976, 1978-2021;"Cardiology and Cardiovascular Medicine (Q1); Emergency Medicine (Q1); Emergency Nursing (Q1)"
4;20618;Stroke;journal;15244628, 00392499;3.097;Q1;330;762;1887;16177;10636;1551;5.53;21.23;United States;Northern America;Lippincott Williams and Wilkins Ltd.;1970-2021;"Advanced and Specialized Nursing (Q1); Cardiology and Cardiovascular Medicine (Q1); Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Neuroscience (miscellaneous) (Q1)"
5;21100854855;Clinical and Translational Immunology;journal;20500068;2.833;Q1;39;40;95;2754;644;84;5.29;68.85;United Kingdom;Western Europe;"John Wiley &amp; Sons Inc.";2012-2021;"Immunology (Q1); Immunology and Allergy (Q1); Nursing (miscellaneous) (Q1)"
6;21100403278;NursingPlus Open;journal;23529008;2.707;Q1;8;0;11;0;182;10;2.2;0;Netherlands;Western Europe;Elsevier BV;2015-2018;Nursing (miscellaneous) (Q1)
7;29990;American Journal of Clinical Nutrition;journal;19383207, 00029165;2.704;Q1;351;361;1144;14104;6450;898;5.03;39.07;United States;Northern America;American Society for Nutrition;1952-2021;"Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1)"
8;14875;International Journal of Behavioral Nutrition and Physical Activity;journal;14795868;2.637;Q1;129;140;428;7545;3157;423;7.18;53.89;United Kingdom;Western Europe;BioMed Central Ltd.;2004-2021;"Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1)"
9;21100202730;Advances in Nutrition;journal;21565376, 21618313;2.417;Q1;103;136;277;11328;2371;257;6.94;83.29;United States;Northern America;American Society for Nutrition;2010-2021;"Food Science (Q1); Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1)"
10;68935;Nutrition Research Reviews;journal;09544224, 14752700;2.147;Q1;88;19;58;2572;450;56;7.87;135.37;United Kingdom;Western Europe;Cambridge University Press;1988-2021;"Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1)"
