Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2002);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
1;16801;Annual Review of Biochemistry;journal;15454509, 00664154;35.423;Q1;305;27;84;4856;3586;84;37.22;179.85;United States;Northern America;Annual Reviews Inc.;1946-1948, 1950-1960, 1962-2021;Biochemistry (Q1)
2;18434;Cell;journal;00928674, 10974172;28.027;Q1;814;355;1056;16154;29852;1046;27.47;45.5;United States;Northern America;Cell Press;1974-2021;Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1)
3;18395;Annual Review of Cell and Developmental Biology;journal;15308995, 10810706;27.593;Q1;226;25;73;4164;2081;71;22.94;166.56;United States;Northern America;Annual Reviews Inc.;1995-2020;"Cell Biology (Q1); Developmental Biology (Q1)"
4;22126;Genes and Development;journal;15495477, 08909369;20.117;Q1;453;286;869;16105;17006;868;18.61;56.31;United States;Northern America;Cold Spring Harbor Laboratory Press;1987-2021;"Developmental Biology (Q1); Genetics (Q1)"
5;18606;Molecular Cell;journal;10974164, 10972765;17.683;Q1;414;304;709;11905;11833;708;16.17;39.16;United States;Northern America;Cell Press;1997-2021;"Cell Biology (Q1); Molecular Biology (Q1)"
6;24004;Physiological Reviews;journal;15221210, 00319333;17.125;Q1;358;28;120;10430;3860;120;28.13;372.5;United States;Northern America;American Physiological Society;1945-2021;"Medicine (miscellaneous) (Q1); Molecular Biology (Q1); Physiology (Q1); Physiology (medical) (Q1)"
7;18503;Current Opinion in Cell Biology;journal;09550674, 18790410;16.52;Q1;267;98;317;5508;5887;284;17.12;56.2;United Kingdom;Western Europe;Elsevier Ltd.;1989-2021;Cell Biology (Q1)
8;21706;Annual Review of Genetics;journal;15452948, 00664197;15.228;Q1;189;24;68;3528;1102;68;13.92;147;United States;Northern America;Annual Reviews Inc.;1970-2020;Genetics (Q1)
9;19014;Nature Cell Biology;journal;14764679, 14657392;13.621;Q1;384;266;709;7602;9677;643;13.8;28.58;United Kingdom;Western Europe;Nature Publishing Group;1999-2021;Cell Biology (Q1)
10;18990;Nature Genetics;journal;10614036, 15461718;13.168;Q1;597;314;1083;7703;19856;962;17.37;24.53;United Kingdom;Western Europe;Nature Publishing Group;1992-2021;Genetics (Q1)
11;21191;Pharmacological Reviews;journal;15210081, 00316997;12.251;Q1;241;23;64;6417;1857;63;27.44;279;United States;Northern America;American Society for Pharmacology and Experimental Therapeutics;1949, 1951-2021;"Molecular Medicine (Q1); Pharmacology (Q1)"
12;20278;Microbiology and Molecular Biology Reviews;journal;10985557, 10922172;12.098;Q1;256;27;96;7131;1856;96;16.47;264.11;United States;Northern America;American Society for Microbiology;1997-2021;"Immunology and Microbiology (miscellaneous)  (Q1); Molecular Biology (Q1)"
