Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2013);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
1;20651;Annual Review of Immunology;journal;15453278, 07320582;33.488;Q1;309;24;73;5036;3327;73;47.43;209.83;United States;Northern America;Annual Reviews Inc.;1983-2021;"Immunology (Q1); Immunology and Allergy (Q1)"
2;21318;Nature Reviews Immunology;journal;14741741, 14741733;17.428;Q1;417;202;537;8710;8362;302;14.99;43.12;United Kingdom;Western Europe;Nature Publishing Group;2001-2021;"Immunology (Q1); Medicine (miscellaneous) (Q1)"
3;21315;Nature Immunology;journal;15292908, 15292916;15.038;Q1;403;267;694;8185;11691;597;14.4;30.66;United Kingdom;Western Europe;Nature Publishing Group;2000-2021;Immunology (Q1)
4;20798;Immunity;journal;10974180, 10747613;14.618;Q1;417;244;628;10996;10561;619;16.06;45.07;United States;Northern America;Cell Press;1994-2021;"Immunology (Q1); Immunology and Allergy (Q1); Infectious Diseases (Q1)"
5;16115;Nature Biotechnology;journal;15461696, 10870156;13.974;Q1;463;332;1036;4938;12437;547;11.41;14.87;United Kingdom;Western Europe;Nature Publishing Group;1989-2021;"Applied Microbiology and Biotechnology (Q1); Bioengineering (Q1); Biomedical Engineering (Q1); Biotechnology (Q1); Molecular Medicine (Q1)"
6;21272;Journal of Experimental Medicine;journal;00221007, 15409538;12.387;Q1;462;211;671;11526;10412;650;15.26;54.63;United States;Northern America;Rockefeller University Press;1909-1910, 1929, 1938, 1945-2021;"Immunology (Q1); Immunology and Allergy (Q1); Medicine (miscellaneous) (Q1)"
7;20278;Microbiology and Molecular Biology Reviews;journal;10985557, 10922172;10.549;Q1;256;26;77;7306;1466;77;16.53;281;United States;Northern America;American Society for Microbiology;1997-2021;"Immunology and Microbiology (miscellaneous)  (Q1); Molecular Biology (Q1)"
8;20313;Nature Reviews Microbiology;journal;17401534, 17401526;10.211;Q1;323;173;546;8244;6226;339;10.4;47.65;United Kingdom;Western Europe;Nature Publishing Group;2003-2021;Immunology and Microbiology (miscellaneous)  (Q1)
9;4700152228;Molecular Systems Biology;journal;17444292;9.995;Q1;156;82;284;5283;3744;273;14.06;64.43;United States;Northern America;Wiley-Blackwell;2005-2021;"Agricultural and Biological Sciences (miscellaneous) (Q1); Applied Mathematics (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Computational Theory and Mathematics (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Information Systems (Q1); Medicine (miscellaneous) (Q1)"
10;19614;Annual Review of Microbiology;journal;00664227, 15453251;9.988;Q1;199;31;86;3478;1464;86;14.27;112.19;United States;Northern America;Annual Reviews Inc.;1948, 1950-1958, 1960, 1962-2020;Microbiology (Q1)
11;19651;Clinical Microbiology Reviews;journal;08938512, 10986618;9.699;Q1;296;36;95;9134;2359;87;19.47;253.72;United States;Northern America;American Society for Microbiology;1988-2021;"Epidemiology (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Infectious Diseases (Q1); Microbiology (medical) (Q1); Public Health, Environmental and Occupational Health (Q1)"
12;17435;EMBO Journal;journal;02614189, 14602075;9.143;Q1;405;293;1183;13992;11637;1170;9.8;47.75;Germany;Western Europe;Wiley-Blackwell;1982-2021;"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Medicine (miscellaneous) (Q1); Molecular Biology (Q1); Neuroscience (miscellaneous) (Q1)"
13;20810;Immunological Reviews;journal;01052896, 1600065X;8.875;Q1;234;114;327;15212;4538;313;14.15;133.44;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1969-2021;"Immunology (Q1); Immunology and Allergy (Q1)"
14;12977;PLoS Biology;journal;15449173, 15457885;8.223;Q1;281;288;779;12886;7560;744;8.84;44.74;United States;Northern America;Public Library of Science;2003-2021;"Agricultural and Biological Sciences (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Neuroscience (miscellaneous) (Q1)"
15;5300152732;Cell Host and Microbe;journal;19313128;8.148;Q1;201;160;426;6824;4469;404;9.85;42.65;United States;Northern America;Cell Press;2007-2021;"Cancer Research (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Microbiology (Q1); Molecular Biology (Q1); Parasitology (Q1); Virology (Q1)"
