Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2001);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
1;19434;MMWR Recommendations and Reports;journal;10575987, 15458601;10.335;Q1;148;24;56;47;952;56;14.2;1.96;United States;Northern America;Centers for Disease Control and Prevention (CDC);1990-2021;"Epidemiology (Q1); Health Information Management (Q1); Health (social science) (Q1); Health, Toxicology and Mutagenesis (Q1); Medicine (miscellaneous) (Q1)"
2;71056;MMWR Surveillance Summaries;journal;15458636, 15460738;6.75;Q1;104;3;29;0;293;29;10.67;0;United States;Northern America;Centers for Disease Control and Prevention (CDC);2002-2021;"Epidemiology (Q1); Health Information Management (Q1); Health (social science) (Q1); Health, Toxicology and Mutagenesis (Q1)"
3;110092;Morbidity and Mortality Weekly Report;journal;01492195, 1545861X;3.591;Q1;228;201;609;1157;2766;605;4.49;5.76;United States;Northern America;Department of Health and Human Services;1981-2021;"Epidemiology (Q1); Health Information Management (Q1); Health (social science) (Q1); Health, Toxicology and Mutagenesis (Q1); Medicine (miscellaneous) (Q1)"
4;16101;Human Brain Mapping;journal;10659471, 10970193;2.85;Q1;199;53;153;2627;928;152;5.34;49.57;United States;Northern America;Wiley-Liss Inc.;1993-2021;"Anatomy (Q1); Neurology (Q1); Neurology (clinical) (Q1); Radiological and Ultrasound Technology (Q1); Radiology, Nuclear Medicine and Imaging (Q1)"
5;12198;Journal of Bone and Joint Surgery - Series A;journal;15351386, 00219355;2.271;Q1;274;405;794;8392;1858;560;2.09;20.72;United States;Northern America;Lippincott Williams and Wilkins Ltd.;1946-2021;"Medicine (miscellaneous) (Q1); Orthopedics and Sports Medicine (Q1); Sports Science (Q1); Surgery (Q1)"
6;23478;Journal of Physiology;journal;00223751, 14697793;2.257;Q1;249;623;1779;24953;7598;1767;4.15;40.05;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1878-2021;"Physiology (Q1); Sports Science (Q1)"
7;19799;American Journal of Sports Medicine;journal;03635465, 15523365;2.185;Q1;236;156;493;3651;1209;411;2.09;23.4;United States;Northern America;SAGE Publications Inc.;1973-2021;"Medicine (miscellaneous) (Q1); Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sports Science (Q1)"
8;17271;Medical Image Analysis;journal;13618415, 13618423;1.792;Q1;143;25;74;921;306;74;2.82;36.84;Netherlands;Western Europe;Elsevier;1996-2021;"Computer Graphics and Computer-Aided Design (Q1); Computer Vision and Pattern Recognition (Q1); Health Informatics (Q1); Radiological and Ultrasound Technology (Q1); Radiology, Nuclear Medicine and Imaging (Q1)"
9;15222;Arthroscopy - Journal of Arthroscopic and Related Surgery;journal;07498063, 15263231;1.705;Q1;172;251;477;4283;823;453;1.44;17.06;United Kingdom;Western Europe;W.B. Saunders Ltd;1985-2021;"Orthopedics and Sports Medicine (Q1); Sports Science (Q1)"
10;16733;IEEE Transactions on Medical Imaging;journal;02780062, 1558254X;1.604;Q1;233;130;352;4167;1397;350;3.58;32.05;United States;Northern America;Institute of Electrical and Electronics Engineers Inc.;1982-2021;"Computer Science Applications (Q1); Electrical and Electronic Engineering (Q1); Radiological and Ultrasound Technology (Q1); Software (Q1)"
11;20088;Vital and health statistics. Ser. 1: Programs and collection procedures;journal;00832014, 23328401;1.519;Q1;17;0;1;0;1;1;1;0;United States;Northern America;U.S. National Center for Health Statistics;1963-1978, 1981, 1985-1987, 1989-1990, 1992-1994, 1997, 1999, 2002-2003, 2005, 2007-2015, 2017-2021;"Health Information Management (Q1); Statistics and Probability (Q1)"
12;21100241208;Bone and Joint Journal;journal;20494408, 20494394;1.5;Q1;189;263;770;5313;1365;615;1.46;20.2;United Kingdom;Western Europe;British Editorial Society of Bone and Joint Surgery;2013-2021;"Medicine (miscellaneous) (Q1); Orthopedics and Sports Medicine (Q1); Sports Science (Q1); Surgery (Q1)"
13;19890;Knee Surgery, Sports Traumatology, Arthroscopy;journal;09422056, 14337347;1.352;Q1;134;79;197;1804;298;182;1.34;22.84;Germany;Western Europe;Springer Verlag;1993-2021;"Orthopedics and Sports Medicine (Q1); Sports Science (Q1); Surgery (Q1)"
14;21723;Journal of Shoulder and Elbow Surgery;journal;15326500, 10582746;1.325;Q1;152;108;322;2125;439;315;1.2;19.68;United States;Northern America;Mosby Inc.;1992-2021;"Medicine (miscellaneous) (Q1); Orthopedics and Sports Medicine (Q1); Sports Science (Q1); Surgery (Q1)"
15;19894;Medicine and Science in Sports and Exercise;journal;15300315, 01959131;1.285;Q1;238;359;938;11747;2668;916;2.45;32.72;United States;Northern America;Lippincott Williams and Wilkins Ltd.;1969-2021;"Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sports Science (Q1)"
16;12257;Journal of Orthopaedic Trauma;journal;08905339, 15312291;1.259;Q1;128;136;377;2388;441;316;0.93;17.56;United States;Northern America;Lippincott Williams and Wilkins Ltd.;1987-2021;"Medicine (miscellaneous) (Q1); Orthopedics and Sports Medicine (Q1); Sports Science (Q1); Surgery (Q1)"
17;15846;Journal of Biomechanics;journal;18732380, 00219290;1.256;Q1;208;291;521;5027;1232;500;2.24;17.27;United Kingdom;Western Europe;Elsevier Ltd.;1968-2021;"Biomedical Engineering (Q1); Biophysics (Q1); Orthopedics and Sports Medicine (Q1); Rehabilitation (Q1); Sports Science (Q1)"
18;14231;Statistical Methods in Medical Research;journal;14770334, 09622802;1.253;Q2;91;27;81;1336;157;67;1.74;49.48;United Kingdom;Western Europe;SAGE Publications Ltd;1992-2021;"Epidemiology (Q1); Health Information Management (Q2); Statistics and Probability (Q2)"
19;30091;Journal of Sport and Exercise Psychology;journal;08952779, 15432904;1.25;Q1;106;20;56;785;102;56;1.55;39.25;United States;Northern America;Human Kinetics Publishers Inc.;1996-2021;"Applied Psychology (Q1); Sports Science (Q1)"
20;17928;Ultrasonic Imaging;journal;01617346, 10960910;1.246;Q1;49;14;47;310;81;47;1.32;22.14;United States;Northern America;SAGE Publications Inc.;1979-2021;"Radiological and Ultrasound Technology (Q1); Radiology, Nuclear Medicine and Imaging (Q1)"
21;15122;Journal of Speech, Language, and Hearing Research;journal;10924388, 15589102;1.226;Q1;145;105;355;4624;680;341;1.71;44.04;United States;Northern America;American Speech-Language-Hearing Association (ASHA);1996-2021;"Linguistics and Language (Q1); Medicine (miscellaneous) (Q1); Speech and Hearing (Q1)"
22;29603;Clinical Orthopaedics and Related Research;journal;15281132, 0009921X;1.217;Q1;217;486;1369;14030;2699;1330;1.54;28.87;United States;Northern America;Springer New York;1963-2021;"Medicine (miscellaneous) (Q1); Orthopedics and Sports Medicine (Q1); Sports Science (Q1)"
